Block,Time Block,KOLDAM,NAPP,KISHANGANGA,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,NJPC,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NTPL,PARBATI3,RSTPSU1TO6,RIHAND3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,DADRT2,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,FSTPP I & II,DHAULIGNGA,DULHASTI,AURY_CRF,DADRI_RF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,ANTA_LF,ANTA_CRF,ANTA_GF,KHSTPP-I,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,TALA,SALAL,SASAN,SEWA2,RSTPSU7,JHAJJAR,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,42.35,0,0,8.51,114.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.39,0,19.16,0,0,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13,0,0,120.67,0,0,15.22,0,0,0,4.13,20.31,0,0,1.1,32.59,2.12,0,1.34,334.32,0,0,527.09,0,0,0,0,0,0,0

64,15:45-16:00,0,42.35,0,0,8.51,141.06,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.39,0,19.16,0,0,0,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.26,0,0,120.67,0,0,18.53,0,0,0,4.13,25.28,0,0,1.1,32.59,2.12,0,1.34,334.32,0,0,593.68,0,0,0,0,0,0,0

65,16:00-16:15,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.25,0,19.16,0,0,0,12.25,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,14.48,18.59,0,0,0,4.13,25.28,0,0,1.1,32.83,2.12,0,1.34,334.32,0,0,526.9,0,0,0,0,0,0,0

66,16:15-16:30,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.95,0,19.16,0,0,0,12.92,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,14.84,18.59,0,0,0,4.13,25.28,0,0,1.1,32.83,2.12,0,1.34,334.32,0,0,526.9,0,0,0,0,0,0,0

67,16:30-16:45,0,42.35,0,0,8.51,142.07,0,0,0,18.14,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,363.42,0,19.16,0,0,0,13.58,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,29.81,15.51,0,0,0,4.13,20.95,0,0,1.48,29.07,2.12,0,1.34,334.32,0,0,566.93,0,0,0,0,0,0,0

68,16:45-17:00,0,42.35,0,0,8.51,142.07,0,0,0,36.29,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,363.42,0,19.16,0,0,0,13.58,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,44.72,13.37,0,0,0,4.13,17.82,0,0,1.48,28.26,2.12,0,1.34,334.32,0,0,593.49,0,0,0,0,0,0,0

69,17:00-17:15,0,42.35,0,0,8.51,142.07,0,0,0,67.22,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,365.29,3.19,19.16,0,1.05,0,14.25,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,44.72,16.75,0,0,0,4.13,22.3,0,0,1.48,36.04,2.12,0,1.34,334.32,0,0,597.75,0,0,0,0,0,0,0

70,17:15-17:30,0,42.35,0,0,8.51,142.07,0,0,0,72.58,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,422.2,11.49,19.16,11.53,6.25,9.26,14.92,7.59,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,44.72,16.75,0,0,0,4.13,22.7,0,0,1.48,36.04,2.12,0,1.34,334.32,7.57,0,597.75,0,0,0,0,0,0,0

71,17:30-17:45,0,42.35,0,0,18.89,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,617.05,25.23,19.16,26,12.49,27.85,15.58,15.18,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.57,0,0,0,4.13,25.22,0,0,1.48,40.43,2.12,0,1.34,334.32,7.57,0,626.82,0,0,0,0,0,0,0

72,17:45-18:00,0,42.35,0,0,18.89,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,25.23,19.16,26,12.49,27.85,16.25,25.44,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,4.13,25.28,0,0,1.48,40.61,2.12,0,1.34,334.32,7.57,0,626.82,0,0,0,0,0,0,0

73,18:00-18:15,0,42.35,0,0,18.89,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,25.23,19.16,26,12.49,27.85,16.78,25.44,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,4.13,25.28,0,0,1.71,40.61,4.22,0,1.34,334.32,7.57,0,626.82,0,0,0,0,0,0,0

74,18:15-18:30,0,42.35,0,0,18.89,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,25.23,19.16,26,12.49,27.85,16.78,25.44,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,4.13,25.28,0,0,1.71,40.61,4.22,0,7.79,334.32,7.57,0,626.82,0,0,0,0,0,0,0

75,18:30-18:45,0,42.35,0,0,18.89,142.07,0,0,0,112.05,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,25.23,19.16,11.53,12.49,27.85,16.78,25.44,31.57,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,4.13,25.28,0,0,1.71,40.61,4.22,0,13.36,334.32,7.57,0,626.82,0,0,0,0,0,0,0

76,18:45-19:00,0,42.35,0,0,8.51,142.07,0,0,0,77.12,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,11.49,19.16,0,6.25,2.43,16.78,10.13,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,59.63,18.59,0,0,0,4.13,25.28,0,0,1.71,40.61,4.22,0,13.36,334.32,0,0,626.82,0,0,0,0,0,0,0

77,19:00-19:15,0,42.35,0,0,8.51,142.07,0,0,0,58.97,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,11.49,19.16,0,1.05,0,16.78,10.13,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,44.72,18.59,0,0,0,18.04,25.28,0,0,1.71,40.61,25.38,0,13.36,334.32,0,0,626.82,0,0,0,0,0,0,0

78,19:15-19:30,0,42.35,0,0,8.51,142.07,0,0,0,44.82,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,11.49,19.16,0,0,0,16.78,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,44.72,18.59,0,0,0,18.04,25.28,0,0,1.71,40.61,25.38,0,13.36,334.32,0,0,626.82,0,0,0,0,0,0,0

79,19:30-19:45,0,42.35,0,0,8.51,142.07,0,0,0,22.41,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,0,19.16,0,0,0,16.78,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,29.81,18.59,0,0,0,18.04,25.28,0,0,1.71,40.61,25.38,0,13.36,334.32,0,0,626.82,0,0,0,0,0,0,0

80,19:45-20:00,0,42.35,0,0,8.51,142.07,0,0,0,22.41,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.16,0,19.16,0,0,0,16.78,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,28.61,18.59,0,0,0,18.04,25.28,0,0,1.71,40.61,25.38,0,13.36,334.32,0,0,626.82,0,0,0,0,0,0,0

81,20:00-20:15,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.12,0,19.16,0,0,0,16.78,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,28.61,18.59,0,0,0,18.04,25.28,0,0,1.71,40.61,25.38,0,7.79,334.32,0,0,626.82,0,0,0,0,0,0,0

82,20:15-20:30,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,654.12,0,19.16,0,0,0,16.78,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,14.91,18.59,0,0,0,18.04,25.28,0,0,1.71,40.61,19.04,0,1.34,334.32,0,0,626.82,0,0,0,0,0,0,0

83,20:30-20:45,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,600.73,0,19.16,0,0,0,16.78,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,18.59,0,0,0,4.13,25.28,0,0,1.71,40.61,14.8,0,1.34,334.32,0,0,626.82,0,0,0,0,0,0,0

84,20:45-21:00,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,530.27,0,19.16,0,0,0,16.78,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,18.59,0,0,0,4.13,25.28,0,0,1.71,40.61,14.8,0,1.34,334.32,0,0,626.82,0,0,0,0,0,0,0

85,21:00-21:15,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,392.05,0,19.16,0,0,0,16.78,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,18.59,0,0,0,4.13,25.28,0,0,0.49,40.61,12.69,0,1.34,334.32,0,0,597.75,0,0,0,0,0,0,0

86,21:15-21:30,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.25,0,19.16,0,0,0,16.78,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,32.56,0,0,120.67,0,0,15.22,0,0,0,4.13,20.41,0,0,0.49,32.83,12.69,0,1.34,334.32,0,0,593.49,0,0,0,0,0,0,0

87,21:30-21:45,0,42.35,0,0,8.51,142.07,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.25,0,19.16,0,0,0,13.66,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,30.04,0,0,120.67,0,0,13.24,0,0,0,4.13,17.66,0,0,0.49,28.03,5.29,0,1.34,334.32,0,0,517.32,0,0,0,0,0,0,0

88,21:45-22:00,0,42.35,0,0,8.51,122.45,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.25,0,19.16,0,0,0,8.39,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,25.55,0,0,120.67,0,0,13.24,0,0,0,4.13,17.66,0,0,0.49,28.03,5.29,0,1.34,334.32,0,0,440.68,0,0,0,0,0,0,0

89,22:00-22:15,0,42.35,0,0,8.51,90.15,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,359.25,0,19.16,0,0,0,8.39,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.91,0,0,120.67,0,0,11.5,0,0,0,4.13,14.69,0,0,0.49,23.23,5.29,0,8.9,334.32,0,0,364.04,0,0,0,0,0,0,0

90,22:15-22:30,0,42.35,0,0,8.51,95.32,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,289.8,0,19.16,0,0,0,9.87,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,120.67,0,0,11.5,0,0,0,4.13,14.69,0,0,0.49,23.23,5.29,0,26.72,334.32,0,0,344.88,0,0,0,0,0,0,0

91,22:30-22:45,0,42.35,0,0,8.51,78.14,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,282.61,0,19.16,0,0,0,8.39,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.91,0,0,120.67,0,0,11.5,0,0,0,4.13,14.69,0,0,0.49,23.23,5.29,0,26.72,334.32,0,0,344.88,0,0,0,0,0,0,0

92,22:45-23:00,0,42.35,0,0,8.51,78.14,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,282.61,0,19.16,0,0,0,8.39,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.91,0,0,120.67,0,0,11.5,0,0,0,4.13,14.69,0,0,0.49,23.23,5.29,0,26.72,334.32,0,0,344.88,0,0,0,0,0,0,0

93,23:00-23:15,0,42.35,0,0,8.51,78.14,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,282.61,0,19.16,0,0,0,8.39,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.91,0,0,120.67,0,0,11.5,0,0,0,4.13,14.69,0,0,0,23.23,5.29,0,26.72,334.32,0,0,344.88,0,0,0,0,0,0,0

94,23:15-23:30,0,42.35,0,0,8.51,78.14,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,282.61,0,19.16,0,0,0,8.39,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.91,0,0,120.67,0,0,11.5,0,0,0,4.13,14.69,0,0,0,23.23,5.29,0,26.72,334.32,0,0,344.88,0,0,0,0,0,0,0

95,23:30-23:45,0,42.35,0,0,8.51,78.14,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,282.61,0,18.3,0,0,0,8.39,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.91,0,0,120.67,0,0,11.5,0,0,0,4.13,14.69,0,0,0,23.23,5.29,0,26.72,334.32,0,0,344.88,0,0,0,0,0,0,0

96,23:45-24:00,0,42.35,0,0,8.51,78.14,0,0,0,0,0,88.14,0,0,0,24.93,0,0,0,119.1,0,0,113.76,0,282.61,0,17.83,0,0,0,8.39,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,18.91,0,0,120.67,0,0,11.5,0,0,0,4.13,14.69,0,0,0,23.23,5.29,0,8.9,334.32,0,0,344.88,0,0,0,0,0,0,0

