Column1,Time,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/20/4168,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/20/2470,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/6528,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/6775,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3514,NR/01102023/31052040/LT-31,GNA/WR/2025/01/01/8625,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/20/9333,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/20/9046,GNA/NR/2025/01/20/4698,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/3945,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/30092023/31122025/SH-07,GNA/NR/2025/01/02/1250,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06)
12,02:45-03:00,0,0,24.02,0,1.37,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,24.73,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.43,0,0,11.33,24,24,34.01,7,0,11.33,0,0,0,8,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,24.02,0,1.47,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,24.73,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.43,0,0,11.33,23.66,23.67,34.01,7,0,11.33,0,0,0,7.4,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,24.02,0,1.47,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,24.73,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.43,0,0,11.33,23.66,23.67,34.01,7,0,11.33,0,0,0,7.2,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,24.02,0,1.47,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,24.73,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.43,0,0,11.17,23.34,23.33,33.49,7,0,11.17,0,0,0,7.2,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,24.02,0,1.47,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,24.73,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.43,0,0,10.67,23,23,31.99,7,0,10.67,0,0,0,7.2,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,24.02,0,1.47,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,24.73,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.38,0,0,10.5,22.34,22.33,31.5,7,0,10.5,0,0,0,7.2,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,24.02,0,1.47,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,23.72,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.38,0,0,10.5,21.34,21.33,31.5,7,0,10.5,0,0,0,7.2,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,24.02,0,1.47,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,23.72,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.38,0,0,12,30.66,30.67,36,7,0,12,0,0,0,9,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,24.02,0,1.47,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,23.72,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.38,0,0,11.83,30,30,35.51,7,0,11.83,0,0,0,9,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,24.02,0,1.47,0.99,52.84,149.4,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,23.72,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.38,0,0,11.67,28.34,28.33,34.99,7,0,11.67,0,0,0,11,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,24.02,0,1.47,0.99,52.84,192.14,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,23.72,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.38,0,0,11.5,26.66,26.67,34.5,7,0,11.5,0,0,0,10.8,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,24.02,0,1.47,0.99,52.84,230.57,0,0,31.7,28.82,8.65,0,24.02,70.06,59.4,20.17,19.21,0,0,24.22,0,65.33,0,0,0,48.04,26.9,24.02,0,0,48.04,1.38,0,0,11.33,17.66,17.67,34.01,7,0,11.33,0,0,0,12.21,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,24.02,0,1.47,0.99,52.84,271.64,0,0,31.7,28.82,8.65,0,24.02,70.06,67.39,20.17,19.21,0,0,24.22,0,89.35,0,0,0,48.04,26.9,24.02,0,0,48.04,1.38,0,0,11.17,16.66,16.67,33.49,7,0,11.17,0,0,0,12.01,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,24.02,0,1.37,0.99,81.66,271.64,0,0,31.7,28.82,8.65,0,24.02,65.92,76.17,20.17,19.21,0,0,24.22,0,113.36,0,0,0,48.04,26.9,43.23,0,0,48.04,1.38,0,0,11,15.34,15.33,33,7,0.49,11,0,0,0,9.6,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,24.02,0,1.37,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,24.02,65.92,76.17,20.17,19.21,0,0,24.22,0,130.42,0,0,0,48.04,26.9,43.23,0,0,48.04,1.38,0,0,10.33,15,15,31.01,7,0.89,10.33,0,0,0,9.4,0,0,0,0,0.04,0,0,0.03

27,06:30-06:45,0,0,24.02,0,1.37,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,24.02,65.92,86.66,20.17,19.21,0,0,24.22,0,130.42,0,0,0,48.04,26.9,43.23,0,0,48.04,1.38,0,0,10,15,15,30,7,1.21,10,0,0,0,9.4,0,0,0,0,0.09,0,0,0.45

28,06:45-07:00,0,0,24.02,0,1.37,0.99,100.09,271.64,0,0,31.7,28.82,8.65,0,24.02,65.92,86.66,20.17,19.21,0,0,23.72,0,130.42,0,0,0,48.04,26.9,43.23,1,0,48.04,1.38,0,0,9.5,15.34,15.33,28.5,6.67,2.29,9.5,0,0,0,9.2,0,0,0,0,0.14,0,0,1.98

29,07:00-07:15,0,0,36.51,5.76,1.47,0.99,100.09,271.64,96.07,0,31.7,28.82,14.41,0,36.51,74.4,86.66,20.17,19.21,0,50,23.21,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,3,0,48.04,1.38,0,0,9.17,15.34,15.33,27.49,6.67,4.84,9.17,0,0,0,9.2,0,0,0,1,0.83,2,0,5.3

30,07:15-07:30,0,0.06,36.51,5.76,1.47,0.99,100.09,271.64,96.07,0.06,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0.06,50,23.21,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,7,0,48.04,1.38,0,0,8.83,15.34,15.33,26.51,6.67,8.67,8.83,0,1,1,9.2,0,0,0,2,8.67,3,4.07,10.24

31,07:30-07:45,0,0.25,36.51,5.76,1.47,0.99,100.09,271.64,96.07,0.24,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0.24,50,23.21,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,10,0,48.04,1.38,0,0,8.83,14.66,14.67,26.51,6.67,14.38,8.83,1,2,4,14.41,0.14,0.7,1,3,9.33,5,12.19,17.22

32,07:45-08:00,0,0.55,36.51,5.76,1.47,0.99,100.09,271.64,96.07,0.53,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,0.53,50,23.21,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,18,0,48.04,1.38,0,0,9,14.34,14.33,27,6.67,22.64,9,2,2,11,14.81,1.24,6.18,4,5,10,7,22.03,26.54

33,08:00-08:15,0,2.17,36.51,5.76,1.47,0.99,100.09,271.64,96.07,2.12,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,2.12,50,23.21,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,25,0,48.04,1.38,0,0,8.17,14,14,24.49,6.67,31.85,8.17,3,5,21,14.81,3.18,15.87,9,10,10,10,31.87,31.85

34,08:15-08:30,0,3.04,36.51,5.76,1.47,0.99,100.09,271.64,96.07,2.96,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,2.96,50,23.21,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,29.9,0,48.04,1.38,0,0,7.67,14,14,22.99,6.67,29.9,7.67,5,8,35,15.01,6.54,32.71,15,17,12.89,13,41.9,29.9

35,08:30-08:45,0,3.9,36.51,5.76,1.47,0.99,100.09,271.64,96.07,3.8,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,3.8,50,23.21,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,30.4,0,48.04,1.38,0,0,7.33,14,14,22.01,6.67,30.4,7.33,8,13,49,15.21,10.43,52.14,21,25,19.09,20,51.74,30.4

36,08:45-09:00,0,5.03,36.51,5.76,1.47,0.99,100.09,271.64,96.07,4.92,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,4.92,50,23.21,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,30.8,0,48.04,1.38,0,0,7,14,14,21,6.67,30.8,7,16,17,63,15.41,14.72,73.6,27,33,25.51,28,61.24,30.8

37,09:00-09:15,0,6.43,36.51,5.76,1.37,0.99,100.09,271.64,96.07,6.26,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,6.26,0,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,30.8,0,48.04,1.38,0,0,6.67,14,14,19.99,6.67,30.8,6.67,21,21,81,15.41,19.01,95.06,34,42,32.95,42,70.7,30.8

38,09:15-09:30,0,7.75,36.51,5.76,1.37,0.99,100.09,271.64,96.07,7.56,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,7.56,0,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,30.8,0,48.04,1.38,0,0,6.67,14,14,19.99,6.67,30.8,6.67,25,25,98,15.41,23.47,117.37,42,50,42.65,50,79.37,30.8

39,09:30-09:45,0,8.95,36.51,5.76,1.37,0.99,100.09,271.64,96.07,8.73,31.7,28.82,14.41,0,36.51,114.9,86.66,20.17,19.21,8.73,0,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,30.8,0,48.04,1.38,0,0,6.67,14,14,19.99,6.67,30.8,6.67,28,28,116,15.61,28.18,140.91,49,55,53.29,58,87.53,30.8

40,09:45-10:00,0,10.17,36.51,5.76,1.37,0.99,100.09,271.64,96.07,9.92,31.7,28.82,14.41,0,36.51,65.92,86.66,20.17,19.21,9.92,0,0,30.74,130.42,90.31,7.69,9.61,48.04,26.9,43.23,30.8,0,48.04,1.38,0,0,6.67,14,14,19.99,6.67,30.8,6.67,31,31,130,15.81,32.47,162.35,55,61,62.09,66,95.34,30.8

41,10:00-10:15,0,11.32,36.51,0,1.47,0.99,100.09,271.64,0,11.04,31.7,28.82,14.41,0,36.51,65.92,86.66,20.17,19.21,11.04,0,0,0,129.15,0,0,0,48.04,26.9,43.23,30.8,0,48.04,1.43,0,0,6.67,14,14,19.99,6.67,30.8,6.67,34,33,144,13.61,37.15,185.75,61,66,68.8,70,102.13,30.8

42,10:15-10:30,0,12.32,36.51,0,1.47,0.99,100.09,271.64,0,12.01,31.7,28.82,14.41,0,36.51,65.92,86.66,20.17,19.21,12.01,0,0,0,129.15,0,0,0,48.04,26.9,43.23,30.8,0,48.04,1.43,0,0,6.67,14,14,19.99,6.67,30.8,6.67,37,36,161,13.61,41.23,206.16,69,72,76.11,77,107.79,30.8

43,10:30-10:45,0,13.15,36.51,0,1.47,0.99,100.09,271.64,0,12.83,31.7,28.82,14.41,0,36.51,65.92,86.66,20.17,19.21,12.83,0,0,0,129.15,0,0,0,48.04,26.9,43.23,30.8,0,48.04,1.43,0,0,6.67,14,14,19.99,6.67,30.8,6.67,39,39,168,13.81,44.21,221.04,72,78,81.35,82,112.74,30.8

44,10:45-11:00,0,14.33,36.51,0,1.47,0.99,100.09,271.64,0,13.98,31.7,28.82,14.41,0,36.51,65.92,86.66,20.17,19.21,13.98,0,0,0,129.15,0,0,0,48.04,26.9,43.23,30.8,0,48.04,1.43,0,0,6.67,14,14,19.99,6.67,30.8,6.67,40,42,182,14.01,46.34,231.68,78,83,86.67,86,116.76,30.8

45,11:00-11:15,0,15.03,34.59,0,1.47,1.03,71.26,271.64,0,14.67,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,14.67,0,0,0,105.13,0,0,0,48.04,26.9,34.59,30.8,0,48.04,1.48,0,0,6.67,14,14,19.99,6.67,30.8,6.67,42,43,189,13.21,46.67,233.33,81,87,86.67,87,120.59,30.8

46,11:15-11:30,0,15.47,34.59,0,1.47,1.03,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,81.11,0,0,0,48.04,26.9,34.59,30.8,0,48.04,1.48,0,0,6.67,14,14,19.99,6.67,30.8,6.67,44,45,193,13.41,46.67,233.33,82,90,86.68,88,123.89,30.8

47,11:30-11:45,0,15.47,34.59,0,1.47,1.03,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.8,0,48.04,1.48,0,0,6.67,14,14,19.99,6.67,30.8,6.67,43,47,196,13.61,46.67,233.33,84,93,86.68,92,126.66,30.8

48,11:45-12:00,0,15.47,34.59,0,1.47,1.03,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.8,0,48.04,1.48,0,0,6.67,14,14,19.99,6.67,30.8,6.67,45,47,196,14.01,47.5,237.5,84,93,86.68,92,128.43,30.8

49,12:00-12:15,0,15.47,34.59,0,1.47,1.03,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.48,0,0,6.67,14,14,19.99,6.67,30.47,6.67,46,47,196,14.21,44.18,220.87,84,93,86.68,93,144.28,30.46

50,12:15-12:30,0,15.47,34.59,0,1.47,1.03,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.48,0,0,6.67,14,14,19.99,6.67,30.47,6.67,45,47,196,14.41,44.18,220.87,84,93,86.68,93,145.2,30.46

51,12:30-12:45,0,15.47,34.59,0,1.47,1.03,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.48,0,0,6.67,14,14,19.99,6.67,30.47,6.67,45,48,196,14.81,44.18,220.87,84,97,86.68,93,145.02,30.46

52,12:45-13:00,0,15.47,34.59,0,1.47,1.03,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.48,0,0,6.67,14,14,19.99,6.67,30.47,6.67,46,48,196,15.01,44.18,220.87,84,96,86.68,93,144.09,30.46

53,13:00-13:15,0,15.47,34.59,0,1.37,1.07,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,30.47,6.67,44,48,196,13.01,44.18,220.87,84,95,86.68,92,128.71,30.46

54,13:15-13:30,0,15.47,34.59,0,1.37,1.07,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,30.47,6.67,44,47,196,13.01,44.18,220.87,84,93,86.68,92,126.3,30.46

55,13:30-13:45,0,15.47,34.59,0,1.37,1.07,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,30.47,6.67,43,47,193,13.01,45.94,229.71,82,93,86.68,91,125.27,30.46

56,13:45-14:00,0,15.47,34.59,0,1.37,1.07,52.84,271.64,0,15.09,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,15.09,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,30.47,6.67,42,46,189,13.21,45.94,229.71,81,91,86.68,91,121.06,30.46

57,14:00-14:15,0,15.14,34.59,0,1.47,1.07,52.84,271.64,0,14.76,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,14.76,0,0,0,82.59,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,30.47,6.67,40,44,182,12.01,45.33,226.67,78,89,86.68,89,116.09,30.46

58,14:15-14:30,0,14.65,34.59,0,1.47,1.07,52.84,271.64,0,14.3,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,14.3,0,0,0,82.59,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,30.47,6.67,39,43,175,11.81,45.14,225.68,75,85,86.68,87,110.77,30.46

59,14:30-14:45,0,13.96,34.59,0,1.47,1.07,52.84,271.64,0,13.62,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,13.62,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,30.47,6.67,37,41,165,10,46.67,233.33,70,82,86.67,84,104.92,30.46

60,14:45-15:00,0,13.08,34.59,0,1.47,1.07,52.84,271.64,0,12.77,31.7,28.82,14.41,0,34.59,70.06,59.4,20.17,19.21,12.77,0,0,0,64.37,0,0,0,48.04,26.9,34.59,30.47,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,30.47,6.67,35,39,154,10,44.8,223.99,66,78,86.67,80,98.76,30.46

61,15:00-15:15,0,12.2,32.66,0,1.47,1.14,52.84,271.64,0,11.9,31.7,28.82,9.61,0,32.66,70.06,59.4,20.17,19.21,11.9,0,0,0,64.37,0,0,0,48.04,26.9,32.66,31.3,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,31.3,6.67,34,36,147,10,42.36,211.8,63,72,83.87,75,90.8,31.3

62,15:15-15:30,0,11.14,32.66,0,1.47,1.14,52.84,271.64,0,10.87,31.7,28.82,9.61,0,32.66,70.06,59.4,20.17,19.21,10.87,0,0,0,64.37,0,0,0,48.04,26.9,32.66,31.3,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,31.3,6.67,32,33,130,9.8,39.59,197.96,55,65,77.48,70,84.01,31.3

63,15:30-15:45,0,10.03,32.66,0,1.47,1.14,52.84,271.64,0,9.79,31.7,28.82,9.61,0,32.66,70.06,59.4,20.17,19.21,9.79,0,0,0,64.37,0,0,0,48.04,26.9,32.66,27,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,32.88,6.67,29,29,116,9.6,36.58,182.87,49,59,72.85,65,76.28,32.88

64,15:45-16:00,0,8.9,32.66,0,1.47,1.14,52.84,271.64,0,8.68,31.7,28.82,9.61,0,32.66,70.06,59.4,20.17,19.21,8.68,0,0,0,64.37,0,0,0,48.04,26.9,32.66,19,0,48.04,1.53,0,0,6.67,14,14,19.99,6.67,32.92,6.67,26,25,102,9.2,33.32,166.61,43,51,67.36,58,68.42,32.91

