Block,Time Block,KGSU1AND2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,CHAMERA3,DADRI_RF,AURY_LF,DADRI_LF,AURY_GF,DADRI_GF,AURY_CRF,DADRI_CRF,AURY_RF,ANTA_GF,UNCHAHAR2,URI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,TEHRI,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,SASAN,TALST2,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,NNTPP,RAPPC,NTPL,NLCEXP,PARBATI3,RAPPB,NJPC,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,CHAMERA1,BRBCL,CHAMERA2,BSIUL,NAPP,KOTESHWR,KUDGI,MAPS,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-II,KGSU3AND4,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0,478.19,0,14.01,0,361.71,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,12.82,0,134.07,119.33,0,375,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,43.19,0,0,0,12.29,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

9,02:00-02:15,0,458.23,0,14.01,0,284.53,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,12.82,0,134.07,119.33,0,380.4,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,43.19,0,0,0,14.06,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

10,02:15-02:30,0,451.44,0,14.01,0,229.39,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,12.82,0,134.07,119.33,0,383.19,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,43.19,0,0,0,13.38,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

11,02:30-02:45,0,443.46,0,14.01,0,229.39,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,12.82,0,134.07,119.33,0,383.32,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,43.19,0,0,0,15.09,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

12,02:45-03:00,0,437.47,0,14.01,0,229.39,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,12.82,0,134.07,119.33,0,383.32,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,43.19,0,0,0,16.8,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

13,03:00-03:15,0,427.49,0,14.01,0,229.39,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,68.03,0,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,43.19,0,0,0,16.78,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

14,03:15-03:30,0,396.53,0,14.01,0,229.39,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,68.03,0,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,43.19,0,0,0,15.97,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

15,03:30-03:45,0,400.52,0,14.01,0,229.39,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,68.03,0,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,50.39,0,0,0,15.96,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

16,03:45-04:00,0,414.55,0,14.01,0,284.53,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,68.03,0,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,59.73,0,0,0,18.03,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

17,04:00-04:15,0,529.56,0,14.01,0,345.79,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,68.03,8.95,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,66.32,0,0,0,17.41,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

18,04:15-04:30,0,606.35,0,14.01,0,414.45,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,68.03,9.63,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,71.12,0,0,0,18.55,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

19,04:30-04:45,0,651.69,0,14.01,0,414.47,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,0,24.54,14.07,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,71.98,0,0,0,19.09,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

20,04:45-05:00,0,655.68,0,14.01,0,414.47,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,10.76,24.54,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,71.98,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

21,05:00-05:15,0,655.68,0,14.01,0,414.47,0,0,0,0,0,0,0,0,0,0,40.69,38.15,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,21.16,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,71.98,0,0,0,19.2,0,1.06,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

22,05:15-05:30,0,655.68,0,14.01,0,414.47,0,0,0,0,0,0,0,0,0,0,40.69,38.15,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,21.16,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,19.08,113.99,0,0,75.91,0,0,0,19.2,0,1.06,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

23,05:30-05:45,0,655.68,0,14.01,15.82,414.47,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,32.65,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,41.81,113.99,0,0,80.71,0,0,0,19.2,0,1.06,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

24,05:45-06:00,0,655.68,8.77,14.01,15.82,414.47,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,32.65,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,41.81,113.99,0,0,86.59,0,0,11.76,19.2,2.55,1.06,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

25,06:00-06:15,0,655.68,8.77,14.01,15.82,417.18,0,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,32.65,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,3.67,0,67.35,113.99,0,0,88.3,0,0,11.76,19.2,12.64,1.06,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

26,06:15-06:30,0,655.68,17.54,14.01,31.64,417.18,16.5,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,30.62,0,25.34,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,15.88,0,89.8,113.99,0,0,88.3,0,0,26.92,19.2,12.64,6.26,19.78,17.04,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

27,06:30-06:45,0,655.68,26.31,14.01,47.44,417.18,27.89,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,31.89,0,25.34,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,15.88,0,112.25,113.99,0,0,88.3,0,0,40.46,19.2,37.92,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

28,06:45-07:00,0,655.68,26.31,14.01,47.44,417.18,27.89,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,31.89,0,25.34,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,15.88,0,112.25,113.99,0,0,88.3,0,0,40.46,19.2,37.92,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

29,07:00-07:15,0,655.68,26.31,14.01,47.44,417.18,27.89,0,0,0,0,0,0,0,0,0,40.69,38.15,0,20.01,0,0,0,31.89,0,25.34,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,15.88,0,112.25,113.99,0,0,88.3,0,0,40.46,19.2,37.92,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

30,07:15-07:30,0,655.68,26.31,14.01,47.44,417.18,27.89,0,0,0,0,0,0,0,0,0,40.69,38.15,0,20.01,0,0,0,31.89,0,25.34,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,15.88,0,112.25,113.99,0,0,88.3,0,0,40.46,19.2,37.92,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

31,07:30-07:45,0,601.66,26.31,14.01,47.44,379.6,27.89,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,31.89,0,25.34,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,15.88,0,112.25,113.99,0,0,88.3,0,0,40.46,19.2,37.92,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

32,07:45-08:00,0,507.81,26.31,14.01,47.44,298.8,27.89,0,0,0,0,0,0,0,0,0,40.69,33.38,0,20.01,0,0,0,31.89,0,25.34,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,3.43,0,112.25,113.99,0,0,88.3,0,0,40.46,19.2,37.92,18.77,19.78,37.48,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

33,08:00-08:15,0,437.81,17.54,14.01,31.64,229.93,9.29,0,0,0,0,0,0,0,0,0,35.99,33.38,0,13.13,0,0,0,21.94,0,22.1,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,112.25,113.99,0,0,88.3,0,0,40.46,19.2,37.92,6.26,19.78,17.04,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

34,08:15-08:30,0,361.74,8.87,14.01,31.64,228.86,0,0,0,0,0,0,0,0,0,0,27.61,33.38,0,13.13,0,0,0,21.94,0,17.31,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,89.8,113.99,0,0,88.3,0,0,40.46,19.2,12.64,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

35,08:30-08:45,0,361.74,0,14.01,15.82,228.86,0,0,0,0,0,0,0,0,0,0,27.61,33.38,0,13.13,0,0,0,21.94,0,17.31,0,0,0,0,42.93,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,67.35,113.99,0,0,88.3,0,0,40.46,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

36,08:45-09:00,0,361.74,0,14.01,15.82,228.86,0,0,0,0,0,0,0,0,0,0,25.34,38.15,0,13.13,0,0,0,21.94,0,16.21,0,0,0,0,43.3,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,41.81,113.99,0,0,88.3,0,0,40.46,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

37,09:00-09:15,0,361.74,0,14.01,15.82,228.86,0,0,0,0,0,0,0,0,0,0,24.17,38.15,0,13.13,0,0,0,21.94,0,15.67,0,0,0,0,32.65,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,19.08,113.99,0,0,88.3,0,0,23.51,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

38,09:15-09:30,0,361.74,0,14.01,15.82,228.86,0,0,0,0,0,0,0,0,0,0,24.17,33.38,0,13.13,0,0,0,21.94,0,15.67,0,0,0,0,21.77,12.82,15.17,134.07,119.33,0,383.32,0,0,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,23.51,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

39,09:30-09:45,0,361.74,0,14.01,15.82,228.86,0,0,0,0,0,0,0,0,0,0,24.17,33.38,0,13.13,0,0,0,24.53,0,15.67,0,0,0,0,21.64,12.82,15.17,134.07,119.33,0,383.32,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,11.78,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

40,09:45-10:00,0,361.74,0,14.01,15.82,228.86,0,0,0,0,0,0,0,0,0,0,24.17,33.38,0,13.13,0,0,0,24.53,0,15.67,0,0,0,0,10.76,12.82,15.17,134.07,119.33,0,383.32,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

41,10:00-10:15,0,361.74,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,26.51,33.38,0,13.13,0,0,0,24.53,0,17.31,0,0,0,0,0,12.82,15.17,134.07,119.33,0,383.32,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

42,10:15-10:30,0,361.74,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,26.51,33.38,0,13.13,0,0,0,24.53,0,17.31,0,0,0,0,0,12.82,10.11,134.07,119.33,0,383.32,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.15,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

43,10:30-10:45,0,361.74,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,26.51,32.32,0,13.13,0,0,0,24.53,0,17.31,0,0,0,0,0,12.82,0,134.07,119.33,0,383.32,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,17.71,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

44,10:45-11:00,0,361.74,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,26.51,32.32,0,13.13,0,0,0,24.53,0,17.31,0,0,0,0,0,12.82,0,134.07,119.33,0,383.32,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,18.03,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

45,11:00-11:15,0,361.74,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,26.51,32.32,0,13.13,0,0,0,27.11,0,17.31,0,0,0,0,0,12.82,0,134.07,119.33,0,383.32,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,18.77,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,43.7,0,0,0,0,0

46,11:15-11:30,0,361.74,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,26.51,32.32,0,13.13,0,0,0,27.11,0,17.31,0,0,0,0,0,12.82,0,134.07,119.33,0,383.32,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,18.6,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,38.36,0,0,0,0,0

47,11:30-11:45,0,361.74,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,22.37,32.32,0,9.98,0,0,0,31.89,0,16.57,0,0,0,0,0,7.8,0,134.07,119.33,0,383.32,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,38.36,0,0,0,0,0

48,11:45-12:00,0,361.74,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,22.37,32.32,0,9.98,0,0,0,31.89,0,16.57,0,0,0,0,0,7.8,0,134.07,119.33,0,383.32,0,5.53,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,38.36,0,0,0,0,0

49,12:00-12:15,0,361.74,0,10.65,0,228.86,0,0,0,0,0,0,0,0,0,0,22.37,34.97,0,9.98,0,0,0,31.89,0,16.57,0,0,0,0,0,7.8,0,134.07,119.33,0,389.74,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,142.34,0,38.36,0,0,0,0,0

50,12:15-12:30,0,361.74,0,10.65,0,228.86,0,0,0,0,0,0,0,0,0,0,22.37,34.97,0,9.98,0,0,0,31.89,0,16.57,0,0,0,0,0,7.8,0,134.07,119.33,0,391.42,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,125.38,0,38.36,0,0,0,0,0

51,12:30-12:45,0,361.74,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.85,34.97,0,9.98,0,0,0,31.89,0,16.57,0,0,0,0,0,12.27,0,134.07,119.33,0,391.42,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,105.72,0,32.33,0,0,0,0,0

52,12:45-13:00,0,361.74,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,34.97,0,9.98,0,0,0,31.89,0,16.57,0,0,0,0,0,12.27,0,134.07,119.33,0,391.42,0,0.24,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,105.72,0,32.33,0,0,0,0,0

53,13:00-13:15,0,308.45,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,34.97,0,9.98,0,0,0,27.11,0,16.57,0,0,0,0,0,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,105.72,0,32.33,0,0,0,0,0

54,13:15-13:30,0,284.24,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,34.97,0,9.98,0,0,0,27.11,0,16.57,0,0,0,0,0,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,6.26,19.78,8.51,0,0,0,0,0,0,105.72,0,32.33,0,0,0,0,0

55,13:30-13:45,0,284.24,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,34.97,0,9.98,0,0,0,27.11,0,16.57,0,0,0,0,10.53,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,105.72,0,32.33,0,0,0,0,0

56,13:45-14:00,0,284.24,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,34.97,0,9.98,0,0,0,27.11,0,16.57,0,0,0,0,10.53,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,105.72,0,32.33,0,0,0,0,0

57,14:00-14:15,0,284.24,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,38.15,0,9.98,0,0,0,25.82,0,16.57,0,0,0,0,10.53,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,105.72,0,32.33,0,0,0,0,0

58,14:15-14:30,0,284.24,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,38.15,0,9.98,0,0,0,25.82,0,16.57,0,0,0,0,10.53,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,105.72,0,32.33,0,0,0,0,0

59,14:30-14:45,0,284.24,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,34.97,0,9.98,0,0,0,25.82,0,16.57,0,0,0,0,10.53,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,105.72,0,32.33,0,0,0,0,0

60,14:45-15:00,0,284.24,0,10.26,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,34.97,0,9.98,0,0,0,25.82,0,16.57,0,0,0,0,21.16,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,122.68,0,32.33,0,0,0,0,0

61,15:00-15:15,0,284.24,0,12.28,0,228.86,0,0,0,0,0,0,0,0,0,0,22.86,34.97,0,9.98,0,0,0,25.82,0,16.57,0,0,0,0,21.16,12.27,0,134.07,119.33,0,391.42,0,0.49,0,0,0.79,0,24.72,0,0,0,0,0,113.99,0,0,88.3,0,0,0,19.2,0,0,19.78,8.51,0,0,0,0,0,0,142.34,0,38.36,0,0,0,0,0

