Block,Time,RIHAND2,AURY_RF,CHAMERA3,DADRI_RF,ANTA_GF,KOTESHWR,SALAL,AURY_GF,RAPPC,CHAMERA2,ANTA_RF,URI,RAPPB,RIHAND3,UNCHAHAR1,KOLDAM,RAMPUR,DADRI_CRF,TANAKPUR,ANTA_LF,BSIUL,SINGRAULI,KISHANGANGA,DADRT2,TANDA2,DADRI_GF,TEHRI,SINGRAULI_HYDRO,NJPC,UNCHAHAR4,DULHASTI,SEWA2,JHAJJAR,AURY_CRF,ANTA_CRF,RIHAND1,UNCHAHAR3,DHAULIGNGA,PARBATI3,NAPP,URI2,AURY_LF,DADRI_LF,CHAMERA1,UNCHAHAR2,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,12.341021,0.000000,51.581741,0.000000,0.000000,33.043272,0.000000,119.399161,8.178847,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,121.257145,0.000000,362.062500,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,364.186600,0.000000,0.000000,88.826000,16.995793,0.000000,0.000000,41.658622,20.780650,0.000000,0.000000,0.000000,26.809135,44.798312,7.569520,0.000000,16.586628,336.935362,142.426336,0,0,0,0,0

16,03:45-04:00,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,12.341021,0.000000,51.581741,0.000000,0.000000,33.043272,0.000000,119.399161,8.178847,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,121.257145,0.000000,362.062500,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,364.186600,0.000000,0.000000,88.826000,16.995793,0.000000,0.000000,41.658622,20.780650,0.000000,0.000000,0.000000,26.809135,44.798312,7.569520,0.000000,16.976302,336.935362,142.426336,0,0,0,0,0

17,04:00-04:15,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,12.341021,0.000000,51.581741,0.000000,0.000000,33.043272,0.000000,119.399161,8.178847,0.000000,0.000000,0.000000,0.000000,0.000000,6.295832,121.257145,0.000000,362.062500,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,364.186600,0.000000,0.000000,88.826000,16.995793,0.000000,0.000000,41.658622,25.975812,0.000000,0.000000,0.000000,31.636635,44.798312,9.394315,0.000000,19.013312,336.935362,142.426336,0,0,0,0,0

18,04:15-04:30,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,12.341021,0.000000,51.581741,0.000000,0.000000,33.043272,0.000000,119.399161,8.178847,0.000000,0.000000,0.000000,0.000000,0.000000,6.295832,121.257145,0.000000,362.062500,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,364.186600,0.000000,0.000000,88.826000,16.995793,0.000000,0.000000,41.658622,25.975812,0.000000,0.000000,0.000000,35.129524,44.798312,9.394315,0.000000,18.981949,336.935362,142.426336,0,0,0,0,0

19,04:30-04:45,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,0.000000,0.000000,33.043272,0.000000,119.399161,10.198383,0.000000,0.000000,0.000000,0.000000,0.000000,6.295832,121.257145,0.000000,366.890000,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,368.265838,0.000000,0.000000,88.826000,22.007221,0.000000,0.000000,41.658622,31.430733,0.000000,0.000000,13.564657,35.129524,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

20,04:45-05:00,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,0.000000,0.000000,33.043272,0.000000,119.399161,10.198383,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,121.257145,0.000000,390.062000,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,368.265838,0.000000,0.000000,88.826000,22.007221,0.000000,0.000000,41.658622,31.430733,0.000000,0.000000,13.564657,35.129524,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

21,05:00-05:15,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,0.000000,0.000000,39.438744,0.000000,119.399161,9.318716,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,121.257145,0.000000,414.199500,0.000000,0.000000,12.104474,0.646451,18.835167,0.000000,15.910332,15.258808,350.886838,0.000000,0.000000,88.826000,19.136693,0.000000,0.000000,41.658622,31.430733,0.000000,0.000000,13.564657,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

22,05:15-05:30,114.049688,0.000000,9.343955,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,3.217529,0.000000,39.438744,0.000000,119.399161,9.318716,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,121.257145,0.000000,447.026500,0.000000,0.000000,12.104474,0.646451,42.607708,0.000000,15.910332,15.258808,350.886838,0.000000,0.000000,88.826000,19.136693,0.000000,0.000000,41.658622,31.430733,0.000000,0.000000,13.564657,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

23,05:30-05:45,114.049688,0.000000,18.687909,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,12.715674,0.000000,33.043272,0.000000,119.399161,9.318716,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,121.257145,0.000000,477.922500,0.000000,0.000000,12.104474,0.646451,57.602696,0.000000,15.910332,15.258808,350.886838,0.000000,0.000000,88.826000,19.136693,0.000000,0.000000,41.658622,20.780650,0.000000,0.000000,27.129314,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

24,05:45-06:00,114.049688,0.000000,18.687909,0.000000,0.000000,16.183711,24.682042,0.000000,51.581741,25.431347,0.000000,33.043272,0.000000,119.399161,9.318716,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,120.204750,0.000000,500.129000,0.000000,0.000000,36.313420,0.646451,90.335656,0.000000,15.910332,15.258808,350.886838,0.000000,0.000000,88.826000,19.136693,8.800436,0.000000,41.658622,20.780650,0.000000,0.000000,27.129314,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

25,06:00-06:15,114.049688,0.000000,18.687909,0.000000,0.000000,24.275566,28.047775,0.000000,51.581741,25.431347,0.000000,33.043272,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,120.204750,0.000000,542.611000,0.000000,0.000000,48.417894,0.646451,90.335656,0.000000,15.910332,15.258808,372.127838,0.000000,0.000000,88.826000,21.837890,17.600872,0.000000,41.658622,20.780650,0.000000,0.000000,40.693971,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

26,06:15-06:30,114.049688,0.000000,28.060141,0.000000,0.000000,32.367422,67.314660,0.000000,51.581741,38.147021,0.000000,33.043272,0.000000,119.399161,10.198383,0.000000,0.000000,0.000000,0.000000,0.000000,18.887497,120.204750,0.000000,559.990000,0.000000,0.000000,48.417894,0.646451,112.919570,0.000000,31.820663,15.258808,462.884838,0.000000,0.000000,88.826000,22.007221,17.641686,0.000000,41.658622,20.780650,0.000000,0.000000,40.693971,35.129524,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

27,06:30-06:45,114.049688,0.000000,28.060141,0.000000,0.000000,32.367422,67.314660,0.000000,51.581741,38.147021,0.000000,33.043272,0.000000,119.399161,10.533605,0.000000,0.000000,0.000000,0.000000,0.000000,18.887497,114.411750,0.000000,581.133967,0.000000,0.000000,48.417894,0.646451,112.919570,0.000000,31.820663,15.258808,554.829499,0.000000,0.000000,88.826000,25.309264,26.462528,0.000000,41.658622,31.430733,0.000000,0.000000,40.693971,40.566914,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

28,06:45-07:00,114.049688,0.000000,28.060141,0.000000,0.000000,32.367422,67.314660,0.000000,51.581741,38.147021,0.000000,33.043272,0.000000,119.399161,10.533605,0.000000,0.000000,0.000000,0.000000,0.000000,18.887497,114.411750,0.000000,581.133967,0.000000,0.000000,48.417894,0.646451,112.919570,0.000000,31.820663,15.258808,630.616422,0.000000,0.000000,88.826000,25.479642,26.462528,0.000000,41.658622,31.430733,0.000000,0.000000,40.693971,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

29,07:00-07:15,114.049688,0.000000,28.060141,0.000000,0.000000,32.367422,67.314660,0.000000,51.581741,38.147021,0.000000,33.043272,0.000000,119.399161,10.533605,0.000000,0.000000,0.000000,0.000000,0.000000,18.887497,114.411750,0.000000,581.133967,0.000000,0.000000,48.417894,0.646451,112.919570,0.000000,31.820663,15.258808,630.616422,0.000000,0.000000,88.826000,25.479642,26.462528,0.000000,41.658622,25.975812,0.000000,0.000000,40.693971,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

30,07:15-07:30,114.049688,0.000000,28.060141,0.000000,0.000000,32.367422,67.314660,0.000000,51.581741,38.147021,0.000000,33.043272,0.000000,119.399161,10.533605,0.000000,0.000000,0.000000,0.000000,0.000000,18.887497,114.411750,0.000000,634.090434,0.000000,0.000000,48.417894,0.646451,112.919570,0.000000,31.820663,15.258808,630.133575,0.000000,0.000000,88.826000,25.479642,26.462528,0.000000,41.658622,25.975812,0.000000,0.000000,40.693971,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

31,07:30-07:45,114.049688,0.000000,28.060141,0.000000,0.000000,32.367422,67.314660,0.000000,51.581741,38.147021,0.000000,39.438744,0.000000,119.399161,10.533605,0.000000,0.000000,0.000000,0.000000,0.000000,18.887497,114.411750,0.000000,634.236467,0.000000,0.000000,48.417894,0.646451,112.919570,0.000000,31.820663,15.258808,630.133575,0.000000,0.000000,50.688750,25.479642,26.462528,0.000000,41.658622,25.975812,0.000000,0.000000,40.693971,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

32,07:45:08:00,114.049688,0.000000,18.687909,0.000000,0.000000,16.183711,24.682042,0.000000,51.581741,38.147021,0.000000,39.438744,0.000000,119.399161,10.533605,0.000000,0.000000,0.000000,0.000000,0.000000,6.295832,114.411750,0.000000,581.230601,0.000000,0.000000,48.417894,0.646451,90.335656,0.000000,15.910332,15.258808,612.049760,0.000000,0.000000,50.688750,25.479642,17.641686,0.000000,41.658622,25.975812,0.000000,0.000000,40.693971,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

33,08:00-08:15,114.049688,0.000000,18.687909,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,38.147021,0.000000,33.043272,0.000000,119.399161,10.533605,0.000000,0.000000,0.000000,0.000000,0.000000,6.295832,114.411750,0.000000,581.133967,0.000000,0.000000,36.313420,0.646451,58.517024,0.000000,15.910332,15.258808,526.607838,0.000000,0.000000,50.688750,25.479642,7.652553,0.000000,41.658622,28.573393,0.000000,0.000000,27.129314,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

34,08:15-08:30,114.049688,0.000000,18.687909,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,25.431347,0.000000,33.043272,0.000000,119.399161,9.620350,0.000000,0.000000,0.000000,0.000000,0.000000,6.295832,114.411750,0.000000,581.133967,0.000000,0.000000,36.313420,0.646451,58.517024,0.000000,15.910332,15.258808,449.367838,0.000000,0.000000,50.688750,22.007221,0.000000,0.000000,41.658622,28.573393,0.000000,0.000000,13.564657,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

35,08:30-08:45,114.049688,0.000000,9.343955,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,25.431347,0.000000,33.043272,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,0.000000,0.000000,6.295832,114.411750,0.000000,581.133967,0.000000,0.000000,24.208947,0.646451,36.573140,0.000000,15.910332,15.258808,381.782838,0.000000,0.000000,50.688750,22.598991,0.000000,0.000000,41.658622,28.573393,0.000000,0.000000,13.564657,40.927642,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

36,08:45:09:00,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,25.431347,0.000000,33.043272,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,0.000000,0.000000,6.295832,114.411750,0.000000,581.133967,0.000000,0.000000,24.208947,0.646451,18.286570,0.000000,15.910332,15.258808,372.127838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,28.573393,0.000000,0.000000,13.564657,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

37,09:00:09:15,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,12.715674,0.000000,33.043272,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,114.411750,0.000000,581.133967,0.000000,0.000000,12.104474,0.646451,0.000000,0.000000,15.910332,15.258808,372.127838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,28.573393,0.000000,0.000000,13.564657,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

38,09:15-09:30,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,12.715674,0.000000,33.043272,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,114.411750,0.000000,581.133967,0.000000,0.000000,12.104474,0.646451,0.000000,0.000000,15.910332,15.258808,430.057838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,28.573393,0.000000,0.000000,13.564657,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

39,09:30-09:45,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,12.715674,0.000000,33.043272,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,0.865764,0.000000,12.591665,114.411750,0.000000,581.133967,0.000000,0.000000,12.104474,0.646451,0.000000,0.000000,15.910332,15.258808,449.367838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,28.573393,0.000000,0.000000,13.564657,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

40,09:45-10:00,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,12.715674,0.000000,33.043272,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,0.865764,0.000000,12.591665,114.411750,0.000000,566.748500,0.000000,0.000000,12.104474,0.646451,0.000000,0.000000,15.910332,15.258808,459.022838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,28.573393,0.000000,0.000000,13.564657,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

41,10:00-10:15,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,12.715674,0.000000,39.438744,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,5.812986,0.000000,12.591665,114.411750,0.000000,542.611000,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,468.677838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,25.975812,0.000000,0.000000,0.000000,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

42,10:15-10:30,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,0.000000,0.000000,39.438744,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,5.812986,0.000000,12.591665,114.411750,0.000000,517.508000,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,468.677838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,25.975812,0.000000,0.000000,0.000000,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

43,10:30-10:45,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,0.000000,0.000000,34.109184,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,6.431389,0.000000,12.591665,114.411750,0.000000,508.818500,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,468.677838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,25.975812,0.000000,0.000000,0.000000,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

44,10:45-11:00,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,0.000000,0.000000,34.109184,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,6.431389,0.000000,12.591665,114.411750,0.000000,492.405000,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,459.022838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,25.975812,0.000000,0.000000,0.000000,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

45,11:00-11:15,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,0.000000,0.000000,34.109184,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,6.431389,0.000000,12.591665,114.411750,0.000000,479.853500,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,449.367838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,25.975812,0.000000,0.000000,0.000000,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

46,11:15-11:30,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,0.000000,0.000000,34.109184,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,6.431389,0.000000,12.591665,114.411750,0.000000,466.336500,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,439.712838,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,25.975812,0.000000,0.000000,0.000000,35.929152,44.798312,9.394315,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

47,11:30-11:45,114.049688,0.000000,0.000000,0.000000,0.000000,8.091856,24.682042,0.000000,51.581741,0.000000,0.000000,34.109184,0.000000,119.399161,9.653938,0.000000,0.000000,0.000000,0.000000,0.000000,12.591665,114.411750,0.000000,466.336500,0.000000,0.000000,0.000000,0.646451,0.000000,0.000000,15.910332,15.258808,477.365983,0.000000,0.000000,50.688750,22.609114,0.000000,0.000000,41.658622,25.975812,0.000000,0.000000,0.000000,35.929152,44.798312,8.723292,0.000000,19.310005,336.935362,142.426336,0,0,0,0,0

