Block,Time Block,DADRI_CRF,DADRI_RF,ANTA_CRF,ANTA_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_LF,AURY_LF,DADRI_GF,ANTA_GF,AURY_GF,CHAMERA2,UNCHAHAR3,URI2,TelanganaSTPP,URI,UNCHAHAR2,UNCHAHAR4,VALLURNTECL,UNCHAHAR1,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TALA,TANDA2,TALST2,KHSTPP-II,KHSTPP-I,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,SASAN,RIHAND3,RAPPB,RIHAND2,SALAL,RIHAND1,RAMPUR,RSTPSU1TO6,RAPPC,SEWA2,RSTPSU7,BSIUL,BRBCL,CHAMERA1,CHAMERA3,KGSU1AND2,KGSU3AND4,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,TEHRI,KOTESHWR,KKNP,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,22.64,4.27,0,1.07,12,0,0,17.64,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,537.74,0,17.5,0,353.37,29.69,8.53,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,3.18,12.11,0,0,19.77,0,0,134.33,0,6.03,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,537.74,0,17.5,0,399.71,44.54,8.53,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,3.18,12.11,0,0,19.77,0,0,134.33,0,6.03,0,0,0,95.08,43.49,22.49,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,590.07,0,17.5,0,403.12,59.38,8.53,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,1.07,12.11,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,44.99,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,656.98,7.75,17.5,15.85,422.19,59.38,8.53,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,3.2,25.38,4.27,0,1.07,12.11,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,68.03,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,1.06,19.23,11.55,0,0,0,656.98,15.54,17.5,15.85,422.19,59.38,17.07,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,12.67,25.38,4.27,0,1.07,12.11,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,89.98,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,6.27,19.23,23.55,1.22,0,0,656.98,15.78,17.5,31.7,422.19,59.86,25.6,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,25.33,25.38,4.27,0,1.07,12.11,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,134.96,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,8.93,88.48,0,0,51.99,5.07,0,12.54,19.23,40.54,27.95,0,0,656.98,35.15,17.5,47.54,422.19,59.86,38.3,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,25.33,25.38,4.27,0,1.07,12.11,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,134.96,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,40.23,88.48,0,0,51.99,10.14,0,12.54,19.23,40.54,27.95,0,0,656.98,35.15,17.5,47.54,422.19,59.86,38.3,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,25.33,25.38,4.27,0,1.07,12.11,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,134.96,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,40.23,88.48,0,0,51.99,10.14,0,12.54,19.23,40.54,27.95,0,0,656.98,35.15,17.5,47.54,422.19,59.86,38.3,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,25.33,25.38,4.27,0,25.48,12.11,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,134.96,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,40.23,88.48,0,0,51.99,10.14,0,18.81,19.23,40.54,27.95,0,0,656.98,35.15,17.5,47.54,422.19,59.86,38.3,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,25.33,25.38,4.27,0,25.48,12.11,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,134.96,0,0,0,0,42.01,0,0,0,0,389.49,119.56,0,114.21,40.23,88.48,0,0,51.99,10.14,0,18.81,19.23,40.54,27.95,0,0,656.98,35.15,17.5,47.54,422.19,59.86,38.3,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,25.33,25.38,4.27,0,25.48,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,112.47,0,0,0,0,42.01,0,3.67,0,0,389.49,119.56,0,114.21,40.23,88.48,0,0,51.99,10.14,0,12.54,19.23,40.54,27.95,0,0,652.78,23.63,17.5,47.54,422.61,59.86,38.3,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,25.33,25.38,4.27,0,6.38,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,89.98,0,0,0,0,42.01,0,15.92,0,0,389.49,119.56,0,114.21,40.23,88.48,0,0,51.99,0,0,1.06,19.23,23.55,1.22,0,0,652.78,15.5,17.5,31.7,422.19,59.38,18.96,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,25.33,25.38,4.27,0,3.18,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,67.48,0,0,0,0,42.01,0,15.92,0,0,389.49,119.56,0,114.21,8.93,88.48,0,0,51.99,0,0,0,19.23,11.55,0,0,0,577.02,7.75,17.5,15.85,422.11,59.86,8.53,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,25.33,25.38,4.27,0,3.18,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,40.99,0,0,0,0,42.01,0,15.92,0,0,389.49,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,561.63,0,17.5,15.85,422.61,59.86,8.53,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,12.67,25.38,4.27,0,3.18,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,40.99,0,0,0,0,42.01,0,15.92,0,0,362.45,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,499.12,0,17.5,15.85,374.52,59.86,8.53,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,10.62,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,40.99,0,0,0,0,42.01,0,15.92,0,0,335.39,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,493.35,0,17.5,15.85,312.01,59.86,8.53,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,10.62,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,20.31,0,0,0,0,42.01,0,15.92,0,0,308.34,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,529.9,0,17.5,15.85,292.78,59.86,8.53,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,10.62,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,3.42,0,0,281.3,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,549.13,0,17.5,15.85,256.24,59.86,8.53,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,10.62,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,259.66,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,566.6,0,17.5,15.85,256.24,59.86,8.53,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,10.62,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,238.02,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,557.94,0,17.5,15.85,256.24,59.86,8.53,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,10.62,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,552.17,0,17.5,15.85,256.24,59.86,8.53,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,4.27,0,10.62,15.29,0,0,19.77,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,547.36,0,17.5,15.85,256.24,59.86,8.53,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.27,0,10.62,15.26,0,0,9.89,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,546.4,0,15.74,15.85,256.24,59.86,8.53,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.27,0,10.62,15.26,0,0,9.89,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,543.51,0,15.02,15.85,256.24,44.9,8.53,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.27,0,10.62,15.26,0,0,9.89,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,550.25,0,15.02,15.85,256.24,44.9,8.53,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.27,0,10.62,15.26,0,0,9.89,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,568.52,0,15.02,15.85,256.24,44.9,8.53,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.27,0,6.38,15.26,0,0,9.89,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,548.32,0,15.02,15.85,256.24,29.94,8.53,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.27,0,6.38,15.26,0,0,9.89,0,0,134.33,0,1.11,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,512.74,0,15.02,15.85,256.24,14.85,8.53,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.27,0,6.38,15.26,0,0,9.89,0,0,134.33,0,1.72,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,478.12,0,15.02,15.85,256.24,0,8.53,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,4.27,0,6.38,15.26,0,0,9.89,0,0,134.33,0,1.72,0,0,0,95.08,43.49,0,0,0,0,0,42.01,0,0,0,0,194.74,119.56,0,114.21,1.35,88.48,0,0,51.99,0,0,0,19.23,0,0,0,0,438.69,0,15.02,15.85,256.24,0,8.53,0,0,0,0,0,0,0,0,0,0

