Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/08032047/L_NR_2021_14,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/8090,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/6020,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2024/09/01/7908,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/01/2171,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/3451,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/7196,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/6566,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07
7,01:30-01:45,32.5,30.33,0,9,0,10.84,0,30.33,0,10.83,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.33,0,24.8,96.85,211.69,0,26.9071,4.94,0,21.79,29.27,2.42,0,32.93,48.42,172.04,96.85,48.42,57.82,24.21,0,0,0,0,0,43.02,0

8,01:45-02:00,31,30.33,0,9,0,10.34,0,30.33,0,10.33,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.33,0,24.8,96.85,211.69,0,26.9071,4.94,0,21.79,29.27,2.42,0,32.93,48.42,172.04,96.85,48.42,57.82,24.21,0,0,0,0,0,43.02,0

9,02:00-02:15,30,29.67,0,9,0,10,0,29.67,0,10,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.33,0,24.8,96.85,211.69,0,26.9071,4.94,0,21.79,29.27,2.42,0,32.93,48.42,172.04,96.85,48.42,57.82,24.21,0,0,0,0,0,42.82,0

10,02:15-02:30,29,29,0,9.66,0,9.66,0,29,0,9.67,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.33,0,24.8,96.85,211.69,0,26.9071,4.94,0,21.79,29.27,2.42,0,32.93,48.42,172.04,96.85,48.42,57.82,24.21,0,0,0,0,0,42.42,0

11,02:30-02:45,27.5,28.33,0,9.66,0,9.16,0,28.33,0,9.17,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.33,0,24.8,96.85,211.69,0,26.9071,4.94,0,21.79,29.27,2.42,0,32.93,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,42.82,0

12,02:45-03:00,27,27.67,0,9.66,0,9,0,27.67,0,9,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.33,0,24.8,96.85,211.69,0,26.9071,4.94,0,21.79,28.76,2.42,0,32.93,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,42.82,0

13,03:00-03:15,35,32,0,9.34,0,11.66,0,32,0,11.67,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.15,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.76,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,42.62,0

14,03:15-03:30,35,32.33,0,9.66,0,11.66,0,32.33,0,11.67,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.15,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.76,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,42.42,0

15,03:30-03:45,35,32.33,0,12.66,0,11.66,0,32.33,0,11.67,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.15,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.76,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,38.02,0

16,03:45-04:00,34.5,32.33,0,12.66,0,11.5,0,32.33,0,11.5,0,53.27,0,26.9071,70.59,3.59,0,12.47,14.15,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.76,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,37.62,0

17,04:00-04:15,45,37.33,0,12.34,0,15,0,37.33,0,15,0,53.27,0,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.76,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,36.62,0

18,04:15-04:30,44.5,37,0,12.34,0,14.84,0,37,0,14.83,0,53.27,0,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.76,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,35.81,0

19,04:30-04:45,44.5,36.67,0,12,0,14.84,0,36.67,0,14.83,0,53.27,0,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.76,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,34.01,0

20,04:45-05:00,44.5,36.33,0,12,0,14.84,0,36.33,0,14.83,0,53.27,0,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.26,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,33.81,0

21,05:00-05:15,45,36,0,11.66,0,15,0,36,0,15,0,53.27,0,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.26,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,33.61,0

22,05:15-05:30,44.5,35.67,0,11.34,0,14.84,0,35.67,0,14.83,0,53.27,0,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.26,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,33.41,0

23,05:30-05:45,43,35.33,0,11,0,14.34,0,35.33,0,14.33,0,53.27,0,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.26,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,32.61,0

24,05:45-06:00,42.5,35,0,10.66,0,14.16,0,35,0,14.17,0,53.27,0,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,29.27,2.42,0,0,48.42,111.38,96.85,48.42,57.82,24.21,0,0,0,0,0,32.41,0

25,06:00-06:15,41.5,34.67,14.88,10.66,4,13.84,15.7,34.67,0,13.83,0.04,53.27,0.82,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.26,2.42,0,0,48.42,172.04,96.85,48.42,57.82,24.21,1,1,1,0.01,0,26.21,1

26,06:15-06:30,41,34.33,26.16,10.34,10,13.66,27.61,34.33,1.62,13.67,3.86,53.27,2.92,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0,26.9071,4.66,0,21.79,28.26,2.42,0,0,48.42,172.04,96.85,48.42,57.82,24.21,1,3,2,0.77,1,26.21,4

27,06:30-06:45,39.5,33.33,33,10,13,13.16,33,33.33,4.42,13.17,11.34,53.27,4.94,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,0.72,26.9071,4.66,0.72,21.79,28.26,2.42,0.74,0,48.42,172.04,96.85,48.42,57.82,24.21,4,3,5,2.27,3,23.01,9

28,06:45-07:00,39,32.67,33,10,17,13,33,32.67,7.99,13,15.13,53.27,7.94,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,1.03,26.9071,4.66,1.03,21.79,28.26,2.42,1.06,0,48.42,172.04,96.85,48.42,57.82,24.21,7,5,8,3.02,4,23.01,18

29,07:00-07:15,38,32.33,33,9.66,21,12.66,33,32.33,12.18,12.67,37.97,53.27,10,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,1.51,26.9071,4.66,1.51,21.79,28.26,2.42,1.55,0,48.42,111.38,96.85,48.42,57.82,24.21,10,7,10,7.59,5,23.01,25

30,07:15-07:30,37,32,33,9.66,29,12.34,33,32,16.72,12.33,46.3,53.27,13,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,2.02,26.9071,4.66,2.02,21.79,28.26,2.42,2.08,0,48.42,111.38,96.85,48.42,57.82,24.21,15,8,12,9.26,6,23.01,35

31,07:30-07:45,35,31.67,32.67,9.34,32.67,11.66,32.66,31.67,19.14,11.67,58.62,53.27,17,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,2.6,26.9071,4.66,2.6,21.79,28.26,2.42,2.66,0,48.42,111.38,96.85,48.42,57.82,24.21,19,12,17,11.72,8,23.01,46

32,07:45-08:00,33.5,31.33,33,9.34,33,11.16,33,31.33,26.32,11.17,72.6,53.27,20,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,3.39,26.9071,4.66,3.39,21.79,28.26,2.42,3.48,0,48.42,111.38,96.85,48.42,57.82,24.21,24,16,24,14.52,11,23.21,56

33,08:00-08:15,31,31,33,8.66,33,10.34,33,31,34.35,10.33,89.68,53.27,25,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,4.19,26.9071,4.66,4.19,21.79,27.25,2.42,4.3,0,48.42,111.38,96.85,48.42,57.82,24.21,28,20,30,17.93,15,31.01,67

34,08:15-08:30,28,30.33,33,8.34,33,9.34,33,30.33,43.06,9.33,106.76,53.27,32,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,4.99,26.9071,4.66,4.99,21.79,28.26,2.42,5.11,0,48.42,111.38,96.85,48.42,57.82,24.21,34,23,38,21.35,18,31.61,81

35,08:30-08:45,27,30,33,8.34,33,9,33,30,49.23,9,123.84,53.27,38,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,5.8,26.9071,4.66,5.8,21.79,28.26,2.42,5.94,0,48.42,111.38,96.85,48.42,57.82,24.21,40,26,45,24.77,21,32.41,95

36,08:45-09:00,26,29.67,33,8.34,33,8.66,33,29.67,55.38,8.67,140.92,53.27,45,26.9071,70.59,3.59,0,12.47,13.77,0,24.8,96.85,211.69,6.57,26.9071,4.66,6.57,21.79,27.25,2.42,6.73,0,48.42,111.38,96.85,48.42,57.82,24.21,46,29,52,28.18,25,33.01,109

37,09:00-09:15,24.5,29.33,33,8.34,33,8.16,33,29.33,61.46,8.17,156.58,53.27,53,26.9071,70.59,3.84,0,12.47,13.77,0,24.8,96.85,211.69,7.27,26.9071,4.66,7.27,21.79,28.26,2.42,7.45,0,48.42,111.38,96.85,48.42,57.82,24.21,52,33,59,31.31,28,33.61,123

38,09:15-09:30,23,29,33,8.34,33,7.66,33,29,67.98,7.67,172.23,53.27,57,26.9071,70.59,3.84,0,12.47,13.77,0,24.8,96.85,211.69,7.94,26.9071,4.66,7.94,21.79,27.24,2.42,8.14,0,48.42,111.38,96.85,48.42,57.82,24.21,58,35,65,34.44,31,34.41,137

39,09:30-09:45,23,28.33,33,8.34,33,7.66,33,28.33,71.89,7.67,179.15,53.27,67,26.9071,70.59,3.84,0,12.47,13.77,0,24.8,96.85,211.69,9.02,26.9071,4.66,9.02,21.79,27.24,2.42,9.23,0,48.42,111.38,96.85,48.42,57.82,24.21,64,39,70,35.83,34,35.01,150

40,09:45-10:00,23,27.33,33,8.34,33,7.66,33,27.33,75.93,7.67,194.08,53.27,75,26.9071,70.59,3.84,0,12.47,13.77,0,24.8,96.85,211.69,10.14,26.9071,4.66,10.14,21.79,27.24,2.42,10.4,0,48.42,111.38,96.85,48.42,57.82,24.21,68,40,76,38.81,37,35.21,159

41,10:00-10:15,23,27.33,33,8.34,33,7.66,33,27.33,78.19,7.67,205.48,53.27,78,26.9071,70.59,3.84,0,12.47,13.68,0,24.8,96.85,211.69,11.11,26.9071,4.66,11.11,21.79,27.24,2.42,11.38,0,0,111.38,0,48.42,57.82,24.21,71,41,81,41.09,39,39.02,166

42,10:15-10:30,23,27.33,33,8.34,33,7.66,33,27.33,78.06,7.67,216.67,53.27,82,26.9071,70.59,3.84,0,12.47,13.68,0,24.8,96.85,211.69,12.29,26.9071,4.66,12.29,21.79,26.24,2.42,12.6,0,0,111.38,0,48.42,57.82,24.21,74,43,86,43.33,41,39.02,173

43,10:30-10:45,23.5,34,33,8.34,33,7.84,33,34,83.94,7.83,229.17,53.27,86,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,13.42,26.9071,4.66,13.42,21.79,26.24,2.42,13.76,0,0,111.38,0,48.42,57.82,24.21,77,44,89,45.83,43,39.02,179

44,10:45-11:00,23.5,33.33,33,8.34,33,7.84,33,33.33,88.92,7.83,229.17,53.27,88,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,14.55,26.9071,4.66,14.55,21.79,26.24,2.42,14.92,0,0,111.38,0,48.42,57.82,24.21,79,45,90,45.83,43,39.02,186

45,11:00-11:15,23.5,33,33,8.34,33,7.84,33,33,93.67,7.83,229.17,53.27,89,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,14.76,26.9071,4.66,14.76,21.79,26.24,2.42,15.14,0,0,111.38,0,48.42,57.82,24.21,81,45,91,45.83,43,39.42,189

46,11:15-11:30,23.5,32.33,33,8.34,33,7.84,33,32.33,97.9,7.83,229.17,53.27,90,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,14.96,26.9071,4.66,14.96,21.79,26.24,2.42,15.34,0,0,111.38,0,48.42,57.82,24.21,84,45,91,45.83,44,40.02,196

47,11:30-11:45,25,32,33,8.34,33,8.34,33,32,98.32,8.33,229.17,53.27,90,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.16,26.9071,4.66,15.16,21.79,26.24,2.42,15.54,0,0,111.38,0,48.42,57.82,24.21,84,46,91,45.83,44,40.42,196

48,11:45-12:00,26,32.33,33,8.34,33,8.66,33,32.33,97.79,8.67,229.17,53.27,90,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.35,26.9071,4.66,15.35,21.79,26.24,2.42,15.73,0,0,111.38,0,48.42,57.82,24.21,84,46,91,45.83,44,41.02,196

49,12:00-12:15,28,30,33,8.34,33,9.34,33,30,97.7,9.33,229.17,53.27,91,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.59,26.9071,4.79,15.59,21.79,26.24,2.42,15.98,0,0,111.38,0,48.42,57.82,24.21,84,46,91,45.83,44,36.01,196

50,12:15-12:30,30,30,33,8.66,33,10,33,30,96.34,10,229.17,53.27,91,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.59,26.9071,4.79,15.59,21.79,26.24,2.42,15.98,0,0,111.38,0,48.42,57.82,24.21,84,46,91,45.83,44,37.02,196

51,12:30-12:45,32.5,30.33,33,11.66,33,10.84,33,30.33,95.42,10.83,229.17,53.27,91,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.59,26.9071,4.79,15.59,21.79,26.24,2.42,15.98,0,0,111.38,0,48.42,57.82,24.21,84,46,91,45.83,44,38.02,196

52,12:45-13:00,34.5,30.67,33,11.66,33,11.5,33,30.67,94.18,11.5,229.17,53.27,91,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.59,26.9071,4.79,15.59,21.79,26.24,2.42,15.98,0,0,111.38,0,48.42,57.82,24.21,84,46,91,45.83,44,39.62,196

53,13:00-13:15,37.5,38.33,33,11.66,33,12.5,33,38.33,93.22,12.5,229.17,53.27,90,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.59,26.9071,4.94,15.59,21.79,26.24,2.42,15.98,0,0,111.38,0,48.42,57.82,24.21,84,45,91,45.83,44,41.02,196

54,13:15-13:30,39.5,39,33,11.66,33,13.16,33,39,92.44,13.17,229.17,53.27,90,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.59,26.9071,4.94,15.59,21.79,26.24,2.42,15.98,0,0,111.38,0,48.42,57.82,24.21,84,45,91,45.83,44,42.02,196

55,13:30-13:45,41.5,45,33,12.34,33,13.84,33,45,90.4,13.83,229.17,53.27,90,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.59,26.9071,4.94,15.59,21.79,26.24,2.42,15.98,0,0,111.38,0,48.42,57.82,24.21,84,44,91,45.83,44,42.42,196

56,13:45-14:00,43,45.67,33,13.34,33,14.34,33,45.67,88.24,14.33,229.17,53.27,89,26.9071,70.59,0,0,12.47,13.68,0,24.8,96.85,211.69,15.17,26.9071,4.94,15.17,21.79,26.24,2.42,15.56,0,0,111.38,0,48.42,57.82,24.21,81,44,90,45.83,43,43.02,189

57,14:00-14:15,44.5,46.33,33,14.34,33,14.84,33,46.33,85.73,14.83,229.17,53.27,85,26.9071,70.59,0,0,12.47,13.97,0,24.8,96.85,232.44,14.74,26.9071,5.22,14.74,21.79,26.24,2.42,15.1,0,0,172.04,0,48.42,57.82,24.21,79,43,90,45.83,43,43.02,186

58,14:15-14:30,45.5,47,33,14.66,33,15.16,33,47,82.84,15.17,229.17,53.27,83,26.9071,70.59,0,0,12.47,13.97,0,24.8,96.85,251.81,14.26,26.9071,5.22,14.26,21.79,26.24,2.42,14.61,0,0,172.04,0,48.42,57.82,24.21,78,42,90,45.83,43,43.02,182

59,14:30-14:45,46.5,47.67,33,11.34,33,15.5,33,47.67,79.53,15.5,218.31,53.27,80,26.9071,70.59,0,0,12.47,13.97,0,24.8,96.85,273.84,13.72,26.9071,5.22,13.72,21.79,26.24,2.42,14.07,0,0,172.04,0,48.42,57.82,24.21,75,41,87,43.66,41,40.01,175

60,14:45-15:00,47,48.33,33,11.34,33,15.66,33,48.33,75.92,15.67,207.45,53.27,77,26.9071,70.59,0,0,12.47,13.97,0,24.8,96.85,251.81,13.19,26.9071,5.22,13.19,21.79,27.24,2.42,13.51,0,0,172.04,0,48.42,57.82,24.21,72,40,83,41.49,40,40.41,168

61,15:00-15:15,34.5,49,33,11.34,33,11.5,33,49,75.67,11.5,193.66,72.64,70,26.9071,70.59,0,0,12.47,13.97,0,24.8,96.85,232.44,12.45,26.9071,5.59,12.45,21.79,28.26,2.42,12.76,0,0,172.04,0,48.42,57.82,24.21,69,39,76,38.73,37,40.61,161

62,15:15-15:30,34.5,49.67,33,11.34,33,11.5,33,49.67,71.18,11.5,179.87,72.64,67,26.9071,70.59,0,0,12.47,13.97,0,24.8,96.85,251.81,10.31,26.9071,5.59,10.31,21.79,28.26,2.42,10.57,0,0,172.04,0,48.42,57.82,24.21,64,36,72,35.97,35,41.01,151

63,15:30-15:45,43,50,33,14,33,14.34,33,50,63.17,14.33,166.08,72.64,65,26.9071,70.59,0,0,12.47,13.97,0,24.8,96.85,251.81,9.54,26.9071,5.59,9.54,21.79,28.26,2.42,9.78,0,0,172.04,0,48.42,57.82,24.21,58,34,66,33.21,32,41.41,137

64,15:45-16:00,44,50,33,14.66,33,14.66,33,50,55.2,14.67,152.28,72.64,60,26.9071,70.59,0,0,12.47,13.97,0,24.8,96.85,251.81,8.79,26.9071,5.59,8.79,21.79,28.26,2.42,9.01,0,0,172.04,0,48.42,57.82,24.21,54,31,61,30.46,29,42.01,126

65,16:00-16:15,35,41,33,11,33,11.66,33,41,46.83,11.67,134.81,82.32,53,26.9071,70.59,0,0,12.47,14.15,0,24.8,96.85,251.81,7.98,26.9071,5.96,7.98,21.79,28.26,2.42,8.18,0,0,172.04,0,48.42,57.82,24.21,51,28,54,26.96,26,44.02,119

66,16:15-16:30,36,41.67,33,11.66,33,12,33,41.67,37.76,12,117.33,82.32,47,26.9071,70.59,0,0,12.47,14.15,0,24.8,96.85,251.81,7.07,26.9071,5.96,7.07,21.79,28.26,2.42,7.25,0,0,172.04,0,48.42,57.82,24.21,45,26,47,23.47,23,44.02,105

67,16:30-16:45,37,42.33,33,11.66,33,12.34,33,42.33,35.85,12.33,99.84,82.32,41,26.9071,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,6.24,26.9071,5.96,6.24,21.79,27.24,2.42,6.39,0,0,228.16,0,48.42,76.79,24.21,39,24,41,19.97,19,44.02,91

68,16:45-17:00,39,43,33,12.34,25,13,33,43,30.75,13,82.37,82.32,38,26.9071,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,5.31,26.9071,5.96,5.31,21.79,27.24,2.42,5.44,0,0,228.16,0,48.42,76.79,24.21,34,19,34,16.47,16,44.02,81

69,17:00-17:15,36,44.33,33,12.34,17,12,33,44.33,25.32,12,70.83,82.32,30,26.9071,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,4.41,32,6.33,4.41,21.79,27.76,2.42,4.53,0,48.42,228.16,96.85,48.42,76.79,24.21,30,16,27,14.17,13,44.02,70

70,17:15-17:30,36,45.33,33,13,9,12,33,45.33,19.41,12,57.67,82.32,26,26.9071,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,3.6,32,6.33,3.6,21.79,27.76,2.42,3.7,0,48.42,228.16,96.85,48.42,76.79,24.21,24,13,23,11.53,11,44.02,56

71,17:30-17:45,36,47.67,33,13,3,12,33,47.67,12.15,12,44.48,82.32,18,26.9071,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,2.75,32,6.33,2.75,21.79,27.76,2.42,2.82,0,48.42,228.16,96.85,48.42,76.79,24.21,18,11,17,8.9,8,44.02,42

72,17:45-18:00,38,48.67,26.2,13.66,0,12.66,27.63,48.67,6.45,12.67,31.31,82.32,15,26.9071,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,1.98,32,6.33,1.98,21.79,27.76,2.42,2.02,0,48.42,228.16,96.85,48.42,76.79,24.21,12,7,12,6.26,5,44.02,28

73,18:00-18:15,40.5,49.33,0,14.66,0,13.5,0,49.33,2.16,13.5,23.02,100.9,12,26.0137,66.42,0,0,12.47,14.15,0,24.8,96.85,273.84,1.51,32,6.8,1.51,21.79,28.25,2.42,1.55,0,48.42,228.16,96.85,48.42,76.79,24.21,7,7,9,4.6,5,44.02,18

74,18:15-18:30,42.5,48.33,0,14.66,0,14.16,0,48.33,0,14.17,15.36,100.9,8,26.0137,66.42,0,0,12.47,14.15,0,24.8,96.85,273.84,1.08,32,6.8,1.08,21.79,28.25,2.42,1.1,0,48.42,228.16,96.85,48.42,57.82,24.21,4,5,3,3.07,2,44.02,11

75,18:30-18:45,43.5,47,0,14.66,0,14.5,0,47,0,14.5,8.56,100.9,6,26.0137,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,0.54,32,6.8,0.54,21.79,28.25,2.42,0.56,0,48.42,262.95,96.85,48.42,68.31,24.21,3,3,1,1.71,1,44.02,7

76,18:45-19:00,45,45.33,0,14.66,0,15,0,45.33,0,15,1.73,100.9,4,26.3223,70.59,0,0,12.47,14.15,0,24.8,96.85,273.84,0.2,32,6.8,0.2,21.79,28.76,2.42,0.21,0,48.42,226.19,96.85,48.42,68.31,24.21,1,2,0,0.35,0,44.02,4

