Block,Time Block,TANDA2,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,RSTPSU7,TALA,SALAL,SEWA2,SINGRAULI,TEHRI,VALLURNTECL,UNCHAHAR4,ANTA_RF,ANTA_GF,URI2,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,UNCHAHAR1,URI,ANTA_LF,KGSU1AND2,KGSU3AND4,FSTPP I & II,DULHASTI,JHAJJAR,RSTPSU1TO6,DHAULIGNGA,DADRT2,NLCIIST1,NLCEXP,CHAMERA2,CHAMERA1,BSIUL,CHAMERA3,KHSTPP-I,KHSTPP-II,NJPC,KOTESHWR,KKNP,KKNPPU2,KUDGI,NAPP,KOLDAM,KISHANGANGA,MAPS,BRBCL,DADRI_GF,DADRI_CRF,DADRI_RF,DADRI_LF,RIHAND3,RAMPUR,NTPL,RAPPB,PARBATI3,RIHAND2,NLCIIST2,NLCTS2EXP,RIHAND1,RAPPC,NNTPP,AURY_GF,AURY_CRF,AURY_LF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,255.98,0,0,0.6,1.97,0,0,0,0,40.16,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,361.13,0,0,0,0,0,0,29.25,94.75,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,255.98,0,0,0.6,1.97,0,0,0,0,40.16,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,361.13,0,0,0,0,0,0,29.25,94.75,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,255.98,0,0,0.6,1.97,0,0,0,0,40.16,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,361.13,0,0,0,0,0,0,29.25,94.75,0,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,255.98,0,0,0.6,1.97,0,0,0,0,40.16,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,11.14,0,229.52,0,0,361.13,0,0,0,0,0,0,29.25,114.42,0,25.56,0,0,0,42.35,0,0,0,18.36,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,255.98,0,0,0.6,1.97,0,0,0,0,40.16,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,13.33,0,229.52,0,0,361.13,0,0,0,0,0,0,29.25,114.42,18.18,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,255.98,0,0,0.6,1.97,0,0,0,0,8.92,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0,0,0,0,13.33,0,229.52,0,0,361.13,0,0,0,0,0,0,35.33,114.42,40.01,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0.53,0,0,0,13.33,15.82,229.52,0,8.78,361.13,0,0,0,0,0,0,34.55,114.42,60.02,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0.53,0,0,0,13.33,31.64,229.52,0,17.54,361.13,0,0,2.55,12.67,2.11,9.29,29.25,114.42,80.01,25.56,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.58,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0.53,0,0,0,17.2,31.64,229.52,0,17.54,361.13,0,0,37.93,23.13,12.52,18.61,37.92,142.38,112.28,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.58,118.09,53.48,0,0,0,0,4.14,14.35,0,22.71,5.76,0.53,0,0,0,17.2,31.64,229.52,0,17.54,361.13,0,0,37.93,26.93,12.52,18.61,37.92,142.38,112.28,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.58,118.09,53.48,0,0,0,0,4.14,20.74,0,32.24,7.37,0.53,0,0,0,19.97,31.64,231.64,0,17.54,428.34,0,0,37.93,26.93,12.52,18.61,43.57,142.38,112.28,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.58,118.09,53.48,0,0,0,0,4.14,25.35,0,40.7,8.78,0.53,0,0,0,19.97,31.64,287.33,0,17.54,495.55,0,0,37.93,23.13,12.52,18.61,44,142.38,109.11,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.58,118.09,53.48,0,0,0,0,4.14,25.35,0,40.7,8.78,0.53,0,0,0,13.73,31.64,364.53,0,17.54,598.32,0,0,37.93,23.13,6.26,18.61,44,142.38,109.11,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,255.98,0,0,0.6,0,0,0,0,0,1.34,7.58,118.09,53.48,0,0,0,0,4.14,25.35,0,40.7,8.78,0.53,0,0,0,13.73,31.64,417.31,0,17.54,655.69,0,0,37.93,12.69,6.26,18.61,44,142.38,80.1,37.49,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,25.35,0,40.7,8.78,0.53,0,0,0,13.73,31.64,417.31,0,17.54,649.59,0,0,1.92,0,2.11,9.29,44,142.38,60.02,25.75,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,3.67,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,25.35,0,40.7,8.78,0.53,0,0,0,13.73,15.82,354.93,0,8.78,651.83,0,0,0,0,0,9.29,44,142.38,40.01,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,15.88,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,22.67,0,35.84,7.57,0.53,0,0,0,13.73,15.82,314.89,0,0,595.41,0,0,0,0,0,0,44,142.38,18.18,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,15.88,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,21.84,0,35.08,7.57,27.56,0,0,0,12.87,15.82,251.24,0,0,480.48,0,0,0,0,0,0,44,142.38,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,15.88,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,19.24,0,30.5,6.29,27.56,0,0,0,12.87,15.82,231.74,0,0,377.45,0,0,0,0,0,0,44,142.38,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,15.88,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,118.09,53.48,0,0,0,0,4.14,19.24,0,30.5,6.29,27.56,0,0,0,12.87,15.82,231.74,0,0,358.25,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,15.88,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,124.88,40.1,0,0,0,0,4.14,19.24,0,30.5,6.29,27.56,0,0,0,12.03,15.82,231.74,0,0,358.25,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,15.88,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,255.98,0,0,0.6,0,0,0,0,0,1.34,0,132.76,40.1,0,0,0,0,4.14,19.24,0,30.5,6.29,27.56,0,0,0,12.03,15.82,231.74,0,0,358.25,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,3.43,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,40.1,0,0,0,0,4.14,19.24,0,30.5,6.29,27.56,0,0,0,12.03,15.82,231.74,0,0,358.25,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,40.1,0,0,0,0,4.14,19.24,0,30.5,6.29,27.56,0,0,0,12.03,15.82,231.74,0,0,358.25,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,40.1,0,0,0,0,10.33,21.84,0,35.08,7.57,6.37,0,0,0,12.87,15.82,231.74,0,0,348.65,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,40.1,0,0,0,0,10.33,21.84,0,35.08,7.57,3.18,0,0,0,12.87,15.82,231.74,0,0,281.44,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,40.1,0,0,0,0,10.33,21.84,0,35.08,7.57,0.53,0,0,0,12.87,15.82,231.74,0,0,281.44,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,25.71,0,0,0,0,10.33,21.84,0,35.08,7.57,0.53,0,0,0,12.87,15.82,231.74,0,0,281.44,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,25.71,0,0,0,0,10.33,21.84,0,35.08,7.57,0.53,0,0,0,12.87,15.82,231.74,0,0,281.44,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,25.4,0,0,0,0,10.33,21.84,0,35.08,7.57,0.53,0,0,0,12.87,15.82,231.74,0,0,281.44,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,18.86,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,25.4,0,0,0,0,4.14,14.2,0,22.48,5.76,0.53,0,0,0,11.74,15.82,229.52,0,0,281.44,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,25.4,0,0,0,0,4.14,14.2,0,22.48,5.76,0.53,0,0,0,11.74,15.82,229.52,0,0,281.44,0,0,0,0,0,0,37.92,122.72,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,25.4,0,0,0,0,4.14,14.2,0,22.48,5.76,0.53,0,0,0,11.74,15.82,229.52,0,0,281.44,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,51.05,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,255.98,0,0,0.6,1.97,0,0,0,0,1.34,0,134.12,13.37,0,0,0,0,4.14,14.2,0,22.48,5.76,0.53,0,0,0,11.74,15.82,229.52,0,0,281.44,0,0,0,0,0,0,29.25,94.75,0,17.04,0,0,0,42.35,0,0,0,19.2,0,0,0,0,59.68,0,0,0,0,114.02,0,0,88.33,30.46,0,0,0,0,0,0,0,0,0,0

