Block,Time Block,DULHASTI,DHAULIGNGA,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,CHAMERA1,BSIUL,BRBCL,CHAMERA3,CHAMERA2,DADRT2,KKNP,KHSTPP-II,KISHANGANGA,KKNPPU2,KOTESHWR,KOLDAM,KUDGI,MAPS,NAPP,NJPC,NLCIIST2,NLCTS2EXP,NLCEXP,NLCIIST1,NNTPP,NTPL,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST2,SIMHST1,RAMPUR,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI,PARBATI3,TALA,SINGRAULI_HYDRO,TALST2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,TANDA2,UNCHAHAR4,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,52.06,39.1,13.69,111.41,0,0,28.74,12.23,12.62,19.37,31.05,42.8,538.15,0,83.57,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,20.4,11.52,0,0,31.47,18.84,11.4,0,30.42,42.53,74.15,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,52.06,39.1,13.69,111.41,0,0,32.61,27.2,12.62,19.37,31.05,42.8,567.19,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,20.4,11.52,0,0,31.47,18.84,11.4,0,30.42,42.53,74.15,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,52.06,39.1,13.69,111.41,0,0,32.61,27.2,12.62,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,9.24,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,52.06,39.1,15.89,111.41,0,0,32.61,27.2,12.62,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,0,123.5,128.9,17,9.24,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,52.06,39.1,15.89,111.41,0,0,32.61,27.2,12.62,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,5.6,123.5,128.9,17,9.53,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,52.06,39.1,19.49,111.41,0,0,32.61,27.2,12.62,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,11.21,123.5,128.9,17,9.53,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,52.06,39.1,20.13,111.41,0,0,32.61,27.2,12.62,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,128.9,17,9.53,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,52.06,39.1,20.13,111.41,0,0,32.61,27.2,12.62,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,128.9,17,9.53,0,0,31.47,18.96,11.4,0,30.6,42.53,74.15,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,52.06,39.1,20.13,111.41,0,0,32.61,27.2,18.93,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,128.9,17,9.53,0,0,31.47,18.96,10.91,0,30.6,42.53,74.43,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,52.06,39.1,20.13,111.41,0,0,32.61,40.8,18.93,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,128.9,17,9.53,0,0,31.47,18.96,10.91,0,30.6,42.53,74.43,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,52.06,39.1,20.13,139.29,0,0,32.61,40.8,18.93,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,135.43,17,9.24,0,0,31.47,21.58,10.91,0,35.22,42.53,74.43,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,52.06,39.1,20.13,139.29,0,0,32.61,40.8,18.93,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,135.43,17,9.24,0,0,31.47,21.58,10.91,0,35.22,42.53,74.43,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,52.06,39.1,20.13,139.29,0,0,32.61,40.8,18.93,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,135.43,17,8.82,0,0,31.47,21.58,10.91,0,35.22,42.74,74.43,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,52.06,39.1,20.13,139.29,0,0,32.61,40.8,18.93,19.37,31.05,42.8,586.17,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,135.43,17,8.62,0,0,31.47,25.55,10.91,0,41.03,42.74,74.43,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,52.06,39.1,20.13,226.4,0,0,32.61,40.8,12.62,19.37,31.05,42.8,655.65,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,135.43,17,8.62,0,0,31.47,25.55,10.91,0,41.03,42.74,74.43,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,52.06,39.1,20.13,313.51,0,0,32.61,40.8,12.62,19.37,31.05,42.8,657,0,95.7,4.18,0,28.05,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,135.43,17,8.62,0,0,31.47,25.55,10.91,0,41.03,42.74,74.43,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,52.06,39.1,20.13,391.45,0,0,32.61,40.8,6.31,19.37,31.05,42.8,661.19,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,135.43,17,9.68,0,0,31.47,25.55,3.1,0,41.03,42.74,74.43,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,52.06,39.1,20.13,391.45,0,0,32.61,40.8,6.31,19.37,31.05,42.8,661.19,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.43,0,58.59,0,77.04,16.81,123.5,135.43,52.37,9.68,0,0,31.47,24.34,3.1,0,38.61,42.74,74.43,19.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,53.31,29.26,20.13,400.53,0,0,32.61,40.8,19.56,19.37,32.66,44.18,663.28,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.5,0,58.59,0,77.04,16.81,123.5,135.43,52.37,9.68,0,0,31.47,24.94,3.1,0,39.25,42.74,74.43,19.52,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,53.31,29.26,20.13,378.46,0,0,32.61,40.8,19.56,19.37,32.66,44.18,587.18,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,38.84,0,0,3.5,0,58.59,0,77.04,16.81,123.5,135.43,52.37,5.94,0,0,31.47,25,12.03,0,39.25,42.74,74.43,19.53,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,53.31,29.26,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.8,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,52.37,5.69,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.53,0,0.12,0,0,0,8.38,0,0,7.48,0,0,0,0,0,24.2,0,0,0,0,0

78,19:15-19:30,53.31,29.26,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,52.37,5.69,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,10.32,0,0,7.48,0,0,0,0,0,24.2,0,0,0,0,0

79,19:30-19:45,53.31,40.09,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,52.37,8.02,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,11.29,0,0,7.48,0,0,0,0,0,24.2,0,0,0,0,0

80,19:45-20:00,53.31,40.09,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,20.4,8.02,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,13.22,0,0,7.48,0,0,0,0,0,24.2,0,0,0,0,0

81,20:00-20:15,53.31,40.09,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,20.4,8.1,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,13.22,0,0,7.61,0,0,0,0,0,24.2,0,0,0,0,0

82,20:15-20:30,53.31,40.09,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,20.4,8.1,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,13.22,0,0,7.61,0,0,0,0,0,24.2,0,0,0,0,0

83,20:30-20:45,52.06,39.1,20.13,399.95,0,0,32.61,40.8,3.19,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,75.35,16.81,123.5,135.43,20.4,8.2,0,0,31.47,25,9.18,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,13.22,0,0,7.61,0,0,0,0,0,24.2,0,0,0,0,0

84,20:45-21:00,52.06,39.1,20.13,399.95,0,0,32.61,40.8,3.19,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,75.35,16.81,123.5,135.43,20.4,8.4,0,0,31.47,25,9.18,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,13.22,0,0,7.61,0,0,0,0,0,24.2,0,0,0,0,0

85,21:00-21:15,52.06,39.1,20.13,399.95,0,0,32.61,40.8,3.19,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,75.35,16.81,123.5,135.43,20.4,8.4,0,0,31.47,25,9.18,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,13.22,0,0,7.64,0,0,0,0,0,24.2,0,0,0,0,0

86,21:15-21:30,52.06,39.1,20.13,399.95,0,0,32.61,40.8,3.19,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,75.35,16.81,123.5,135.43,20.4,8.62,0,0,31.47,25,9.18,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,13.22,0,0,7.64,0,0,0,0,0,24.2,0,0,0,0,0

87,21:30-21:45,52.06,39.1,20.13,399.95,0,0,32.61,40.8,3.19,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,75.35,16.81,123.5,135.43,29.93,8.74,0,0,31.47,25,9.18,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,13.22,0,0,7.64,0,0,0,0,0,24.2,0,0,0,0,0

88,21:45-22:00,52.06,39.1,20.13,399.95,0,0,32.61,40.8,3.19,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,75.35,16.81,123.5,135.43,29.93,9.39,0,0,31.47,25,9.18,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,13.22,0,0,7.64,0,0,0,0,0,24.2,0,0,0,0,0

89,22:00-22:15,53.31,40.09,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,29.93,9.81,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,53.31,40.09,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,29.93,9.81,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,53.31,40.09,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,47.61,10.1,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,53.31,40.09,20.13,399.95,0,0,32.61,40.8,19.56,19.37,32.66,44.18,664.03,0,95.7,4.18,0,41.15,5.18,0,0,43.19,163.25,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.5,0,58.59,0,75.35,16.81,123.5,135.43,47.61,10.1,0,0,31.47,25,10.04,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,52.06,39.1,20.13,399.95,0,0,32.61,40.8,12.62,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,70.86,16.81,123.5,135.43,47.61,10.1,0,0,31.47,25,11.16,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,52.06,39.1,20.13,399.95,0,0,32.61,40.8,12.62,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,70.86,16.81,123.5,135.43,47.61,10.1,0,0,31.47,25,11.16,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,52.06,39.1,20.13,399.95,0,0,32.61,40.8,12.62,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,70.86,16.81,123.5,135.43,51.69,9.39,0,0,31.47,25,11.16,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,52.06,39.1,20.13,399.95,0,0,32.61,40.8,12.62,19.37,31.05,42.8,664.03,0,95.7,4.18,0,37.4,5.18,0,0,43.19,161.74,0,0,0,0,0,0,0,117.8,405.33,40.86,0,0,3.43,0,58.59,0,70.86,16.81,123.5,135.43,51.69,9.39,0,0,31.47,25,11.16,0,39.25,42.74,74.43,19.54,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

