Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,MAPS,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
7,01:30-01:45,41.952,37.89052,124.384996,130.580717,0,138.513286,12.9381,66.29485,22.630299,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

8,01:45-02:00,41.952,37.89052,124.384996,130.580717,0,138.513286,12.9381,66.29485,22.630299,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

9,02:00-02:15,41.952,37.89052,124.384996,130.580717,0,138.513286,12.9381,66.29485,22.630299,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.5252,15.00135,348.975

10,02:15-02:30,41.952,37.89052,124.384996,130.580717,0,138.513286,12.9381,66.29485,22.630299,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.5252,15.00135,348.975

11,02:30-02:45,36.432,37.89052,124.384996,130.580717,0,138.513286,12.9381,66.29485,22.630299,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.5252,15.00135,348.975

12,02:45-03:00,36.432,37.89052,124.384996,130.580717,0,138.513286,12.9381,66.29485,22.630299,27.63898,83.664,1.147846,44.306625,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.5252,15.00135,348.975

13,03:00-03:15,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.5252,15.00135,348.975

14,03:15-03:30,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.5252,15.00135,348.975

15,03:30-03:45,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.2312,15.00135,348.975

16,03:45-04:00,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,10.2312,15.00135,348.975

17,04:00-04:15,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.996,15.00135,348.975

18,04:15-04:30,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.996,15.00135,348.975

19,04:30-04:45,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.996,15.00135,348.975

20,04:45-05:00,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

21,05:00-05:15,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.849,15.00135,348.975

22,05:15-05:30,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,7.628735,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.6726,15.00135,348.975

23,05:30-05:45,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,12.205976,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.6726,15.00135,348.975

24,05:45-06:00,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,78.386778,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.408,15.00135,348.975

25,06:00-06:15,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,78.386778,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.87616,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.2316,15.00135,348.975

26,06:15-06:30,36.432,37.89052,124.384996,130.580717,0,138.513286,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,78.386778,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,414.343785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.87616,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.2316,15.00135,348.975

27,06:30-06:45,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,78.386778,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,414.343785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.87616,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.0552,15.00135,348.975

28,06:45-07:00,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,78.386778,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.87616,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.0552,15.00135,348.975

29,07:00-07:15,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,78.386778,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.0552,15.00135,348.975

30,07:15-07:30,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,66.29485,20.723717,27.63898,77.854,1.147846,41.480699,3.094586,5.534085,49.243676,9.154482,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.0552,15.00135,348.975

31,07:30-07:45,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,65.976124,20.723717,27.63898,77.854,1.147846,42.080699,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.0552,15.00135,348.975

32,07:45:08:00,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,50.199225,20.723717,27.63898,77.854,1.147846,42.080699,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,51.485133,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.114,15.00135,348.975

33,08:00-08:15,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,50.199225,20.723717,27.63898,77.854,1.147846,42.080699,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.114,15.00135,348.975

34,08:15-08:30,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,50.199225,20.723717,27.63898,77.854,1.147846,42.080699,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.3492,15.00135,348.975

35,08:30-08:45,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,50.199225,20.723717,27.63898,77.854,1.147846,42.080699,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.3492,15.00135,348.975

36,08:45:09:00,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,50.199225,20.723717,27.63898,77.854,1.147846,42.080699,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,37.466426,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,80.112914,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.4374,15.00135,348.975

37,09:00:09:15,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.3492,15.00135,348.975

38,09:15-09:30,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.3492,15.00135,348.975

39,09:30-09:45,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.3492,15.00135,348.975

40,09:45-10:00,36.432,37.89052,124.384996,130.580717,0,142.539835,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.4374,15.00135,348.975

41,10:00-10:15,42.504,37.89052,124.384996,130.580717,0,142.539835,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,348.975

42,10:15-10:30,42.504,37.89052,124.384996,130.580717,0,142.539835,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,348.975

43,10:30-10:45,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,348.975

44,10:45-11:00,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,348.975

45,11:00-11:15,36.432,37.89052,124.384996,130.580717,0,148.982313,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,41.501271,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,345.375

46,11:15-11:30,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,41.501271,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,345.375

47,11:30-11:45,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,41.501271,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,345.375

48,11:45-12:00,42.504,37.89052,124.384996,130.580717,0,148.982313,12.0414,33.466151,22.630299,27.63898,77.854,1.147846,44.906625,3.094586,5.534085,49.243676,0,5.621263,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,41.501271,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,50.833423,0,78.755068,0,0,0,61.260596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,8.82,15.00135,345.375

