Block,Time,DHAULIGNGA,RAPPB,SEWA2,PARBATI3,NAPP,UNCHAHAR3,DULHASTI,DADRI_GF,CHAMERA3,BSIUL,ANTA_CRF,AURY_LF,TANDA2,NJPC,ANTA_GF,UNCHAHAR1,CHAMERA2,DADRT2,KISHANGANGA,RAPPC,AURY_RF,ANTA_RF,CHAMERA1,RAMPUR,SINGRAULI,KOLDAM,SALAL,URI2,DADRI_LF,DADRI_CRF,ANTA_LF,UNCHAHAR4,RIHAND1,UNCHAHAR2,TALA,KGSU1AND2,TAPS-II,SASAN,KAWAS-NAPM,SIPAT II,NLCIIST1,KHSTPP-I,FSTPP I & II,KUDGI,KAWAS-ComGas,KKNP,NLCEXP,MOUDA_II,KHARGONE-I,MOUDA,KAWAS-RLNG,NLCIIST2,TALST2,KSTPS7,GADARWARA-I,NNTPP,VSTPS III,KGSU3AND4,VSTPS II,KSTPS I&II,LARA-I,GANDHAR-APM,KAWAS-zLIQ,KHSTPP-II,NLCTS2EXP,SOLAPUR,SIMHST2,GANDHAR-ComGas,SIPAT I,VALLURNTECL,VSTPS I,MAPS,GANDHAR-RLNG,VSTPS IV,RSTPSU1TO6,VSTPS V,NTPL,KAWAS-APM,GANDHAR-NAPM,KAPS,BRBCL,RSTPSU7,RIHAND3,URI,AURY_CRF,JHAJJAR,TEHRI,KOTESHWR,SINGRAULI_HYDRO,TANAKPUR,AURY_GF,RIHAND2,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,9.169173,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,19.008642,0.000000,0.000000,2.359089,73.343211,0.000000,11.628573,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,139.245073,4.114565,82.009777,32.208765,0.000000,0.000000,0.000000,0.739334,91.188559,23.699072,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,38.299202,10.277567,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.00,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,123.798643,0.00,1.712429,0.10,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,9.907806,0.00,122.319536,47.496950,0.000000,168.223200,26.640394,8.423597,0.980807,4.953883,0.000000,116.683092,0.000000,0,0,0,0,0

7,01:30-01:45,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,19.008642,0.000000,0.000000,2.359089,73.343211,0.000000,11.628573,42.186474,364.960253,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,139.245073,3.085924,82.009777,32.208765,0.000000,0.000000,0.000000,0.739334,91.188559,23.699072,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,38.299202,10.277567,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.00,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,123.798643,0.00,1.712429,0.10,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,9.516886,0.00,122.319536,51.232666,0.000000,148.887200,26.640394,8.423597,0.980807,4.953883,0.000000,116.683092,0.000000,0,0,0,0,0

8,01:45-02:00,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,19.008642,0.000000,0.000000,2.359089,73.343211,0.000000,11.628573,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,139.245073,2.057283,82.009777,32.208765,0.000000,0.000000,0.000000,0.739334,91.188559,23.699072,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,38.299202,10.277567,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.00,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,123.798643,0.00,1.712429,0.10,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,9.713011,0.00,122.319536,51.232666,0.000000,148.887200,26.640394,8.423597,0.980807,4.953883,0.000000,116.683092,0.000000,0,0,0,0,0

9,02:00-02:15,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,19.008642,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.960253,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,139.245073,1.028641,82.009777,34.186497,0.000000,0.000000,0.000000,0.739334,91.188559,23.116424,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,23.430881,7.649729,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.00,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,75.660898,0.00,1.712429,0.10,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,10.196978,0.00,122.319536,47.496950,0.000000,125.411636,26.640394,8.423597,0.980807,4.953883,0.000000,116.683092,0.000000,0,0,0,0,0

10,02:15-02:30,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,19.008642,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,139.245073,1.028641,82.009777,34.186497,0.000000,0.000000,0.000000,0.739334,91.188559,23.116424,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,23.430881,7.127153,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.00,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,75.660898,0.00,1.712429,0.10,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,10.663134,0.00,122.319536,47.496950,0.000000,122.783600,26.640394,8.423597,0.980807,4.953883,0.000000,116.683092,0.000000,0,0,0,0,0

11,02:30-02:45,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.960253,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.449906,1.028641,82.009777,32.208765,0.000000,0.000000,0.000000,0.739334,91.188559,23.116424,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,23.430881,7.127153,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,75.660898,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,10.035861,0.00,122.319536,47.496950,0.000000,122.783600,26.640394,8.423597,0.980807,4.953883,0.000000,116.683092,0.000000,0,0,0,0,0

12,02:45-03:00,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.449906,1.028641,82.009777,32.208765,0.000000,0.000000,0.000000,0.739334,91.188559,23.116424,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,23.430881,7.127153,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,75.660898,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,11.173920,0.00,122.319536,47.496950,0.000000,122.783600,26.640394,8.423597,0.980807,4.953883,0.000000,116.683092,0.000000,0,0,0,0,0

13,03:00-03:15,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.960253,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,1.028641,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,75.660898,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,11.092849,0.00,78.922591,47.496950,0.000000,122.783600,26.640394,8.423597,0.980807,4.953883,0.000000,94.017873,0.000000,0,0,0,0,0

14,03:15-03:30,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,1.028641,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,12.219341,0.00,78.922591,47.496950,0.000000,122.783600,26.640394,8.423597,0.980807,4.953883,0.000000,86.400499,0.000000,0,0,0,0,0

15,03:30-03:45,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.960253,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,1.028641,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,47.496950,0.000000,122.783600,26.640394,8.423597,0.980807,4.953883,0.000000,86.400499,0.000000,0,0,0,0,0

16,03:45-04:00,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,1.028641,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,12.903629,0.00,78.922591,47.496950,0.000000,122.783600,17.760263,8.423597,0.980807,4.953883,0.000000,86.400499,0.000000,0,0,0,0,0

17,04:00-04:15,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.960253,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,1.028641,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,12.156900,0.00,78.922591,47.496950,0.000000,122.783600,17.760263,8.423597,0.980807,4.953883,0.000000,86.400499,0.000000,0,0,0,0,0

18,04:15-04:30,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,1.028641,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,47.496950,0.000000,122.783600,8.880131,8.423597,0.980807,4.953883,0.000000,86.400499,0.000000,0,0,0,0,0

19,04:30-04:45,8.474539,0.000000,16.608716,3.357155,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.960253,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,1.028641,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,47.496950,0.000000,122.783600,0.000000,8.423597,0.980807,4.953883,0.000000,86.400499,0.000000,0,0,0,0,0

20,04:45-05:00,8.474539,0.000000,16.608716,10.742898,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,1.028641,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,47.496950,0.000000,122.783600,0.000000,8.423597,0.980807,4.953883,0.000000,86.400499,0.000000,0,0,0,0,0

21,05:00-05:15,8.474539,0.000000,16.608716,52.505911,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.960253,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,1.028641,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.62,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,51.232666,0.000000,122.783600,0.000000,8.423597,0.980807,3.096177,0.000000,86.400499,0.000000,0,0,0,0,0

22,05:15-05:30,8.474539,0.000000,16.608716,52.505911,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,2.057283,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.77,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.10,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,51.232666,0.000000,122.783600,0.000000,8.423597,0.980807,3.096177,0.000000,86.400499,0.000000,0,0,0,0,0

23,05:30-05:45,9.585953,0.000000,16.608716,52.505911,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.960253,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,3.085924,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.00,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.00,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.00,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,47.496950,0.000000,122.783600,0.000000,8.423597,0.980807,3.096177,0.000000,86.400499,0.000000,0,0,0,0,0

24,05:45-06:00,19.171907,0.000000,16.608716,52.505911,42.114133,14.168428,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,11.546309,42.186474,364.992498,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,4.114565,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.366070,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.00,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.00,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.00,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,47.496950,0.000000,122.783600,0.000000,8.423597,0.980807,3.096177,0.000000,86.400499,0.000000,0,0,0,0,0

25,06:00-06:15,28.757859,0.000000,16.608716,52.505911,42.114133,14.149955,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,73.343211,0.000000,10.610319,42.186474,364.491271,2.466767,57.050827,0.000000,0.000000,41.243688,1.414266,103.447503,4.114565,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,22.298098,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.81,11.601600,2.900400,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,46.406400,0.00,1.712429,0.00,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,47.496950,0.000000,122.783600,0.000000,8.423597,0.980807,3.096177,0.000000,86.400499,0.000000,0,0,0,0,0

26,06:15-06:30,28.757859,0.000000,16.608716,52.505911,42.114133,15.801476,52.115693,0.000000,30.656970,12.761760,0.000000,0.000000,2.359089,79.182954,0.000000,11.327657,42.186474,364.524280,2.466767,57.050827,0.000000,0.000000,41.243688,1.523581,103.447503,4.114565,79.762934,32.208765,0.000000,0.000000,0.000000,0.739334,52.441262,23.113089,0.000000,1.93,2.700657,404.866836,0.000000,0.904068,0.00,23.430881,7.127153,0.00,0.000000,1.57,0.00,3.395103,3.424858,1.873758,0.000000,0.00,0.00,1.297295,4.151343,0.12,0.947311,1.06,1.878456,2.870752,4.116755,0.000000,0.000000,75.660898,0.00,1.712429,0.00,0.000000,5.137286,0.00,2.295032,0.23,0.000000,2.594590,0.00,1.283457,1.01,0.000000,0.000000,0.792042,14.502010,0.00,78.922591,47.496950,0.000000,159.430581,0.000000,8.423597,0.980807,3.096177,0.000000,86.400499,0.000000,0,0,0,0,0

