Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,MAPS,BSIUL,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,BRBCL,DADRI_CRF,ANTA_LF,AURY_CRF,AURY_RF,ANTA_GF,AURY_LF,DADRI_GF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_GF,DADRI_RF,TALA,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SEWA2,SINGRAULI,TANDA2,SASAN,TALST2,SALAL,TANAKPUR,VALLURNTECL,UNCHAHAR4,TelanganaSTPP,UNCHAHAR2,URI2,TEHRI,UNCHAHAR1,URI,UNCHAHAR3,RIHAND3,RSTPSU1TO6,RSTPSU7,RAPPB,NLCEXP,NLCIIST1,RIHAND2,NLCIIST2,NJPC,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NAPP,NTPL,PARBATI3,KUDGI,KOTESHWR,KOLDAM,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,JHAJJAR,KGSU1AND2,KISHANGANGA,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,17.2,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,6.14,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,39.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

62,15:15-15:30,0,17.2,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,12.26,6.14,0,0,0,30.49,4.39,0,14.86,1.59,19.23,119.3,0,0,0,0,0,113.96,0,39.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,32.34,122.66,0,0,234.56,0,0,0,0,0,0,0,0

63,15:30-15:45,0,17.2,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,30.49,4.39,0,14.86,1.07,19.23,119.3,0,0,0,0,0,113.96,0,39.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

64,15:45-16:00,0,17.2,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,30.49,4.39,0,14.86,1.07,19.23,119.3,0,0,0,0,0,113.96,0,39.99,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

65,16:00-16:15,0,19.96,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,36.11,4.39,14.33,17.6,1.07,22.73,119.3,0,0,0,0,0,113.96,0,67.34,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

66,16:15-16:30,0,19.96,31.63,0,0,0,2.3,288.24,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,36.11,4.39,28.66,17.6,1.07,22.73,119.3,0,0,0,0,0,113.96,0,67.34,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,234.56,0,0,0,0,0,0,0,0

67,16:30-16:45,8.74,19.96,31.63,0,0,0,2.3,290.27,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,36.11,4.39,28.66,17.6,1.07,22.73,119.3,0,0,0,0,0,113.96,0,67.34,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,286.2,0,0,0,0,0,0,0,0

68,16:45-17:00,8.74,19.96,31.63,0,0,0,2.3,290.27,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,36.11,4.39,44.8,17.6,1.07,22.73,119.3,0,0,0,0,0,113.96,0,67.34,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,376.59,0,0,0,0,0,0,0,0

69,17:00-17:15,8.74,19.96,47.43,0,1.06,9.29,3.84,288.24,11.37,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,44.8,19.73,1.07,24.91,119.3,0,0,0,0,0,113.96,0,67.34,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,420.73,0,0,0,0,0,0,0,0

70,17:15-17:30,17.49,19.96,47.43,0,1.06,9.29,7.68,288.24,26.07,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,59.73,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,89.78,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,420.73,0,0,0,0,0,0,0,0

71,17:30-17:45,26.37,19.96,47.43,0,6.26,18.58,15.34,327.46,40.45,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,99.95,0,401.85,0,13.39,6.14,0,0,0,40.69,4.39,59.73,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,110.87,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,36.8,142.31,0,0,342.4,0,0,0,0,0,0,0,0

72,17:45-18:00,36.13,19.96,47.43,0,18.77,27.89,37.91,327.77,40.45,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,76.17,6.14,0,0,0,40.69,4.39,59.73,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,0,0,9.46,0,36.8,142.31,0,0,418.04,0,0,0,0,0,0,0,0

73,18:00-18:15,36.13,19.96,47.43,0,18.77,27.89,37.91,327.77,40.45,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,76.17,6.14,0,0,0,40.69,4.39,59.73,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,0,0,9.46,0,36.8,142.31,0,0,418.04,0,0,0,0,0,0,0,0

74,18:15-18:30,36.13,19.96,47.43,0,18.77,27.89,37.91,327.77,40.45,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,76.17,6.14,0,0,0,40.69,4.39,59.73,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,0,0,9.46,0,36.8,142.31,0,0,418.04,0,0,0,0,0,0,0,0

75,18:30-18:45,36.13,19.96,47.43,0,18.77,27.89,37.91,327.77,40.45,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,76.17,6.14,0,0,0,40.69,4.39,59.73,19.73,37.61,25.32,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,0,0,9.46,0,39.39,142.31,0,0,418.04,0,0,0,0,0,0,0,0

76,18:45-19:00,36.13,19.96,47.43,0,18.77,27.89,37.91,327.77,40.45,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,13.39,6.14,0,0,0,40.69,4.39,59.73,19.73,37.61,25.32,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,2.45,0,9.46,0,39.39,142.31,0,0,418.04,0,0,0,0,0,0,0,0

77,19:00-19:15,36.13,19.96,47.43,0,18.77,27.89,37.91,325.75,40.45,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,59.73,19.73,2.65,25.32,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,6.1,0,9.46,0,39.39,142.31,0,0,418.04,0,0,0,0,0,0,0,0

78,19:15-19:30,36.13,19.96,47.43,0,18.77,27.89,37.91,325.75,40.45,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,59.73,19.73,1.28,25.32,119.3,0,0,0,0,0,113.96,0,134.67,88.28,0,0,0,49.93,40.38,0,31.76,0,9.46,0,39.39,142.31,0,0,496.73,0,0,0,0,0,0,0,0

79,19:30-19:45,26.37,19.96,47.43,0,1.06,18.58,25.28,325.75,40.45,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,59.73,19.73,1.28,25.32,119.3,0,0,0,0,0,113.96,0,112.23,88.28,0,0,0,49.93,40.38,0,31.76,0,8.51,0,39.39,142.31,0,0,420.73,0,0,0,0,0,0,0,0

80,19:45-20:00,17.49,19.96,47.43,0,0,9.29,11.52,325.75,26.07,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,59.73,19.73,1.28,25.32,119.3,0,0,0,0,0,113.96,0,89.78,88.28,0,0,0,49.93,40.38,0,31.76,0,8.51,0,39.39,142.31,0,0,420.73,0,0,0,0,0,0,0,0

81,20:00-20:15,8.74,19.96,31.63,0,0,9.29,11.52,325.75,11.37,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,59.73,19.73,1.28,25.32,119.3,0,0,0,0,0,113.96,0,89.78,88.28,0,0,0,49.93,40.38,0,31.76,0,8.51,0,39.39,142.31,0,0,396.74,0,0,0,0,0,0,0,0

82,20:15-20:30,8.74,19.96,31.63,0,0,9.29,2.3,325.75,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,44.8,19.73,1.28,25.32,119.3,0,0,0,0,0,113.96,0,67.34,88.28,0,0,0,49.93,40.38,0,31.76,0,8.51,0,39.39,142.31,0,0,367.95,0,0,0,0,0,0,0,0

83,20:30-20:45,8.74,19.96,31.63,0,0,9.29,2.3,297.75,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,44.8,19.73,1.59,25.32,119.3,0,0,0,0,0,113.96,0,67.34,88.28,0,0,0,49.93,40.38,0,31.76,0,8.51,0,39.39,142.31,0,0,319.97,0,0,0,0,0,0,0,0

84,20:45-21:00,8.74,19.96,31.63,0,0,9.29,2.3,263.55,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,44.8,19.73,37.61,25.32,119.3,0,0,0,0,0,113.96,0,67.34,88.28,0,0,0,49.93,40.38,0,4.88,0,8.51,0,39.39,142.31,0,0,262.39,0,0,0,0,0,0,0,0

85,21:00-21:15,8.74,19.96,31.63,0,0,9.29,2.3,263.55,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,28.66,19.73,37.61,25.32,119.3,0,0,0,0,0,113.96,0,44.89,88.28,0,0,0,49.93,40.38,0,2.45,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

86,21:15-21:30,8.74,19.96,31.63,0,0,9.29,2.3,292.34,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,28.66,19.73,2.12,25.32,119.3,0,0,0,0,0,113.96,0,44.89,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

87,21:30-21:45,8.74,19.96,31.63,0,0,9.29,2.3,286.1,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,28.66,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,22.45,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

88,21:45-22:00,8.74,19.96,31.63,0,0,9.29,2.3,244.84,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,28.66,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,22.35,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

89,22:00-22:15,8.74,19.96,31.63,0,0,9.29,11.52,244.84,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,4.39,14.93,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

90,22:15-22:30,8.74,19.96,31.63,0,0,9.29,11.52,279.87,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,18.07,14.93,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,20.9,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

91,22:30-22:45,8.74,19.96,15.81,0,0,0,11.52,325.75,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,18.07,0,19.73,1.07,25.32,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

92,22:45-23:00,8.74,19.96,15.81,0,0,0,11.52,325.75,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,18.07,0,19.73,2.12,25.32,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

93,23:00-23:15,8.74,19.96,15.81,0,0,0,2.3,325.75,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,6.14,0,0,0,40.69,18.07,0,19.73,37.61,25.32,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

94,23:15-23:30,8.74,19.96,15.81,0,0,0,2.3,314.15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,40.69,10.33,0,19.73,37.61,25.32,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

95,23:30-23:45,8.74,19.96,15.81,0,0,0,2.3,314.15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,35.06,10.33,0,16.99,2.12,21.82,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

96,23:45-24:00,8.74,19.96,15.81,0,0,0,2.3,304.56,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,401.85,0,2.24,5.53,0,0,0,35.06,4.39,0,16.99,1.59,21.82,119.3,0,0,0,0,0,113.96,0,0,88.28,0,0,0,49.93,40.38,0,0,0,8.51,0,39.39,142.31,0,0,254.72,0,0,0,0,0,0,0,0

