Block,Time,BRBCL,DADRT2,KHSTPP-II,KOLDAM,NLCIIST2,DADRI_LF,DADRI_RF,CHAMERA3,NNTPP,TALA,ANTA_CRF,ANTA_LF,AURY_GF,CHAMERA1,KGSU3AND4,MAPS,NAPP,RAPPC,SINGRAULI,TEHRI,TEHRIPSP,UNCHAHAR3,URI2,VALLURNTECL,AURY_RF,DADRI_GF,CHAMERA2,DULHASTI,FSTPP I & II,JHAJJAR,NJPC,RAPPD,RSTPSU1TO6,SEWA2,TALST2,TelanganaSTPP,AURY_CRF,RAMPUR,RIHAND2,SASAN,SIMHST1,SIMHST2,AURY_LF,DHAULIGNGA,KHSTPP-I,NLCEXP,NLCIIST1,NLCTS2EXP,NTPL,PARBATI2,PARBATI3,RIHAND3,RSTPSU7,SALAL,TANDA2,URI,ANTA_GF,DADRI_CRF,KKNP,KKNPPU2,KOTESHWR,KUDGI,RAPPB,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,UNCHAHAR4,ANTA_RF,BSIUL,KGSU1AND2,KISHANGANGA,RIHAND1,UNCHAHAR2
55,13:30-13:45,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,12.58,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,31.84,45.53,0,0,0,0,26.4,55.01,130.84,0,79.6,5.73,6.63,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48.96,0,0,0,48.09,44.52

56,13:45-14:00,18.75,689.39,148.3,8.63,0,0,102.77,33.95,0,12.58,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,31.84,45.53,0,0,0,0,26.4,55.01,130.84,0,79.6,5.73,6.63,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48.96,0,0,0,48.09,44.52

57,14:00-14:15,18.75,689.39,148.3,8.63,0,0,102.77,22.61,0,13.2,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,31.84,45.53,0,0,0,0,26.4,55.01,130.84,0,79.6,5.73,6.63,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.09,0,0,0,48.09,44.52

58,14:15-14:30,18.75,689.39,148.3,8.63,0,0,102.77,11.3,0,13.2,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,31.84,45.53,0,0,0,0,26.4,55.01,130.84,0,79.6,5.73,6.63,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.09,0,0,0,48.09,44.52

59,14:30-14:45,18.75,689.39,148.3,8.63,0,0,102.77,0,0,13.49,0,0,0,42.15,0,0,24.23,65.76,113.75,0,0,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,31.84,45.53,0,0,0,0,26.4,55.01,130.84,0,75.52,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.09,0,0,0,48.09,44.52

60,14:45-15:00,18.75,689.39,148.3,8.63,0,0,102.77,0,0,13.49,0,0,0,42.15,0,0,24.23,65.76,113.75,41.18,0,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,31.84,45.53,0,0,0,0,26.4,55.01,130.84,0,75.52,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,49.09,0,0,0,48.09,44.52

61,15:00-15:15,18.75,689.39,148.3,8.63,0,0,102.77,0,0,13.34,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,69.72,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48.5,0,0,0,48.09,44.52

62,15:15-15:30,18.75,689.39,148.3,8.63,0,0,102.77,0,0,13.14,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,69.72,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48.5,0,0,0,48.09,44.52

63,15:30-15:45,18.75,689.39,148.3,8.63,0,0,102.77,0,0,12.85,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,69.72,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48.5,0,0,0,48.09,44.52

64,15:45-16:00,18.75,689.39,148.3,8.63,0,0,102.77,0,0,12.85,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,69.72,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48.5,0,0,0,48.09,44.52

65,16:00-16:15,18.75,689.39,148.3,8.63,0,0,102.77,0,0,18.34,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,67.39,5.73,8.28,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48,0,0,0.64,48.09,44.52

66,16:15-16:30,18.75,689.39,148.3,8.63,0,0,102.77,0,0,18.34,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,67.39,5.73,8.28,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48,0,0,2.33,48.09,44.52

67,16:30-16:45,18.75,689.39,148.3,8.63,0,0,102.77,0,0,19.02,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,55.01,130.84,0,67.39,5.73,8.28,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48,0,0,2.33,48.09,44.52

68,16:45-17:00,18.75,689.39,148.3,8.63,0,0,102.77,0,0,19.02,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,31.18,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,66.91,130.84,0,67.39,5.73,8.28,0,0,0,0,45.08,0,0,0,0,21.65,3.23,48,0,0,2.33,48.09,44.52

69,17:00-17:15,18.75,689.39,148.3,8.63,0,0,102.77,0,0,18.73,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,66.91,130.84,0,67.39,5.73,15.45,0,0,0,0,45.08,0,0,0,0,21.65,3.23,47.75,0,0,2.33,48.09,44.52

70,17:15-17:30,18.75,689.39,148.3,8.63,0,0,102.77,0,0,18.4,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,66.91,130.84,0,67.39,5.73,15.45,0,0,0,0,45.08,0,0,0,0,21.65,3.23,47.75,0,0,2.33,48.09,44.52

71,17:30-17:45,18.75,689.39,148.3,8.63,0,0,102.77,0,0,18.28,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,66.91,130.84,0,67.39,5.73,15.45,0,0,0,0,45.08,0,0,0,0,21.65,3.23,47.62,0,0,2.33,48.09,44.52

72,17:45-18:00,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.96,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,66.91,130.84,0,67.39,5.73,15.45,0,0,0,0,45.08,0,0,0,0,21.65,3.23,47.62,0,0,2.33,48.09,44.52

73,18:00-18:15,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.63,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.27,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,66.91,130.84,0,67.39,5.73,17.67,0,0,0,0,45.08,0,0,0,0,21.65,3.23,47.62,0,0,4.65,48.09,44.52

74,18:15-18:30,18.75,689.39,148.3,8.63,0,0,102.77,0,0,17.34,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.53,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,66.91,130.84,0,67.39,5.73,17.67,0,0,0,0,45.08,0,0,0,0,21.65,2.03,47.62,0,0,4.65,48.09,44.52

75,18:30-18:45,18.75,689.39,148.3,8.63,0,0,102.77,0,0,16.46,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,24.95,0,80.53,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,393.75,0,0,0,42.46,45.53,0,0,0,0,26.4,66.91,130.84,0,68.56,5.73,19.87,0,0,0,0,45.08,0,0,0,0,21.65,2.03,47.62,0,0,4.65,48.09,44.52

76,18:45-19:00,18.75,689.1,148.3,8.63,0,0,102.77,0,0,16.28,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,24.95,0,80.53,0,0,38.45,20.15,594.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,393.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,19.87,0,0,0,0,45.08,0,0,0,0,21.65,2.03,47.62,0,0,7.18,48.09,43.92

77,19:00-19:15,18.75,689.1,148.3,8.63,0,0,102.77,0,0,16.28,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.53,0,0,38.45,20.15,604.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,393.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,19.87,0,0,0,0,45.08,0,0,0,0,21.65,2.03,47.62,0,0,7.18,48.09,43.92

78,19:15-19:30,18.75,689.1,148.3,8.63,0,0,102.77,0,0,16.34,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.53,0,0,38.45,20.15,604.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,393.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,19.87,0,0,0,0,45.08,0,0,0,0,21.65,2.03,47.62,0,0,7.18,48.09,43.92

79,19:30-19:45,18.75,689.1,148.3,8.63,0,0,102.77,0,0,16.57,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.53,0,0,38.45,20.15,614.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,393.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,52.36,0,0,0,0,45.08,0,0,0,0,21.65,2.03,47.62,0,0,7.18,48.09,43.92

80,19:45-20:00,18.75,689.1,148.3,8.63,0,0,102.77,0,0,16.73,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,80.53,0,0,38.45,20.15,614.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,393.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,52.36,0,0,0,0,45.08,0,0,0,0,21.65,2.03,47.62,0,0,7.18,48.09,43.92

81,20:00-20:15,18.75,689.1,148.3,8.63,0,0,105.4,0,0,16.49,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.45,20.15,634.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,371.25,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,17.67,0,0,0,0,45.08,0,0,0,0,21.65,2.03,48.46,0,0,7.18,48.09,43.92

82,20:15-20:30,18.75,689.1,148.3,8.63,0,0,105.4,0,0,16.57,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.45,20.15,634.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,348.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,17.67,0,0,0,0,45.08,0,0,0,0,21.65,2.03,48.08,0,0,7.18,48.09,43.92

83,20:30-20:45,18.75,689.1,148.3,8.63,0,0,105.4,0,0,16.63,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.45,20.15,634.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,348.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,17.67,0,0,0,0,45.08,0,0,0,0,21.65,2.03,48.08,0,0,7.18,48.09,43.92

84,20:45-21:00,18.75,689.1,148.3,8.63,0,0,105.4,0,0,16.75,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,654.88,175.8,38.56,0,19.02,0,0,0,5.68,125.27,348.75,0,0,0,42.46,45.53,0,0,0,0,26.4,65.42,130.84,0,68.56,5.73,17.67,0,0,0,0,45.08,0,0,0,0,21.65,2.03,48.08,0,0,6.97,48.09,43.92

85,21:00-21:15,18.75,539.03,148.3,8.63,0,0,105.4,0,0,17.22,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,654.88,175.8,38.56,0,19.02,0,0,0,5.68,125.27,348.75,0,0,0,42.46,45.53,0,0,0,0,26.4,65.42,130.84,0,68.56,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,2.03,48.84,0,0,6.97,48.09,43.92

86,21:15-21:30,18.75,539.03,148.3,8.63,0,0,105.4,0,0,17.31,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.32,20.15,654.88,175.8,38.56,0,19.02,0,0,0,5.68,125.27,348.75,0,0,0,42.46,45.53,0,0,0,0,26.4,65.42,130.84,0,68.56,5.73,13.25,0,0,0,0,45.08,0,0,0,0,21.65,2.03,48.84,0,0,6.97,48.09,43.92

87,21:30-21:45,18.75,539.03,148.3,8.63,0,0,105.4,0,0,17.46,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.45,20.15,654.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,348.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,39.75,0,0,0,0,45.08,0,0,0,0,21.65,2.03,49.6,0,0,7.18,48.09,43.92

88,21:45-22:00,18.75,539.03,148.3,8.63,0,0,105.4,0,0,17.61,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,81.18,0,0,38.45,20.15,654.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,348.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,39.75,0,0,0,0,45.08,0,0,0,0,21.65,2.03,49.6,0,0,7.18,48.09,43.92

89,22:00-22:15,18.75,689.1,148.3,8.63,0,0,105.4,0,0,17.75,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,62.35,0,0,38.45,20.15,654.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,348.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,39.75,0,0,0,0,45.08,0,0,0,3.85,21.65,2.03,49.98,0,0,7.18,48.09,43.92

90,22:15-22:30,18.75,689.1,148.3,8.63,0,0,105.4,0,0,17.9,0,0,0,42.35,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,62.35,0,0,38.45,20.15,654.88,177.45,38.56,0,19.49,0,0,0,5.85,125.27,348.75,0,0,0,44.82,45.53,0,0,0,0,27.87,76.39,130.84,0,68.56,5.73,19.87,0,0,0,0,45.08,0,0,0,7.68,21.65,2.03,49.98,0,0,7.18,48.09,43.92

91,22:30-22:45,18.75,689.1,148.3,8.63,0,0,105.4,0,0,13.05,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,62.35,0,0,38.32,20.15,654.88,175.8,38.56,0,19.02,0,0,0,5.68,125.27,348.75,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,68.56,5.73,19.87,0,0,0,0,45.08,0,0,0,11.91,21.65,2.03,50.23,0,0,6.97,48.09,43.92

92,22:45-23:00,18.75,689.1,148.3,8.63,0,0,105.4,0,0,13.14,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,62.35,0,0,38.32,20.15,654.88,175.8,38.56,0,19.02,0,0,0,5.68,125.27,348.75,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,68.56,5.73,19.87,0,0,0,0,45.08,0,0,0,11.91,21.65,2.03,50.23,0,0,6.97,48.09,43.92

93,23:00-23:15,18.75,689.1,148.3,8.63,0,0,105.4,0,0,13.2,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,62.35,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,348.75,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,68.56,5.73,19.87,0,0,0,0,45.08,0,0,0,11.91,21.65,2.03,50.99,0,0,6.97,48.09,43.92

94,23:15-23:30,18.75,689.39,148.3,8.63,0,0,105.4,0,0,13.28,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,62.35,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,348.75,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,68.56,5.73,19.87,0,0,0,0,45.08,0,0,0,11.91,21.65,2.03,50.99,0,0,6.97,48.09,43.92

95,23:30-23:45,18.75,689.39,148.3,8.63,0,0,105.4,0,0,13.34,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,62.35,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,348.75,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,69.72,5.73,17.67,0,0,0,0,45.08,0,0,0,11.91,21.65,2.03,51.24,0,0,6.97,48.09,43.92

96,23:45-24:00,18.75,689.39,148.3,8.63,0,0,105.4,0,0,13.46,0,0,0,42.15,0,0,24.23,65.76,113.75,82.36,103.98,27.38,33.52,0,62.35,0,0,38.32,20.15,667.27,175.8,38.56,0,19.02,0,0,0,5.68,125.27,348.75,0,0,0,42.46,45.53,0,0,0,0,25.69,55.01,130.84,0,69.72,5.73,17.67,0,0,0,0,45.08,0,0,0,11.91,21.65,2.03,51.24,0,0,6.97,48.09,44.52

