Block,Time,UNCHAHAR2,DULHASTI,CHAMERA2,DADRI_CRF,SEWA2,TEHRI,PARBATI3,ANTA_LF,RAPPB,ANTA_GF,CHAMERA3,UNCHAHAR3,TANAKPUR,UNCHAHAR4,KOLDAM,AURY_GF,SINGRAULI_HYDRO,AURY_RF,JHAJJAR,UNCHAHAR1,NJPC,URI,ANTA_RF,RIHAND3,DHAULIGNGA,RAMPUR,DADRI_RF,TANDA2,FSTPP I & II,BRBCL,URI2,SASAN,SINGRAULI,AURY_CRF,KOTESHWR,DADRT2,AURY_LF,RAPPC,CHAMERA1,DADRI_LF,KHSTPP-II,SALAL,BSIUL,KISHANGANGA,KHSTPP-I,ANTA_CRF,DADRI_GF,NAPP,RIHAND2,TALA,RIHAND1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,36.325006,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,381.782838,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,8.939178,14.710166,31.430733,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

7,01:30-01:45,36.325006,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,372.127838,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,8.939178,14.087133,31.430733,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

8,01:45-02:00,36.122252,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,351.852338,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,8.871593,14.404296,31.430733,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

9,02:00-02:15,36.122252,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,351.852338,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,8.871593,15.383724,31.430733,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

10,02:15-02:30,36.122252,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,351.852338,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,8.871593,15.232857,31.430733,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

11,02:30-02:45,36.122252,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.877681,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,347.792410,7.721297,0.000000,38.372832,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,16.615571,31.430733,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

12,02:45-03:00,36.122252,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.877681,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,347.792410,7.721297,0.000000,38.372832,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,16.617689,31.430733,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

13,03:00-03:15,31.130980,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.877681,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,347.792410,7.721297,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,7.627450,19.054055,29.872184,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

14,03:15-03:30,28.101167,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.877681,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,347.792410,7.721297,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,7.627450,16.749496,29.872184,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

15,03:30-03:45,28.101167,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.877681,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,347.792410,7.721297,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,7.627450,18.900767,29.872184,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

16,03:45-04:00,28.101167,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.877681,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,347.792410,7.721297,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,7.627450,18.546894,29.872184,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

17,04:00-04:15,28.101167,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.877681,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,347.792410,7.721297,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,7.627450,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

18,04:15-04:30,36.122252,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,351.852338,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,0.000000,0.000000,142.180399,12.341021,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

19,04:30-04:45,36.122252,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,351.852338,9.789108,18.286570,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,13.564657,0.000000,142.180399,23.560131,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

20,04:45-05:00,36.122252,15.910332,0.000000,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,351.852338,9.789108,36.573140,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,13.564657,0.000000,142.180399,23.560131,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

21,05:00-05:15,40.927642,15.910332,0.000000,0.000000,15.258808,11.861168,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,351.852338,9.789108,58.517024,38.372832,0.000000,119.399161,8.800436,0.000000,0.000000,0.000000,16.444975,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,361.097000,0.000000,51.581741,27.129314,0.000000,142.180399,23.560131,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

22,05:15-05:30,40.927642,15.910332,3.217529,0.000000,15.258808,11.861168,0.000000,0.000000,0.000000,0.000000,9.343955,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,362.472838,9.789108,58.517024,38.372832,0.000000,119.399161,8.800436,0.000000,0.000000,0.000000,16.444975,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,381.372500,0.000000,51.581741,27.129314,0.000000,142.180399,23.560131,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

23,05:30-05:45,40.927642,15.910332,12.715674,0.000000,15.258808,11.861168,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,381.782838,9.789108,90.335656,33.043272,0.000000,119.399161,8.800436,0.000000,0.000000,0.000000,16.444975,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,410.337500,0.000000,51.581741,27.129314,0.000000,142.180399,23.560131,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

24,05:45-06:00,40.927642,15.910332,12.715674,0.000000,15.258808,35.583502,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,410.747838,9.789108,90.335656,33.043272,0.000000,119.399161,8.800436,0.000000,0.000000,0.000000,16.444975,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,458.612500,0.000000,51.581741,40.693971,0.000000,142.180399,23.560131,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

25,06:00-06:15,36.122252,15.910332,25.431347,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,351.852338,9.789108,90.335656,33.043272,0.000000,119.399161,8.820843,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,17.135694,506.887500,0.000000,51.581741,40.693971,0.000000,142.180399,23.560131,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

26,06:15-06:30,36.122252,31.820663,38.147021,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,28.060141,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,362.472838,9.789108,90.335656,33.043272,0.000000,119.399161,17.641686,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,25.703541,516.542500,0.000000,51.581741,40.693971,0.000000,142.180399,23.560131,18.887497,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

27,06:30-06:45,39.858736,31.820663,38.147021,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,28.060141,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,401.092838,9.789108,90.335656,33.043272,0.000000,119.399161,26.462528,0.000000,0.000000,0.000000,14.462997,19.310005,29.872184,336.935362,134.503805,0.000000,25.703541,526.197500,0.000000,51.581741,40.693971,0.000000,142.180399,76.637740,18.887497,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

28,06:45-07:00,39.858736,31.820663,38.147021,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,28.060141,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,439.712838,9.789108,90.335656,33.043272,0.000000,119.399161,26.462528,0.000000,0.000000,0.000000,14.462997,19.310005,29.872184,336.935362,134.503805,0.000000,25.703541,526.197500,0.000000,51.581741,40.693971,0.000000,142.180399,76.637740,18.887497,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

29,07:00-07:15,39.858736,31.820663,38.147021,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,28.060141,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,478.332838,9.789108,90.335656,33.043272,0.000000,119.399161,26.462528,0.000000,0.000000,0.000000,14.462997,19.310005,29.872184,336.935362,134.503805,0.000000,25.703541,526.197500,0.000000,51.581741,40.693971,0.000000,142.180399,76.637740,18.887497,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

30,07:15-07:30,39.858736,31.820663,38.147021,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,28.060141,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,487.987838,9.789108,90.335656,33.043272,0.000000,119.399161,26.462528,0.000000,0.000000,0.000000,14.462997,19.310005,29.872184,336.935362,134.503805,0.000000,25.703541,545.507500,0.000000,51.581741,40.693971,0.000000,142.180399,76.637740,18.887497,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

31,07:30-07:45,39.858736,31.820663,38.147021,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,28.060141,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,497.642838,9.789108,90.335656,39.438744,0.000000,119.399161,26.462528,0.000000,0.000000,0.000000,14.462997,19.310005,29.872184,336.935362,134.503805,0.000000,25.703541,581.133967,0.000000,51.581741,40.693971,0.000000,142.180399,24.682042,18.887497,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

32,07:45:08:00,36.122252,31.820663,38.147021,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,497.642838,9.789108,90.335656,39.438744,0.000000,119.399161,17.641686,0.000000,0.000000,0.000000,14.462997,19.310005,29.872184,336.935362,134.503805,0.000000,17.135694,581.133967,0.000000,51.581741,40.693971,0.000000,142.180399,24.682042,6.295832,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

33,08:00-08:15,36.122252,31.820663,38.147021,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,516.952838,9.789108,58.517024,33.043272,0.000000,119.399161,8.820843,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,581.133967,0.000000,51.581741,27.129314,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

34,08:15-08:30,36.122252,31.820663,38.147021,0.000000,15.258808,47.444670,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,507.297838,9.789108,58.517024,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,581.133967,0.000000,51.581741,13.564657,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

35,08:30-08:45,36.122252,31.820663,38.147021,0.000000,15.258808,35.583502,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,507.297838,9.789108,36.573140,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,530.059500,0.000000,51.581741,13.564657,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

36,08:45:09:00,36.122252,31.820663,38.147021,0.000000,15.258808,35.583502,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,507.297838,9.789108,18.286570,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,540.680000,0.000000,51.581741,13.564657,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

37,09:00:09:15,36.122252,15.910332,25.431347,0.000000,15.258808,35.583502,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,536.262838,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,28.573393,336.935362,134.503805,0.000000,8.091856,545.507500,0.000000,51.581741,13.564657,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

38,09:15-09:30,36.122252,15.910332,25.431347,0.000000,15.258808,23.722335,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,602.394760,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,28.573393,336.935362,134.503805,0.000000,8.091856,563.852000,0.000000,51.581741,13.564657,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

39,09:30-09:45,36.122252,15.910332,25.431347,0.000000,15.258808,23.722335,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,602.394760,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,28.573393,336.935362,134.503805,0.000000,8.091856,535.852500,0.000000,51.581741,13.564657,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

40,09:45-10:00,36.122252,15.910332,25.431347,0.000000,15.258808,11.861168,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,602.394760,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,28.573393,336.935362,134.503805,0.000000,8.091856,540.012840,0.000000,51.581741,13.564657,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

41,10:00-10:15,36.122252,15.910332,25.431347,0.000000,15.258808,11.861168,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,602.394760,9.789108,0.000000,39.438744,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,511.047840,0.000000,51.581741,0.000000,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

42,10:15-10:30,36.122252,15.910332,25.431347,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,18.687909,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,602.394760,9.789108,0.000000,39.438744,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,336.935362,134.503805,0.000000,8.091856,482.082840,0.000000,51.581741,0.000000,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

43,10:30-10:45,36.122252,15.910332,25.431347,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,9.343955,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,602.394760,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,353.227451,134.503805,0.000000,8.091856,433.807840,0.000000,51.581741,0.000000,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

44,10:45-11:00,36.122252,15.910332,12.715674,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.869798,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,602.394760,9.789108,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,370.482969,134.503805,0.000000,8.091856,385.532840,0.000000,51.581741,0.000000,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

45,11:00-11:15,36.122252,15.910332,12.715674,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.437671,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,599.087922,8.059222,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,380.497516,134.503805,0.000000,8.091856,366.222840,0.000000,51.581741,0.000000,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

46,11:15-11:30,36.122252,15.910332,12.715674,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.437671,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,599.087922,8.059222,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,19.310005,29.872184,387.376703,134.503805,0.000000,8.091856,366.222840,0.000000,51.581741,0.000000,0.000000,142.180399,24.682042,12.591665,0.000000,44.031048,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

47,11:30-11:45,36.122252,15.910332,12.715674,0.000000,15.258808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.437671,0.000000,0.000000,0.000000,0.000000,0.646451,0.000000,599.087922,8.059222,0.000000,33.043272,0.000000,119.399161,0.000000,0.000000,0.000000,0.000000,13.536117,18.411154,29.872184,396.186891,134.503805,0.000000,8.091856,362.062500,0.000000,51.581741,0.000000,0.000000,125.313017,24.682042,12.591665,0.000000,39.213203,0.000000,0.000000,41.349275,114.049688,0.000000,88.826000,0,0,0,0,0

