Block,Time,CHAMERA3,NNTPP,RAPPB,SASAN,TEHRI,AURY_CRF,KKNPPU2,MAPS,NJPC,NLCIIST1,SINGRAULI_HYDRO,UNCHAHAR3,URI2,CHAMERA1,DULHASTI,NTPL,RAMPUR,RAPPC,RSTPSU7,SEWA2,TALST2,TANAKPUR,ANTA_LF,CHAMERA2,KHSTPP-I,KHSTPP-II,KOTESHWR,NAPP,NLCIIST2,NLCTS2EXP,SIMHST1,SINGRAULI,ANTA_GF,AURY_LF,DADRI_GF,KGSU3AND4,KKNP,RIHAND1,SIMHST2,TANDA2,URI,ANTA_CRF,DADRI_RF,FSTPP I & II,RIHAND2,RSTPSU1TO6,SALAL,TALA,TelanganaSTPP,UNCHAHAR4,DADRI_CRF,DADRI_LF,DHAULIGNGA,JHAJJAR,KGSU1AND2,KISHANGANGA,NLCEXP,PARBATI3,RIHAND3,UNCHAHAR1,VALLURNTECL,ANTA_RF,BRBCL,BSIUL,DADRT2,KOLDAM,KUDGI,UNCHAHAR2,AURY_GF,AURY_RF
6,01:15-01:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

7,01:30-01:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

8,01:45-02:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

9,02:00-02:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

10,02:15-02:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

11,02:30-02:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,683.14,0,0,42.39,0,71.46

12,02:45-03:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

13,03:00-03:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

14,03:15-03:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

15,03:30-03:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

16,03:45-04:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

17,04:00-04:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

18,04:15-04:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,18.2,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,683.14,0,0,42.39,0,71.46

19,04:30-04:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,16.68,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.25,20,0,683.14,0,0,42.39,0,71.46

20,04:45-05:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,16.68,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.25,20,0,683.14,0,0,42.39,0,71.46

21,05:00-05:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,16.68,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.25,20,0,683.14,0,0,42.39,0,71.46

22,05:15-05:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,16.68,118.75,0,1.4,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.25,20,0,683.14,0,0,42.39,0,71.46

23,05:30-05:45,0,0,0,418.77,0,0,0,0,20.83,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,16.68,118.75,0,9.29,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.25,20,0,683.14,0,0,42.39,0,71.46

24,05:45-06:00,0,0,0,418.77,15.56,0,0,0,46.41,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,16.68,118.75,0,41.83,0,0,0,0,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.25,20,0,683.14,0,0,42.39,0,71.46

25,06:00-06:15,0,0,0,418.77,15.56,0,0,0,70.17,0,0,26.39,4.31,0,16.48,0,0,53.93,0,0,0,1.54,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,69.59,16.68,118.75,0,41.83,0,0,0,0,23.57,9.14,654.3,0,0,0,3.82,124.32,20.56,0,45.25,20,0,683.14,0,0,42.39,0,70.59

26,06:15-06:30,0,0,0,418.77,31.12,0,0,0,70.17,0,0,26.39,4.31,0,32.95,0,0,53.93,0,0,0,1.54,0,2.67,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,18.27,654.3,0,0,0,16.55,124.32,20.56,0,45.47,20,1.1,683.14,0,0,42.39,0,70.59

27,06:30-06:45,9.67,0,0,418.77,46.68,0,0,0,93.56,0,0,26.39,4.31,12.01,32.95,0,0,53.93,0,0,0,1.54,0,8,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,27.41,654.3,0,0,0,16.55,124.32,20.56,0,45.47,20,6.52,683.14,0,0,42.39,0,70.59

28,06:45-07:00,19.38,0,0,418.77,62.24,0,0,0,93.56,0,0,26.39,4.31,12.25,32.95,0,0,53.93,0,0,0,1.54,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,0.88,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,27.41,654.3,0,0,0,16.55,124.32,20.56,0,45.47,20,13.04,682.79,0,0,42.39,0,70.59

29,07:00-07:15,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,4.31,28.1,32.95,0,0,53.93,0,7.9,0,1.54,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,41.83,0,0,0,2.19,23.57,27.41,654.3,0,0,0,16.55,124.32,20.56,0,45.47,20,13.04,682.79,0,0,42.39,0,70.59

30,07:15-07:30,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,4.31,28.1,32.95,0,0,53.93,0,15.81,0,1.54,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,9.29,0,0,0,2.19,23.57,27.41,654.3,0,0,0,16.55,124.32,20.56,0,45.47,20,13.04,682.79,0,0,42.39,0,70.59

31,07:30-07:45,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,4.31,28.1,32.95,0,0,53.93,0,15.81,0,1.54,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,27.41,654.3,0,0,0,16.55,124.32,20.56,0,45.47,20,13.04,682.79,0,0,42.39,0,70.59

32,07:45-08:00,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,4.31,28.1,32.95,0,0,53.93,0,15.81,0,1.54,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,4.41,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,27.41,654.3,0,0,0,3.56,124.32,20.56,0,45.47,20,13.04,682.79,0,0,42.39,0,70.59

33,08:00-08:15,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,4.31,28.1,32.95,0,0,53.93,0,15.81,0,1.54,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,2.21,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,27.41,654.3,0,0,0,0,124.32,20.56,0,45.47,20,13.04,682.79,0,0,42.39,0,70.59

34,08:15-08:30,19.38,0,0,418.77,62.24,0,0,0,113.64,0,0,26.39,4.31,28.1,32.95,0,0,53.93,0,9.33,0,1.54,0,26.34,33.99,148.3,9.86,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,2.21,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,27.41,654.3,0,0,0,0,124.32,20.56,0,45.47,20,13.04,682.79,0,0,42.39,0,70.59

35,08:30-08:45,9.67,0,0,418.77,62.24,0,0,0,93.56,0,0,26.39,4.31,12.01,32.95,0,0,53.93,0,0,0,1.54,0,13.17,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,9.14,654.3,0,0,0,0,124.32,20.56,0,45.25,20,2.2,682.79,0,0,42.39,0,70.59

36,08:45-09:00,0,0,0,418.77,46.68,0,0,0,70.17,0,0,26.39,4.31,0,32.95,0,0,53.93,0,0,0,1.54,0,13.17,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,45.05,20,0,682.79,0,0,42.39,0,70.59

37,09:00-09:15,0,0,0,418.77,46.68,0,0,0,46.79,0,0,26.39,18.83,0,32.95,0,0,53.93,0,0,0,0,0,3.33,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,682.79,0,0,42.39,0,70.59

38,09:15-09:30,0,0,0,418.77,31.12,0,0,0,21.78,0,0,26.39,18.83,0,32.95,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,26.49,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.83,20,0,682.79,0,0,42.39,0,70.59

39,09:30-09:45,0,0,0,418.77,31.12,0,0,0,0,0,0,26.39,18.83,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,4.41,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.63,20,0,682.79,0,0,42.39,0,70.59

40,09:45-10:00,0,0,0,418.77,14.62,0,0,0,0,0,0,26.39,18.83,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,2.21,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.41,20,0,682.79,0,0,42.39,0,70.59

41,10:00-10:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,18.83,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,2.21,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.31,20,0,682.79,0,0,42.39,0,70.59

42,10:15-10:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,18.83,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,2.21,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.31,20,0,683.14,0,0,42.39,0,70.59

43,10:30-10:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,2.21,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,44.1,20,0,683.14,0,0,42.39,0,70.59

44,10:45-11:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,16.48,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,2.21,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.89,20,0,683.14,0,0,42.39,0,70.59

45,11:00-11:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.68,20,0,683.14,0,0,42.39,0,70.59

46,11:15-11:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.68,20,0,683.14,0,0,42.39,0,70.59

47,11:30-11:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.47,20,0,683.14,0,0,42.39,0,70.59

48,11:45-12:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.47,20,0,683.14,0,0,42.39,0,70.59

49,12:00-12:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,6.63,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.36,20,0,683.14,0,0,42.39,0,70.59

50,12:15-12:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,6.63,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.16,20,0,683.14,0,0,42.39,0,70.59

51,12:30-12:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,3.31,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,43.16,20,0,683.14,0,0,42.39,0,70.59

52,12:45-13:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,3.31,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

53,13:00-13:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,3.31,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

54,13:15-13:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,3.31,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

55,13:30-13:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

56,13:45-14:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.74,20,0,683.14,0,0,42.39,0,70.59

57,14:00-14:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

58,14:15-14:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,1.11,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

59,14:30-14:45,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,4.41,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

60,14:45-15:00,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0.51,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,4.41,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

61,15:00-15:15,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,4.41,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

62,15:15-15:30,0,0,0,418.77,0,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,4.41,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

63,15:30-15:45,0,0,0,418.77,15.56,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,4.41,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

64,15:45-16:00,0,0,0,418.77,15.56,0,0,0,0,0,0,26.39,4.31,0,0,0,0,53.93,0,0,0,0,0,0,33.99,148.3,8.88,44.32,0,0,0,125.96,0,0,0,0,0,92,0,0,4.41,0,67.41,16.68,118.75,0,1.4,0,0,0,2.19,23.57,0,654.3,0,0,0,0,124.32,20.56,0,42.94,20,0,683.14,0,0,42.39,0,70.59

