Block,Time Block,KGSU3AND4,KHSTPP-I,DULHASTI,FSTPP I & II,DHAULIGNGA,KGSU1AND2,JHAJJAR,CHAMERA2,CHAMERA3,DADRT2,CHAMERA1,BSIUL,BRBCL,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,TALST2,TEHRIPSP,URI2,TANAKPUR,UNCHAHAR3,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,RAPPD,NLCIIST1,RAMPUR,NLCIIST2,RIHAND3,RAPPC,NLCTS2EXP,NNTPP,RIHAND2,RSTPSU1TO6,NTPL,PARBATI3,RIHAND1,RAPPB,PARBATI2,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,TALA,SASAN,SINGRAULI_HYDRO,SIMHST1,KOTESHWR,KKNP,KHSTPP-II,KKNPPU2,KUDGI,KOLDAM,MAPS,KISHANGANGA,NLCEXP,NAPP,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,29.96,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,2.14,0,125.05,66.01,0,0,119.94,0,0,37.98,94.11,0,29.11,0,0,69.54,0,145.6,2.84,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,53.49,0,0,0,0,0

55,13:30-13:45,0,29.96,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,3.21,0,125.05,66.01,0,0,119.94,0,0,37.98,94.11,0,29.11,0,0,69.54,0,145.6,2.84,403.97,1.12,0,10.08,0,114.85,0,0,0,0,8.41,0,24.41,80.23,0,0,0,0,0

56,13:45-14:00,0,29.96,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,51.15,1.94,10.09,0,0.73,25.23,0,4.29,0,125.05,66.01,0,0,119.94,0,0,37.98,94.11,0,29.11,0,0,69.54,0,145.6,2.84,403.97,1.12,0,10.08,0,114.85,0,0,0,0,8.41,0,24.41,106.96,0,0,0,0,0

57,14:00-14:15,0,29.33,56.74,9.57,0,0,207.34,47.2,33.87,0,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,4.29,0,48.95,66.01,0,0,64.89,0,0,37.98,27.62,0,7.28,0,0,69.54,0,130.46,2.84,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,106.96,0,0,0,0,0

58,14:15-14:30,0,29.33,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,4.29,0,48.95,66.01,0,0,64.89,0,0,37.98,27.62,0,7.28,0,0,69.54,0,130.46,2.84,403.97,1.12,0,10.08,0,97,0,0,0,0,8.41,0,24.41,106.96,0,0,0,0,0

59,14:30-14:45,0,29.33,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,4.29,0,48.95,66.01,0,0,64.89,0,0,16.31,27.62,0,7.28,0,0,69.54,0,130.46,2.84,403.97,1.12,0,10.08,0,112.12,0,0,0,0,8.41,0,24.41,106.96,0,0,0,0,0

60,14:45-15:00,0,29.33,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,4.29,0,48.95,66.01,0,0,64.89,0,0,16.31,27.62,0,7.28,0,0,69.54,0,130.46,2.84,403.97,1.12,0,10.08,0,114.85,0,0,0,0,8.41,0,24.41,106.96,0,0,0,0,0

61,15:00-15:15,0,35.4,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,4.29,0,49.47,66.01,0,0,65.13,0,0,16.31,27.62,0,7.28,0,0,69.54,0,130.46,2.84,403.97,1.12,0,10.08,0,114.85,0,0,0,0,8.41,0,24.41,106.96,0,0,0,0,0

62,15:15-15:30,0,35.4,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,4.29,0,49.47,66.01,0,0,65.13,0,0,16.31,27.62,0,7.28,0,0,69.54,0,130.46,2.84,403.97,1.12,0,10.08,0,114.85,0,0,2.34,0,8.41,0,24.41,106.96,0,0,0,0,0

63,15:30-15:45,0,35.4,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,4.29,0,83.04,66.01,0,0,90.53,0,0,4.15,58.04,0,7.28,0,0,69.54,0,145.6,2.56,403.97,1.12,0,10.08,0,114.85,0,0,4.67,0,8.41,0,24.41,106.96,0,0,0,0,0

64,15:45-16:00,0,35.4,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,5.36,0,86.52,66.01,0,0,91.23,0,0,4.15,60.65,0,7.28,0,0,69.54,0,145.6,2.56,403.97,1.12,0,10.08,0,114.85,0,0,7.01,0,8.41,0,24.41,133.72,0,0,0,0,0

65,16:00-16:15,0,35.4,56.74,11.49,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,5.36,0,86.52,66.01,0,0,91.23,0,0,2.97,60.65,0,7.28,0,0,69.54,0,145.6,2.56,403.97,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,133.72,0,0,0,0,0

66,16:15-16:30,0,35.4,56.74,10.36,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,12.85,0,0,23.35,49.55,1.94,10.09,0,0.73,25.23,0,4.56,0,86.52,66.01,0,0,91.23,0,0,2.97,60.65,0,7.28,0,0,69.54,0,145.6,2.56,403.97,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,113.68,0,0,0,0,0

67,16:30-16:45,0,35.4,56.74,9.57,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,14.1,0,0,23.35,49.55,1.94,11.2,0,0.73,25.23,0,4.56,0,86.01,66.01,0,0,90.99,0,0,0,60.35,0,7.28,0,0,69.54,0,145.6,1.53,403.97,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,113.68,0,0,0,0,0

68,16:45-17:00,0,35.4,56.74,11.56,0,0,207.34,47.2,33.87,4.97,0,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,14.1,9.08,0,23.35,49.55,1.94,11.2,0,0.73,25.23,0,4.56,0,86.01,66.01,0,0,90.99,0,0,0,60.35,0,7.28,0,0,69.54,0,145.6,1.53,403.97,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,113.68,0,0,0,0,0

69,17:00-17:15,0,35.4,56.74,12.09,0,0,207.34,47.2,33.87,4.97,13.56,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,14.1,9.08,0,23.35,49.55,1.94,11.2,0,0.73,25.23,0,6.8,0,86.01,66.01,0,0,90.99,0,0,0,60.35,0,7.28,0,0,77.39,0,145.6,1.42,403.97,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,174.86,0,0,0,0,0

70,17:15-17:30,0,35.4,56.74,12.09,10.49,0,207.34,47.2,33.87,4.97,27.12,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,3.33,14.1,9.08,0,23.35,49.55,1.94,11.2,0,0.73,25.23,0,6.8,0,86.01,66.01,0,0,90.99,0,0,0,60.35,0,7.28,0,0,77.39,0,145.6,1.25,403.97,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,174.86,0,0,0,0,0

71,17:30-17:45,0,35.4,56.74,12.09,10.59,0,207.34,47.2,33.87,4.97,27.12,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,8.04,14.1,18.17,0,23.35,49.55,1.94,11.2,0,0.73,25.23,0,6.8,0,86.47,66.01,0,0,91,0,0,4.15,60.35,0,7.28,0,0,77.39,6.09,145.6,0.57,403.97,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,174.86,0,0,0,0,0

72,17:45-18:00,0,35.4,56.74,12.09,10.59,0,207.34,47.2,33.87,4.97,27.12,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,8.04,14.1,18.17,0,23.35,49.55,1.94,11.2,0,0.73,25.23,0,6.8,0,86.47,66.01,0,0,91,0,0,4.15,60.35,0,7.28,0,0,77.39,6.09,145.6,0.43,403.97,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,174.86,0,0,0,0,0

73,18:00-18:15,0,35.4,56.74,12.09,10.59,0,234.68,47.2,33.87,7.35,27.12,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,6.05,14.64,18.17,0,23.94,49.55,4.36,11.52,0,1.11,25.23,0,6.8,0,89.14,66.01,0,0,92.72,0,0,4.15,61.92,0,7.28,0,0,77.39,12.18,149.99,0.25,325.76,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,174.86,0,0,0,0,0

74,18:15-18:30,0,35.4,56.74,12.09,10.59,0,234.68,47.2,33.87,24.72,27.12,12.59,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83,6.05,14.64,18.17,0,23.94,49.55,4.36,11.52,0,1.11,25.23,0,6.8,0,89.16,66.01,0,0,92.72,0,0,4.15,61.92,0,21.83,0,0,77.39,18.27,150.17,0,325.76,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,174.86,0,0,0,0,0

75,18:30-18:45,0,35.4,56.74,12.09,21.19,0,234.68,47.2,33.87,50.78,27.12,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,36.83,6.05,16.85,18.17,0,27.5,49.55,4.36,13.28,0,1.11,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,4.15,62.55,0,36.39,0,0,77.39,18.27,150.17,0,325.76,1.12,0,10.08,0,114.85,0,0,9.35,0,8.46,0,24.41,174.86,0,0,0,0,0

76,18:45-19:00,0,35.4,56.74,14.1,21.19,0,290.73,47.2,33.87,79.74,27.12,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,36.83,6.05,21.22,18.17,0,34.36,49.55,4.36,16.74,0,1.11,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,8.9,62.55,0,43.67,0,0,77.39,18.27,150.17,0,325.76,1.12,0,10.08,0,114.85,0,0,10.2,0,8.46,0,24.41,174.86,0,0,0,0,0

77,19:00-19:15,0,35.4,56.74,14.1,21.19,0,327.69,47.2,33.87,112.7,40.68,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,36.83,1.36,21.51,27.25,0,34.27,49.55,4.36,16.86,0,1.11,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,14.84,62.55,0,50.94,0,0,77.39,18.27,150.17,0,325.76,1.12,0,10.08,0,114.85,0,0,10.28,0,8.46,0,24.41,174.86,0,0,0,0,0

78,19:15-19:30,0,35.4,57.54,14.1,42.32,0,362.64,49.68,35.61,128,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,21.51,27.25,0,34.26,49.55,4.36,16.86,0,1.11,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,77.39,19.42,150.17,0,325.76,1.12,0,11.2,0,114.85,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

79,19:30-19:45,0,44.15,57.54,17.53,42.32,0,397.63,49.68,35.61,164.64,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,21.51,27.25,0,34.26,49.55,5.96,16.86,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,77.39,19.42,150.17,0,325.76,1.12,0,11.2,0,140.78,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

80,19:45-20:00,0,44.15,57.54,17.57,42.32,0,421.24,49.68,35.61,164.64,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,21.51,27.25,0,34.26,49.55,5.96,16.86,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,77.39,19.42,150.17,0,325.76,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

81,20:00-20:15,0,44.15,57.54,17.57,42.32,0,428,49.68,35.61,232.7,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,26.67,27.25,0,43.01,49.55,5.96,21.07,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,77.39,19.42,150.17,0,325.76,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

82,20:15-20:30,0,44.15,57.54,17.57,42.32,0,428,49.68,35.61,300.26,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,26.93,27.25,0,43.01,49.55,5.96,21.07,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,77.39,19.42,150.17,0.17,325.76,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

83,20:30-20:45,0,44.15,57.54,17.57,42.32,0,428,49.68,35.61,367.83,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,26.93,27.25,0,43.02,49.55,5.96,21.07,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,77.39,19.42,150.17,0,325.76,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

84,20:45-21:00,0,44.15,57.54,17.57,42.32,0,428,49.68,35.61,435.39,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,26.93,27.25,0,43.02,49.55,5.96,21.07,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,77.39,19.42,150.17,0,325.76,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

85,21:00-21:15,0,44.15,57.54,17.57,42.32,0,428,49.68,35.61,518.18,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,26.93,27.25,0,43.02,49.55,5.96,21.07,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,65.04,19.42,150.17,0,358.33,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

86,21:15-21:30,0,44.15,57.54,17.57,42.32,0,428,47.2,33.87,527.65,40.68,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,36.83,1.36,26.93,27.25,0,43.03,49.55,6.09,21.07,0,2.31,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,25.22,62.55,0,50.94,0,0,65.04,18.27,150.17,0,378.88,1.12,0,10.08,0,143.14,0,0,10.28,0,8.46,0,24.41,174.86,0,0,0,0,0

87,21:30-21:45,0,44.15,57.54,17.57,42.32,0,428,47.2,33.87,531.68,40.68,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,36.83,1.36,26.93,27.25,0,43.03,49.55,6.09,21.07,0,2.31,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,28.19,62.55,0,50.94,0,0,65.04,18.27,150.17,0,404.2,1.12,0,10.08,0,143.14,0,0,10.28,0,8.46,0,24.41,174.86,0,0,0,0,0

88,21:45-22:00,0,44.15,57.54,17.57,42.32,0,428,49.68,35.61,531.68,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,26.93,27.25,0,43.02,49.55,5.96,21.07,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,65.04,19.42,150.17,0,404.2,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

89,22:00-22:15,0,44.15,57.54,17.57,42.32,0,428,49.68,35.61,531.68,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,26.93,27.25,0,43.03,49.55,5.96,21.07,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,65.04,19.42,150.17,0,404.2,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

90,22:15-22:30,0,44.15,57.54,17.57,42.32,0,428,49.68,35.61,531.68,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.36,26.93,27.25,0,43.03,49.55,5.96,21.07,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,65.04,19.42,150.17,0,404.2,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

91,22:30-22:45,0,44.15,57.54,17.57,42.32,0,428,49.68,35.61,531.68,41.47,19.75,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,38.83,1.98,26.93,27.25,0,43.01,49.55,5.96,21.07,0,2.31,25.23,0,6.97,0,89.16,66.01,0,0,93.43,0,0,76.22,62.55,0,57.64,0,0,65.04,19.42,150.17,0,404.2,1.12,0,11.2,0,143.14,0,0,10.28,0,8.56,0,24.41,176.51,0,0,0,0,0

92,22:45-23:00,0,44.15,56.74,17.57,42.32,0,428,47.2,33.87,531.68,40.68,6.29,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48.17,36.83,1.98,26.93,27.25,0,43.03,49.55,6.09,21.07,0,2.31,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,75.66,62.55,0,50.94,0,0,65.04,18.27,150.17,0,404.2,1.12,0,10.08,0,143.14,0,0,10.28,0,8.46,0,24.41,174.86,0,0,0,0,0

93,23:00-23:15,0,44.15,56.74,17.57,42.32,0,428,47.2,33.87,531.68,40.68,6.29,19.3,0,0,0,18.21,0,0,18.69,0,0,11.68,0,0,0,48.17,36.83,1.98,26.93,27.25,0,43.03,49.55,6.09,21.07,0,2.31,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,75.66,62.55,0,50.94,0,0,65.04,12.18,150.17,0,404.2,1.12,0,10.08,0,143.14,0,0,10.28,0,8.46,0,24.41,174.86,0,0,0,0,0

94,23:15-23:30,0,44.15,56.74,17.57,42.32,0,428,47.2,33.87,531.68,40.68,6.29,19.3,0,0,0,18.21,0,0,18.69,0,0,11.68,0,0,0,48.17,36.83,1.98,26.93,27.25,0,43.03,49.55,6.09,21.07,0,2.31,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,75.66,62.55,0,50.94,0,0,65.04,12.18,150.17,0,404.2,1.12,0,10.08,0,143.14,0,0,10.28,0,8.46,0,24.41,174.86,0,0,0,0,0

95,23:30-23:45,0,44.15,56.74,15.06,42.32,0,428,47.2,33.87,531.68,40.68,12.59,19.3,0,0,0,18.21,0,0,18.69,0,0,11.68,0,0,0,48.17,36.83,2.96,26.93,27.25,0,43.03,49.55,6.09,21.07,0,2.31,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,75.66,62.55,0,50.94,0,0,77.39,12.18,150.17,0,404.2,1.12,0,10.08,0,143.14,0,0,10.28,0,8.46,0,24.41,174.86,0,0,0,0,0

96,23:45-24:00,0,44.15,56.74,15.06,42.32,0,428,47.2,33.87,531.68,40.68,12.59,19.3,0,0,0,18.21,0,0,18.69,0,0,11.68,0,0,0,48.17,36.83,2.96,26.93,27.25,0,43.03,49.55,6.09,21.07,0,2.31,25.23,0,6.8,0,89.16,66.01,0,0,93.43,0,0,75.66,62.55,0,50.94,0,0,77.39,12.18,150.17,0,404.2,1.12,0,10.08,0,143.14,0,0,10.28,0,8.46,0,24.41,174.86,0,0,0,0,0

