Block,Time,DULHASTI,KKNPPU2,SINGRAULI_HYDRO,URI2,AURY_CRF,AURY_LF,DHAULIGNGA,KOLDAM,NAPP,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,DADRI_GF,DADRI_LF,NTPL,PARBATI3,RAMPUR,RIHAND1,RIHAND2,SEWA2,TALA,TALST2,UNCHAHAR4,ANTA_RF,CHAMERA2,KOTESHWR,NLCIIST2,NNTPP,SASAN,TANAKPUR,TEHRI,TEHRIPSP,ANTA_GF,ANTA_LF,DADRI_RF,BSIUL,DADRT2,FSTPP I & II,KKNP,NJPC,NLCEXP,NLCTS2EXP,SINGRAULI,VALLURNTECL,KHSTPP-II,KUDGI,RAPPB,RAPPD,RSTPSU7,URI,DADRI_CRF,BRBCL,CHAMERA3,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KISHANGANGA,RIHAND3,RSTPSU1TO6,CHAMERA1,MAPS,NLCIIST1,PARBATI2,RAPPC,SALAL,SIMHST1,SIMHST2,TANDA2,ANTA_CRF,AURY_GF,AURY_RF
55,13:30-13:45,58.17,0,1.16,33.8,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.22,0,3.98,49.3,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

56,13:45-14:00,58.17,0,1.16,33.8,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.22,0,3.98,49.3,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,13.04,690.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,81.34,0,0,7.07,0,0,80.92

57,14:00-14:15,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.22,0,3.98,48.64,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

58,14:15-14:30,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,32.22,0,3.98,48.64,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,48.57,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

59,14:30-14:45,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,26.79,0,3.98,48.64,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,49.13,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

60,14:45-15:00,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,26.79,0,3.98,48.64,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,49.13,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

61,15:00-15:15,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,21.34,0,3.98,48.64,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,46.37,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

62,15:15-15:30,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,88.96,126.8,0,21.34,0,3.98,48.64,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,46.37,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,0,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

63,15:30-15:45,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,20.72,0,3.98,48.64,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,35.88,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,14.05,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

64,15:45-16:00,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,20.72,0,3.98,48.64,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,35.88,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,28.1,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

65,16:00-16:15,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,21.03,0,3.98,47.99,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,35.88,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,28.1,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

66,16:15-16:30,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,21.03,0,3.98,47.99,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,35.88,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

67,16:30-16:45,58.17,0,1.16,40.23,0,0,32.89,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,21.03,0,3.98,47.32,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,35.88,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

68,16:45-17:00,58.17,0,1.16,40.23,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,21.03,0,3.98,47.32,48.9,10.44,0,0,416.25,11.91,0,0,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,35.88,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

69,17:00-17:15,58.17,0,1.16,38.16,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,21.03,0,3.98,47.32,48.9,10.44,0,0,416.25,5.76,0,0,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,38.64,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

70,17:15-17:30,58.17,0,1.16,38.16,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,20.72,0,3.98,47.32,48.9,10.44,0,0,416.25,5.76,0,0,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,38.64,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

71,17:30-17:45,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,18.56,0,3.98,47.32,48.9,10.44,0,0,416.25,5.76,10.53,0,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,38.64,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

72,17:45-18:00,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,67.26,126.8,0,18.56,0,3.98,47.32,48.9,10.44,0,0,416.25,5.76,21.08,0,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,38.64,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

73,18:00-18:15,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,82.45,126.8,0,23.99,0,3.98,47.32,48.9,10.44,0,0,416.25,11.91,21.08,0,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,38.64,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

74,18:15-18:30,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,95.47,126.8,0,23.81,0,3.98,47.32,48.9,10.44,0,0,416.25,11.91,31.61,56.15,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,38.64,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

75,18:30-18:45,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,95.47,126.8,0,23.52,0,3.98,47.32,48.9,10.44,0,0,416.25,11.91,31.61,56.15,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,41.95,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

76,18:45-19:00,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,95.47,126.8,6.31,23.52,0,3.98,47.32,48.9,10.44,0,0,416.25,11.91,42.14,56.15,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,41.95,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

77,19:00-19:15,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.62,27.99,0,0,0,59.18,7.04,95.47,126.8,12.62,23.66,0,3.98,47.6,48.9,20.88,0,0,416.25,11.91,42.14,56.15,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,41.95,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

78,19:15-19:30,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,95.47,126.8,20.12,23.66,0,2.39,47.6,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,41.95,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

79,19:30-19:45,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,92.22,126.8,20.12,24.84,0,2.48,47.99,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,41.95,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

80,19:45-20:00,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,92.22,126.8,20.12,24.84,0,2.48,47.99,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,41.95,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

81,20:00-20:15,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,92.22,126.8,20.12,24.99,0,2.48,47.99,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

82,20:15-20:30,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,92.22,126.8,20.12,24.7,0,2.48,47.99,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

83,20:30-20:45,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,93.3,126.8,20.12,28.05,0,2.48,47.99,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

84,20:45-21:00,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,93.3,126.8,20.12,27.9,0,2.48,47.99,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

85,21:00-21:15,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,93.3,126.8,20.12,21.9,0,2.48,48.64,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

86,21:15-21:30,58.79,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.18,7.04,93.3,126.8,18.93,22.2,0,2.48,48.64,48.9,31.32,0,0,416.25,11.91,42.46,56.15,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

87,21:30-21:45,58.79,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.18,7.04,93.3,126.8,18.93,23.52,0,2.48,48.64,48.9,31.32,0,0,416.25,11.91,42.46,56.15,0,0,76.68,6.52,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

88,21:45-22:00,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,93.3,126.8,20.12,23.9,0,2.48,48.64,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

89,22:00-22:15,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,93.3,126.8,20.12,24.55,0,2.48,48.91,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

90,22:15-22:30,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,93.3,126.8,20.12,24.55,0,2.48,48.91,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

91,22:30-22:45,59.61,0,1.16,32.18,0,0,46.04,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.94,7.22,93.3,126.8,20.12,24.55,0,2.48,48.91,51.47,34.81,0,0,416.25,11.91,42.46,56.15,0,0,76.68,20.46,590.85,20.8,0,182.87,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,36.89,670.85,0,0,45.53,8.87,132.37,0,42.27,0,0,61.07,68.73,82.5,0,0,7.07,0,0,80.92

92,22:45-23:00,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.18,7.04,93.3,126.8,12.62,24.55,0,2.48,48.91,48.9,20.88,0,0,416.25,11.91,42.46,56.15,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

93,23:00-23:15,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.18,7.04,93.3,126.8,6.31,24.7,0,2.48,49.3,48.9,10.44,0,0,416.25,11.91,42.46,56.15,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

94,23:15-23:30,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.18,7.04,93.3,126.8,0,24.7,0,2.48,49.3,48.9,10.44,0,0,416.25,11.91,42.46,56.15,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

95,23:30-23:45,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.18,7.04,93.3,126.8,0,24.72,0,2.48,49.3,48.9,10.44,0,0,416.25,11.91,42.46,56.15,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

96,23:45-24:00,58.17,0,1.16,32.18,0,0,43.85,10.65,24.89,0,21.83,45.1,27.99,0,0,0,59.18,7.04,93.3,126.8,0,24.72,0,2.48,49.3,48.9,10.44,0,0,416.25,11.91,42.46,56.15,0,0,76.68,13.04,590.85,20.8,0,181.16,0,0,155.58,0,148.3,0,0,25.74,0,47.47,0,24.99,35.09,670.85,0,0,45.53,8.71,132.37,0,42.15,0,0,58.05,68.73,82.5,0,0,7.07,0,0,80.92

