Block,Time Block,KISHANGANGA,KHSTPP-II,KGSU3AND4,JHAJJAR,KGSU1AND2,KHSTPP-I,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,URI2,PARBATI3,RIHAND3,RAPPB,RIHAND2,RAMPUR,RIHAND1,NTPL,RSTPSU1TO6,RAPPC,TelanganaSTPP,NNTPP,DULHASTI,DHAULIGNGA,FSTPP I & II,MAPS,NAPP,KKNP,KOTESHWR,KKNPPU2,KOLDAM,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,BSIUL,BRBCL,CHAMERA3,CHAMERA2,CHAMERA1,DADRT2,SALAL,SEWA2,TANDA2,TALST2,SINGRAULI_HYDRO,SIMHST2,TANAKPUR,SASAN,TALA,SINGRAULI,SIMHST1,TEHRI,RSTPSU7,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,91.02,0,235.66,0,43.31,0,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,404.51,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,91.02,0,235.66,0,43.31,0,15.31,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,452.71,2.25,0,0,0,0,0,9.88,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,91.02,0,330.15,0,43.31,0,18.13,0.64,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,500.92,2.25,0,0,0,0,0,4.32,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,91.02,0,330.15,0,43.31,0,18.13,4.25,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,549.12,2.25,0,0,0,0,0,4.32,336.45,0,121.45,0,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,91.02,0,330.15,0,43.31,0,18.13,4.25,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,0,20.05,0,40.15,0,8.55,0,0,0,0,0,22.55,0,0,0,19.28,0,1.54,0,577.68,2.25,0,0,0,0,0,4.32,336.45,0,121.45,0,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,91.02,0,330.15,0,43.31,0,18.13,4.25,14.93,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,45.1,0,0,0,19.28,0,1.54,0,577.68,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,29.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,91.02,0,423.66,0,43.31,0,20.14,4.25,19.41,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,67.1,0,0,0,19.28,0,1.54,0,584.23,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,29.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,91.02,0,423.66,0,43.31,0,20.43,4.25,19.82,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,90.2,0,0,0,19.28,0,1.54,0,654.34,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,91.02,0,423.66,0,43.31,0,20.43,4.25,19.82,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,17.61,20.05,0,40.15,0,8.55,0,0,0,0,0,112.75,0,0,1.06,19.28,9.33,3.86,11.85,658.29,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,91.02,0,423.66,0,43.31,0,20.43,4.25,19.82,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,26.42,20.05,0,40.15,0,8.55,0,0,0,0,0,135.3,0,0,3.18,19.28,18.66,7.71,27.09,658.27,2.25,5.08,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,91.02,0,423.66,0,43.31,0,20.43,4.25,19.82,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,9.51,0,0,0,0,0,135.3,0,0,12.57,19.28,28.02,38.09,40.64,658.27,2.25,10.16,0,0,0,0,9.88,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,91.02,0,423.66,0,43.31,0,20.43,4.25,19.82,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,9.51,0,0,0,0,0,135.3,0,0,12.57,19.28,28.02,38.09,40.64,658.27,2.25,10.16,0,0,0,0,4.32,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,91.02,0,423.66,0,43.31,0,20.43,4.25,19.82,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,9.51,0,0,0,0,0,135.3,0,0,12.57,19.28,28.02,38.09,40.64,658.27,2.25,10.16,0,0,0,0,4.32,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,91.02,0,423.66,0,43.31,0,20.43,34.06,19.82,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,9.51,0,0,0,0,0,135.3,0,0,12.57,19.28,28.02,38.09,40.64,658.27,2.25,10.16,0,0,0,0,4.32,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,91.02,0,423.66,0,43.31,0,20.43,34.06,19.82,0,4.41,2.46,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,9.51,0,0,0,0,0,135.3,0,0,12.57,19.28,28.02,38.09,40.64,658.27,2.25,10.16,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,91.02,0,423.66,0,43.31,0,20.43,4.25,19.82,0,4.41,6.13,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,9.51,0,0,0,0,0,135.3,0,0,12.57,19.28,28.02,38.09,40.64,652.08,2.25,10.16,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,91.02,0,423.66,0,43.31,0,20.43,1.28,19.82,0,4.41,31.91,119.86,0,114.5,0,88.7,0,0,50.64,0,0,47.66,35.24,20.05,0,40.15,0,9.51,0,0,0,0,0,135.3,0,0,12.57,19.28,28.02,38.09,27.08,652.08,13.45,10.16,0,0,0,0,9.88,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,91.02,0,423.66,0,43.31,0,20.43,1.28,19.82,0,4.41,31.91,119.86,0,114.5,0,88.7,0,0,50.64,0,0,31.78,26.42,20.05,0,40.15,0,8.55,0,0,0,0,0,112.75,0,0,6.36,19.28,18.66,3.21,11.96,652.08,67.22,5.08,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,91.02,0,423.66,0,43.31,0,20.43,1.28,17.07,0,4.41,31.91,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,17.61,20.05,0,40.15,0,8.55,0,0,0,0,0,112.75,0,0,6.36,19.28,9.33,1.54,0,652.08,67.22,0,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,91.02,0,351.36,0,43.31,0,20.43,1.28,17.07,0,4.41,31.91,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,90.2,0,0,1.06,19.28,0,1.54,0,604.68,67.22,0,0,0,0,0,4.95,336.45,0,121.45,0,60.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,91.02,0,351.36,0,43.31,0,20.43,1.28,17.07,0,4.41,31.91,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,90.2,0,0,0,19.28,0,1.54,0,604.68,67.22,0,0,0,0,0,4.95,336.45,0,121.45,0,44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,91.02,0,303.15,0,43.31,0,20.43,11.17,17.07,0,4.41,31.91,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,67.65,0,0,0,19.28,0,1.54,0,619.15,12.32,0,0,0,0,0,4.95,336.45,0,121.45,0,44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,91.02,0,256.87,0,43.31,0,20.43,11.17,17.07,0,4.41,4.91,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,45.1,0,0,0,19.28,0,1.54,0,623.97,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,91.02,0,256.87,0,43.31,0,20.43,11.17,17.07,0,4.41,2.46,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,45.1,0,0,0,19.28,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,29.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,91.02,0,256.87,0,43.31,0,20.43,11.17,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,22.55,0,0,0,19.28,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,29.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,91.02,0,256.87,0,43.31,0,20.43,11.17,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,22.55,0,0,0,19.28,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,29.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,91.02,0,256.87,0,43.31,0,20.43,11.17,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,91.02,0,256.87,0,43.31,0,20.43,8.51,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,91.02,0,256.87,0,43.31,0,20.43,8.51,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,91.02,0,256.87,0,43.31,0,20.43,8.51,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,91.02,0,256.87,0,43.31,0,20.43,8.51,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,91.02,0,256.87,0,43.31,0,20.43,5.32,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.28,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,91.02,0,256.87,0,43.31,0,17.6,5.32,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,19.08,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,95.32,0,256.87,0,43.31,0,17.6,3.19,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,16.5,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,95.32,0,256.87,0,43.31,0,17.6,4.25,17.07,0,4.41,0,119.86,0,114.5,0,88.7,0,0,50.64,0,0,15.89,8.8,20.05,0,40.15,0,8.55,0,0,0,0,0,0,0,0,0,17.18,0,1.54,0,576.72,2.25,0,0,0,0,0,4.95,336.45,0,121.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

