Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/01/7459,GNA/SR/2025/04/01/2597,GNA/WR/2025/04/01/4420,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/7960,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/1831,NR/30092023/31122025/SH-07,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/01/1333,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/5285,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/6216,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/16/2139,NR/01102023/31052040/LT-31,GNA/NR/2025/04/16/4327,GNA/NR/2025/04/01/6490,NR/01102023/06022042/L_NR_2012_02
61,15:00-15:15,40,120,33,83,70,38,40,93.06,45.89,229.46,165,77,43.6,90.95,90.94,40,11.81,101.19,33,33,2.89,48.12,28.87,9.62,0,0,4.85,43.74,70.17,52.93,14.58,8.04,15.6,1.92,26.89,19.25,2.89,6.29,9.76,5.35,26.89,2.89,272.09,1.73,9.62,62.23,15.6,72.17,7.74,30.28,96.23,15.6,72.17,9.62,128.95

62,15:15-15:30,40,120,33,79,67,36,38,88.04,43.7,218.48,158,71,43.47,90.72,90.71,40,12.01,94.31,33,33,2.89,48.12,28.87,9.62,0,0,4.85,43.74,70.17,52.93,14.58,8.04,14.82,1.92,26.89,19.25,2.89,6.29,9.76,5.35,26.89,2.89,272.09,1.73,9.62,62.23,14.82,72.17,7.74,30.78,96.23,14.82,72.17,9.62,128.95

63,15:30-15:45,33.33,100.01,33,74,63,33,36,79.34,41.02,205.07,147,65,43.42,88.97,88.98,33.33,13.41,86.91,33,33,2.89,48.12,28.87,9.62,0,0,4.85,43.74,70.17,59.66,14.58,10.42,13.84,1.92,26.89,19.25,2.89,6.29,9.76,5.35,26.89,2.89,272.09,2.31,9.62,62.23,13.84,72.17,7.74,30.78,96.23,13.84,72.17,9.62,165.22

64,15:45-16:00,33.33,100.01,33,70,57,32,33,73.64,37.94,189.7,133,63,43.36,91.06,91.07,33.33,15.01,78.55,33,33,2.89,48.12,28.87,9.62,0,0,4.85,43.74,70.17,75.06,14.58,10.42,12.85,1.92,26.89,19.25,2.89,6.29,9.76,5.35,26.89,2.89,272.09,2.31,9.62,62.23,12.85,72.17,7.74,30.78,96.23,12.85,72.17,9.62,165.22

65,16:00-16:15,33.33,100.01,33,63,51,28,30,69.25,34.62,173.08,119,57,43.27,89.33,89.32,33.33,16.61,69.65,33,33,2.89,48.12,28.87,9.62,0,50,5.23,43.74,70.17,81.8,14.58,10.42,11.76,1.92,26.89,19.25,2.89,6.68,9.95,5.35,26.89,2.89,272.09,2.89,9.62,62.23,11.76,72.17,7.74,29.77,96.23,11.76,72.17,9.62,165.22

66,16:15-16:30,33.33,100.01,33,57,45,24,27,61.42,31.25,156.25,105,49,43.1,90.52,90.52,33.33,18.01,60.76,33,33,2.89,48.12,28.87,9.62,0,50,5.23,43.74,70.17,100.25,14.58,10.42,10.54,1.92,26.89,19.25,2.89,6.68,9.95,5.35,26.89,2.89,272.09,2.89,9.62,62.23,10.54,72.17,7.74,29.77,96.23,10.54,72.17,9.62,165.22

67,16:30-16:45,33.33,100.01,33,48,28,17,23,54.82,25.66,128.27,67,33,38.67,88.57,88.57,33.33,18.41,52.04,33,33,2.89,48.12,28.87,9.62,0,50,5.23,43.74,70.17,100.25,14.58,10.42,8.67,1.92,26.89,19.25,2.89,6.68,9.95,5.35,26.89,2.89,272.09,3.46,9.62,61.33,8.67,72.17,7.74,29.77,96.23,8.67,72.17,9.62,163.04

68,16:45-17:00,33.33,100.01,33,42,24,13,20,48.46,22.87,114.37,56,27,38.33,90.48,90.48,33.33,18.61,43.32,33,33,2.89,48.12,28.87,9.62,0,50,5.23,43.74,70.17,100.25,14.58,10.42,7.37,1.92,26.89,19.25,2.89,6.68,9.95,5.35,26.89,2.89,272.09,3.46,9.62,61.33,7.37,72.17,7.74,29.77,96.23,7.37,72.17,9.62,163.04

69,17:00-17:15,33.33,100.01,32.99,35,19,11,16,41.53,19.48,97.38,46,22,38.67,88.16,88.16,33.33,18.81,34.45,32,33,2.89,48.12,28.87,9.62,0,50,5.6,43.74,115.06,100.25,14.58,10.42,6.06,1.92,26.89,19.25,2.89,7.28,11.42,5.35,26.89,2.89,272.09,4.04,9.62,61.33,6.06,72.17,7.74,29.77,96.23,6.06,72.17,9.62,198.34

70,17:15-17:30,33.33,100.01,20.68,28,15,8,12,33.72,16.11,80.52,35,17,38,89.86,89.87,33.33,18.81,26.02,16,22.49,2.89,48.12,28.87,9.62,0,50,5.6,43.74,115.06,100.25,14.58,10.42,4.7,1.92,26.89,19.25,2.89,7.28,11.42,5.35,26.89,2.89,272.09,4.04,9.62,61.33,4.7,72.17,7.74,30.28,96.23,4.7,72.17,9.62,229.38

71,17:30-17:45,33.33,100.01,11.36,20,12,5,10,24.59,12.71,63.57,28,9,38.33,87.69,87.7,33.33,18.81,18.4,7,14.11,2.89,48.12,28.87,9.62,0,50,5.6,43.74,115.06,100.25,14.58,10.42,3.39,1.92,26.89,19.25,2.89,7.28,11.42,5.35,26.89,2.89,272.09,4.04,9.62,86.8,3.39,72.17,7.74,30.28,96.23,3.39,72.17,9.62,258.25

72,17:45-18:00,33.33,100.01,6.12,13,7,2,7,18.52,9.25,46.24,18,5,37.67,87.6,87.61,33.33,18.81,12.15,1,7.52,2.89,48.12,28.87,9.62,0,50,5.6,43.74,115.06,100.25,14.58,10.42,2.23,1.92,26.89,19.25,2.89,7.28,11.42,5.35,26.89,2.89,272.09,4.04,9.62,86.8,2.23,72.17,7.74,30.28,96.23,2.23,72.17,9.62,258.25

73,18:00-18:15,33.33,100.01,0,8,4,1,4,12.16,6.36,31.78,11,2,32.67,84.22,84.23,33.33,18.41,7.62,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,100.25,14.58,10.42,1.25,1.92,26.61,19.25,2.89,7.67,11.61,5.35,26.61,2.89,272.09,4.04,9.62,86.8,1.25,72.17,7.74,30.28,96.23,1.25,72.17,9.62,258.25

74,18:15-18:30,33.33,100.01,0,5,2,0,2,7.38,3.8,19.02,5,0,31.67,83.92,83.93,33.33,18.01,4.27,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,100.25,14.58,10.42,0.6,1.92,26.61,19.25,2.89,7.67,11.61,5.35,26.61,2.89,272.09,4.04,9.62,86.8,0.6,72.17,7.74,29.77,96.23,0.6,72.17,9.62,258.25

75,18:30-18:45,33.33,100.01,0,2,0,0,1,3.28,2.1,10.49,1,0,37,83.43,83.44,33.33,17.21,1.41,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,100.25,14.58,10.42,0.09,1.92,29.5,19.25,2.89,7.67,11.61,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0.09,72.17,7.74,30.78,96.23,0.09,72.17,9.62,258.25

76,18:45-19:00,33.33,100.01,0,1,0,0,1,0.29,0.68,3.42,0,0,36,85.41,85.4,33.33,16.61,0,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,100.25,14.58,10.42,0.03,1.92,29.5,19.25,2.89,7.67,11.61,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0.03,72.17,7.74,30.78,96.23,0.03,72.17,9.62,258.25

77,19:00-19:15,33.33,100.01,0,0,0,0,0,0,0.02,0.08,0,0,36,84.99,85,33.33,14.21,0,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.67,11.79,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.78,96.23,0,72.17,9.62,258.25

78,19:15-19:30,33.33,100.01,0,0,0,0,0,0,0,0,0,0,35.67,84.2,84.21,33.33,13.61,0,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.67,11.79,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.78,96.23,0,72.17,9.62,258.25

79,19:30-19:45,33.33,100.01,0,0,0,0,0,0,0,0,0,0,35,82.53,82.54,33.33,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,6.91,11.79,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.78,96.23,0,72.17,9.62,258.25

80,19:45-20:00,33,99,0,0,0,0,0,0,0,0,0,0,34.67,82.39,82.39,33,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,6.91,11.79,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.78,96.23,0,72.17,9.62,258.25

81,20:00-20:15,32.67,97.99,0,0,0,0,0,0,0,0,0,0,33.67,82.28,82.27,32.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.14,11.88,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,31.29,96.23,0,72.17,9.62,258.25

82,20:15-20:30,32.33,97.01,0,0,0,0,0,0,0,0,0,0,33.33,81.24,81.23,32.33,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.14,11.88,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,31.29,96.23,0,72.17,9.62,258.25

83,20:30-20:45,32,96,0,0,0,0,0,0,0,0,0,0,33,76.5,76.5,32,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.14,12.8,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,31.29,96.23,0,72.17,9.62,258.25

84,20:45-21:00,31.67,94.99,0,0,0,0,0,0,0,0,0,0,32,75.5,75.49,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.83,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.14,12.8,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,31.29,96.23,0,72.17,9.62,258.25

85,21:00-21:15,31.67,94.99,0,0,0,0,0,0,0,0,0,0,35.33,75.52,75.53,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.65,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.36,13.26,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,31.29,96.23,0,72.17,9.62,258.25

86,21:15-21:30,31.67,94.99,0,0,0,0,0,0,0,0,0,0,37,75.34,75.34,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.65,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.36,13.26,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,31.29,96.23,0,72.17,9.62,258.25

87,21:30-21:45,31.67,94.99,0,0,0,0,0,0,0,0,0,0,37.67,74.93,74.94,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.65,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.36,13.26,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,31.29,96.23,0,72.17,9.62,258.25

88,21:45-22:00,31.67,94.99,0,0,0,0,0,0,0,0,0,0,37.67,75.84,75.85,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.65,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.36,13.26,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.78,96.23,0,72.17,9.62,258.25

89,22:00-22:15,31.67,94.99,0,0,0,0,0,0,0,0,0,0,37.67,71.15,71.14,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.46,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.36,13.26,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,31.29,96.23,0,72.17,9.62,258.25

90,22:15-22:30,31.67,94.99,0,0,0,0,0,0,0,0,0,0,37.67,70.32,70.33,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.46,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.36,13.26,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.78,96.23,0,72.17,9.62,258.25

91,22:30-22:45,31.67,94.99,0,0,0,0,0,0,0,0,0,0,37.67,70.58,70.58,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.46,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.36,13.26,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.78,96.23,0,72.17,9.62,258.25

92,22:45-23:00,31.67,94.99,0,0,0,0,0,0,0,0,0,0,37.33,69.76,69.75,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.46,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.36,13.26,5.35,29.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.78,96.23,0,72.17,9.62,258.25

93,23:00-23:15,31.67,94.99,0,0,0,0,0,0,0,0,0,0,36.67,69.22,69.23,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.32,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.22,13.26,5.35,4.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,31.28,96.23,0,72.17,9.62,258.25

94,23:15-23:30,31.67,94.99,0,0,0,0,0,0,0,0,0,0,36.67,68.74,68.75,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.32,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.22,13.26,5.35,4.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.27,96.23,0,72.17,9.62,258.25

95,23:30-23:45,31.67,94.99,0,0,0,0,0,0,0,0,0,0,36,68.74,68.75,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.32,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.22,13.26,5.35,4.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.27,96.23,0,72.17,9.62,258.25

96,23:45-24:00,31.67,94.99,0,0,0,0,0,0,0,0,0,0,36,68.72,68.73,31.67,7,0,0,0,2.89,48.12,28.87,9.62,0,50,5.32,43.74,115.06,94.1,14.58,10.42,0,1.92,29.5,19.25,2.89,7.22,13.26,5.35,4.5,2.89,272.09,4.04,9.62,86.8,0,72.17,7.74,30.27,96.23,0,72.17,9.62,258.25

