Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KKNP,NNTPP,MAPS,KGSU1AND2,KGSU3AND4,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NTPL,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
10,02:15-02:30,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,6.5208,26.726,12.1695,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

11,02:30-02:45,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,6.5208,26.726,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

12,02:45-03:00,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,6.5208,26.726,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

13,03:00-03:15,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,6.5208,26.726,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

14,03:15-03:30,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,6.5208,26.726,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

15,03:30-03:45,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,6.5208,26.726,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

16,03:45-04:00,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,6.5208,26.726,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

17,04:00-04:15,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,0,26.726,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

18,04:15-04:30,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,0,26.726,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

19,04:30-04:45,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,0,26.726,7.686,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

20,04:45-05:00,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,0,26.726,7.686,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

21,05:00-05:15,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,19.887,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,0,26.726,7.686,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

22,05:15-05:30,0,25.1775,11.991,0,15.561,9.4164,14.5005,683.129127,32.957704,0,37.88,26.0145,1.321,40.2636,0,0,653.1525,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,8.832,0,0,0,26.726,7.686,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

23,05:30-05:45,0,25.1775,11.991,0,31.122,9.4164,14.5005,683.129127,32.957704,0,56.82,26.0145,9.1149,40.2636,0,0,653.1525,8.874,58.59,13.0634,3.1825,0,92,103.5,0,123.665625,0.78433,8.832,8.69,0,0,26.726,6.405,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

24,05:45-06:00,0,25.1775,11.991,0,46.683,9.4164,14.5005,683.129127,32.957704,0,75.76,26.0145,18.2298,40.2636,9.67784,0,653.1525,8.874,58.59,13.0634,6.365,0,92,103.5,0,123.665625,0.78433,8.832,8.69,0,0,26.726,6.405,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

25,06:00-06:15,0,25.1775,11.991,0,62.244,9.4164,14.5005,683.129127,49.436556,0,104.17,26.0145,27.3447,40.2636,19.35568,0,653.1525,8.874,58.59,26.2601,32.700824,0,92,103.5,5.27868,123.665625,0.78433,8.832,28.045,0,3.3,26.726,12.1695,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

26,06:15-06:30,0,25.1775,11.991,0,62.244,9.4164,14.5005,683.129127,49.436556,0,140.3454,26.0145,36.544144,40.2636,29.062808,0,653.1525,19.72,58.59,39.51012,49.051236,0,92,103.5,15.804048,123.665625,0.78433,8.832,42.107,0,19.5624,40.67,12.1695,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

27,06:30-06:45,0,25.1775,11.991,0,62.244,9.4164,14.5005,683.129127,49.436556,0,140.3454,26.0145,36.544144,40.2636,29.062808,0,653.1525,19.72,58.59,39.51012,49.051236,0,92,103.5,15.804048,123.665625,0.78433,37.536,42.107,0,19.5624,66.815,7.686,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

28,06:45-07:00,0,25.1775,11.991,0,62.244,9.4164,14.5005,683.129127,49.436556,0,140.3454,26.0145,36.544144,40.2636,29.062808,0,653.1525,19.72,58.59,39.51012,49.051236,0,92,103.5,15.804048,123.665625,0.78433,37.536,42.107,0,19.5624,66.815,7.686,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

29,07:00-07:15,0,25.1775,11.991,0,62.244,9.4164,14.5005,683.129127,49.436556,0,140.3454,26.0145,36.544144,40.2636,29.062808,0,653.1525,19.72,58.59,39.51012,49.051236,0,92,103.5,15.804048,123.665625,0.78433,11.04,42.107,0,19.5624,66.815,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

30,07:15-07:30,0,25.1775,11.991,0,46.683,9.4164,14.5005,683.129127,49.436556,0,104.17,26.0145,27.3447,40.2636,9.67784,0,653.1525,8.874,58.59,39.51012,32.700824,0,92,103.5,5.27868,123.665625,0.78433,11.04,20.54,0,6.5208,66.815,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

31,07:30-07:45,0,25.1775,11.991,0,31.122,9.4164,14.5005,683.129127,49.436556,0,85.23,26.0145,18.2298,40.2636,0,0,653.1525,8.874,58.59,26.2601,3.819,0,92,103.5,0,123.665625,0.78433,11.04,8.69,0,6.5208,40.67,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

32,07:45:08:00,0,25.1775,11.991,0,16.569,9.4164,14.5005,683.129127,49.436556,0,56.82,26.0145,9.1149,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0.78433,11.04,0,0,6.5208,25.564,8.3265,0,37.8,0,0,0,81.104,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

33,08:00-08:15,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,49.436556,0,37.88,26.0145,9.1149,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0.78433,11.04,0,0,6.5208,13.363,8.3265,0,36.75,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

34,08:15-08:30,0,25.1775,11.991,0,0,10.7616,14.5005,683.129127,49.436556,0,21.781,26.0145,9.1149,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0.78433,11.04,0,0,6.5208,13.363,8.3265,0,36.75,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,20.73185,342

35,08:30-08:45,0,25.1775,11.991,0,0,24.75168,14.5005,683.129127,49.436556,0,21.781,26.0145,9.1149,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0.78433,37.536,0,0,6.5208,13.363,8.3265,0,36.75,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,17.5279,342

36,08:45:09:00,0,25.1775,11.991,0,0,24.75168,14.5005,683.129127,49.436556,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0.78433,37.536,0,0,6.5208,13.363,8.3265,0,36.75,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,14.317,342

37,09:00:09:15,0,25.1775,11.991,0,0,24.75168,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0,11.04,0,0,6.5208,13.363,8.3265,0,36.75,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,11.954,342

38,09:15-09:30,0,25.1775,11.991,0,0,24.75168,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0,11.04,0,0,6.5208,13.363,8.3265,0,36.75,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,11.954,342

39,09:30-09:45,0,25.1775,11.991,0,0,10.7616,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0,11.04,0,0,6.5208,13.363,8.3265,0,36.75,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,11.954,342

40,09:45-10:00,0,25.1775,11.991,0,0,9.4164,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0,11.04,0,0,6.5208,13.363,8.3265,0,36.75,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,8.82,20.0018,11.954,342

41,10:00-10:15,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0,37.536,0,0,0,13.363,8.3265,0,35.7,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

42,10:15-10:30,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0,37.536,0,0,0,13.363,8.3265,0,35.7,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

43,10:30-10:45,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,11.997,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,13.363,8.3265,0,35.7,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

44,10:45-11:00,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,13.363,8.3265,0,35.7,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

45,11:00-11:15,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,25.564,8.3265,0,35.7,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

46,11:15-11:30,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,25.564,8.3265,0,35.7,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

47,11:30-11:45,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,25.564,8.3265,0,35.7,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

48,11:45-12:00,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,21.781,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,25.564,8.3265,0,35.7,0,0,0,78.912,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

49,12:00-12:15,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,41.5733,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,11.04,0,0,0,25.564,8.3265,0,36.75,0,0,0,77.816,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

50,12:15-12:30,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,41.5733,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,37.536,0,0,0,25.564,8.3265,0,36.75,0,0,0,77.816,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

51,12:30-12:45,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,41.5733,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,37.536,0,0,0,25.564,8.3265,0,36.75,0,0,0,77.816,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

52,12:45-13:00,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,41.5733,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,25.564,8.3265,0,36.75,0,0,0,77.816,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

53,13:00-13:15,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,38.827,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,40.089,8.3265,0,36.75,0,0,0,76.72,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

54,13:15-13:30,0,25.1775,11.991,0,0,4.7082,14.5005,683.129127,32.957704,0,38.827,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,66.815,8.3265,0,36.75,0,0,0,76.72,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

55,13:30-13:45,0,25.1775,14.846,0,0,31.897382,14.5005,683.129127,32.957704,0,38.827,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,8.832,0,0,0,66.815,8.3265,0,36.75,0,0,0,76.72,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

56,13:45-14:00,0,25.1775,17.13,0,0,31.897382,14.5005,683.129127,32.957704,0,38.827,26.0145,0,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,11.04,0,0,0,66.815,8.3265,0,36.75,0,0,0,76.72,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

57,14:00-14:15,0,25.1775,19.985,0,0,31.897382,14.5005,683.129127,32.957704,0,38.827,26.0145,9.1149,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.5,0,123.665625,0,19.872,0,0,0,66.815,8.3265,0,36.75,0,0,0,76.72,0,0,0,10.86,0,54.3,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,43.704,98.34375,7.35,20.0018,11.954,342

