Block,Time,L_NR_2012_02,LT-36,L_NR_2012_04,LT-59,L_NR_2019_19,L_NR_2023_04,LT_MEJA_Delhi,SH-07,LT-31,L_NR_2012_07,L_NR_2020_02,SH-06,L_NR_2019_11,L_NR_2012_01,LT-05,LT-35,L_NR_2021_15,L_NR_2020_06,L_NR_2022_08,L_NR_2021_13,L_NR_2020_05,L_NR_2019_07,L_NR_2021_14,L_NR_2021_17,L_NR_2019_05,L_NR_2018_61,L_NR_2022_09,L_NR_2021_12,L_NR_2022_10,L_NR_2019_06,L_NR_2020_07,L_NR_2021_16

9,02:00-02:15,261.810000,0.000000,272.110000,5.760000,0.000000,0.000000,1.380000,0.000000,0.000000,87.270000,6.700000,0.000000,6.620000,101.350000,115.760000,0.000000,0,27.97,16.2,0,83.9,0,0,0,0,30.98,58.8,0,58.8,0,27.97,0

10,02:15-02:30,261.810000,0.000000,272.110000,5.760000,0.000000,0.000000,1.540000,0.000000,0.000000,87.270000,6.700000,0.000000,6.620000,101.350000,115.760000,0.000000,0,27.57,16.01,0,82.7,0,0,0,0,29.94,58.6,0,58.6,0,27.56,0

11,02:30-02:45,261.810000,0.000000,272.110000,6.390000,0.000000,0.000000,1.690000,0.000000,0.000000,87.270000,6.700000,0.000000,6.620000,101.350000,115.760000,0.000000,0,27.23,15.66,0,81.68,0,0,0,0,28.49,58.68,0,58.68,0,27.23,0

12,02:45-03:00,261.810000,0.000000,272.110000,6.390000,0.000000,0.000000,1.860000,0.000000,0.000000,87.270000,6.700000,0.000000,6.620000,101.350000,115.760000,0.000000,0,26.91,15.54,0,80.72,0,0,0,0,27.16,58.6,0,58.6,0,26.91,0

13,03:00-03:15,213.430000,0.000000,272.110000,6.390000,0.000000,0.000000,1.980000,0.000000,0.000000,63.450000,6.510000,0.000000,6.620000,101.350000,115.760000,0.000000,0,19.67,16.43,0,59.02,0,0,0,0,25.72,59.23,0,59.23,0,19.68,0

14,03:15-03:30,201.600000,0.000000,272.110000,6.390000,0.000000,0.000000,1.980000,0.000000,0.000000,63.450000,6.510000,0.000000,6.620000,101.350000,115.760000,0.000000,0,19.95,13.9,0,59.85,0,0,0,0,24.47,59.75,0,59.75,0,19.96,0

15,03:30-03:45,201.600000,0.000000,272.110000,6.390000,0.000000,0.000000,1.980000,0.000000,0.000000,63.450000,6.510000,0.000000,6.620000,101.350000,115.760000,0.000000,0,20.09,14.36,0,60.26,0,0,0,0,23.12,53.51,0,53.51,0,20.07,0

16,03:45-04:00,201.600000,0.000000,272.110000,6.390000,0.000000,0.000000,1.980000,0.000000,0.000000,63.450000,6.510000,0.000000,6.620000,101.350000,115.760000,0.000000,0,20.22,14.78,0,60.66,0,0,0,0,21.89,53.46,0,53.46,0,20.22,0

17,04:00-04:15,201.600000,0.000000,272.110000,6.240000,0.000000,0.000000,1.980000,0.000000,0.000000,63.450000,6.330000,0.000000,6.620000,101.350000,115.760000,0.000000,0,20.39,14.71,0,61.16,0,0,0,0,20.74,53.52,0,53.52,0,20.38,0

18,04:15-04:30,201.600000,0.000000,272.110000,6.240000,0.000000,0.000000,1.980000,0.000000,0.000000,63.450000,6.330000,0.000000,6.620000,101.350000,85.390000,0.000000,0,20.52,14.64,0,61.56,0,0,0,0,19.5,53.74,0,53.74,0,20.52,0

19,04:30-04:45,201.600000,0.000000,272.110000,6.860000,0.000000,0.000000,1.980000,0.000000,0.000000,63.450000,6.330000,0.000000,6.620000,101.350000,85.390000,0.000000,0,20.54,14.45,0,61.62,0,0,0,0,18.25,53.64,0,53.64,0,20.54,0

20,04:45-05:00,201.600000,0.000000,272.110000,6.860000,0.000000,0.000000,1.980000,0.000000,0.000000,63.450000,6.330000,0.000000,6.620000,101.350000,85.390000,0.000000,0,20.78,14.32,0,62.33,0,0,0,0,17.07,53.38,0,53.38,0,20.76,0

21,05:00-05:15,201.600000,0.000000,272.110000,6.860000,0.000000,0.000000,1.980000,0.000000,0.000000,50.960000,6.140000,0.000000,6.540000,101.350000,85.390000,0.000000,0,20.94,14.21,0,62.83,0,0,0,0,16.91,53.15,0,53.15,0,20.94,0

22,05:15-05:30,201.600000,0.000000,272.110000,6.860000,0.000000,0.000000,1.980000,0.000000,0.000000,50.960000,6.140000,0.000000,6.540000,101.350000,85.390000,0.000000,0,21.11,14.25,0,63.33,0,0,0,0,16.24,52.77,0,52.77,0,21.1,0

23,05:30-05:45,201.600000,0.000000,272.110000,6.860000,1.410000,0.000000,1.980000,0.000000,0.000000,50.960000,6.140000,0.000000,6.540000,101.350000,85.390000,0.000000,0,21.27,14.28,0,63.83,0,0,0.14,0,15.55,53.49,0,53.49,0,21.28,0.29

24,05:45-06:00,201.600000,0.000000,272.110000,6.860000,5.570000,0.000000,1.980000,0.000000,0.000000,50.960000,6.140000,0.000000,6.540000,101.350000,85.390000,0.000000,0.34,21.44,14.44,0.01,64.32,0,0,0.69,0,14.87,54.59,0.05,54.59,0,21.45,1.39

25,06:00-06:15,155.460000,0.130000,272.110000,6.860000,9.970000,0.000000,1.980000,0.000000,0.130000,31.930000,6.050000,0.000000,6.540000,101.350000,70.590000,0.130000,0.76,22.29,15.03,0.51,66.88,1.4,0.03,1.95,14.25,21.14,55.18,2.54,55.18,16.47,22.29,3.9

26,06:15-06:30,155.460000,0.440000,272.110000,6.860000,14.330000,0.000000,1.980000,0.000000,0.420000,31.930000,6.050000,0.000000,6.540000,101.350000,70.590000,0.420000,1.94,24.44,16.45,1.37,73.31,3.86,0.03,3.5,23.41,20.34,57.26,6.88,57.26,27.51,24.43,6.99

27,06:30-06:45,155.460000,0.460000,232.200000,6.860000,19.390000,0.000000,1.980000,0.000000,0.450000,31.930000,6.050000,0.000000,6.540000,101.350000,70.590000,0.450000,3.25,26.58,17.44,2.43,79.75,11.16,1.19,5.26,33,18.94,59.4,12.16,59.4,32.34,26.58,10.52

28,06:45-07:00,155.460000,0.960000,193.500000,6.860000,25.700000,0.000000,1.980000,0.000000,0.930000,31.930000,6.050000,0.000000,6.540000,101.350000,70.590000,0.930000,4.87,28.87,17.77,3.74,86.62,17.27,3.5,7.43,32.09,18.27,62.23,18.71,62.23,32.09,28.88,14.85

29,07:00-07:15,155.460000,1.650000,149.650000,6.630000,32.780000,0.000000,1.980000,0.000000,1.620000,31.930000,5.910000,0.000000,6.460000,72.320000,70.590000,1.620000,6.76,29.6,18.18,5.62,88.8,25.91,7.61,7.67,27.77,11.62,63.99,28.1,63.99,27.77,29.6,15.33

30,07:15-07:30,155.460000,2.540000,149.650000,6.630000,40.260000,0.000000,1.980000,0.000000,2.470000,31.930000,5.910000,0.000000,6.460000,53.210000,70.590000,2.470000,8.87,30.2,18.4,8.01,90.61,27.15,12.68,9.33,27.15,11.09,65.5,40.07,65.5,27.15,30.2,18.67

31,07:30-07:45,155.460000,3.680000,149.650000,6.630000,49.590000,0.000000,1.980000,0.000000,3.600000,31.930000,5.910000,0.000000,6.460000,53.210000,70.590000,3.600000,11.28,31.09,18.5,10.84,93.27,27.15,18.96,14.33,27.15,10.57,68.34,54.18,68.34,27.15,31.09,28.67

32,07:45:08:00,119.970000,4.820000,149.650000,6.630000,57.260000,0.000000,1.980000,0.000000,4.700000,31.930000,5.910000,0.000000,6.460000,53.210000,70.590000,4.700000,13.9,31.82,18.95,13.94,95.46,27.15,26.09,19.33,27.15,10.04,70.94,69.71,70.94,27.15,31.83,38.67

33,08:00-08:15,119.970000,5.900000,149.650000,6.630000,64.840000,0.000000,1.980000,0.000000,5.750000,31.930000,5.910000,0.000000,6.460000,53.210000,70.590000,5.750000,18.85,31.8,20.76,13.21,95.4,32.34,34,22.33,32.33,9.49,73.43,66.04,73.43,32.33,31.81,44.67

34,08:15-08:30,119.970000,6.990000,149.650000,6.630000,72.640000,0.000000,1.980000,0.000000,6.830000,31.930000,5.910000,0.000000,6.460000,53.210000,70.590000,6.830000,22.06,31.79,22.21,15.65,95.36,32.34,42.63,24.33,32.33,8.89,75.75,78.25,75.75,32.33,31.77,48.67

35,08:30-08:45,119.970000,7.940000,149.650000,6.630000,81.360000,0.000000,1.980000,0.000000,7.740000,31.930000,5.910000,0.000000,6.620000,53.210000,70.590000,7.740000,24.41,31.77,22.85,17.91,95.3,32.34,48.94,27.66,32.33,8.26,77.98,89.56,77.98,32.33,31.76,55.34

36,08:45:09:00,119.970000,9.080000,149.650000,6.630000,90.860000,0.000000,1.980000,0.000000,8.860000,31.930000,5.910000,0.000000,6.620000,53.210000,70.590000,8.860000,26.48,31.75,23.08,19.62,95.25,32.34,56.51,31.33,32.33,7.55,78.45,98.12,78.45,32.33,31.74,62.67

37,09:00:09:15,119.970000,10.030000,193.500000,6.390000,98.820000,0.000000,1.980000,0.000000,9.790000,31.930000,6.790000,0.000000,6.620000,53.210000,70.590000,9.790000,28.23,31.71,23.44,22.57,95.12,32.34,62.63,33.66,32.33,7.26,80.27,112.88,80.27,32.33,31.71,67.34

38,09:15-09:30,119.970000,10.740000,232.200000,6.390000,104.360000,0.000000,1.980000,0.000000,10.470000,31.930000,6.790000,0.000000,6.620000,53.210000,70.590000,10.470000,29.78,36.68,23.68,15.06,110.05,32.34,69.11,36,32.33,7.43,79.36,75.3,79.36,32.33,36.69,72

39,09:30-09:45,119.970000,11.510000,272.110000,6.390000,108.870000,0.000000,1.980000,0.000000,11.220000,31.930000,6.790000,0.000000,6.620000,53.210000,70.590000,11.220000,37.18,36.79,23.97,16.39,110.36,32.34,74.87,28.33,32.33,9.14,80.62,81.97,80.62,32.33,36.78,56.67

40,09:45-10:00,155.460000,12.280000,272.110000,6.390000,113.070000,0.000000,1.980000,0.000000,11.980000,31.930000,6.790000,0.000000,6.620000,53.210000,70.590000,11.980000,40.58,36.74,24.24,18.23,110.21,32.34,79.88,29.33,32.33,8.87,79.4,91.13,79.4,32.33,36.73,58.67

41,10:00-10:15,155.460000,12.970000,272.110000,6.390000,115.800000,0.000000,1.980000,0.000000,12.650000,31.930000,6.610000,0.000000,6.620000,53.210000,70.590000,12.650000,43.62,36.78,25.58,34.81,110.33,32.34,84.73,31,32.33,8.47,81.17,174.04,81.17,32.33,36.78,62

42,10:15-10:30,155.460000,13.550000,272.110000,6.390000,116.380000,0.000000,1.980000,0.000000,13.230000,31.930000,6.610000,0.000000,6.620000,53.210000,70.590000,13.230000,46.05,36.83,26.28,36.81,110.5,32.34,89.26,32.33,32.33,8.14,81.63,184.04,81.63,32.33,36.83,64.67

43,10:30-10:45,155.460000,14.050000,272.110000,6.390000,117.010000,0.000000,1.980000,0.000000,13.720000,31.930000,6.610000,0.000000,6.620000,53.210000,70.590000,13.720000,46.98,36.72,26.69,39.18,110.17,32.34,92.35,33.66,32.33,7.92,80.09,195.9,80.09,32.33,36.74,67.34

44,10:45-11:00,155.460000,15.360000,272.110000,6.390000,117.720000,0.000000,1.980000,0.000000,14.990000,31.930000,6.610000,0.000000,6.620000,53.210000,70.590000,14.990000,47.61,36.68,27.14,41.81,110.04,32.34,93.87,43.66,32.33,7.65,80.21,209.04,80.21,32.33,36.68,87.34

45,11:00-11:15,155.460000,15.770000,272.110000,6.390000,119.810000,0.000000,1.980000,0.000000,15.380000,31.930000,6.420000,0.000000,6.700000,53.210000,70.590000,15.380000,50,36.75,27.12,44.31,110.25,32.66,94.95,43.33,32.67,10.07,81.68,221.54,81.68,32.67,36.76,86.67

46,11:15-11:30,155.460000,16.080000,272.110000,6.390000,124.090000,0.000000,1.980000,0.000000,15.700000,31.930000,6.420000,0.000000,6.700000,53.210000,70.590000,15.700000,50,36.76,27.08,44.31,110.29,32.66,95.51,43.33,32.67,9.67,81.34,221.54,81.34,32.67,36.78,86.67

47,11:30-11:45,155.460000,16.320000,272.110000,6.390000,129.070000,0.000000,1.980000,0.000000,15.910000,31.930000,6.420000,0.000000,6.700000,53.210000,70.590000,15.910000,50,36.79,27.31,44.31,110.38,32.66,95.58,43,32.67,9.27,80.72,221.54,80.72,32.67,36.81,86

48,11:45-12:00,155.460000,16.650000,272.110000,6.390000,133.640000,0.000000,1.980000,0.000000,16.250000,31.930000,6.420000,0.000000,6.700000,53.210000,70.590000,16.250000,50,36.72,27.2,44.31,110.17,32.66,95.56,31.33,32.67,9.05,80.55,221.54,80.55,32.67,36.74,62.67

49,12:00-12:15,215.670000,10.340000,272.110000,6.390000,136.750000,0.000000,1.980000,0.000000,10.090000,31.930000,6.420000,0.000000,6.700000,53.210000,70.590000,10.090000,50,36.7,27.33,44.31,110.11,32.66,95.55,31,32.67,8.72,79.11,221.54,79.11,32.67,36.7,62

50,12:15-12:30,215.670000,10.360000,272.110000,6.390000,131.630000,0.000000,1.980000,0.000000,10.110000,31.930000,6.420000,0.000000,6.700000,53.210000,70.590000,10.110000,50,36.76,27.01,41.71,110.27,32.66,95.58,42.66,32.67,8.54,78.79,208.54,78.79,32.67,36.75,85.34

51,12:30-12:45,215.670000,10.350000,272.110000,6.390000,132.280000,0.000000,1.980000,0.000000,10.100000,31.930000,6.420000,0.000000,6.700000,53.210000,70.590000,10.100000,50,34.61,27.32,41.71,103.82,32.66,95.56,43,32.67,12.07,78.59,208.54,78.59,32.67,34.61,86

52,12:45-13:00,215.670000,10.380000,272.110000,6.390000,135.520000,0.000000,1.980000,0.000000,10.130000,31.930000,6.420000,0.000000,6.700000,53.210000,70.590000,10.130000,50,34.78,27.72,41.71,104.35,32.66,95.53,30,32.67,11.45,78.59,208.54,78.59,32.67,34.78,60

53,13:00-13:15,155.460000,10.330000,272.110000,6.390000,135.050000,0.000000,1.980000,0.000000,10.080000,31.930000,6.510000,0.000000,6.700000,53.210000,70.590000,10.080000,50,34.58,27.94,41.71,103.75,32.66,95.43,30.33,32.67,11.07,79.3,208.54,79.3,32.67,34.58,60.67

54,13:15-13:30,155.460000,10.260000,272.110000,6.390000,135.000000,0.000000,1.980000,0.000000,10.010000,31.930000,6.510000,0.000000,6.700000,53.210000,70.590000,10.010000,49.35,34.78,28.38,41.71,104.34,32.66,95.38,30.33,32.67,11.15,79.74,208.54,79.74,32.67,34.78,60.67

55,13:30-13:45,155.460000,10.150000,272.110000,6.390000,130.250000,0.000000,1.980000,0.000000,9.900000,31.930000,6.510000,0.000000,6.700000,53.210000,70.590000,9.900000,48.43,34.99,28.33,41.71,104.97,32.66,95.42,30.66,32.67,11.32,80.1,208.54,80.1,32.67,35,61.34

56,13:45-14:00,155.460000,9.890000,272.110000,6.390000,125.710000,0.000000,1.980000,0.000000,9.650000,31.930000,6.510000,0.000000,6.700000,53.210000,70.590000,9.650000,47.36,35.23,28.78,41.71,105.68,32.66,95.18,31.33,32.67,11.38,79.28,208.54,79.28,32.67,35.23,62.67

57,14:00-14:15,201.600000,9.730000,272.110000,6.550000,120.780000,0.000000,1.980000,0.000000,9.490000,50.650000,6.700000,0.000000,6.770000,53.210000,79.130000,9.490000,48.28,35.54,29.1,45.87,106.62,32.66,94.23,32,32.67,8.15,79.2,229.38,79.2,32.67,35.55,64

58,14:15-14:30,165.130000,9.550000,272.110000,6.550000,114.240000,0.000000,1.980000,0.000000,9.310000,31.620000,6.700000,0.000000,6.770000,53.210000,66.420000,9.310000,47.47,35.57,28.99,45.87,106.71,32.66,93.65,31,32.67,8.3,78.44,229.38,78.44,32.67,35.58,62

59,14:30-14:45,201.600000,9.110000,272.110000,6.550000,106.230000,0.000000,1.980000,0.000000,8.890000,50.650000,6.700000,0.000000,6.770000,58.050000,75.910000,8.890000,46.04,35.5,28.74,45.8,106.49,32.66,92.52,30.33,32.67,8.15,77.2,229.01,77.2,32.67,35.49,60.67

60,14:45-15:00,201.600000,8.790000,272.110000,6.550000,97.030000,0.000000,1.980000,0.000000,8.580000,50.650000,6.700000,0.000000,6.770000,67.720000,75.910000,8.580000,44.2,35.68,28.67,44.47,107.04,32.66,90.64,27.66,32.67,8.12,77.08,222.38,77.08,32.67,35.68,55.34

61,15:00-15:15,201.600000,8.400000,272.110000,6.700000,86.070000,0.000000,1.980000,0.000000,8.200000,50.960000,6.980000,0.000000,6.230000,77.400000,75.910000,8.200000,41.83,37.44,28.57,42.32,112.33,32.66,86.34,27.39,32.67,8.11,76.84,211.62,76.84,32.67,37.45,54.79

62,15:15-15:30,201.600000,7.900000,272.110000,6.700000,81.020000,0.000000,1.980000,0.000000,7.710000,50.960000,6.980000,0.000000,6.230000,77.400000,75.910000,7.710000,39.29,37.23,27.93,39.92,111.68,32.66,81.39,26,32.67,8.28,75.97,199.63,75.97,32.67,37.21,52

63,15:30-15:45,201.600000,7.490000,272.110000,6.700000,75.780000,0.000000,1.980000,0.000000,7.310000,50.960000,6.980000,0.000000,6.230000,77.400000,115.760000,7.310000,37.96,36.99,27.5,37.99,110.98,32.66,76.8,23.33,32.67,8.53,78.11,189.97,78.11,32.67,37,46.67

64,15:45-16:00,201.600000,10.580000,272.110000,6.700000,69.880000,0.000000,1.980000,0.000000,10.330000,50.960000,6.980000,0.000000,6.230000,82.240000,115.760000,10.330000,35.26,36.61,27.31,35.82,109.83,32.66,70.84,21,32.67,8.66,77.88,179.1,77.88,32.67,36.61,42

65,16:00-16:15,201.600000,9.570000,272.110000,6.230000,62.910000,0.000000,1.980000,0.000000,9.340000,63.450000,7.260000,0.000000,6.230000,101.350000,115.760000,9.340000,32.3,36.37,27.66,33.23,109.1,32.66,57.07,20.53,32.67,9.06,77.88,166.15,77.88,32.67,36.36,41.06

66,16:15-16:30,201.600000,8.880000,272.110000,6.230000,54.720000,0.000000,1.980000,0.000000,8.660000,63.450000,7.260000,0.000000,6.230000,101.350000,115.760000,8.660000,28.86,35.56,27.76,30.13,106.68,32.66,51.77,17.33,32.67,9.27,78.13,150.65,78.13,32.67,35.55,34.67

67,16:30-16:45,201.600000,7.720000,272.110000,6.230000,46.110000,0.000000,1.980000,0.000000,7.530000,63.450000,7.260000,0.000000,6.230000,101.350000,94.880000,7.530000,25.53,34.83,27.7,27.31,104.49,32.66,45.93,16.49,32.67,9.73,78.32,136.54,78.32,32.67,34.83,32.98

68,16:45-17:00,201.600000,6.660000,272.110000,6.230000,37.120000,0.000000,1.980000,0.000000,6.490000,63.450000,7.260000,0.000000,6.230000,101.350000,94.880000,6.490000,22.22,34.26,27.28,23.92,102.79,32.66,39.65,14,32.67,10.46,78.33,119.58,78.33,32.67,34.27,28

69,17:00-17:15,201.600000,5.600000,272.110000,6.230000,29.300000,0.000000,1.980000,0.000000,5.460000,63.450000,6.610000,0.000000,6.390000,101.350000,85.390000,5.460000,19.86,34.51,27.28,21.16,103.53,24,33.06,11.51,33,10.07,77.84,105.83,77.84,33,34.5,23.02

70,17:15-17:30,201.600000,4.540000,272.110000,6.230000,22.840000,0.000000,1.980000,0.000000,4.430000,63.450000,6.610000,0.000000,6.390000,101.350000,115.760000,4.430000,16.74,35.1,26.8,14.68,105.31,14.39,26.78,9.02,33,10.48,77.83,73.4,77.83,33,35.11,18.04

71,17:30-17:45,201.600000,3.510000,272.110000,6.230000,17.320000,0.000000,1.980000,0.000000,3.420000,63.450000,6.610000,0.000000,6.390000,101.350000,115.760000,3.420000,13.55,36.03,26.83,12.43,108.07,8.39,20.41,7.8,21.31,10.8,76.92,62.13,76.92,29.19,36.02,15.61

72,17:45-18:00,201.600000,2.590000,272.110000,6.230000,12.460000,0.000000,1.980000,0.000000,2.520000,63.450000,6.610000,0.000000,6.390000,101.350000,115.760000,2.520000,10.41,36.9,27.1,10.18,110.71,2.59,14.36,8.31,12.2,11.18,75.4,50.88,75.4,17.89,36.91,16.62

73,18:00-18:15,201.600000,1.740000,272.110000,5.910000,8.130000,0.000000,1.980000,0.000000,1.690000,63.450000,6.510000,0.000000,6.390000,101.350000,115.760000,1.690000,7.6,39.78,26.57,8.09,119.33,0,9.21,5.62,0,11.67,79.22,40.48,79.22,0,39.78,11.24

74,18:15-18:30,201.600000,1.220000,272.110000,5.910000,4.750000,0.000000,1.980000,0.000000,1.190000,63.450000,6.510000,0.000000,6.390000,101.350000,115.760000,1.190000,5.25,35.89,26.57,6.03,107.66,0,5.32,3.6,0,12.07,79.16,30.15,79.16,0,35.88,7.21

75,18:30-18:45,261.810000,0.000000,272.110000,5.910000,2.320000,0.000000,1.980000,0.000000,0.000000,87.270000,6.510000,0.000000,6.390000,101.350000,115.760000,0.000000,2.75,35.62,26.31,4.08,106.85,0,2.65,2.2,0,12.94,78.71,20.38,78.71,0,35.6,4.4

76,18:45-19:00,261.810000,0.000000,272.110000,5.910000,0.920000,0.000000,1.980000,0.000000,0.000000,87.270000,6.510000,0.000000,6.390000,101.350000,115.760000,0.000000,1.22,35.08,25.37,2.26,105.24,0,0.82,1.3,0,13.96,77.81,11.3,77.81,0,35.07,2.61

77,19:00-19:15,261.810000,0.000000,272.110000,5.910000,0.120000,0.000000,1.980000,0.000000,0.000000,87.270000,6.420000,0.000000,6.390000,101.350000,115.760000,0.000000,0.17,35.09,25.03,1.24,105.26,0,0.03,0.64,0,15.1,76.87,6.19,76.87,0,35.08,1.29

78,19:15-19:30,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.420000,0.000000,6.390000,101.350000,115.760000,0.000000,0,35.19,25,0.4,105.58,0,0,0.17,0,16.23,76.39,2,76.39,0,35.19,0.34

79,19:30-19:45,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.420000,0.000000,6.390000,101.350000,115.760000,0.000000,0,35.5,27.54,0.1,106.49,0,0,0,0,16.47,75.7,0.5,75.7,0,35.5,0

80,19:45-20:00,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.420000,0.000000,6.390000,101.350000,115.760000,0.000000,0,35.54,27.21,0,106.61,0,0,0,0,16.66,80.94,0,80.94,0,35.53,0

81,20:00-20:15,261.810000,0.000000,272.110000,5.830000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.330000,0.000000,6.230000,101.350000,115.760000,0.000000,0,36.07,26.85,0,108.21,0,0,0,0,11.15,80.87,0,80.87,0,36.06,0

82,20:15-20:30,261.810000,0.000000,272.110000,5.830000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.330000,0.000000,6.230000,101.350000,115.760000,0.000000,0,36.22,26.75,0,108.66,0,0,0,0,10.86,80.28,0,80.28,0,36.22,0

83,20:30-20:45,261.810000,0.000000,272.110000,5.450000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.330000,0.000000,6.230000,101.350000,115.760000,0.000000,0,36.05,26.62,0,108.16,0,0,0,0,10.53,80.22,0,80.22,0,36.06,0

84,20:45-21:00,261.810000,0.000000,272.110000,5.600000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.330000,0.000000,6.230000,101.350000,115.760000,0.000000,0,36.29,26.17,0,108.86,0,0,0,0,10.31,79.75,0,79.75,0,36.28,0

85,21:00-21:15,261.810000,0.000000,272.110000,5.600000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.330000,0.000000,6.230000,101.350000,115.760000,0.000000,0,36.55,25.88,0,109.66,0,0,0,0,10.16,79.45,0,79.45,0,36.56,0

86,21:15-21:30,261.810000,0.000000,272.110000,5.600000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.330000,0.000000,6.230000,101.350000,115.760000,0.000000,0,36.86,25.55,0,110.57,0,0,0,0,10.02,79.11,0,79.11,0,36.86,0

87,21:30-21:45,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.330000,0.000000,6.230000,101.350000,115.760000,0.000000,0,37.24,25.29,0,111.71,0,0,0,0,12.84,67.83,0,67.83,0,37.24,0

88,21:45-22:00,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.330000,0.000000,6.230000,101.350000,115.760000,0.000000,0,34.24,26.07,0,102.71,0,0,0,0,12.32,67.57,0,67.57,0,34.24,0

89,22:00-22:15,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.180000,0.000000,6.230000,101.350000,115.760000,0.000000,0,34.58,26.66,0,103.74,0,0,0,0,12.1,67.31,0,67.31,0,34.57,0

90,22:15-22:30,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.180000,0.000000,6.230000,101.350000,115.760000,0.000000,0,34.65,23.41,0,103.96,0,0,0,0,11.65,66.93,0,66.93,0,34.67,0

91,22:30-22:45,261.810000,0.000000,272.110000,5.910000,0.000000,0.000000,1.980000,0.000000,0.000000,87.270000,6.180000,0.000000,6.230000,101.350000,115.760000,0.000000,0,34.65,24.09,0,103.96,0,0,0,0,11.09,67.55,0,67.55,0,34.67,0

