Block,Time,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/04072024/1000011434-JITPL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/22102023/11042047/L_NR_2021_16,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/R2,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/13082046/L_NR_2021_12,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2022_09,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,WR/01102023/16072048/L_NR_2022_08,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13
16,03:45-04:00,25.940000,0.000000,10.390000,53.010000,10.580000,272.540000,96.390000,57.540000,0.000000,0.000000,0,0,0.000000,37.33,112,0.000000,24.770000,0,37.34,73.33,25.940000,172.190000,0,13.4,70.270000,8.070000,0,96.390000,0.000000,0.000000,24.100000,0,0,192.780000,12.760000,0,30.280000,73.33,12.420000,37,72.290000,18.310000,0,0,0,0,0,0

17,04:00-04:15,25.940000,0.000000,10.390000,53.010000,10.430000,272.540000,96.390000,76.430000,0.000000,0.000000,0,0,0.000000,37.17,111.5,0.000000,24.770000,0,37.16,73.33,25.940000,261.700000,0,13,70.270000,7.690000,0,96.390000,0.000000,0.000000,24.100000,0,0,192.780000,12.760000,0,30.280000,73.33,12.420000,37,72.290000,18.030000,0,0,0,0,0,0

18,04:15-04:30,25.940000,0.000000,10.390000,53.010000,10.430000,272.540000,96.390000,57.540000,0.000000,0.000000,0,0,0.000000,37,111,0.000000,24.770000,0,37,73.33,25.940000,234.760000,0,12.6,70.270000,7.690000,0,96.390000,0.000000,0.000000,24.100000,0,0,192.780000,12.760000,0,30.280000,73.33,12.420000,37,72.290000,18.030000,0,0,0,0,0,0

19,04:30-04:45,25.940000,0.000000,10.390000,53.010000,10.430000,272.540000,96.390000,57.540000,0.000000,0.000000,0,0,0.000000,36.83,110.5,0.000000,24.770000,0,36.84,73.33,25.940000,234.760000,0,12.21,70.270000,7.690000,0,96.390000,0.000000,0.000000,24.100000,0,0,192.780000,12.760000,0,30.280000,73.33,12.420000,37,72.290000,18.030000,0,0,0,0,0,0

20,04:45-05:00,25.940000,0.000000,10.390000,53.010000,10.430000,272.540000,96.390000,57.540000,0.000000,0.000000,0,0,0.000000,36.5,109.5,0.000000,24.770000,0,36.5,73.33,25.940000,172.190000,0,11.81,70.270000,7.690000,0,96.390000,0.000000,0.000000,24.100000,0,0,192.780000,12.760000,0,30.280000,73.33,12.420000,36.34,72.290000,18.030000,0,0,0,0,0,0

21,05:00-05:15,25.940000,0.000000,10.240000,53.010000,10.350000,231.340000,96.390000,57.540000,0.000000,0.000000,0,0,0.000000,36.17,108.5,0.000000,24.770000,0,36.16,73.33,25.940000,172.190000,0,18.2,70.270000,7.410000,0,96.390000,0.000000,0.000000,24.100000,0,0,192.780000,12.760000,0,30.280000,73.33,12.420000,38.34,72.290000,17.760000,0,0,0,0,0,0

22,05:15-05:30,25.940000,0.000000,10.240000,53.010000,10.350000,192.780000,96.390000,57.540000,0.000000,0.000000,0,0,0.000000,35.83,107.5,0.000000,24.770000,0,35.84,73.33,25.940000,172.190000,0,19.2,70.270000,7.410000,0,96.390000,0.000000,0.000000,24.100000,0,0,192.780000,12.760000,0,30.280000,73.33,12.420000,38.34,72.290000,17.760000,0,0,0,0,0,0

23,05:30-05:45,25.940000,0.000000,10.240000,53.010000,10.350000,192.780000,96.390000,57.540000,0.000000,0.000000,0,1.189744,0.000000,35,105,0.000000,24.770000,0,35,73.33,25.940000,111.810000,0,19.4,70.270000,7.410000,0,96.390000,0.000000,0.000000,24.100000,0,0,192.780000,12.760000,0,30.280000,73.33,12.420000,38.34,72.290000,17.760000,0,0,0,0,0,0

24,05:45-06:00,25.940000,0.000000,10.240000,53.010000,10.350000,231.340000,96.390000,57.540000,0.000000,0.000000,0,2.223456,0.000000,34.17,102.5,0.000000,24.770000,0,34.16,73.33,25.940000,111.810000,0,18.6,70.270000,7.410000,0,96.390000,0.000000,0.000000,24.100000,0,0.33,192.780000,12.760000,1.55,30.280000,73.33,12.420000,38.34,72.290000,17.760000,0,0,0.2,0,0,0.31

25,06:00-06:15,25.370000,0.000000,10.240000,53.010000,10.120000,272.540000,96.390000,57.540000,0.000000,0.000000,5.96,4.1446,0.000000,34.17,102.5,0.000000,24.770000,0,34.16,73.33,30.840000,167.670000,5.79,17.4,85.000000,7.050000,1,96.390000,0.000000,0.000000,24.100000,0,1.67,192.780000,12.760000,5.28,30.280000,73.33,12.420000,38.34,72.290000,17.490000,0,1,1,1,0,1.06

26,06:15-06:30,25.370000,0.210000,10.240000,53.010000,10.120000,272.540000,96.390000,57.540000,0.220000,0.210000,9.09,7.538296,0.000000,34.17,102.5,0.000000,24.770000,2,34.16,73.33,30.840000,167.670000,10.36,17.4,115.220000,7.050000,2,96.390000,0.000000,0.000000,24.100000,1,4,192.780000,12.760000,9.52,30.280000,73.33,12.420000,38.34,72.290000,17.490000,0,4,2,1,0,1.9

27,06:30-06:45,25.370000,0.640000,10.240000,53.010000,10.120000,272.540000,96.390000,57.540000,0.660000,0.640000,13.1,11.292816,0.000000,34.67,104,0.000000,24.770000,5,34.66,73.33,30.840000,167.670000,14.24,17.6,115.220000,7.050000,5,96.390000,0.000000,0.000000,24.100000,3,6.67,192.780000,12.760000,14.43,30.280000,73.33,12.420000,38.34,72.290000,17.490000,0,7,5,3,0,2.89

28,06:45-07:00,25.370000,1.010000,10.240000,53.010000,10.120000,272.540000,96.390000,57.540000,1.040000,1.010000,20.9,15.612952,0.000000,34.83,104.5,0.000000,24.770000,9.8,34.84,73.33,30.840000,167.670000,20.68,16,115.220000,7.050000,8,96.390000,0.000000,0.000000,24.100000,4,10,192.780000,12.760000,20.02,30.280000,73.33,12.420000,36.66,72.290000,17.490000,0,14,6,6,0,4

29,07:00-07:15,25.370000,1.480000,10.080000,53.010000,9.970000,231.340000,96.390000,57.540000,1.520000,1.480000,31.44,20.38168,0.000000,35.17,105.5,0.000000,24.770000,17.6,35.16,73.33,30.840000,111.810000,27.25,14.4,85.000000,6.770000,11,96.390000,0.000000,0.000000,24.100000,5,13.28,192.780000,12.760000,27.13,30.280000,73.33,12.420000,35,72.290000,17.300000,0,21,7,9,0,5.42

30,07:15-07:30,25.370000,2.030000,10.080000,53.010000,9.970000,192.780000,96.390000,57.540000,2.090000,2.030000,32.54,25.491728,0.000000,35.67,107,0.000000,24.770000,28.39,35.66,73.33,30.840000,111.810000,32.54,14.2,70.270000,6.770000,16,96.390000,0.000000,0.000000,24.100000,8,18.07,192.780000,12.760000,35.08,29.260000,73.33,12.420000,34.34,72.290000,17.300000,0,35,11,15,0,7.01

31,07:30-07:45,25.370000,2.670000,10.080000,53.010000,9.970000,192.780000,96.390000,57.540000,2.740000,2.670000,33,28.826912,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,75,30.840000,111.810000,33,15.2,70.270000,6.770000,25,96.390000,0.000000,0.000000,24.100000,12,19.22,192.780000,12.760000,54.17,29.260000,75,12.420000,33.66,72.290000,17.300000,0,42,15,18,0,10.83

32,07:45:08:00,25.370000,3.680000,10.080000,53.010000,9.970000,192.780000,96.390000,57.540000,3.770000,3.680000,33,35.30224,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,76.67,30.840000,111.810000,33,18.2,70.270000,6.770000,30,96.390000,0.000000,0.000000,24.100000,15,25.57,192.780000,12.760000,63.92,29.260000,76.67,12.420000,33,72.290000,17.300000,0,53,18,22,0,12.78

33,08:00-08:15,25.940000,4.720000,9.770000,53.010000,9.970000,231.340000,0.000000,57.540000,4.830000,4.720000,33,42.343184,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,78.33,25.940000,111.810000,33,22.61,70.270000,6.490000,30,0.000000,0.000000,0.000000,0.000000,15,27,0.000000,12.760000,77.23,29.270000,78.33,12.420000,30,0.000000,17.120000,0,67,21.5,28,0,15.44

34,08:15-08:30,25.940000,5.750000,9.770000,53.010000,9.970000,272.540000,0.000000,57.540000,5.890000,5.750000,33,49.88148,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.940000,111.810000,33,24.81,70.270000,6.490000,36,0.000000,0.000000,0.000000,0.000000,17,33,0.000000,12.760000,90.62,29.770000,80,12.420000,30,0.000000,17.120000,0,81,24.5,34,0,18.12

35,08:30-08:45,25.940000,6.810000,10.080000,53.010000,9.970000,272.540000,0.000000,57.540000,6.980000,6.810000,33,55.225576,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.940000,111.810000,33,14,70.270000,6.490000,41,0.000000,0.000000,0.000000,0.000000,19,39,0.000000,12.760000,104.04,29.770000,80,12.420000,30,0.000000,17.120000,0,95,27.5,40,0,20.81

36,08:45:09:00,25.940000,7.800000,10.080000,53.010000,9.970000,272.540000,0.000000,57.540000,7.990000,7.800000,33,60.481904,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.940000,111.810000,33,14,70.270000,6.490000,46,0.000000,0.000000,0.000000,0.000000,22,45,0.000000,12.760000,117.39,30.790000,80,12.420000,30,0.000000,17.120000,0,109,30.5,46,0,23.48

37,09:00:09:15,25.940000,8.700000,10.080000,53.010000,9.970000,272.540000,0.000000,57.540000,8.920000,8.700000,33,65.38716,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.940000,111.810000,33,15,70.270000,6.210000,58,0.000000,0.000000,0.000000,0.000000,27,51,0.000000,12.760000,132.43,29.770000,80,12.420000,33.34,0.000000,16.940000,0,117,32.5,50,0,26.49

38,09:15-09:30,25.940000,9.560000,10.080000,53.010000,9.970000,272.540000,0.000000,57.540000,9.800000,9.560000,33,69.707296,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.940000,111.810000,33,16.4,70.270000,6.210000,63,0.000000,0.000000,0.000000,0.000000,30,57,0.000000,12.760000,147.13,29.770000,80,12.420000,35,0.000000,16.940000,0,128,34.5,55,0,29.42

39,09:30-09:45,25.940000,10.330000,10.080000,53.010000,10.200000,272.540000,0.000000,57.540000,10.590000,10.330000,33,74.173712,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.940000,111.810000,33,15,70.270000,6.210000,68,0.000000,0.000000,0.000000,0.000000,32,62,0.000000,12.760000,163.92,30.790000,80,12.420000,36.66,0.000000,16.940000,0,138,38.5,59,0,32.78

40,09:45-10:00,25.940000,11.060000,10.080000,53.010000,10.200000,272.540000,0.000000,57.540000,11.340000,11.060000,33,78.318312,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.940000,111.810000,33,16,70.270000,6.210000,73,0.000000,0.000000,0.000000,0.000000,35,67,0.000000,12.760000,180.09,31.290000,80,12.420000,38.34,0.000000,16.940000,0,148,38.5,64,0,36.02

41,10:00-10:15,25.580000,11.780000,9.930000,53.010000,10.200000,272.540000,0.000000,57.540000,12.070000,11.780000,33,81.712008,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.580000,111.810000,33,17,70.270000,6.020000,70,0.000000,0.000000,0.000000,0.000000,35,71,0.000000,12.760000,190.68,29.770000,80,12.420000,40,0.000000,16.740000,0,147,38,63,0,38.13

42,10:15-10:30,25.580000,12.380000,9.930000,53.010000,10.200000,272.540000,0.000000,57.540000,12.690000,12.380000,33,84.179264,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.580000,111.810000,33,18,70.270000,6.020000,73,0.000000,0.000000,0.000000,0.000000,37,75,0.000000,12.760000,200.8,30.280000,80,12.420000,40,0.000000,16.740000,0,154,40,66,0,40.16

43,10:30-10:45,25.580000,12.940000,9.930000,53.010000,10.200000,272.540000,0.000000,57.540000,13.260000,12.940000,33,89.679392,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.580000,140.730000,33,20,70.270000,6.020000,81,0.000000,0.000000,0.000000,0.000000,39,78,0.000000,12.760000,211.38,30.280000,80,12.420000,40,0.000000,16.740000,0,161,40.5,69,0,42.28

44,10:45-11:00,25.580000,13.380000,9.930000,53.010000,10.200000,272.540000,0.000000,57.540000,13.710000,13.380000,33,92.975568,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.580000,167.670000,33,24.01,70.270000,6.020000,85,0.000000,0.000000,0.000000,0.000000,40,82,0.000000,12.760000,223.13,30.280000,80,12.420000,40,0.000000,16.740000,0,168,41.5,72,0,44.63

45,11:00-11:15,25.580000,13.770000,9.930000,53.010000,10.200000,272.540000,0.000000,57.540000,14.110000,13.770000,33,95.793896,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.580000,167.670000,33,28.01,70.270000,5.840000,87,0.000000,0.000000,0.000000,0.000000,41,82,0.000000,12.760000,226.18,30.280000,80,12.420000,40,0.000000,16.740000,0,175,42.5,75,0,45.24

46,11:15-11:30,25.580000,11.950000,9.930000,53.010000,10.200000,272.540000,0.000000,57.540000,12.240000,11.950000,33,98.144128,0.000000,37.17,111.5,0.000000,24.770000,33,37.16,80,25.580000,167.670000,33,32.02,70.270000,5.840000,88,0.000000,0.000000,0.000000,0.000000,42,84,0.000000,12.760000,230,30.280000,80,12.420000,40,0.000000,16.740000,0,179,42.5,76,0,46

47,11:30-11:45,25.580000,12.330000,9.930000,53.010000,10.200000,272.540000,0.000000,57.540000,12.630000,12.330000,33,99.66544,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,167.670000,31.33,12.6,70.270000,5.840000,88,0.000000,0.000000,0.000000,0.000000,42,84,0.000000,3.860000,230,30.280000,80,12.420000,33.41,0.000000,16.740000,0,179,43,76,0,46

48,11:45-12:00,25.580000,12.710000,9.930000,53.010000,10.200000,272.540000,0.000000,57.540000,13.030000,12.710000,33,101.118488,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,167.670000,31.33,13,70.270000,5.840000,88,0.000000,0.000000,0.000000,0.000000,42,84,0.000000,3.860000,230,30.280000,80,12.420000,34.24,0.000000,16.740000,0,179,44,76,0,46

49,12:00-12:15,25.580000,10.610000,10.240000,53.010000,10.350000,231.340000,0.000000,57.540000,10.880000,10.610000,33,102.181456,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,111.810000,31.33,14,70.270000,5.740000,88,0.000000,0.000000,0.000000,0.000000,42,85,0.000000,3.860000,230,30.280000,80,12.420000,33.77,0.000000,13.160000,0,179,44.5,76,0,46

50,12:15-12:30,25.580000,11.050000,10.240000,53.010000,10.350000,231.340000,0.000000,57.540000,11.330000,11.050000,33,102.717816,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,111.810000,31.33,15,70.270000,5.740000,88,0.000000,0.000000,0.000000,0.000000,42,85,0.000000,3.860000,230,30.280000,80,12.420000,34.32,0.000000,13.160000,0,179,44.5,76,0,46

51,12:30-12:45,25.580000,13.090000,10.240000,53.010000,10.350000,231.340000,0.000000,57.540000,13.420000,13.090000,33,102.405752,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,111.810000,31.33,12.01,70.270000,5.740000,88,0.000000,0.000000,0.000000,0.000000,42,85,0.000000,3.860000,230,30.280000,80,12.420000,34.16,0.000000,13.160000,0,179,44.5,76,0,46

52,12:45-13:00,25.580000,13.130000,10.240000,53.010000,10.350000,231.340000,0.000000,57.540000,13.460000,13.130000,33,101.791376,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,111.810000,31.33,12.01,70.270000,5.740000,88,0.000000,0.000000,0.000000,0.000000,42,85,0.000000,3.860000,230,30.280000,80,12.420000,33.77,0.000000,13.160000,0,179,43.5,76,0,46

53,13:00-13:15,25.580000,13.240000,10.390000,53.010000,10.580000,231.340000,0.000000,57.540000,13.570000,13.240000,33,100.9332,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,111.810000,33,9.01,70.270000,5.740000,88,0.000000,0.000000,0.000000,0.000000,42,85,0.000000,3.860000,230,29.270000,80,12.420000,33.34,0.000000,13.160000,0,179,43.5,76,0,46

54,13:15-13:30,25.580000,13.340000,10.390000,53.010000,10.580000,231.340000,0.000000,57.540000,13.680000,13.340000,33,99.792216,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,111.810000,33,9.01,70.270000,5.740000,88,0.000000,0.000000,0.000000,0.000000,42,85,0.000000,3.860000,230,29.270000,80,12.420000,33.43,0.000000,13.160000,0,179,43.5,76,0,46

55,13:30-13:45,25.580000,13.110000,10.390000,53.010000,10.580000,272.540000,0.000000,57.540000,13.440000,13.110000,33,94.69192,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,131.090000,33,9.01,70.270000,5.740000,87,0.000000,0.000000,0.000000,0.000000,41,84,0.000000,4.820000,230,29.270000,80,12.420000,37.34,0.000000,13.160000,0,179,42.5,76,0,46

56,13:45-14:00,25.580000,12.880000,10.390000,53.010000,10.580000,272.540000,0.000000,57.540000,13.210000,12.880000,33,90.35228,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,167.670000,33,9.01,70.270000,5.740000,87,0.000000,0.000000,0.000000,0.000000,41,84,0.000000,4.820000,230,29.270000,80,12.420000,37.34,0.000000,13.160000,0,179,42.5,76,0,46

57,14:00-14:15,25.580000,12.600000,10.390000,53.010000,10.580000,272.540000,0.000000,57.540000,12.910000,12.600000,33,85.681072,0.000000,38.33,115,0.000000,24.770000,33,38.34,80,25.580000,167.670000,33,16,70.270000,5.930000,85,0.000000,0.000000,0.000000,0.000000,40,80,0.000000,4.820000,230,30.780000,80,12.420000,37.34,0.000000,16.380000,0,179,41.5,76,0,46

