Block,Time,AURY_CRF,ANTA_GF,CHAMERA1,UNCHAHAR1,DADRI_LF,BSIUL,PARBATI3,RIHAND1,TANDA2,DADRI_CRF,UNCHAHAR3,SEWA2,RAPPB,RIHAND2,DADRI_RF,UNCHAHAR2,JHAJJAR,ANTA_RF,SALAL,NJPC,TANAKPUR,TEHRI,AURY_RF,KOLDAM,CHAMERA3,RIHAND3,AURY_GF,ANTA_LF,KOTESHWR,SINGRAULI,URI2,UNCHAHAR4,KISHANGANGA,DULHASTI,ANTA_CRF,RAPPC,AURY_LF,URI,SINGRAULI_HYDRO,CHAMERA2,DADRI_GF,DHAULIGNGA,DADRT2,NAPP,RAMPUR,BRBCL,SASAN,FSTPP I & II,KUDGI,KHSTPP-I,KHSTPP-II,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,39.272843,7.677600,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,10.556700,0.000000,0.000000,54.414990,0.000000,30.776804,501.923100,0.000000,51.297884,109.060308,12.785507,43.531992,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,30.983723,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,46.618387,0.862876,25.278575,0.000000,26.242709,354.521721,37.821009,0.000000,14.396796,334.911308,19.549089,71.98,42.233998,141.570745,22.572144,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,37.529068,10.510794,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,466.583457,0.000000,51.297884,109.060308,12.785507,43.531992,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,30.983723,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,46.618387,0.862876,25.278575,0.000000,26.242709,361.620856,37.821009,0.000000,14.396796,334.911308,19.549089,71.98,42.233998,141.570745,22.572144,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,37.529068,11.083061,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,377.162100,0.000000,51.297884,109.060308,12.785507,29.021328,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,30.983723,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,8.476070,0.862876,25.278575,0.000000,26.242709,361.620856,37.821009,0.000000,7.738903,334.911308,16.510654,71.98,42.233998,141.570745,22.572144,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,26.958760,11.083061,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,372.363600,0.000000,51.297884,109.060308,12.785507,29.021328,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,30.983723,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,8.476070,0.862876,25.278575,0.000000,26.242709,361.620856,37.821009,0.000000,7.717312,334.911308,14.495885,71.98,42.233998,141.570745,22.572144,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,13.419485,11.083061,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,377.162100,0.000000,51.297884,109.060308,12.785507,14.510664,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,30.983723,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,25.278575,0.000000,26.242709,427.458921,37.821009,0.000000,7.770481,333.075881,14.495885,71.98,30.583240,141.570745,22.572144,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,11.083061,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,377.162100,0.000000,51.297884,109.060308,12.785507,14.510664,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,30.983723,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,25.278575,0.000000,26.242709,407.305221,37.821009,0.000000,7.735574,333.075881,14.495885,71.98,30.583240,141.570745,22.572144,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,11.083061,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,377.162100,0.000000,51.297884,112.241234,12.785507,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,12.909884,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,25.278575,0.000000,26.242709,404.426121,37.821009,0.000000,7.748991,333.075881,14.495885,71.98,30.583240,141.570745,22.572144,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,11.083061,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,357.968100,0.000000,61.334427,112.241234,12.785507,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,25.278575,0.000000,26.242709,403.466421,37.821009,0.000000,7.713277,333.075881,14.495885,71.98,30.583240,141.570745,22.572144,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,11.083061,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,357.968100,0.000000,82.522684,112.241234,12.785507,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,25.278575,0.000000,26.242709,384.272421,37.821009,0.000000,7.724375,333.075881,14.495885,71.98,30.583240,141.570745,22.572144,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,11.083061,0.000000,0.000000,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,327.257700,0.000000,82.522684,112.241234,12.785507,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,25.278575,0.000000,26.242709,381.393321,37.821009,0.000000,7.738196,333.075881,14.495885,71.98,30.583240,141.570745,22.572144,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,11.083061,0.000000,6.258012,0.000000,88.292400,0.000000,0.000000,13.274497,0.000000,0.000000,54.414990,0.000000,33.227693,340.738504,0.000000,82.522684,112.241234,12.785507,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,46.618387,0.862876,25.278575,0.000000,26.242709,380.433621,37.821009,0.000000,7.709948,333.075881,14.495885,56.60,30.583240,141.570745,22.572144,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,11.406963,0.000000,6.258012,0.000000,88.292400,0.000000,0.000000,13.559306,0.000000,0.000000,54.414990,0.000000,27.477061,342.216505,0.000000,82.522684,112.241234,12.785507,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,46.618387,0.862876,25.278575,0.000000,26.242709,362.338469,37.821009,0.000000,7.715396,333.075881,14.495885,54.70,30.583240,141.570745,22.572144,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,11.406963,0.000000,6.258012,0.000000,88.292400,0.000000,0.000000,13.559306,0.000000,0.000000,54.414990,0.000000,27.464407,342.216505,0.000000,82.522684,112.241234,11.679069,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,8.476070,0.862876,25.278575,0.000000,26.242709,362.242641,37.821009,0.000000,7.682002,333.075881,14.495885,53.74,29.709433,141.570745,22.572144,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,11.406963,0.000000,6.258012,0.000000,88.292400,0.000000,0.000000,13.559306,0.000000,0.000000,54.414990,0.000000,27.464407,342.216505,0.000000,82.522684,112.241234,11.679069,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,93.570750,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,8.476070,0.862876,25.278575,0.000000,26.242709,362.435958,37.821009,0.000000,7.691687,333.075881,14.495885,50.86,29.709433,141.570745,22.572144,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,11.406963,0.000000,6.258012,0.000000,88.292400,0.000000,0.000000,13.559306,0.000000,0.000000,54.414990,0.000000,27.464407,342.216505,0.000000,61.334427,112.241234,11.679069,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,95.010300,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,25.278575,0.000000,26.242709,383.880000,37.821009,0.000000,7.702885,333.075881,14.495885,49.90,29.709433,141.570745,22.572144,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,11.406963,0.000000,6.258012,0.000000,88.292400,0.000000,0.000000,13.559306,0.000000,0.000000,54.414990,0.000000,27.464407,342.216505,0.000000,61.334427,112.241234,11.679069,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,95.010300,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,25.278575,0.000000,26.242709,394.436700,37.821009,0.000000,7.696530,333.075881,14.495885,48.94,29.709433,141.570745,22.572144,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,11.406963,0.000000,6.258012,0.000000,88.292400,0.000000,0.000000,13.559306,0.000000,0.000000,54.414990,0.000000,27.464407,342.216505,0.000000,61.334427,112.241234,11.679069,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,95.010300,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,18.933345,0.000000,26.242709,400.194900,37.821009,0.000000,7.715396,333.075881,8.737685,48.94,29.709433,141.570745,22.572144,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,11.406963,0.000000,6.258012,0.000000,88.292400,0.000000,0.000000,13.559306,0.000000,0.000000,54.414990,0.000000,27.464407,342.216505,0.000000,61.334427,112.241234,11.679069,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,95.010300,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,18.933345,0.000000,26.242709,402.114300,37.821009,0.000000,7.689972,333.075881,8.737685,47.03,29.709433,141.570745,21.161385,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,11.406963,0.000000,1.055670,0.000000,88.292400,0.000000,0.000000,13.559306,0.000000,0.000000,54.414990,0.000000,34.918493,342.216505,0.000000,61.334427,112.241234,11.679069,0.000000,0.000000,0.000000,9.287823,118.681900,0.000000,0.000000,8.516378,95.010300,9.682413,0.000000,0.000000,47.444263,0.000000,48.714372,0.000000,12.714106,0.862876,18.933345,0.000000,26.242709,410.751600,37.821009,0.000000,7.746066,333.075881,13.790889,46.07,29.709433,141.570745,21.161385,0,0,0,0,0

