Block,Time,DADRI_CRF,SINGRAULI_HYDRO,AURY_LF,UNCHAHAR4,PARBATI3,RAPPB,BSIUL,AURY_GF,AURY_RF,ANTA_CRF,NJPC,CHAMERA2,RIHAND3,DADRI_RF,SEWA2,ANTA_LF,SALAL,KOLDAM,UNCHAHAR2,RAPPC,DULHASTI,URI2,TEHRI,KOTESHWR,DADRT2,ANTA_GF,URI,CHAMERA1,UNCHAHAR1,DHAULIGNGA,JHAJJAR,RIHAND1,DADRI_LF,UNCHAHAR3,RIHAND2,CHAMERA3,ANTA_RF,TANAKPUR,DADRI_GF,TANDA2,SINGRAULI,AURY_CRF,RAMPUR,KISHANGANGA,NAPP,BRBCL,TALA,SASAN,FSTPP I & II,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,1.149113,0.000000,2.980923,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,37.103809,65.590803,57.086511,36.552985,0.000000,0.000000,484.412722,0.000000,35.145950,40.660253,19.014623,0.000000,123.656693,93.629867,0.000000,23.542828,119.892916,33.601710,0.000000,11.739917,0.000000,5.168948,142.469127,0.000000,6.507398,8.046226,47.378694,13.988150,3.970705,401.556375,17.719224,141.328550,31.427997,0,0,0,0,0

7,01:30-01:45,0.000000,1.149113,0.000000,2.980923,4.121287,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,37.103809,65.590803,57.086511,36.552985,0.000000,0.000000,436.177722,0.000000,35.145950,40.660253,19.014623,0.000000,124.123801,93.629867,0.000000,23.542828,119.892916,33.601710,0.000000,8.650465,0.000000,5.168948,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.254327,401.556375,17.719224,141.328550,31.427997,0,0,0,0,0

8,01:45-02:00,0.000000,1.149113,0.000000,2.980923,4.121287,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,37.103809,65.590803,57.086511,36.552985,0.000000,0.000000,436.177722,0.000000,35.145950,40.660253,19.014623,0.000000,123.656693,93.629867,0.000000,23.542828,119.892916,33.601710,0.000000,8.650465,0.000000,5.168948,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.254327,401.556375,17.719224,141.328550,31.427997,0,0,0,0,0

9,02:00-02:15,0.000000,1.149113,0.000000,2.980923,4.121287,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,37.696907,65.590803,57.086511,36.552985,0.000000,0.000000,436.177722,0.000000,30.885835,40.660253,19.014623,0.000000,126.620637,93.629867,0.000000,23.542828,119.892916,33.601710,0.000000,9.886246,0.000000,5.168948,142.469127,0.000000,6.507398,8.046226,47.378694,13.718034,4.254327,401.556375,17.719224,141.328550,31.427997,0,0,0,0,0

10,02:15-02:30,0.000000,1.149113,0.000000,2.980923,4.121287,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,32.226575,65.590803,57.086511,36.552985,0.000000,0.000000,432.226696,0.000000,30.885835,40.660253,16.170398,0.000000,127.890279,93.629867,0.000000,20.117468,119.892916,33.601710,0.000000,9.886246,0.000000,5.168948,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.254327,401.556375,17.719224,141.328550,31.427997,0,0,0,0,0

11,02:30-02:45,0.000000,1.149113,0.000000,2.980923,4.121287,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,32.862216,65.590803,57.086511,36.552985,0.000000,0.000000,432.226696,0.000000,30.885835,40.660253,16.295423,0.000000,127.890279,93.629867,0.000000,20.431188,119.892916,33.601710,0.000000,11.739917,0.000000,5.168948,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.537949,401.556375,15.481023,141.328550,31.427997,0,0,0,0,0

12,02:45-03:00,0.000000,1.149113,0.000000,2.980923,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,32.862216,65.590803,57.086511,36.552985,0.000000,0.000000,429.158950,0.000000,30.885835,40.660253,16.295423,0.000000,127.890279,93.629867,0.000000,20.431188,119.892916,33.601710,0.000000,11.739917,0.000000,5.168948,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.537949,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

13,03:00-03:15,0.000000,1.149113,0.000000,2.042500,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,426.368459,0.000000,30.885835,40.660253,15.887162,0.000000,118.743572,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,11.739917,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.537949,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

14,03:15-03:30,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,426.368459,0.000000,30.885835,40.660253,15.887162,0.000000,118.743572,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,11.739917,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.537949,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

15,03:30-03:45,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,426.368459,0.000000,30.885835,40.660253,15.887162,0.000000,118.743572,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,11.739917,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.537949,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

16,03:45-04:00,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,378.133459,0.000000,30.885835,40.660253,15.887162,0.000000,118.743572,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,11.739917,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.963382,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

17,04:00-04:15,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,15.887162,0.000000,115.619295,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,9.886246,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.679760,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

18,04:15-04:30,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,15.887162,0.000000,115.619295,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,9.886246,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.679760,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

19,04:30-04:45,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,15.887162,0.000000,115.619295,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,9.886246,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.254327,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

20,04:45-05:00,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,15.887162,0.000000,115.619295,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,9.886246,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.254327,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

21,05:00-05:15,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,15.887162,0.000000,115.619295,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,9.886246,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.679760,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

22,05:15-05:30,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,31.592767,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,15.887162,0.000000,115.619295,93.629867,0.000000,19.801915,119.892916,33.601710,0.000000,9.886246,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.679760,401.556375,15.565820,141.328550,31.427997,0,0,0,0,0

23,05:30-05:45,0.000000,1.149113,0.000000,1.649637,11.775105,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,29.624195,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,15.656892,0.000000,115.619295,93.629867,0.000000,18.549950,119.892916,33.601710,0.000000,7.414684,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.112516,401.556375,15.481023,141.328550,31.427997,0,0,0,0,0

24,05:45-06:00,0.000000,1.149113,0.000000,1.649637,76.538183,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,24.849545,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,13.681865,0.000000,115.619295,93.629867,0.000000,15.378628,119.892916,33.601710,0.000000,3.707342,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.112516,401.556375,15.481023,141.328550,31.427997,0,0,0,0,0

25,06:00-06:15,0.000000,1.149113,0.000000,1.649637,76.538183,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,0.000000,115.619295,93.629867,0.000000,14.673087,119.892916,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.112516,401.556375,15.481023,141.328550,31.427997,0,0,0,0,0

26,06:15-06:30,0.000000,1.149113,0.000000,1.649637,76.538183,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,0.000000,115.619295,93.629867,0.000000,14.673087,119.892916,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.112516,401.556375,15.481023,141.328550,31.427997,0,0,0,0,0

27,06:30-06:45,0.000000,1.149113,0.000000,1.649637,76.538183,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,0.000000,115.619295,93.629867,0.000000,14.673087,119.892916,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,3.687083,401.556375,11.557106,141.328550,31.427997,0,0,0,0,0

28,06:45-07:00,0.000000,1.149113,0.000000,1.649637,76.538183,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,0.000000,115.619295,93.629867,0.000000,14.673087,119.892916,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,3.687083,401.556375,11.557106,113.822252,25.343441,0,0,0,0,0

29,07:00-07:15,0.000000,1.149113,0.000000,1.649637,76.538183,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,10.499828,115.619295,64.909550,0.000000,14.673087,96.108141,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.963382,401.556375,11.450989,113.822252,25.343441,0,0,0,0,0

30,07:15-07:30,0.000000,1.149113,0.000000,1.649637,8.831329,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,21.005729,115.619295,64.909550,0.000000,14.673087,96.108141,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.963382,401.556375,11.450989,113.822252,25.343441,0,0,0,0,0

31,07:30-07:45,0.000000,1.149113,0.000000,1.649637,4.121287,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,64.909550,0.000000,14.673087,96.108141,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.963382,401.556375,11.450989,113.822252,25.343441,0,0,0,0,0

32,07:45:08:00,0.000000,1.149113,0.000000,1.649637,4.121287,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,64.909550,0.000000,14.673087,96.108141,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,4.963382,401.556375,11.557106,113.822252,25.343441,0,0,0,0,0

33,08:00-08:15,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,64.909550,0.000000,14.673087,96.108141,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,5.388814,401.556375,11.557106,94.310037,18.811650,0,0,0,0,0

34,08:15-08:30,0.000000,1.149113,0.000000,1.649637,16.190769,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,64.909550,0.000000,14.673087,96.108141,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,5.388814,401.556375,11.557106,94.310037,18.811650,0,0,0,0,0

35,08:30-08:45,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,80.304812,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,5.388814,401.556375,11.557106,83.428487,18.811650,0,0,0,0,0

36,08:45:09:00,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,80.304812,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,6.806923,401.556375,11.557106,78.690579,18.811650,0,0,0,0,0

37,09:00:09:15,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,80.304812,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,6.806923,401.556375,11.557106,78.690579,18.811650,0,0,0,0,0

38,09:15-09:30,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,125.391706,0.000000,0.000000,0.000000,73.984772,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,80.304812,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,6.806923,401.556375,11.557106,78.690579,18.811650,0,0,0,0,0

39,09:30-09:45,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,103.763904,0.000000,0.000000,0.000000,69.500847,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,67.630679,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,6.806923,401.556375,11.557106,78.690579,18.811650,0,0,0,0,0

40,09:45-10:00,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,103.763904,0.000000,0.000000,0.000000,69.500847,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,67.630679,33.601710,0.000000,0.000000,0.000000,2.843165,142.469127,0.000000,6.507398,8.046226,47.378694,14.471802,6.806923,401.556375,11.557106,78.690579,18.811650,0,0,0,0,0

41,10:00-10:15,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,104.118238,0.000000,0.000000,0.000000,69.500847,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,67.632995,33.601710,0.000000,0.000000,0.000000,2.843165,143.723237,0.000000,6.507398,8.046226,47.378694,14.471802,6.806923,401.556375,11.557106,78.690579,18.811650,0,0,0,0,0

42,10:15-10:30,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,104.118238,0.000000,0.000000,0.000000,69.500847,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,67.632995,33.601710,0.000000,0.000000,0.000000,2.843165,143.723237,0.000000,6.507398,8.046226,47.378694,14.471802,6.806923,401.556375,11.557106,78.690579,18.811650,0,0,0,0,0

43,10:30-10:45,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,104.118238,0.000000,0.000000,0.000000,69.500847,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,67.632995,33.601710,0.000000,0.000000,0.000000,2.843165,113.643879,0.000000,6.507398,8.046226,47.378694,14.471802,6.665112,401.556375,11.557106,78.690579,18.811650,0,0,0,0,0

44,10:45-11:00,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,104.118238,0.000000,0.000000,0.000000,69.500847,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,31.499484,115.619295,52.653037,0.000000,14.673087,67.632995,33.601710,0.000000,0.000000,0.000000,2.843165,113.643879,0.000000,6.507398,8.046226,47.378694,14.471802,6.665112,401.556375,11.557106,78.690579,18.811650,0,0,0,0,0

45,11:00-11:15,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,104.118238,0.000000,0.000000,0.000000,69.500847,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,41.999311,115.619295,64.909550,0.000000,14.673087,80.433890,33.601710,0.000000,0.000000,0.000000,2.843165,113.643879,0.000000,6.507398,8.046226,47.378694,14.471802,6.665112,396.129938,11.557106,78.690579,18.811650,0,0,0,0,0

46,11:15-11:30,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,12.581232,0.000000,0.000000,0.000000,173.609779,46.787784,104.118238,0.000000,0.000000,0.000000,69.500847,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,41.999311,115.619295,64.909550,0.000000,14.673087,83.464590,33.601710,0.000000,0.000000,0.000000,2.843165,113.643879,0.000000,6.507398,8.046226,47.378694,14.471802,6.665112,396.129938,11.557106,78.690579,18.811650,0,0,0,0,0

47,11:30-11:45,0.000000,1.149113,0.000000,1.649637,18.840168,0.000000,6.290616,0.000000,0.000000,0.000000,173.609779,46.787784,104.118238,0.000000,0.000000,0.000000,69.500847,9.873775,23.828090,65.590803,57.086511,36.552985,0.000000,0.000000,365.428360,0.000000,30.885835,40.660253,12.010515,41.999311,115.619295,64.909550,0.000000,14.673087,83.464590,33.601710,0.000000,0.000000,0.000000,2.843165,112.351181,0.000000,6.507398,8.046226,47.378694,14.471802,6.665112,279.049284,11.450989,78.690579,18.811650,0,0,0,0,0

