Time,Block,NR/2024/18986/A/12814,NR/2024/18936/A/12179,NR/2024/18935/A/12178,NR/2024/19081/A/12506,NR/2024/18977/A/12188,NR/2024/18855/A/12678,NR/2024/19115/A/12669,NR/2024/19154/C,NR/2024/18919/A/12715,NR/2024/19030/A/12362,SR/2024/12764/C,NR/2024/19121/A/12677,NR/2024/18996/A/12821,NR/2024/19075/A/12509,NR/2024/18934/A/12177,NR/2024/19043/A/12352,NR/2024/18976/A/12187,NR/2024/18978/A/12189,NR/2024/19147/C,NR/2024/19155/C,NR/2024/19024/A/12233,Total
,,ITCLH,PXIL,PXIL,IEXL,PXIL,GMRETL,IEXL,NVVNL,APPCPL,IEXL,IEXL,GMRETL,PTC,IEXL,PXIL,IEXL,PXIL,PXIL,BYPL,NVVNL,DIAPL,Total

,,ANDHRA PRADESH,TAMIL NADU,TAMIL NADU,DELHI,NA,RAJASTHAN,MAHARASHTRA,NA,NAGALAND,NA,DELHI,RAJASTHAN,MAHARASHTRA,ODISHA,TAMIL NADU,NA,ODISHA,TAMIL NADU,NA,NA,HIMACHAL PRADESH,
,,ITCWIND,SAKTHISUGARSLTD,SAKTHISUGARS_ELMTN,EDWPCL12,MEENAKSHI,RUVNL,SWPL,KAMENG,Nagaland_Ben,JHABUA_IPP,BYPL,RUVNL,JPL_DHULE,VSL,SAKTHISUGRAR_TN,MBMP,FACORPOWER,BIRLACARBONTN,SASAN,SOLAPUR_SOLAR,GBHHPL,
,,DELHI,DELHI,DELHI,UTTAR PRADESH,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,TAMIL NADU,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,
,,ITCLH,BRPL,BRPL,UPPCL,BRPL,BYPL,BRPL,TPDDL,BYPL,BRPL,TANGEDCO,BYPL,BRPL,BRPL,BRPL,BRPL,BRPL,BRPL,BYPL,MES (Delhi),DIAPL,
,,South-West-North,South-West-North,South-West-North,North-North,South-West-North,North-North,West-East-North,North East-East-North,North East-East-North,West-East-North,North-East-South,North-North,West-North,East-North,South-West-North,West-East-North,East-West-North,South-West-North,West-North,West-North,North-North,
1,00:00-00:15,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

2,00:15-00:30,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

3,00:30-00:45,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

4,00:45-01:00,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

5,01:00-01:15,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

6,01:15-01:30,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

7,01:30-01:45,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

8,01:45-02:00,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

9,02:00-02:15,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

10,02:15-02:30,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

11,02:30-02:45,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

12,02:45-03:00,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,156

13,03:00-03:15,0.480000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,155.85

14,03:15-03:30,0.480000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,155.85

15,03:30-03:45,0.480000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,155.85

16,03:45-04:00,0.480000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,155.85

17,04:00-04:15,0.480000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,155.85

18,04:15-04:30,0.480000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,155.85

19,04:30-04:45,0.480000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,155.85

20,04:45-05:00,0.480000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,155.85

21,05:00-05:15,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,9.670000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,153.85

22,05:15-05:30,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,9.670000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,153.85

23,05:30-05:45,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,9.670000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,153.85

24,05:45-06:00,0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,9.670000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,153.85

25,06:00-06:15,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,144.23

26,06:15-06:30,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.340000,0,4.840000,144.23

27,06:30-06:45,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,4.840000,124.89

28,06:45-07:00,0.530000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.69,4.840000,125.58

29,07:00-07:15,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.07,4.840000,126.11

30,07:15-07:30,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.51,4.840000,126.55

31,07:30-07:45,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.97,4.840000,127.01

32,07:45:08:00,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.48,4.840000,127.52

33,08:00-08:15,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.07,4.840000,128.4

34,08:15-08:30,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.64,4.840000,128.97

35,08:30-08:45,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.2,4.840000,129.53

36,08:45:09:00,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.8,4.840000,130.13

37,09:00:09:15,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,5.35,4.840000,188.71

38,09:15-09:30,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,5.82,4.840000,189.18

39,09:30-09:45,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,6.34,4.840000,189.7

40,09:45-10:00,0.970000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.610000,0.000000,0.000000,0.00,66.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,6.7,4.840000,190.06

41,10:00-10:15,0.970000,6.770000,5.800000,0.000000,0.000000,0.000000,48.360000,0.000000,0.000000,0.000000,0.00,66.910000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,58.030000,7.06,4.840000,298.36

42,10:15-10:30,0.970000,6.770000,5.800000,0.000000,0.000000,0.000000,48.360000,0.000000,0.000000,0.000000,0.00,66.910000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,58.030000,7.44,4.840000,298.74

43,10:30-10:45,0.970000,6.770000,5.800000,0.000000,0.000000,0.000000,48.360000,0.000000,0.000000,0.000000,0.00,66.910000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,58.030000,7.88,4.840000,299.18

44,10:45-11:00,0.970000,6.770000,5.800000,0.000000,0.000000,0.000000,48.360000,0.000000,0.000000,0.000000,0.00,66.910000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,58.030000,8.02,4.840000,299.32

45,11:00-11:15,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,0.000000,0.00,0.000000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,0.000000,8.23,4.840000,241.5

46,11:15-11:30,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,0.000000,0.00,0.000000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,0.000000,8.47,4.840000,241.74

47,11:30-11:45,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,0.000000,0.00,0.000000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,0.000000,8.6,4.840000,241.87

48,11:45-12:00,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,0.000000,0.00,0.000000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,0.000000,8.67,4.840000,241.94

49,12:00-12:15,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,0.000000,8.68,4.840000,334.79

50,12:15-12:30,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,0.000000,8.7,4.840000,334.81

51,12:30-12:45,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,0.000000,8.68,4.840000,334.79

52,12:45-13:00,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,0.000000,8.46,4.840000,334.57

53,13:00-13:15,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,0.000000,8.52,4.840000,334.63

54,13:15-13:30,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,0.000000,8.31,4.840000,334.42

55,13:30-13:45,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,0.000000,8.07,4.840000,334.18

56,13:45-14:00,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,0.000000,7.83,4.840000,333.94

57,14:00-14:15,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,58.030000,7.74,4.840000,391.88

58,14:15-14:30,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,58.030000,7.35,4.840000,391.49

59,14:30-14:45,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,58.030000,6.87,4.840000,391.01

60,14:45-15:00,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,58.030000,6.54,4.840000,390.68

61,15:00-15:15,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,58.030000,6.19,4.840000,390.33

62,15:15-15:30,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,58.030000,5.59,4.840000,389.73

63,15:30-15:45,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,58.030000,5.14,4.840000,389.28

64,15:45-16:00,0.970000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,0.000000,0.000000,19.340000,0.00,0.000000,48.360000,19.340000,4.840000,46.420000,39.650000,14.510000,58.030000,4.3,4.840000,388.44

65,16:00-16:15,0.820000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,52.610000,0.000000,0.000000,335.00,0.000000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,58.030000,4.19,4.840000,682.95

66,16:15-16:30,0.820000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,52.610000,0.000000,0.000000,325.00,0.000000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,58.030000,4.07,4.840000,672.83

67,16:30-16:45,0.820000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,52.610000,0.000000,0.000000,315.00,0.000000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,58.030000,3.39,4.840000,662.15

68,16:45-17:00,0.820000,6.770000,5.800000,0.000000,0.000000,66.910000,48.360000,52.610000,0.000000,0.000000,255.00,0.000000,48.360000,0.000000,4.840000,46.420000,0.000000,0.000000,58.030000,2.63,4.840000,601.39

69,17:00-17:15,0.680000,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,108.900000,0.000000,0.000000,300.00,0.000000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.07,4.840000,531.76

70,17:15-17:30,0.680000,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,108.900000,0.000000,0.000000,280.00,0.000000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.54,4.840000,511.23

71,17:30-17:45,0.680000,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,142.740000,0.000000,0.000000,270.00,0.000000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.08,4.840000,534.61

72,17:45-18:00,0.680000,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,142.740000,0.000000,0.000000,210.00,0.000000,48.360000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.74,4.840000,474.27

73,18:00-18:15,0.680000,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.44,4.840000,240.18

74,18:15-18:30,0.680000,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,250.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.21,4.840000,489.95

75,18:30-18:45,0.680000,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,240.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.710000,0,4.840000,576.45

76,18:45-19:00,0.680000,0.000000,0.000000,0.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,255.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.710000,0,4.840000,591.45

77,19:00-19:15,0.730000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,260.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.710000,0,4.840000,598.5

78,19:15-19:30,0.730000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,260.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.710000,0,4.840000,598.5

79,19:30-19:45,0.730000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,270.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.710000,0,4.840000,608.5

80,19:45-20:00,0.730000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,195.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.710000,0,4.840000,533.5

81,20:00-20:15,0.770000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,290.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.710000,0,4.840000,628.54

82,20:15-20:30,0.770000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,295.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.710000,0,4.840000,633.54

83,20:30-20:45,0.770000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,290.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,589.86

84,20:45-21:00,0.770000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,167.310000,0.000000,0.000000,280.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,579.86

85,21:00-21:15,0.770000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,135.200000,0.000000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,267.75

86,21:15-21:30,0.770000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,93.910000,0.000000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,226.46

87,21:30-21:45,0.770000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,0.000000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,185.16

88,21:45-22:00,0.770000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,0.000000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,185.16

89,22:00-22:15,0.730000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,194.79

90,22:15-22:30,0.730000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,194.79

91,22:30-22:45,0.730000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,194.79

92,22:45-23:00,0.730000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,194.79

93,23:00-23:15,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,194.69

94,23:15-23:30,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,194.69

95,23:30-23:45,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,194.69

96,23:45-24:00,0.630000,0.000000,0.000000,2.000000,0.000000,66.910000,0.000000,52.610000,9.670000,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.030000,0,4.840000,194.69

