Block,Time Block,SIMHST1,SINGRAULI,SIMHST2,SINGRAULI_HYDRO,SALAL,SEWA2,SASAN,RIHAND3,RIHAND2,DHAULIGNGA,DADRT2,BSIUL,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,NLCTS2EXP,PARBATI2,NNTPP,RAPPC,RAMPUR,RAPPB,RAPPD,NTPL,PARBATI3,RIHAND1,NLCIIST1,NLCEXP,NLCIIST2,NAPP,NJPC,KOTESHWR,KUDGI,MAPS,KOLDAM,AURY_CRF,DADRI_RF,DADRI_CRF,DADRI_GF,DADRI_LF,AURY_GF,ANTA_GF,AURY_LF,ANTA_LF,AURY_RF,ANTA_RF,TelanganaSTPP,URI2,VALLURNTECL,UNCHAHAR3,UNCHAHAR4,URI,ANTA_CRF,TEHRIPSP,UNCHAHAR1,TEHRI,UNCHAHAR2,TANAKPUR,TALA,TALST2,TANDA2,DULHASTI,KGSU1AND2,KISHANGANGA,KHSTPP-I,KKNPPU2,KHSTPP-II,KGSU3AND4,KKNP,JHAJJAR,FSTPP I & II,RSTPSU1TO6,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,108.68,0,0,79.49,8.94,403.48,126.06,120.7,40.91,8.15,12.56,32.7,19.62,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,29.78,0,0,14.5,0,30.83,3.71,23.48,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,14.56,0,0,0,0,0,0,0

54,13:15-13:30,0,108.68,0,0,79.49,8.94,403.48,126.06,120.7,40.91,8.15,12.56,32.7,19.81,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,29.78,0,0,14.5,0,30.83,3.71,23.48,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,14.02,0,0,0,0,0,0,0

55,13:30-13:45,0,108.68,0,0,79.49,8.94,403.48,126.06,120.7,40.91,53.14,12.56,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,29.78,0,0,14.5,0,30.83,3.71,23.48,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

56,13:45-14:00,0,108.68,0,0,79.49,8.94,403.48,126.06,120.7,40.91,101.31,12.56,32.7,22.16,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,29.78,0,0,14.5,0,30.83,11.48,23.48,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

57,14:00-14:15,0,108.68,0,0,79.49,8.94,403.48,126.06,120.7,40.91,149.49,12.56,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,9.77,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,29.78,0,0,14.5,0,30.83,11.48,19.74,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,14.02,0,0,0,0,0,0,0

58,14:15-14:30,0,108.68,0,0,79.49,8.94,403.48,126.06,120.7,40.91,197.66,12.56,32.7,19.06,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,19.55,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,29.78,0,0,14.5,0,30.83,11.48,19.74,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,14.02,0,0,0,0,0,0,0

59,14:30-14:45,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,216.93,12.56,32.7,18.68,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,29.32,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,36.16,0,0,14.5,0,30.83,12.58,19.74,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,14.08,0,0,0,0,0,0,0

60,14:45-15:00,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,216.93,12.56,32.7,19.75,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,36.16,0,0,14.5,18.35,30.83,12.58,19.74,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,14.69,0,0,0,0,0,0,0

61,15:00-15:15,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,245.84,12.56,32.7,23.1,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,22.45,2.23,36.16,0,0,17.28,36.7,36.47,12.58,19.74,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

62,15:15-15:30,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,245.84,12.56,32.7,22.98,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,36.16,0,0,14.5,55.05,30.83,12.58,19.74,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,16.1,0,0,0,0,0,0,0

63,15:30-15:45,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,216.93,12.56,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,22.45,2.23,36.16,0,0,17.28,73.4,36.47,12.58,19.6,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,17.89,0,0,0,0,0,0,0

64,15:45-16:00,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,216.93,12.56,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,18.94,2.23,36.16,0,0,14.5,73.4,30.83,12.58,19.6,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,19.09,0,0,0,0,0,0,0

65,16:00-16:15,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,216.93,12.56,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,22.51,1.71,36.16,0,0,17.68,73.4,36.39,12.58,18.87,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,19.09,0,0,0,0,0,0,0

66,16:15-16:30,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,197.66,12.56,32.7,23.12,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,22.51,1.71,36.16,0,0,17.68,73.4,36.39,12.58,18.75,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,19.09,0,0,0,0,0,0,0

67,16:30-16:45,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,188.03,12.56,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,24.83,1.71,36.16,0,0,19.47,73.4,40.02,12.58,18.44,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,19.09,0,0,0,0,0,0,0

68,16:45-17:00,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,178.39,12.56,32.7,17.84,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,26.01,1.71,36.16,0,0,17.68,73.4,42.02,12.58,18.3,0,2.94,36.91,0,0,43.87,0,93.98,0,0,239.76,19.09,0,0,0,0,0,0,0

69,17:00-17:15,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,197.66,6.28,32.7,22.28,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,26.01,1.71,25.52,0,0,20.46,73.4,42.02,12.58,18.27,0,2.94,36.91,0,2.24,43.87,0,93.98,0,0,263.62,19.09,0,0,0,0,0,0,0

70,17:15-17:30,0,108.68,0,0,81.73,8.94,403.48,126.06,120.7,40.91,245.84,6.28,32.7,23.12,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,26.01,1.71,25.52,0,0,20.46,73.4,42.02,12.58,17.93,0,2.94,36.91,0,2.24,43.87,0,93.98,0,0,263.62,19.09,0,0,0,0,0,0,0

71,17:30-17:45,0,108.68,0,0,78.37,8.94,403.48,126.06,120.7,40.91,332.55,6.28,32.7,24.08,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,26.01,1.71,29.78,0,0,20.46,73.4,42.02,11.48,17.58,0,2.94,36.91,0,4.47,43.87,0,93.98,0,0,324.32,19.09,0,0,0,0,0,0,0

72,17:45-18:00,0,108.68,0,0,78.37,8.94,403.48,126.06,120.7,40.91,419.27,6.28,32.7,23.12,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,26.01,1.71,36.16,0,0,20.46,73.4,42.02,11.48,17.45,0,2.94,36.91,0,4.47,43.87,0,93.98,0,0,324.32,19.09,0,0,0,0,0,0,0

73,18:00-18:15,0,108.68,0,0,78.37,8.94,403.48,126.06,120.7,40.91,489.9,12.56,32.7,22.16,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,26.68,2.53,23.4,0,0,20.86,73.4,43.36,11.48,17.29,0,5.35,36.91,0,4.47,43.87,0,93.98,0,0,332.11,19.09,0,0,0,0,0,0,0

74,18:15-18:30,0,108.68,0,0,78.37,8.94,403.48,126.06,120.7,40.91,591.07,12.56,32.7,19.15,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,23.73,2.73,23.4,0,0,20.86,73.4,43.36,11.48,16.93,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,389.92,19.09,0,0,0,0,0,0,0

75,18:30-18:45,0,108.68,0,0,78.37,8.94,403.48,126.06,120.7,40.91,664.22,12.56,32.7,23.12,45.4,40.61,0,47.46,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,39.09,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,15.96,0,0,18.86,73.4,38.92,11.48,22.65,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,438.09,19.09,0,0,0,0,0,0,0

76,18:45-19:00,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,18.25,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,15.96,0,0,18.86,73.4,38.92,9.5,22.72,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,438.46,19.09,0,0,0,0,0,0,0

77,19:00-19:15,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,18.52,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,36.16,0,0,18.86,73.4,38.92,9.5,22.63,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,438.46,19.09,0,0,0,0,0,0,0

78,19:15-19:30,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,18.24,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,36.16,0,0,18.86,73.4,38.92,9.5,22.51,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,438.46,19.09,0,0,0,0,0,0,0

79,19:30-19:45,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,22.16,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,29.78,0,0,18.86,73.4,38.92,9.5,22.49,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,438.46,19.09,0,0,0,0,0,0,0

80,19:45-20:00,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,24.08,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,29.78,0,0,18.86,73.4,38.92,9.5,22.58,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,438.46,19.09,0,0,0,0,0,0,0

81,20:00-20:15,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,24.08,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,29.78,0,85.36,18.86,73.4,38.92,9.5,22.58,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

82,20:15-20:30,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,24.08,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,50.45,0,170.71,18.86,73.4,38.92,9.5,22.58,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

83,20:30-20:45,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,24.08,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,50.45,0,170.71,19.81,73.4,38.92,9.5,22.58,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

84,20:45-21:00,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,40.91,663.85,18.85,32.7,24.08,45.4,40.61,0,48.81,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,41.27,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,20.94,2.52,36.16,0,170.71,20,73.4,38.92,9.5,22.58,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

85,21:00-21:15,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,40.91,663.85,18.85,32.7,24.08,45.4,40.61,0,48.81,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,41.27,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,170.71,19.21,73.4,38.92,9.5,22.58,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

86,21:15-21:30,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,40.91,663.85,18.85,32.7,24.08,45.4,40.61,0,48.81,0,63.03,5.46,0,23.63,0,55.15,45.55,0,0,0,23.35,169.37,41.27,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,170.71,19.21,73.4,38.92,9.5,23.41,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

87,21:30-21:45,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,24.08,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,170.71,19.21,73.4,38.92,9.5,23.35,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

88,21:45-22:00,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,24.08,47.78,40.8,0,53.71,0,63.03,5.63,0,23.63,0,55.86,45.55,0,0,0,23.35,170.96,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,170.71,19.21,73.4,38.92,9.5,23.59,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

89,22:00-22:15,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,23.12,47.78,40.8,0,53.71,0,63.03,3.46,0,23.63,0,55.86,45.55,0,0,0,23.35,103.61,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,170.71,19.21,73.4,38.92,9.5,25.26,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

90,22:15-22:30,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,43.17,663.85,19.71,34.39,22.16,47.78,40.8,0,53.71,0,63.03,1.73,0,23.63,0,55.86,45.55,0,0,0,23.35,51.81,43.01,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,170.71,19.21,73.4,38.92,9.5,25.1,0,5.35,37.04,0,6.92,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

91,22:30-22:45,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,40.91,663.85,18.85,32.7,19.9,45.4,40.61,0,47.46,0,63.03,0,0,23.63,0,55.15,45.55,0,0,0,23.35,0,41.27,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,170.71,19.21,73.4,38.92,9.5,25.38,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

92,22:45-23:00,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,40.91,663.85,18.85,32.7,24.08,45.4,40.61,0,47.46,0,63.03,0,0,23.63,0,55.15,45.55,0,0,0,23.35,0,41.27,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,170.71,19.21,73.4,38.92,9.5,25.47,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

93,23:00-23:15,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,40.91,663.85,18.85,32.7,24.08,45.4,40.61,0,47.46,0,63.03,0,0,23.63,0,55.15,45.55,0,0,0,23.35,0,41.27,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,170.71,19.21,73.4,38.92,9.5,25.47,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

94,23:15-23:30,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,40.91,663.85,18.85,32.7,22.16,45.4,40.61,0,47.46,0,63.03,0,0,23.63,0,55.15,45.55,0,0,0,23.35,0,41.27,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,85.36,19.21,73.4,38.92,9.5,25.47,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

95,23:30-23:45,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,40.91,663.85,18.85,32.7,19,45.4,40.61,0,47.46,0,63.03,0,0,23.63,0,55.15,45.55,0,0,0,23.35,0,41.27,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,0,19.21,73.4,38.92,9.5,25.47,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

96,23:45-24:00,0,108.68,0,0,78.37,17.67,403.48,126.06,120.7,40.91,663.85,18.85,32.7,17.49,45.4,40.61,0,47.46,0,63.03,0,0,23.63,0,55.15,45.55,0,0,0,23.35,0,41.27,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,21.38,2.52,36.16,0,0,19.21,73.4,38.92,9.5,25.47,0,5.35,36.91,0,6.71,43.87,0,93.98,0,0,457.85,19.09,0,0,0,0,0,0,0

