Column1,Time,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1475,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1599,GNA/WR/2024/10/15/7089,GNA/NR/2024/12/01/2197,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/3428,GNA/WR/2024/11/01/4200,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2024/12/01/7739,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06
36,08:45-09:00,22,34,37,94.36,81,19,18.87,78.91,7.33,7.33,13.33,32.46,6.8,22.01,13.34,31.07,6.67,32.47,0,5.82,2.01,134.49,5.82,31.66,31.66,1.56,0,5.96,0.69,150,8.63,0,0,31.66,57.54,8.63,0,1.14,86.53,43,0,0,130.22,0

37,09:00-09:15,27,43,48,111.95,102,23,22.39,88.92,7.17,7.17,13.33,32.46,6.8,21.49,13.34,31.07,6.67,32.47,0,7.39,2.01,134.49,7.39,25.9,25.9,1.56,0,7.58,0.69,150,8.63,0,0,25.9,57.54,8.63,0,1.14,86.53,53,0,0,130.22,0

38,09:15-09:30,30,49,55,128.77,115,26,25.75,97.95,7,7,13.33,32.46,6.8,21,13.34,31.07,6.67,32.47,0,8.28,2.01,134.49,8.28,25.9,25.9,1.56,0,8.49,0.69,150,8.63,0,0,25.9,57.54,8.63,0,1.14,86.53,60,0,0,130.22,0

39,09:30-09:45,33,55,63,144.79,128,30,28.96,106.06,6.67,6.67,13.33,32.46,6.8,19.99,13.34,31.07,6.67,32.47,0,9.33,2.01,134.49,9.33,25.9,25.9,1.56,0,9.56,0.69,150,8.63,0,0,25.9,32.9,8.63,0,1.14,86.53,67,0,0,130.22,0

40,09:45-10:00,38,61,72,160.19,141,32,32.04,113.29,6.67,6.67,13.33,32.46,6.8,19.99,13.34,31.07,6.67,32.47,0,10.46,2.01,134.49,10.46,25.9,25.9,1.56,0,10.72,0.69,150,8.63,0,0,25.9,32.9,8.63,0,1.14,86.53,75,0,0,130.22,0

41,10:00-10:15,40,65,78,173.87,153,34,34.77,119.47,5,5,13.33,31.07,6.8,15,13.34,31.07,6.67,31.06,0,11.37,1.92,134.49,11.37,25.9,25.9,0,0,11.66,0.69,150,8.63,0,0,25.9,32.9,8.63,0,1.14,76.29,80,0,0,114.9,0

42,10:15-10:30,43,70,82,185.98,163,36,37.2,124.51,5,5,13.33,31.07,6.8,15,13.34,31.07,6.67,31.06,0,12.13,1.92,134.49,12.13,25.9,25.9,0,0,12.43,0.69,150,8.63,0,0,25.9,32.9,8.63,0,1.14,76.29,87,0,0,114.9,0

43,10:30-10:45,45,73,85,196.62,172,39,39.32,128.76,5,5,13.33,31.07,6.8,15,13.34,31.07,6.67,31.06,0,12.8,1.92,134.49,12.8,25.9,25.9,0,0,13.12,0.69,150,8.63,0,0,25.9,32.9,8.63,0,1.14,86.53,90,0,0,130.22,0

44,10:45-11:00,46,77,88,206.15,179,40,41.23,132.21,5,5,13.33,31.07,6.8,15,13.34,31.07,6.67,31.06,0,13.38,1.92,134.49,13.38,25.9,25.9,0,0,13.71,0.69,150,8.63,0,0,25.9,32.9,8.63,0,1.14,86.53,92,0,0,130.22,0

45,11:00-11:15,48,79,91,224.47,186,41,44.9,134.92,5,5,12,31.57,6.8,15,12,31.57,6.67,31.56,0,13.77,2.01,134.49,13.77,25.9,25.9,0,0,14.11,0.77,150,8.63,0,0,25.9,32.9,8.63,0,1.14,86.53,97,0,0,130.22,0

46,11:15-11:30,48,82,91,230.79,191,41,46.16,137.02,5,5,12,31.57,6.8,15,12,31.57,6.67,31.56,0,14.04,2.01,134.49,14.04,25.9,25.9,0,0,14.39,0.77,150,8.63,0,0,25.9,32.9,8.63,0,1.14,86.53,97,0,0,130.22,0

47,11:30-11:45,48,82,92,233.33,193,42,46.67,138.41,5,5,12,31.57,6.8,15,12,31.57,6.67,31.56,0,14.23,2.01,134.49,14.23,25.9,25.9,0,0,14.58,0.77,150,8.63,0,0,25.9,32.9,8.63,0,1.14,86.53,97,0,0,130.22,0

48,11:45-12:00,48,82,92,233.33,193,42,46.67,139.21,5,5,12,31.57,6.8,15,12,31.57,6.67,31.56,0,14.23,2.01,134.49,14.23,25.9,25.9,0,0,14.58,0.77,150,8.63,0,0,25.9,32.9,8.63,0,1.14,86.53,97,0,0,130.22,0

49,12:00-12:15,48,82,92,233.33,193,42,46.67,139.22,5,5,12,31.57,6.8,15,12,31.57,6.67,31.56,0,14.23,2.01,134.49,14.23,25.9,25.9,0,0,14.58,0,150,8.63,0,0,25.9,32.9,8.63,0,0,86.53,97,0,0,130.22,0

50,12:15-12:30,48,82,92,233.33,193,43,46.67,138.34,5,5,12,31.57,6.8,15,12,31.57,6.67,31.56,0,14.23,2.01,134.49,14.23,25.9,25.9,0,0,14.58,0,150,8.63,0,0,25.9,32.9,8.63,0,0,86.53,97,0,0,130.22,0

51,12:30-12:45,48,82,92,233.33,193,43,46.67,136.84,5,5,12,31.57,6.8,15,12,31.57,6.67,31.56,0,14.23,2.01,134.49,14.23,25.9,25.9,0,0,14.58,0,150,8.63,0,0,25.9,32.9,8.63,0,0,86.53,97,0,0,130.22,0

52,12:45-13:00,48,82,92,233.33,193,43,46.67,134.53,5,5,12,31.57,6.8,15,12,31.57,6.67,31.56,0,14.23,2.01,134.49,14.23,25.9,25.9,0,0,14.58,0,150,8.63,0,0,25.9,32.9,8.63,0,0,86.53,97,0,0,130.22,0

53,13:00-13:15,48,82,92,233.33,193,42,46.67,131.57,6.67,6.67,12,31.57,6.8,19.99,12,31.57,6.67,31.56,0,14.23,2.01,115.12,14.23,25.9,25.9,0,0,14.58,0,150,8.63,0,0,25.9,32.9,8.63,0,0,76.29,95,0,0,114.9,0

54,13:15-13:30,47,81,92,233.33,189,41,46.67,128.03,6.67,6.67,12,31.57,6.8,19.99,12,31.57,6.67,31.56,0,14.23,2.01,95.93,14.23,25.9,25.9,0,0,14.58,0,150,8.63,0,0,25.9,32.9,8.63,0,0,76.29,93,0,0,114.9,0

55,13:30-13:45,47,79,91,229.71,186,40,45.94,123.53,6.67,6.67,12,31.57,6.8,19.99,12,31.57,6.67,31.56,0,13.82,2.01,74.6,13.82,25.9,25.9,0,0,14.16,0,150,8.63,0,0,25.9,32.9,8.63,0,0,76.29,93,0,0,114.9,0

56,13:45-14:00,45,78,90,223.17,182,39,44.64,118.28,6.67,6.67,12,31.57,6.8,19.99,12,31.57,6.67,31.56,0,13.68,2.01,74.6,13.68,25.9,25.9,0,0,14.01,0,150,8.63,0,0,25.9,32.9,8.63,0,0,76.29,90,0,0,114.9,0

57,14:00-14:15,43,75,87,213.92,175,38,42.78,112.17,5,5,12,31.57,6.8,15,12,31.57,6.67,31.56,21.19,13.21,2.01,74.6,13.21,25.9,25.9,0,0,13.54,0,150,8.63,0,0,25.9,32.9,8.63,0,0,76.29,85,0,0,114.9,0

58,14:15-14:30,41,72,83,204.77,168,36,40.96,105.19,5,5,12,31.57,7,15,12,31.57,6.67,31.56,21.19,12.48,2.01,74.6,12.48,25.9,25.9,1.71,0,12.79,0,150,8.63,0,0,25.9,32.9,8.63,0,0,76.29,83,0,0,114.9,0

59,14:30-14:45,38,69,81,194.83,161,34,38.97,97.49,5,5,12,31.57,7.4,15,12,31.57,6.67,31.56,21.19,11.78,2.01,95.93,11.78,25.9,25.9,1.71,0,12.08,0,150,8.63,0,0,25.9,32.9,8.63,0,0,76.29,77,0,0,114.9,0

60,14:45-15:00,36,64,78,182.85,151,32,36.57,89.01,5,5,12,31.57,7.6,15,12,31.57,6.67,31.56,22.21,10.75,2.01,115.12,10.75,25.9,25.9,1.71,0,11.03,0,150,8.63,0,0,25.9,32.9,8.63,0,0,76.29,71,0,0,114.9,0

61,15:00-15:15,32,60,73,168.87,140,29,33.77,79.68,5,5,12.33,31.57,8,15,12.34,31.57,6.67,31.56,22.21,9.97,2.01,115.12,9.97,25.9,25.9,1.76,0,10.22,1.08,150,8.63,0,0,25.9,34.98,8.63,0,1.45,76.29,63,0,0,114.9,0

62,15:15-15:30,28,55,66,153.76,130,26,30.75,69.64,5,5,12.33,31.57,8.2,15,12.34,31.57,6.67,31.56,23.22,8.89,2.01,115.12,8.89,25.9,25.9,1.76,0,9.11,1.08,150,8.63,0,0,25.9,34.98,8.63,0,1.45,76.29,57,0,0,114.9,0

63,15:30-15:45,25,49,60,137.65,116,22,27.53,59.06,5,5,12.33,32.35,7.8,15,12.34,30,6.67,32.35,24.22,7.88,2.01,115.12,7.88,25.9,25.9,1.76,0,8.08,1.08,150,8.63,0,0,25.9,34.98,8.63,0,1.45,76.29,50,0,0,114.9,0

64,15:45-16:00,22,43,53,119.68,102,19,23.94,47.5,5,5,12.33,32.94,7.8,15,12.34,24,6.67,32.94,24.73,6.87,2.01,134.49,6.87,25.9,25.9,1.76,0,7.04,1.08,150,8.63,0,0,25.9,34.98,8.63,0,1.45,76.29,43,0,0,114.9,0

65,16:00-16:15,18,37,44,101.72,88,15,20.35,35.65,5,5,12.33,33,7.2,15,12.34,18,6.67,33,24.73,5.83,1.92,134.49,5.83,25.9,25.9,1.71,0,5.98,1.16,150,8.63,0,0,25.9,34.98,8.63,0,1.53,76.29,36,0,0,114.9,0

66,16:15-16:30,14,31,35,83.27,74,11,16.65,24.52,5,5,12.33,32.13,7.4,15,12.34,12,6.67,22.98,25.23,4.74,1.92,134.49,4.74,25.9,25.9,1.71,0,4.86,1.16,150,8.63,0,0,25.9,57.54,8.63,0,1.53,86.53,29,0,0,130.22,0

67,16:30-16:45,10,21,24,63.68,49,7,12.74,15.85,5,5,12.33,21.54,8,15,12.34,6,6.67,13.37,25.74,3.64,1.92,134.49,3.64,25.9,25.9,1.71,0,3.72,1.16,150,8.63,0,0,25.9,57.54,8.63,0,1.53,86.53,20,0,0,130.22,0

68,16:45-17:00,5,16,17,41.33,39,5,8.27,10.31,5,5,12.33,12.18,8.2,15,12.34,1,6.67,6,25.74,2.55,1.92,134.49,2.55,25.9,25.9,1.71,0,2.62,1.16,150,8.63,0,0,25.9,32.9,8.63,0,1.53,86.53,10,0,0,130.22,0

69,17:00-17:15,3,9,12,18.67,21,2,3.73,6.32,5,5,12.33,4.7,8.4,15,12.34,0,6.67,1.48,26.24,1.81,2.01,134.49,1.81,34.53,34.53,1.71,0,1.85,1.16,150,8.63,0,0,34.53,32.9,8.63,0,1.6,86.53,6,0,0,130.22,0

70,17:15-17:30,1,3,7,10.5,7,1,2.1,1.89,5,5,12.33,0.79,8.4,15,12.34,0,6.67,1.71,26.24,1.23,2.01,134.49,1.23,34.53,34.53,1.71,0,1.26,1.16,150,8.63,0,0,34.53,32.9,8.63,0,1.6,86.53,2,0,0,130.22,0

71,17:30-17:45,0,1,3,4.67,2,0,0.93,0,5,5,12.33,0.31,8.8,15,12.34,0,6.67,1,27.25,0.77,2.01,134.49,0.77,34.53,34.53,1.71,0,0.79,1.16,150,8.63,0,0,34.53,32.9,8.63,0,1.6,86.53,1,0,0,130.22,0

72,17:45-18:00,0,0,2,0.54,0,0,0.11,0,5,5,12.33,0.03,9.6,15,12.34,0,6.67,0.66,27.25,0.42,2.01,134.49,0.42,34.53,34.53,1.71,0,0.44,1.16,150,8.63,0,0,34.53,32.9,8.63,0,1.6,86.53,0,0,0,130.22,0

73,18:00-18:15,0,0,0,0,0,0,0,0,5,5,13,0,10.6,15,13,0,6.67,0,26.24,0.24,2.01,134.49,0.24,34.53,34.53,1.71,0,0.25,1.08,150,8.63,0,150,34.53,57.54,8.63,50,1.53,86.53,0,0,0,130.22,0

74,18:15-18:30,0,0,0,0,0,0,0,0,5,5,13,0,11.21,15,13,0,6.67,0,26.24,0,2.01,134.49,0,34.53,34.53,1.71,0,0,1.08,150,8.63,0,150,34.53,57.54,8.63,50,1.53,86.53,0,0,0,130.22,0

75,18:30-18:45,0,0,0,0,0,0,0,0,5,5,13,0,11.41,15,13,0,6.67,0,26.24,0,2.01,134.49,0,34.53,34.53,1.71,0,0,1.08,150,8.63,0,150,34.53,57.54,8.63,50,1.53,86.53,0,0,0,130.22,0

76,18:45-19:00,0,0,0,0,0,0,0,0,5,5,13,0,10.8,15,13,0,6.67,0,26.24,0,2.01,134.49,0,34.53,34.53,1.71,0,0,1.08,150,8.63,0,150,34.53,57.54,8.63,50,1.53,86.53,0,0,0,130.22,0

77,19:00-19:15,0,0,0,0,0,0,0,0,5,5,13,0,10.4,15,13,0,6.67,0,26.24,0,2.01,134.49,0,31.66,31.66,1.66,0,0,1.08,150,8.63,0,150,31.66,32.9,8.63,50,1.53,86.53,0,0,0,130.22,0

78,19:15-19:30,0,0,0,0,0,0,0,0,5,5,13,0,10,15,13,0,6.67,0,26.24,0,2.01,134.49,0,31.66,31.66,1.66,0,0,1.08,150,8.63,0,150,31.66,32.9,8.63,50,1.53,86.53,0,0,0,130.22,0

79,19:30-19:45,0,0,0,0,0,0,0,0,5,5,13,0,10.2,15,13,0,6.67,0,26.24,0,2.01,134.49,0,31.66,31.66,1.66,0,0,1.08,150,8.63,0,150,31.66,44.85,8.63,50,1.53,86.53,0,0,0,130.22,0

80,19:45-20:00,0,0,0,0,0,0,0,0,5,5,13,0,11.21,15,13,0,6.67,0,26.24,0,2.01,134.49,0,31.66,31.66,1.66,0,0,1.08,150,8.63,0,150,31.66,40.62,8.63,50,1.53,86.53,0,0,0,130.22,0

81,20:00-20:15,0,0,0,0,0,0,0,0,5,5,13,0,12.41,15,13,0,6.67,0,26.24,0,2.01,134.49,0,31.66,31.66,1.66,0,0,1.01,150,8.63,0,250,31.66,36.39,8.63,50,1.45,86.53,0,0,0,130.22,0

82,20:15-20:30,0,0,0,0,0,0,0,0,5,5,13,0,12.81,15,13,0,6.67,0,26.24,0,2.01,134.49,0,31.66,31.66,1.66,0,0,1.01,150,8.63,0,250,31.66,34.98,8.63,50,1.45,86.53,0,0,0,130.22,0

83,20:30-20:45,0,0,0,0,0,0,0,0,5,5,13,0,12.41,15,13,0,6.67,0,26.24,0,2.01,134.49,0,31.66,31.66,1.66,0,0,1.01,150,8.63,0,250,31.66,34.98,8.63,50,1.37,86.53,0,0,0,130.22,0

84,20:45-21:00,0,0,0,0,0,0,0,0,5,5,13,0,12.21,15,13,0,6.67,0,26.24,0,2.01,134.49,0,31.66,31.66,1.66,0,0,1.01,150,8.63,0,250,31.66,34.98,8.63,50,1.37,86.53,0,0,0,130.22,0

