Time,Block,NR/2023/17905/A/808,NR/2023/16187/A,NR/2023/17901/A/842,NR/2023/17949/C,NR/2023/17064/A,WR/2023/20256/A/852,NR/2023/17950/C,WR/2023/20254/A/848,WR/2023/18560/A,NR/2023/17953/C,WR/2023/18560/A/II,Total
23,05:30-05:45,1.930000,34.170000,0.440000,3.600000,0.000000,0.000000,0,0.000000,100.000000,0,0.000000,140.14

24,05:45-06:00,1.930000,34.170000,0.440000,3.600000,0.000000,0.000000,0,0.000000,100.000000,0,0.000000,140.14

25,06:00-06:15,1.930000,0.000000,0.440000,3.600000,100.000000,0.000000,0,0.000000,0.000000,0,100.000000,205.97

26,06:15-06:30,1.930000,0.000000,0.440000,3.600000,100.000000,0.000000,0,0.000000,0.000000,0,100.000000,205.97

27,06:30-06:45,1.930000,0.000000,0.440000,3.600000,100.000000,0.000000,0,0.000000,0.000000,0,100.000000,205.97

28,06:45-07:00,1.930000,0.000000,0.440000,3.600000,100.000000,0.000000,0,0.000000,0.000000,0,100.000000,205.97

29,07:00-07:15,1.930000,0.000000,0.580000,3.600000,100.000000,0.000000,0,0.000000,0.000000,0,100.000000,206.11

30,07:15-07:30,1.930000,0.000000,0.580000,3.600000,100.000000,0.000000,0.38,0.000000,0.000000,0,100.000000,206.49

31,07:30-07:45,1.930000,0.000000,0.580000,3.600000,100.000000,0.000000,0.54,0.000000,0.000000,0,100.000000,206.65

32,07:45:08:00,1.930000,0.000000,0.580000,3.600000,100.000000,0.000000,0.95,0.000000,0.000000,0,100.000000,207.06

33,08:00-08:15,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,1.95,0.000000,0.000000,0,100.000000,158.45

34,08:15-08:30,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,2.72,0.000000,0.000000,0,100.000000,159.22

35,08:30-08:45,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,2.66,0.000000,0.000000,0,100.000000,159.16

36,08:45:09:00,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,3.11,0.000000,0.000000,0,100.000000,159.61

37,09:00:09:15,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,3.46,0.000000,0.000000,24.17,100.000000,184.13

38,09:15-09:30,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,3.84,0.000000,0.000000,24.17,100.000000,184.51

39,09:30-09:45,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,4.2,0.000000,0.000000,24.17,100.000000,184.87

40,09:45-10:00,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,4.55,0.000000,0.000000,24.17,100.000000,185.22

41,10:00-10:15,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,4.82,0.000000,0.000000,24.17,100.000000,185.49

42,10:15-10:30,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,5.18,0.000000,0.000000,24.17,100.000000,185.85

43,10:30-10:45,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,5.13,0.000000,0.000000,24.17,100.000000,185.8

44,10:45-11:00,1.930000,0.000000,0.970000,3.600000,50.000000,0.000000,5.37,0.000000,0.000000,24.17,100.000000,186.04

45,11:00-11:15,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,4.71,0.000000,0.000000,24.17,100.000000,235.38

46,11:15-11:30,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,5.92,0.000000,0.000000,24.17,100.000000,236.59

47,11:30-11:45,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,6.68,0.000000,0.000000,24.17,100.000000,237.35

48,11:45-12:00,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,5.82,0.000000,0.000000,24.17,100.000000,236.49

49,12:00-12:15,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,2.45,0.000000,0.000000,24.17,100.000000,233.12

50,12:15-12:30,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,4.77,0.000000,0.000000,24.17,100.000000,235.44

51,12:30-12:45,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,3.48,0.000000,0.000000,24.17,100.000000,234.15

52,12:45-13:00,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,5.74,0.000000,0.000000,24.17,100.000000,236.41

53,13:00-13:15,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,4.06,0.000000,0.000000,24.17,100.000000,234.73

54,13:15-13:30,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,2.77,0.000000,0.000000,24.17,100.000000,233.44

55,13:30-13:45,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,3.77,0.000000,0.000000,24.17,100.000000,234.44

56,13:45-14:00,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,4.64,0.000000,0.000000,24.17,100.000000,235.31

57,14:00-14:15,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,4.27,0.000000,0.000000,24.17,100.000000,234.94

58,14:15-14:30,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,4.28,0.000000,0.000000,24.17,100.000000,234.95

59,14:30-14:45,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,3.2,0.000000,0.000000,24.17,100.000000,233.87

60,14:45-15:00,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,2.89,0.000000,0.000000,24.17,100.000000,233.56

61,15:00-15:15,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,2.36,0.000000,0.000000,24.17,100.000000,233.03

62,15:15-15:30,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,3.34,0.000000,0.000000,24.17,100.000000,234.01

63,15:30-15:45,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,2.78,0.000000,0.000000,24.17,100.000000,233.45

64,15:45-16:00,1.930000,0.000000,0.970000,3.600000,100.000000,0.000000,1.22,0.000000,0.000000,24.17,100.000000,231.89

65,16:00-16:15,1.930000,0.000000,0.630000,3.600000,100.000000,0.000000,0.69,0.000000,0.000000,24.17,100.000000,231.02

66,16:15-16:30,1.930000,0.000000,0.630000,3.600000,100.000000,0.000000,0.6,0.000000,0.000000,24.17,100.000000,230.93

67,16:30-16:45,1.930000,0.000000,0.630000,3.600000,100.000000,0.000000,0.91,0.000000,0.000000,23.49,100.000000,230.56

68,16:45-17:00,1.930000,0.000000,0.630000,3.600000,100.000000,0.000000,0.63,0.000000,0.000000,16.34,100.000000,223.13

69,17:00-17:15,1.930000,0.000000,0.580000,3.690000,100.000000,0.000000,0.36,0.000000,0.000000,0,100.000000,206.56

70,17:15-17:30,1.930000,0.000000,0.580000,3.690000,100.000000,0.000000,0.16,0.000000,0.000000,0,100.000000,206.36

71,17:30-17:45,1.930000,0.000000,0.580000,3.690000,100.000000,0.000000,0,0.000000,0.000000,0,100.000000,206.2

72,17:45-18:00,1.930000,0.000000,0.580000,3.690000,100.000000,0.000000,0,0.000000,0.000000,0,100.000000,206.2

73,18:00-18:15,1.930000,0.000000,0.630000,3.690000,100.000000,25.000000,0,55.000000,100.000000,0,0.000000,286.25

74,18:15-18:30,1.930000,0.000000,0.630000,3.690000,100.000000,25.000000,0,55.000000,100.000000,0,0.000000,286.25

75,18:30-18:45,1.930000,0.000000,0.630000,3.690000,100.000000,25.000000,0,55.000000,100.000000,0,0.000000,286.25

76,18:45-19:00,1.930000,0.000000,0.630000,3.690000,100.000000,25.000000,0,55.000000,100.000000,0,0.000000,286.25

77,19:00-19:15,1.930000,0.000000,0.630000,3.690000,100.000000,25.000000,0,55.000000,100.000000,0,0.000000,286.25

78,19:15-19:30,1.930000,0.000000,0.630000,3.690000,100.000000,25.000000,0,55.000000,100.000000,0,0.000000,286.25

79,19:30-19:45,1.930000,0.000000,0.630000,3.690000,100.000000,25.000000,0,55.000000,100.000000,0,0.000000,286.25

80,19:45-20:00,1.930000,0.000000,0.630000,3.690000,100.000000,25.000000,0,55.000000,100.000000,0,0.000000,286.25

81,20:00-20:15,1.930000,0.000000,0.580000,3.690000,0.000000,25.000000,0,55.000000,100.000000,0,0.000000,186.2

82,20:15-20:30,1.930000,0.000000,0.580000,3.690000,0.000000,25.000000,0,55.000000,100.000000,0,0.000000,186.2

83,20:30-20:45,1.930000,0.000000,0.580000,3.690000,0.000000,25.000000,0,55.000000,100.000000,0,0.000000,186.2

84,20:45-21:00,1.930000,0.000000,0.580000,3.690000,0.000000,25.000000,0,55.000000,100.000000,0,0.000000,186.2

85,21:00-21:15,1.930000,0.000000,0.580000,3.600000,0.000000,25.000000,0,55.000000,100.000000,0,0.000000,186.11

86,21:15-21:30,1.930000,0.000000,0.580000,3.600000,0.000000,25.000000,0,55.000000,100.000000,0,0.000000,186.11

87,21:30-21:45,1.930000,0.000000,0.580000,3.600000,0.000000,25.000000,0,55.000000,100.000000,0,0.000000,186.11

88,21:45-22:00,1.930000,0.000000,0.580000,3.600000,0.000000,25.000000,0,55.000000,100.000000,0,0.000000,186.11

89,22:00-22:15,1.930000,34.170000,0.580000,3.600000,0.000000,0.000000,0,55.000000,100.000000,0,0.000000,195.28

90,22:15-22:30,1.930000,34.170000,0.580000,3.600000,0.000000,0.000000,0,55.000000,100.000000,0,0.000000,195.28

91,22:30-22:45,1.930000,34.170000,0.580000,3.600000,0.000000,0.000000,0,55.000000,100.000000,0,0.000000,195.28

92,22:45-23:00,1.930000,34.170000,0.580000,3.600000,0.000000,0.000000,0,55.000000,100.000000,0,0.000000,195.28

93,23:00-23:15,1.930000,34.170000,0.580000,3.600000,0.000000,0.000000,0,0.000000,100.000000,0,0.000000,140.28

94,23:15-23:30,1.930000,34.170000,0.580000,3.600000,0.000000,0.000000,0,0.000000,100.000000,0,0.000000,140.28

95,23:30-23:45,1.930000,34.170000,0.580000,3.600000,0.000000,0.000000,0,0.000000,100.000000,0,0.000000,140.28

96,23:45-24:00,1.930000,34.170000,0.580000,3.600000,0.000000,0.000000,0,0.000000,100.000000,0,0.000000,140.28

