Block,Time,CHAMERA2,URI2,UNCHAHAR2,UNCHAHAR1,SINGRAULI_HYDRO,TEHRI,SINGRAULI,UNCHAHAR4,TANDA2,UNCHAHAR3,DADRT2,JHAJJAR,KOTESHWR,SEWA2,DULHASTI,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,DHAULIGNGA,RAMPUR,RIHAND2,NJPC,RIHAND1,KISHANGANGA,NAPP,RAPPC,CHAMERA1,BSIUL,TANAKPUR,URI,RAPPB,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
7,01:30-01:45,43.635161,34.33764,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,29.745407,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,8.8389,52.992,0,84.826,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,3.03,2.38,1.04,0.42,1.09,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.08,0.84,20.0018,14.253199,0,147.515625,39.455,2.352264,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023411,0,0,0,0.020614,0,0

8,01:45-02:00,43.635161,34.33764,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,29.745407,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,8.8389,52.992,0,84.826,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,3.03,2.38,1.04,0.42,1.09,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.08,0.84,20.0018,14.253199,0,147.515625,39.455,2.352264,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023411,0,0,0,0.020614,0,0

9,02:00-02:15,43.635161,35.360464,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,29.745407,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,8.8389,48.576,0,84.826,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.01,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.08,0.84,20.0018,14.253199,0,147.515625,39.455,2.352264,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.020614,0,0

10,02:15-02:30,43.635161,35.360464,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,29.745407,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,84.826,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.01,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.08,0.84,20.0018,14.253199,0,147.515625,39.455,2.309102,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.020614,0,0

11,02:30-02:45,43.635161,34.33764,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,29.745407,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,84.826,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.01,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.2,0.84,20.0018,14.253199,0,147.515625,43.097,2.265942,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.020614,0,0

12,02:45-03:00,43.635161,34.33764,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,29.745407,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,84.826,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.01,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.33,0.84,20.0018,14.253199,0,147.515625,43.097,2.222782,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.020614,0,0

13,03:00-03:15,43.635161,34.33764,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,19.830272,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.04,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.41,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.020614,0,0

14,03:15-03:30,43.635161,34.33764,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,19.830272,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.04,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.41,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.020614,0,0

15,03:30-03:45,43.635161,34.33764,43.545976,22.193777,1.095648,27.555228,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,19.830272,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,8.8389,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.09,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.41,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.020614,0,0

16,03:45-04:00,43.635161,34.33764,43.545976,22.193777,1.095648,18.370152,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.47244,4.25586,19.830272,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,8.8389,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.09,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.66,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023411,0,0,0,0.020614,0,0

17,04:00-04:15,43.635161,34.33764,43.545976,22.193777,1.095648,18.370152,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,15.278738,4.25586,19.830272,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,8.8389,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.14,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.79,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023783,0,0,0,0.020614,0,0

18,04:15-04:30,43.635161,34.33764,43.545976,22.193777,1.095648,9.185076,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,15.278738,4.25586,19.830272,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,8.8389,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.14,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023783,0,0,0,0.020614,0,0

19,04:30-04:45,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,16.667714,4.25586,9.915135,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.09,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023783,0,0,0,0.020614,0,0

20,04:45-05:00,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,18.05669,4.25586,9.915135,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.09,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023783,0,0,0,0.020614,0,0

21,05:00-05:15,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,4.25586,9.915135,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,52.992,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.01,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023968,0,0,0,0.020614,0,0

22,05:15-05:30,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,4.25586,9.915135,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,52.992,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.01,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023968,0,0,0,0.020614,0,0

23,05:30-05:45,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,4.25586,9.915135,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.42,1.01,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.71,0.84,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023968,0,0,0,0.020614,0,0

24,05:45-06:00,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.308969,4.25586,9.915135,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,83.664,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.44,1.01,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.71,0.89,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023968,0,0,0,0.020614,0,0

25,06:00-06:15,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,54.308969,4.25586,9.915135,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,79.3646,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.44,1.09,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023968,0,0,0,0.020614,0,0

26,06:15-06:30,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,54.308969,4.25586,9.915135,1.575901,120.694688,81.902104,94.319982,2.551476,43.088137,58.864255,42.66,0,1.1529,48.576,0,79.3646,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.44,1.14,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023968,0,0,0,0.020614,0,0

27,06:30-06:45,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,8.333858,4.25586,19.830272,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,3.0744,48.576,0,79.3646,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.44,1.24,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023968,0,0,0,0.020614,0,0

28,06:45-07:00,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,3.889133,3.191895,19.830272,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,3.0744,48.576,0,79.3646,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.04,0.44,1.32,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023968,0,0,0,0.020614,0,0

29,07:00-07:15,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,3.889133,3.191895,19.830272,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,3.2025,48.576,0,79.3646,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.34,0.43,1.32,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.86,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023783,0,0,0,0.020614,0,0

30,07:15-07:30,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,3.889133,2.12793,19.830272,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,3.2025,48.576,0,79.3646,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.45,0.43,1.32,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.86,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023783,0,0,0,0.020614,0,0

31,07:30-07:45,43.635161,34.33764,43.545976,22.193777,1.095648,0,144.026761,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,3.889133,2.12793,19.830272,1.950442,120.694688,101.149098,94.319982,2.551476,43.088137,58.864255,42.66,0,3.2025,48.576,0,67.396,0,68.481795,0,0,0,40.819993,0,0,0,87.562894,0,0,2.99,2.38,1.45,0.43,1.32,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.86,20.0018,14.253199,0,147.515625,46.39908,2.17962,1.942962,0.979842,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023596,0,0,0,0.020614,0,0

