Block,Time Block,BSIUL,BRBCL,CHAMERA3,CHAMERA2,CHAMERA1,KUDGI,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,DHAULIGNGA,DADRT2,DULHASTI,RIHAND2,RIHAND3,AURY_RF,DADRI_CRF,DADRI_GF,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,DADRI_LF,DADRI_RF,KKNPPU2,KOLDAM,KOTESHWR,FSTPP I & II,KKNP,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KISHANGANGA,JHAJJAR,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI2,URI,VALLURNTECL,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR1,TANAKPUR,TALST2,NAPP,NLCEXP,NJPC,NLCIIST1,MAPS,RIHAND1,RAMPUR,PARBATI3,RAPPC,RAPPB,RSTPSU1TO6,RSTPSU7,SIMHST2,SEWA2,SIMHST1,SASAN,SINGRAULI_HYDRO,SINGRAULI,SALAL,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,89.91,43.54,0,383.25,19.02,0,0.86,15.76,17.13,0,2.71,35.88,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,293.71,0,105.7,49.56,11.39,0,0,0,0,0

58,14:15-14:30,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,89.91,43.54,0,383.25,19.02,0,0.86,15.76,17.13,0,2.71,35.88,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,301.34,0,105.7,49.56,11.39,0,0,0,0,0

59,14:30-14:45,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,89.91,43.54,0,383.25,19.02,0,0.86,15.76,17.13,0,2.71,35.88,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,308.97,0,105.7,49.56,11.39,0,0,0,0,0

60,14:45-15:00,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,38.3,0,383.25,19.02,0,0.86,15.76,17.13,0,2.71,35.88,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,316.61,0,105.7,49.56,11.39,0,0,0,0,0

61,15:00-15:15,6.32,14.47,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,16.05,0,2.71,35.88,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,324.25,0,105.7,49.56,11.12,0,0,0,0,0

62,15:15-15:30,6.32,14.54,10.36,13.02,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,383.25,19.02,0,0.86,15.76,16.05,0,2.71,35.88,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,331.26,0,105.7,49.56,11.12,0,0,0,0,0

63,15:30-15:45,6.32,14.54,10.36,4.05,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,521.08,19.02,0,0.86,15.76,16.05,0,2.71,55.35,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,332.55,0,105.7,49.56,11.12,0,0,0,0,0

64,15:45-16:00,6.32,14.54,10.36,4.05,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,550.92,19.02,0,0.86,15.76,16.05,0,2.71,56.6,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,332.55,0,105.7,49.56,11.12,0,0,0,0,0

65,16:00-16:15,6.32,14.54,10.36,4.05,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,550.92,19.02,0,0.86,15.76,48.68,0,2.71,56.6,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,342.09,0,105.7,49.56,11.12,0,0,0,0,0

66,16:15-16:30,6.32,14.54,10.36,4.05,0,0,0,0,0,0,29.3,292.18,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,571.28,19.02,0,0.86,15.76,48.68,0,2.71,74.53,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,352.92,0,105.7,49.56,11.12,0,0,0,0,0

67,16:30-16:45,0,14.54,10.36,10.41,0,0,0,0,0,0,29.3,325.66,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,571.28,19.02,0,0.86,15.76,19.26,0,2.71,74.53,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,354.36,0,105.7,49.56,10.25,0,0,0,0,0

68,16:45-17:00,0,14.54,10.36,10.41,0,0,0,0,0,0,29.3,331.04,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,571.28,19.02,0,0.86,15.76,19.26,0,2.71,74.53,0,20.31,11.42,0,44.76,0,99.08,0,0,45.87,2.13,0,58.67,0,0,0,0,0,0,359.05,0,105.7,49.56,9.83,0,0,0,0,0

69,17:00-17:15,0,14.54,10.36,10.41,0,0,0,0,0,0,29.3,332.46,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,465.64,18.38,0,1.57,10.03,19.26,0,2.71,74.53,0,20.31,11.42,0,44.76,0,123.84,0,0,45.87,2.66,0,58.67,0,0,0,0,0,0,359.82,0,105.7,49.56,9.21,0,0,0,0,0

70,17:15-17:30,0,14.54,10.36,10.41,13.62,0,0,0,0,0,29.3,332.46,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,551.23,18.38,0,1.57,10.03,19.26,0,2.71,74.53,0,20.31,11.42,0,44.76,0,123.84,0,0,45.87,2.66,0,58.67,0,0,0,0,0,0,364.51,0,105.7,49.56,8.89,0,0,0,0,0

71,17:30-17:45,0,14.54,10.36,10.41,13.62,0,0,0,0,0,29.3,332.46,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,18.72,20.16,0,0,0,95.82,43.54,0,406.47,18.38,0,1.42,10.03,19.26,0,2.71,74.53,0,20.31,9.44,0,44.76,0,123.84,0,0,45.87,2.66,3.82,58.67,0,0,0,0,0,0,354.36,0,105.7,49.56,8.37,0,0,0,0,0

72,17:45-18:00,12.79,14.54,10.36,13.02,27.23,0,0,0,0,0,29.3,332.46,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,28.09,20.16,0,0,0,95.82,43.54,0.14,416.09,18.38,0,1.25,10.03,19.26,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,5.45,58.67,0,0,0,0,0,0,354.36,0,105.7,49.56,7.96,0,0,0,0,0

73,18:00-18:15,18.96,14.54,20.71,17.36,40.85,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,37.45,20.16,0,0,0,95.82,43.54,1.4,416.09,18.38,0,1.25,10.03,19.26,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,8.17,58.67,0,0,0,0,4.96,0,354.36,0,105.7,49.56,8.53,0,0,0,0,0

74,18:15-18:30,18.96,14.54,31.09,17.36,40.85,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,37.45,20.16,0,0,0,95.82,43.54,2.79,416.09,18.38,0,1.25,10.03,19.26,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,52.44,58.67,0,0,0,0,10.5,0,354.36,0,105.7,49.56,8.15,0,0,0,0,0

75,18:30-18:45,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,406.1,18.38,0,1.25,10.03,48.68,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,52.44,58.67,0,0,0,0,16.84,0,354.36,0,105.7,39.43,8.15,0,0,0,0,0

76,18:45-19:00,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,406.1,18.38,0,1.25,10.03,48.68,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,52.44,58.67,0,0,0,0,16.84,0,354.36,0,105.7,39.43,8.15,0,0,0,0,0

77,19:00-19:15,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.25,10.03,16.05,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,52.44,58.67,0,0,0,0,16.84,0,354.36,0,105.7,40.54,7.98,0,0,0,0,0

78,19:15-19:30,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.25,10.03,16.05,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,52.44,58.67,0,0,0,0,16.84,0,354.36,0,105.7,76.94,8.27,0,0,0,0,0

79,19:30-19:45,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.25,10.03,16.05,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,35.41,58.67,0,0,0,0,16.84,0,354.36,0,105.7,76.94,8.46,0,0,0,0,0

80,19:45-20:00,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.25,10.03,16.05,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,5.45,58.67,0,0,0,0,16.84,0,354.36,0,105.7,76.94,8.64,0,0,0,0,0

81,20:00-20:15,6.32,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,56.65,0,0,0,0,0,17.19,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.25,34.37,48.68,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,76.94,8.8,0,0,0,0,0

82,20:15-20:30,6.32,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,56.65,0,0,0,0,0,17.19,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.36,34.37,48.68,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,76.94,9,0,0,0,0,0

83,20:30-20:45,1.07,14.54,31.09,42.86,40.85,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,56.65,0,0,0,0,0,24.07,0,0,0,0,0,0,3.68,37.45,20.16,0,0,0,95.82,43.54,1.67,416.09,18.38,0,1.51,34.37,19.26,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,76.94,8.46,0,0,0,0,0

84,20:45-21:00,1.07,14.54,31.09,42.86,40.85,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,56.65,0,0,0,0,0,30.96,0,0,0,0,0,0,3.68,37.45,20.16,0,0,0,95.82,43.54,1.67,416.09,18.38,0,1.57,34.37,16.05,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,37.73,8.46,0,0,0,0,0

85,21:00-21:15,1.07,14.54,31.09,42.86,40.85,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,75.41,0,0,0,0,0,35.53,0,0,0,0,0,0,3.68,37.45,20.16,0,0,0,95.82,43.54,1.67,416.09,18.38,0,1.57,14.32,16.05,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,37.73,8.64,0,0,0,0,0

86,21:15-21:30,1.07,14.54,31.09,42.86,40.85,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,75.41,0,0,0,0,0,44.13,0,0,0,0,0,0,3.68,37.45,20.16,0,0,0,95.82,43.54,1.67,416.09,18.38,0,1.57,14.32,16.05,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,37.73,8.66,0,0,0,0,0

87,21:30-21:45,1.07,14.54,31.09,42.86,40.85,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,75.41,0,0,0,0,0,44.13,0,0,0,0,0,0,3.68,37.45,20.16,0,0,0,95.82,43.54,1.67,416.09,18.38,0,1.57,14.32,19.26,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,37.73,8.92,0,0,0,0,0

88,21:45-22:00,2.13,14.54,31.09,42.86,40.85,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,75.41,0,0,0,0,0,44.13,0,0,0,0,0,0,3.69,37.45,20.16,0,0,0,95.82,43.54,1.8,416.09,18.38,0,1.57,14.32,19.26,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,37.73,8.95,0,0,0,0,0

89,22:00-22:15,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,75.66,0,0,0,0,0,44.13,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.57,15.76,48.68,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,37.73,9,0,0,0,0,0

90,22:15-22:30,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,75.66,0,0,0,0,0,44.13,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.57,15.76,48.68,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,37.73,9.06,0,0,0,0,0

91,22:30-22:45,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,75.66,0,0,0,0,0,44.13,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.57,14.32,19.26,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,49.56,9.21,0,0,0,0,0

92,22:45-23:00,18.96,14.54,32.7,44.24,40.85,0,0,0,0,0,40.14,332.46,53.38,117.96,123.67,75.66,0,0,0,0,0,44.13,0,0,0,0,0,0,3.89,41.62,20.16,0,0,0,95.82,43.54,4.19,416.09,18.38,0,1.57,14.32,16.05,0,2.71,74.53,0,20.31,10.3,0,44.76,0,148.62,0,0,45.87,3.19,3.82,58.67,0,0,0,0,16.84,0,354.36,0,105.7,49.56,9.28,0,0,0,0,0

93,23:00-23:15,6.32,14.54,31.09,42.86,40.85,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,75.66,0,0,0,0,0,44.13,0,0,0,0,0,0,3.89,37.45,20.16,0,0,0,95.82,43.54,2.79,416.09,18.38,0,1.57,14.32,16.05,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.4,58.67,0,0,0,0,11.21,0,354.36,0,105.7,49.56,9.32,0,0,0,0,0

94,23:15-23:30,6.32,14.54,31.09,42.86,27.23,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,75.66,0,0,0,0,0,44.13,0,0,0,0,0,0,3.89,28.09,20.16,0,0,0,95.82,43.54,1.4,416.09,18.38,0,1.57,14.32,16.05,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.4,58.67,0,0,0,0,5.53,0,354.36,0,105.7,49.56,9.34,0,0,0,0,0

95,23:30-23:45,6.32,14.54,31.09,42.86,27.23,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,75.66,0,0,0,0,0,44.13,0,0,0,0,0,0,3.89,28.09,20.16,0,0,0,95.82,43.54,0.14,416.09,18.38,0,1.57,14.32,16.05,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.4,58.67,0,0,0,0,5.53,0,354.36,0,105.7,49.56,9.49,0,0,0,0,0

96,23:45-24:00,6.32,14.54,31.09,42.86,27.23,0,0,0,0,0,39.16,332.46,52.85,117.96,123.67,75.66,0,0,0,0,0,44.13,0,0,0,0,0,0,3.89,28.09,20.16,0,0,0,95.82,43.54,0,416.09,18.38,0,1.57,14.32,16.05,0,2.71,74.53,0,20.31,9.44,0,44.76,0,148.62,0,0,45.87,3.19,3.4,58.67,0,0,0,0,0,0,354.36,0,105.7,49.56,9.66,0,0,0,0,0

