Block,Time,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,WR/01102023/29112042/L_NR_2019_05,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01102023/07102043/L_NR_2018_61,SR/01032024/31032024/SJVN010324NR1590,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01032024/31032024/SJVN010324NR1588,NR/26072023/25122043/L_NR_2023_10,NR/01102023/05012040/L_NR_2020_02,NR/01032024/15032024/HP-62,NR/01102023/19072037/LT-05,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01032024/22032024/HP-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/03032024/03032024/IEX_240302_06517_GNA,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01032024/22032024/HP-56,NR/01102023/30042040/GNA_LT_36
61,15:00-15:15,192.920000,5.250000,31.2,96.46,7.21,17.36,7.66,22.5,93.34816,7.5,7.5,144.690000,16.67,16.67,31.2,31.2,48.23,96.46,237.5,87,0,42.86,91.56,43,196,47.5,0,84,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,14.720000,0.000000,14.720000,0.690000,19.290000,0.000000,15.090000

62,15:15-15:30,192.920000,5.250000,31.2,96.46,7.61,17.36,7.66,23,87.66,7.66,7.67,144.690000,17.67,17.67,31.2,31.2,48.23,96.46,237.5,83,0,40.72,86.22,42,189,47.5,0,81,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,13.860000,0.000000,13.860000,0.690000,19.290000,0.000000,14.200000

63,15:30-15:45,192.920000,5.250000,31.2,96.46,8.01,17.36,7.66,22,80.09202,7.34,7.33,144.690000,18,18,31.2,31.2,48.23,96.46,223.58,77,0,38.17,80.38,38,179,44.71,0,76,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,12.940000,0.000000,12.940000,0.690000,20.260000,0.000000,13.260000

64,15:45-16:00,192.920000,5.250000,31.2,96.46,8.81,17.36,7.66,22,71.102,7.34,7.33,144.690000,18.33,18.33,31.2,31.2,48.23,96.46,208.78,70,0,35.5,74.52,35,165,41.75,0,70,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,11.960000,0.000000,11.960000,0.690000,20.260000,0.000000,12.260000

65,16:00-16:15,231.500000,5.250000,31.2,96.46,9.18,0,7.66,22,62.3847,7.34,7.33,144.690000,18,18,31.2,31.2,48.23,96.46,190.98,63,9.65,32.88,67.34,32,147,38.2,17.56,63,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,10.860000,0.000000,10.860000,1.240000,20.260000,0.000000,11.130000

66,16:15-16:30,231.500000,5.250000,31.2,96.46,9.75,0,7.66,22,53.85246,7.34,7.33,144.690000,18,18,31.2,31.2,48.23,96.46,172.09,57,9.65,29.48,59.42,28,130,34.42,17.56,55,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,9.670000,0.000000,9.670000,1.240000,20.260000,0.000000,9.920000

67,16:30-16:45,231.500000,5.250000,31.2,96.46,10.21,0,7.66,22,45.20334,7.34,7.33,144.690000,17.33,17.33,31.2,31.2,48.23,96.46,154.17,52,9.65,25.86,54.07,26,112,30.83,17.56,48,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,96.460000,0.000000,53.030000,35.210000,8.430000,0.000000,8.430000,1.240000,21.220000,0.000000,8.640000

68,16:45-17:00,192.920000,5.250000,31.2,96.46,10.59,0,7.66,22,36.25228,7.34,7.33,144.690000,16.33,16.33,31.2,31.2,48.23,96.46,133.29,45,9.65,21.04,44.94,22,95,26.66,17.56,40,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,125.400000,0.000000,53.030000,35.210000,7.190000,0.000000,7.190000,1.240000,21.220000,0.000000,7.370000

69,17:00-17:15,192.920000,5.060000,22.48,96.46,10.9,0,7.66,24,26.57072,8,8,144.690000,18.33,18.33,22.48,20,48.23,96.46,111.45,37,0,16.43,35.02,19,77,22.29,0,33,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,173.630000,0.000000,53.030000,58.960000,5.870000,0.000000,5.870000,1.240000,22.190000,0.000000,6.020000

70,17:15-17:30,231.500000,5.060000,10.48,96.46,11.19,0,7.66,24.5,18.019,8.16,8.17,144.690000,18.67,18.67,10.48,7,48.23,96.46,88.83,30,0,12.5,24.72,15,60,17.77,0,25,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,23.420000,23.420000,203.300000,0.000000,53.030000,58.960000,4.530000,0.000000,4.530000,1.240000,22.190000,0.000000,4.640000

71,17:30-17:45,271.290000,5.060000,5.48,96.46,11.12,0,7.66,24.52,10.65556,8.18,8.17,144.690000,19,19,5.48,1,48.23,96.46,65.72,23,0,8.5,17.3,11,42,13.14,0,18,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,23.420000,23.420000,208.240000,0.000000,84.880000,58.470000,3.240000,0.000000,3.240000,1.240000,23.150000,0.000000,3.320000

72,17:45-18:00,271.290000,5.060000,1.22,96.46,10.87,0,7.66,25.73,6.07776,8.57,8.58,144.690000,19.33,19.33,1.22,0,48.23,96.46,43.12,13,0,5,12.3,7,28,8.62,0,12,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,23.420000,23.420000,203.300000,0.000000,99.950000,58.470000,1.980000,0.000000,1.980000,1.240000,23.150000,0.000000,2.020000

73,18:00-18:15,271.290000,5.060000,0,96.46,10.87,0,7.66,22.5,2.8733,7.5,7.5,144.690000,19.67,19.67,0,0,96.46,96.46,23.52,8,0,3,4.61,4,14,4.7,0,6,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,23.420000,23.420000,208.240000,0.000000,99.950000,67.160000,1.220000,0.000000,1.220000,1.320000,24.120000,0.000000,1.250000

74,18:15-18:30,271.290000,5.060000,0,96.46,10.69,0,7.66,23.5,0.44804,7.84,7.83,144.690000,20,20,0,0,96.46,96.46,8.92,0,0,2,0,0,7,1.78,0,3,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,23.420000,23.420000,208.240000,0.000000,99.950000,67.160000,0.610000,0.000000,0.610000,1.320000,24.120000,0.000000,0.630000

75,18:30-18:45,271.290000,5.060000,0,96.46,10.2,0,7.66,21,0,7,7,144.690000,20.67,20.67,0,0,96.46,96.46,1.51,0,0,1,0,0,2,0.3,0,1,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,23.420000,23.420000,208.240000,0.000000,99.950000,67.160000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

76,18:45-19:00,271.290000,5.060000,0,96.46,9.76,0,7.66,24,0,8,8,144.690000,22,22,0,0,96.46,96.46,0,0,0,0,0,0,1,0,0,0,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,23.420000,23.420000,208.240000,0.000000,99.950000,86.130000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

77,19:00-19:15,271.290000,4.980000,0,96.46,9.4,0,8,26.56,0,8.85,8.85,144.690000,24.33,24.33,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,47.270000,48.230000,0.000000,0.000000,26.030000,26.030000,208.240000,0.000000,99.950000,86.130000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

78,19:15-19:30,271.290000,4.980000,0,96.46,9.06,0,8.34,27.15,0,9.04,9.05,144.690000,26,26,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,57.860000,48.230000,0.000000,0.000000,26.030000,26.030000,208.240000,0.000000,99.950000,86.130000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

79,19:30-19:45,271.290000,4.980000,0,96.46,13.36,0,7.34,25.01,0,8.33,8.34,144.690000,19,19,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,57.860000,48.230000,0.950000,0.000000,26.030000,26.030000,208.240000,0.000000,99.950000,86.130000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

80,19:45-20:00,271.290000,4.980000,0,96.46,13.04,0,7.34,26,0,8.66,8.67,144.690000,20.33,20.33,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,47.270000,48.230000,0.950000,0.000000,26.030000,26.030000,208.240000,0.000000,99.950000,86.130000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

81,20:00-20:15,271.290000,4.980000,0,96.46,12.7,0,7.34,22,0,7.34,7.33,144.690000,16.33,16.33,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,208.240000,0.000000,99.950000,77.470000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

82,20:15-20:30,271.290000,4.980000,0,96.46,12.24,0,7.34,23,0,7.66,7.67,144.690000,17,17,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,206.360000,0.000000,77.170000,58.490000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

83,20:30-20:45,271.290000,4.980000,0,96.46,12.02,0,7.34,25,0,8.34,8.33,144.690000,17.67,17.67,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,174.360000,0.000000,53.050000,58.490000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

84,20:45-21:00,271.290000,4.980000,0,96.46,11.7,0,7.34,27.5,0,9.16,9.17,144.690000,18.33,18.33,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,35.170000,48.230000,0.000000,0.000000,26.030000,26.030000,169.630000,0.000000,53.050000,58.490000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

85,21:00-21:15,271.290000,4.980000,0,96.46,11.29,0,7.34,30,0,10,10,144.690000,18.67,18.67,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,35.170000,48.230000,1.030000,0.000000,26.030000,26.030000,165.780000,0.000000,53.050000,58.490000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

86,21:15-21:30,271.290000,4.980000,0,96.46,10.87,0,7.34,31.5,0,10.5,10.5,144.690000,19,19,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,35.170000,48.230000,1.030000,0.000000,26.030000,26.030000,150.340000,0.000000,53.050000,58.490000,0.000000,96.460000,0.000000,1.320000,25.080000,0.000000,0.000000

87,21:30-21:45,271.290000,4.980000,0,96.46,7.41,0,8.66,32.69,0,10.9,10.9,144.690000,21.33,21.33,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,35.170000,48.230000,1.030000,0.000000,26.030000,26.030000,159.990000,0.000000,53.050000,58.490000,0.000000,0.000000,0.000000,1.320000,25.080000,0.000000,0.000000

88,21:45-22:00,271.290000,4.980000,0,96.46,7.41,0,9,33.57,0,11.19,11.19,144.690000,22,22,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,35.170000,48.230000,1.030000,0.000000,26.030000,26.030000,150.340000,0.000000,53.050000,58.490000,0.000000,0.000000,0.000000,1.320000,25.080000,0.000000,0.000000

89,22:00-22:15,271.290000,4.980000,0,96.46,7.41,0,7.34,24,0,8,8,144.690000,20.67,20.67,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.990000,0.000000,26.030000,26.030000,159.990000,32.830000,53.050000,58.490000,0.000000,0.000000,0.000000,1.240000,24.120000,76.680000,0.000000

90,22:15-22:30,271.290000,4.980000,0,96.46,7.41,0,7.34,24,0,8,8,144.690000,21.33,21.33,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.990000,0.000000,26.030000,26.030000,150.340000,32.830000,53.050000,58.490000,0.000000,0.000000,0.000000,1.240000,24.120000,76.680000,0.000000

91,22:30-22:45,271.290000,4.980000,0,96.46,7.41,0,7.34,24,0,8,8,144.690000,22.67,22.67,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.990000,0.000000,26.030000,26.030000,150.340000,32.830000,53.050000,58.490000,0.000000,0.000000,0.000000,1.240000,24.120000,76.680000,0.000000

92,22:45-23:00,271.290000,4.980000,0,96.46,7.41,0,7.34,24,0,8,8,144.690000,22,22,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.990000,0.000000,26.030000,26.030000,150.340000,32.830000,53.050000,58.490000,0.000000,0.000000,0.000000,1.240000,24.120000,76.680000,0.000000

93,23:00-23:15,231.500000,4.980000,0,96.46,7.41,0,7.34,24,0,8,8,144.690000,21.33,21.33,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,150.340000,32.830000,53.050000,58.490000,0.000000,0.000000,0.000000,1.240000,24.120000,76.680000,0.000000

94,23:15-23:30,192.920000,4.980000,0,96.46,7.41,0,7.34,24,0,8,8,144.690000,20.67,20.67,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,150.340000,32.830000,53.050000,58.490000,0.000000,0.000000,0.000000,1.240000,24.120000,76.680000,0.000000

95,23:30-23:45,149.200000,4.980000,0,96.46,7.41,0,7.34,24,0,8,8,144.690000,19.67,19.67,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,150.340000,32.830000,53.050000,58.490000,0.000000,0.000000,0.000000,1.240000,24.120000,76.680000,0.000000

96,23:45-24:00,149.200000,4.980000,0,96.46,7.41,0,7.34,24,0,8,8,144.690000,18.67,18.67,0,0,96.46,96.46,0,0,0,0,0,0,0,0,0,0,0.000000,98.400000,35.170000,48.230000,0.950000,0.000000,26.030000,26.030000,150.340000,32.830000,53.050000,58.490000,0.000000,0.000000,0.000000,1.240000,24.120000,76.680000,0.000000

