Block,Time,KHSTPP-II,SASAN,KHSTPP-I,KUDGI,TALA,BRBCL,FSTPP I & II,BSIUL,NAPP,ANTA_CRF,UNCHAHAR1,AURY_CRF,AURY_LF,RIHAND3,AURY_RF,UNCHAHAR4,RAPPC,PARBATI3,TANAKPUR,JHAJJAR,CHAMERA3,URI,RAMPUR,SINGRAULI,NJPC,DHAULIGNGA,KOTESHWR,DADRI_CRF,DULHASTI,UNCHAHAR2,TANDA2,DADRT2,AURY_GF,KISHANGANGA,DADRI_LF,RAPPB,TEHRI,ANTA_RF,RIHAND1,RIHAND2,SEWA2,SALAL,CHAMERA2,DADRI_RF,CHAMERA1,SINGRAULI_HYDRO,KOLDAM,ANTA_GF,DADRI_GF,URI2,ANTA_LF,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,94.937436,325.822500,38.243742,90.51,24.125346,13.792670,9.009596,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,7.420064,114.079744,0.000000,45.829469,0.000000,134.489874,147.648759,35.325627,7.615075,0.000000,15.854185,23.174717,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,20.435587,0.000000,88.816800,114.037875,15.257228,82.003200,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.167746,0.000000,12.246639,0,0,0,0,0

7,01:30-01:45,82.408089,325.822500,38.243742,90.51,24.125346,13.792670,9.009596,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,7.420064,114.079744,0.000000,45.829469,0.000000,99.918900,147.648759,35.325627,7.615075,0.000000,15.854185,23.174717,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,20.435587,0.000000,88.816800,114.037875,15.257228,82.003200,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.167746,0.000000,12.246639,0,0,0,0,0

8,01:45-02:00,82.408089,325.822500,38.243742,90.51,24.125346,13.792670,9.009596,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,7.420064,114.079744,0.000000,50.092675,0.000000,98.470800,147.648759,35.325627,7.615075,0.000000,15.854185,23.174717,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,20.435587,0.000000,88.816800,114.037875,15.257228,82.003200,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.167746,0.000000,12.246639,0,0,0,0,0

9,02:00-02:15,94.937436,330.166800,41.019846,90.51,24.125346,13.792670,11.406201,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,7.420064,114.079744,0.000000,50.092675,0.000000,98.470800,147.648759,35.325627,5.711306,0.000000,15.854185,28.742275,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,10.217794,0.000000,88.816800,114.037875,15.257228,82.003200,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.167746,0.000000,12.246639,0,0,0,0,0

10,02:15-02:30,94.937436,330.166800,41.019846,90.51,24.125346,13.792670,11.406201,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,7.420064,114.079744,0.000000,45.829469,0.000000,99.918900,147.648759,35.325627,5.711306,0.000000,15.854185,28.742275,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,10.217794,0.000000,88.816800,114.037875,15.257228,82.003200,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.167746,0.000000,12.246639,0,0,0,0,0

11,02:30-02:45,94.937436,330.166800,41.019846,90.51,24.125346,13.792670,11.406201,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.556875,147.648759,35.325627,5.711306,0.000000,32.203813,28.539541,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,10.217794,0.000000,88.816800,114.037875,15.257228,82.003200,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.167746,0.000000,12.385592,0,0,0,0,0

12,02:45-03:00,94.937436,330.166800,41.019846,90.51,24.125346,13.792670,11.406201,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.556875,147.648759,35.325627,5.711306,0.000000,32.203813,28.539541,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,10.217794,0.000000,88.816800,114.037875,15.257228,82.003200,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.167746,0.000000,12.385592,0,0,0,0,0

13,03:00-03:15,85.304289,330.166800,36.914482,45.37,24.125346,13.792670,8.512608,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,25.707785,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,10.217794,0.000000,88.816800,114.037875,15.257228,79.647431,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,12.385592,0,0,0,0,0

14,03:15-03:30,85.304289,330.166800,36.914482,44.41,24.125346,13.792670,8.512608,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,22.807865,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,10.217794,0.000000,88.816800,114.037875,15.257228,79.647431,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,12.385592,0,0,0,0,0

15,03:30-03:45,85.304289,330.166800,11.584800,43.44,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,50.092675,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,12.818815,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,10.217794,0.000000,88.816800,114.037875,15.257228,79.647431,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,12.385592,0,0,0,0,0

16,03:45-04:00,85.304289,330.166800,11.584800,41.51,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,50.092675,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,12.386082,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,10.217794,0.000000,88.816800,114.037875,15.257228,79.647431,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,12.385592,0,0,0,0,0

17,04:00-04:15,85.304289,357.892044,11.584800,41.51,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,12.386082,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,79.647431,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,12.385592,0,0,0,0,0

18,04:15-04:30,85.304289,369.265500,11.584800,40.55,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,12.386082,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,79.647431,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,12.385592,0,0,0,0,0

19,04:30-04:45,85.304289,374.695875,11.584800,39.58,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,18.734723,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,79.647431,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,12.309955,0,0,0,0,0

20,04:45-05:00,85.304289,380.126250,11.584800,38.62,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,18.734723,0.000000,173.772000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,79.647431,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,12.309955,0,0,0,0,0

21,05:00-05:15,85.304289,385.556625,11.584800,38.62,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,12.439298,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.534087,0,0,0,0,0

22,05:15-05:30,85.304289,393.159150,11.584800,36.69,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,12.439298,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.534087,0,0,0,0,0

23,05:30-05:45,85.304289,399.675600,11.584800,34.75,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,15.399440,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.534087,0,0,0,0,0

24,05:45-06:00,85.304289,399.675600,11.584800,33.79,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,15.399440,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.534087,0,0,0,0,0

25,06:00-06:15,85.304289,399.675600,11.584800,28.96,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,12.386082,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.534087,0,0,0,0,0

26,06:15-06:30,85.304289,399.675600,24.599937,29.93,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,50.092675,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,16.411800,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.534087,0,0,0,0,0

27,06:30-06:45,104.874724,399.675600,29.600709,31.86,24.125346,13.792670,9.518282,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,50.092675,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,23.602201,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.534087,0,0,0,0,0

28,06:45-07:00,105.256790,399.675600,29.600709,32.82,24.125346,13.792670,9.838681,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,46.447808,24.135000,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.534087,0,0,0,0,0

29,07:00-07:15,105.256790,399.675600,29.600709,40.55,24.125346,13.792670,9.838681,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,28.962000,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.178612,0,0,0,0,0

30,07:15-07:30,105.256790,399.675600,29.600709,41.51,24.125346,13.792670,9.838681,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,28.962000,0.000000,180.030943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,76.282046,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.178612,0,0,0,0,0

31,07:30-07:45,96.066182,399.675600,24.435819,41.51,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,25.029384,0.000000,179.471656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,75.160252,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.178612,0,0,0,0,0

32,07:45:08:00,96.066182,399.675600,24.435819,42.48,24.125346,13.792670,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,5.711306,0.000000,32.203813,23.970882,0.000000,179.471656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,75.160252,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.230256,0,0,0,0,0

33,08:00-08:15,83.261802,399.675600,24.435819,45.63,24.125346,15.842093,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,179.471656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,75.160252,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.230256,0,0,0,0,0

34,08:15-08:30,67.982765,399.675600,24.435819,47.44,24.125346,18.036568,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,179.471656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,75.160252,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.230256,0,0,0,0,0

35,08:30-08:45,65.329487,399.675600,24.435819,49.78,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,7.420064,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,179.471656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,74.038457,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.230256,0,0,0,0,0

36,08:45:09:00,65.329487,399.675600,24.435819,50.20,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,7.420064,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,179.471656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,74.038457,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.230256,0,0,0,0,0

37,09:00:09:15,65.329487,399.675600,24.435819,49.78,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,3.710032,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,7.615075,0.000000,32.203813,21.993575,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,72.916662,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.230256,0,0,0,0,0

38,09:15-09:30,65.329487,399.675600,24.435819,49.78,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,3.710032,114.252412,0.000000,45.829469,0.000000,99.194850,147.648759,35.325627,7.615075,0.000000,32.203813,21.037016,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,72.916662,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.230256,0,0,0,0,0

39,09:30-09:45,65.329487,399.675600,24.435819,49.78,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,45.829469,0.000000,99.194850,0.000000,35.325627,7.615075,0.000000,32.203813,21.037016,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,69.551278,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.230256,0,0,0,0,0

40,09:45-10:00,65.329487,399.675600,24.435819,49.78,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,114.252412,0.000000,45.829469,0.000000,99.194850,0.000000,35.325627,7.615075,0.000000,32.203813,21.037016,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,69.551278,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.230256,0,0,0,0,0

41,10:00-10:15,65.329487,399.675600,24.435819,49.78,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,0.000000,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,69.551278,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.577214,0,0,0,0,0

42,10:15-10:30,65.329487,399.675600,24.435819,49.78,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.194850,0.000000,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,69.551278,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,30.793733,0.000000,13.577214,0,0,0,0,0

43,10:30-10:45,65.329487,399.675600,24.435819,49.78,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,11.130097,115.129977,0.000000,45.829469,0.000000,99.556875,0.000000,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,63.942304,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.557343,0.000000,13.577214,0,0,0,0,0

44,10:45-11:00,65.329487,399.675600,24.435819,49.78,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,7.420064,115.532966,0.000000,50.092675,0.000000,99.556875,0.000000,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,74.038457,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.557343,0.000000,16.016469,0,0,0,0,0

45,11:00-11:15,65.329487,401.847750,24.435819,63.72,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,9.893419,115.532966,0.000000,50.092675,0.000000,99.556875,0.000000,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,51.602561,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.557343,0.000000,16.016469,0,0,0,0,0

46,11:15-11:30,65.329487,401.847750,24.435819,65.65,26.963622,19.309738,6.942481,0.000000,27.735170,0.000000,0.000000,0.000000,0.000000,119.386794,0.000000,0.000000,49.003704,0.000000,9.893419,115.532966,0.000000,45.829469,0.000000,99.556875,0.000000,35.325627,7.615075,0.000000,32.203813,23.970882,0.000000,180.021972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.816800,114.037875,15.257228,51.602561,0.000000,0.000000,41.183964,0.960341,0.000000,0.000000,0.000000,31.557343,0.000000,16.016469,0,0,0,0,0

