Block,Time,SASAN,CHAMERA2,URI2,KISHANGANGA,NJPC,PARBATI3,AURY_GF,UNCHAHAR3,RIHAND2,DULHASTI,CHAMERA1,ANTA_LF,TANDA2,TANAKPUR,SEWA2,DADRI_LF,RAPPC,BSIUL,DADRT2,UNCHAHAR4,NAPP,TEHRI,DHAULIGNGA,AURY_RF,DADRI_CRF,AURY_LF,CHAMERA3,KOTESHWR,KOLDAM,SINGRAULI_HYDRO,SINGRAULI,URI,BRBCL,UNCHAHAR1,RIHAND3,RIHAND1,RAMPUR,ANTA_CRF,DADRI_RF,SALAL,JHAJJAR,ANTA_GF,RAPPB,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,UNCHAHAR2,ANTA_RF,DADRI_GF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,400.448672,46.816884,32.392463,5.367487,173.717757,4.123849,0.000000,26.678575,120.064014,57.122017,39.349489,0.000000,5.172163,1.731169,18.148236,0.000000,65.793651,12.589056,664.527914,2.982777,47.788440,40.304177,42.025433,19.306000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,144.784333,33.036427,19.305970,21.844739,126.048971,93.688102,6.511447,0.000000,50.194852,77.395823,249.327337,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,43.348365,19.306000,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,400.720162,46.816884,32.392463,5.367487,173.717757,4.123849,0.000000,26.678575,120.064014,57.122017,40.685542,0.000000,5.172163,1.731169,18.148236,0.000000,65.793651,12.589056,664.527914,2.982777,47.788440,40.304177,42.025433,19.306000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,144.784333,33.036427,19.305970,21.844739,126.048971,93.688102,6.511447,0.000000,50.194852,77.395823,249.327337,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,43.348365,19.306000,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,400.720162,46.816884,32.392463,5.367487,173.717757,4.123849,0.000000,26.678575,120.064014,57.122017,40.685542,0.000000,5.172163,1.731169,18.148236,0.000000,65.793651,12.589056,664.527914,2.982777,47.788440,40.304177,42.025433,19.306000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,144.784333,33.036427,18.690803,21.844739,126.048971,93.688102,6.511447,0.000000,40.542600,77.395823,249.327337,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,43.348365,19.306000,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,400.720162,46.816884,32.392463,5.367487,173.717757,4.123849,0.000000,26.678575,120.064014,57.122017,40.685542,0.000000,5.172163,1.731169,18.148236,0.000000,65.793651,12.589056,664.527914,2.982777,47.788440,40.304177,42.025433,19.306000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,144.784333,33.036427,15.125353,21.844739,126.048971,93.688102,6.511447,0.000000,40.542600,77.395823,249.327337,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,43.348365,19.306000,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,400.720162,46.816884,32.392463,5.367487,173.717757,4.123849,0.000000,26.678575,120.064014,57.122017,40.685542,0.000000,5.172163,1.731169,18.148236,0.000000,65.793651,12.589056,664.527914,2.982777,47.788440,40.304177,42.025433,2.925151,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,144.784333,33.036427,12.518758,21.844739,126.048971,93.688102,6.511447,0.000000,20.271300,77.395823,227.536848,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,43.348365,4.826500,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,400.720162,46.816884,32.392463,5.367487,173.717757,4.123849,0.000000,26.678575,120.064014,57.122017,40.685542,0.000000,5.172163,1.731169,18.148236,0.000000,65.793651,12.589056,664.527914,2.982777,47.788440,40.304177,42.025433,0.000000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,144.784333,33.036427,13.868193,21.844739,126.048971,93.688102,6.511447,0.000000,1.266956,77.395823,227.536848,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,43.348365,0.000000,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.678575,120.064014,57.122017,40.685542,0.000000,5.172163,1.731169,18.148236,0.000000,65.793651,12.589056,664.527914,2.982777,47.788440,40.304177,42.025433,0.000000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,144.784333,33.036427,13.190500,21.844739,126.048971,93.688102,6.511447,0.000000,0.000000,77.395823,227.536848,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,43.348365,0.000000,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.678575,120.064014,57.122017,40.685542,0.000000,5.172163,1.731169,18.148236,0.000000,65.793651,12.589056,664.527914,2.982777,47.788440,40.304177,42.025433,0.000000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,144.784333,33.036427,13.851553,21.844739,126.048971,93.688102,6.511447,0.000000,0.000000,77.395823,227.536848,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,43.348365,0.000000,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.048910,117.218503,57.122017,40.685542,0.000000,5.172163,9.150465,18.148236,0.000000,65.793651,12.589056,661.740758,2.045763,47.788440,40.304177,42.025433,0.000000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,139.573017,33.036427,12.514119,21.436224,122.885103,91.134166,6.511447,0.000000,0.000000,77.395823,243.225772,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,42.081385,0.000000,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.048910,117.218503,57.122017,40.685542,0.000000,5.172163,9.150465,18.148236,0.000000,65.793651,12.589056,662.029093,1.650663,47.788440,29.997384,42.025433,0.000000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,139.573017,33.036427,12.913070,21.436224,122.885103,91.134166,6.511447,0.000000,0.000000,77.395823,243.225772,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,42.081385,0.000000,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.048910,117.218503,57.122017,40.685542,0.000000,5.172163,9.150465,18.148236,0.000000,65.793651,12.589056,662.029093,1.650663,47.788440,29.997384,42.025433,0.000000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,139.573017,33.036427,11.159137,21.436224,122.885103,91.134166,6.511447,0.000000,0.000000,77.395823,243.225772,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,42.081385,0.000000,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.048910,117.218503,57.122017,40.685542,0.000000,5.172163,2.967718,18.148236,0.000000,65.793651,12.589056,662.029093,1.650663,47.788440,29.997384,42.025433,0.000000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,139.573017,33.036427,11.372631,21.436224,122.885103,91.134166,6.511447,0.000000,0.000000,77.395823,243.225772,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,42.081385,0.000000,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.048910,115.427871,57.122017,40.685542,0.000000,5.172163,2.967718,18.148236,0.000000,65.793651,12.589056,591.989162,1.650663,47.788440,19.998256,42.025433,0.000000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,135.478697,33.036427,12.148447,21.436224,120.814728,89.631966,6.511447,0.000000,0.000000,77.395823,221.435283,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,42.081385,0.000000,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.048910,115.427871,57.122017,40.685542,0.000000,5.172163,2.967718,18.148236,0.000000,65.793651,12.589056,590.412713,1.650663,47.788440,19.998256,42.025433,0.000000,0.000000,0.000000,33.622609,26.707451,8.952967,0.758886,135.478697,33.036427,11.658028,21.436224,120.814728,89.631966,6.511447,0.000000,0.000000,77.395823,221.435283,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,42.081385,0.000000,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.048910,115.427871,57.122017,40.685542,0.000000,5.172163,2.967718,18.148236,0.000000,65.793651,12.589056,590.412713,1.650663,47.788440,19.998256,42.025433,0.000000,0.000000,0.000000,33.622609,20.030589,8.952967,0.758886,135.478697,33.036427,12.073518,21.436224,120.814728,89.631966,6.511447,0.000000,0.000000,77.395823,221.435283,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,42.081385,0.000000,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.048910,115.427871,57.122017,40.685542,0.000000,5.172163,2.967718,18.148236,0.000000,65.793651,12.589056,590.412713,1.650663,47.788440,19.998256,31.446156,0.000000,0.000000,0.000000,33.622609,20.030589,8.952967,0.758886,135.478697,33.036427,13.482150,21.436224,120.814728,89.631966,6.511447,0.000000,0.000000,77.395823,221.435283,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,42.081385,0.000000,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,400.720162,46.816884,33.163713,5.367487,173.717757,4.123849,0.000000,26.048910,115.427871,57.122017,40.685542,0.000000,5.172163,2.967718,18.148236,0.000000,65.793651,12.589056,590.412713,1.650663,47.788440,9.999128,31.446156,0.000000,0.000000,0.000000,33.622609,20.030589,8.952967,0.758886,135.478697,33.036427,15.852259,21.436224,120.814728,89.631966,6.511447,0.000000,0.000000,77.395823,221.435283,0.000000,0.000000,42.772443,143.153990,11.805619,0.000000,42.081385,0.000000,0.000000,0.000000,0,0,0,0,0

