Block,Time,KOLDAM,NJPC,RIHAND2,URI2,DHAULIGNGA,JHAJJAR,NNTPP,SIMHST1,ANTA_LF,AURY_RF,DADRI_GF,DADRI_RF,CHAMERA1,CHAMERA3,DADRT2,FSTPP I & II,KHSTPP-II,RAPPB,RIHAND1,RSTPSU1TO6,TANDA2,TEHRI,VALLURNTECL,ANTA_CRF,KKNP,NTPL,SEWA2,TelanganaSTPP,UNCHAHAR3,BSIUL,KKNPPU2,KUDGI,NAPP,NLCEXP,NLCIIST2,RIHAND3,SIMHST2,TALA,URI,AURY_LF,DADRI_CRF,BRBCL,CHAMERA2,KGSU1AND2,KGSU3AND4,KHSTPP-I,KOTESHWR,NLCTS2EXP,PARBATI3,RAMPUR,SINGRAULI,SINGRAULI_HYDRO,TALST2,AURY_GF,SALAL,UNCHAHAR1,UNCHAHAR2,ANTA_RF,DADRI_LF,DULHASTI,KISHANGANGA,MAPS,NLCIIST1,RAPPC,RSTPSU7,SASAN,TANAKPUR,UNCHAHAR4,ANTA_GF,AURY_CRF
66,16:15-16:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,44.42,0,42.32,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

67,16:30-16:45,0,18.94,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,44.42,0,42.32,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

68,16:45-17:00,0,41.67,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,83.8,0,0,44.42,0,42.32,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

69,17:00-17:15,0,62.51,118.76,4.31,7.92,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,87.8,0,0,59.22,0,42.63,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,26.62,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

70,17:15-17:30,0,83.33,118.76,4.31,16.11,434.65,0,0,0,0,0,0,13.24,1.91,683.14,18.76,148.3,0,92,0,0,59.22,0,42.95,0,0,0,0,26.4,2.2,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,3.74,0,0,33.69,26.62,0,0,0,139.69,0.56,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

71,17:30-17:45,0,116.95,118.76,4.31,27.41,434.65,0,0,0,0,0,0,24.09,19.38,683.14,18.76,148.3,0,92,0,0,59.22,0,43.47,0,0,7.9,0,26.4,13.04,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,39.51,0,0,33.69,39.05,0,0,0,139.69,0,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

72,17:45-18:00,0,116.95,118.76,4.31,27.41,434.65,0,0,0,0,0,0,24.09,19.38,683.14,18.76,148.3,0,92,0,0,59.22,0,43.47,0,0,7.9,0,26.4,13.04,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,39.51,0,0,33.69,39.05,0,0,0,139.69,0,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

73,18:00-18:15,0,116.95,118.76,4.31,27.41,434.65,0,0,0,0,0,0,24.09,19.38,682.79,18.76,148.3,0,92,0,0,59.22,0,43.47,0,0,7.9,0,26.4,13.04,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,39.51,0,0,33.69,39.05,0,0,0,139.69,0,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

74,18:15-18:30,0,113.64,118.76,4.31,27.41,434.65,0,0,0,0,0,0,13.24,19.38,682.79,18.76,148.3,0,92,0,0,59.22,0,43.47,0,0,7.9,0,26.4,13.04,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,39.51,0,0,33.69,39.05,0,0,0,139.69,0,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

75,18:30-18:45,0,113.64,118.76,4.31,18.1,434.65,0,0,0,0,0,0,0,19.38,682.79,18.76,148.3,0,92,0,0,59.22,0,43.68,0,0,7.9,0,26.4,13.04,0,0,44,0,0,60.68,0,0,4.41,0,92.62,20,39.51,0,0,33.69,39.05,0,0,0,139.69,0,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

76,18:45-19:00,0,83.43,118.76,4.31,7.92,434.65,0,0,0,0,0,0,0,19.38,682.79,18.76,148.3,0,92,0,0,59.22,0,43.68,0,0,7.9,0,26.4,13.04,0,0,44,0,0,60.68,0,0,4.41,0,92.62,20,39.51,0,0,33.69,39.05,0,0,0,139.69,0,0,0,1.4,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

77,19:00-19:15,0,62.51,118.76,4.31,0,434.65,0,0,0,0,0,0,0,1.27,682.79,18.76,148.3,0,92,0,0,44.42,0,43.68,0,0,0,0,26.4,6.52,0,0,44,0,0,60.68,0,0,2.21,0,92.62,20,2.66,0,0,33.69,26.62,0,3.82,0,139.69,0,0,0,9.29,10.28,42.39,0,0,32.96,0,0,0,53.93,0,418.77,0,0,0,70.59

78,19:15-19:30,0,41.67,118.76,10.76,0,434.65,0,0,0,0,0,0,0,0,682.79,18.76,148.3,0,92,0,0,44.42,0,43.68,0,0,0,0,26.4,6.52,0,0,44,0,0,60.68,0,0,2.21,0,92.62,20,0,0,0,33.69,26.62,0,16.54,0,139.69,0,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

79,19:30-19:45,0,18.94,118.76,10.76,0,434.65,0,0,0,0,0,0,0,0,682.79,18.76,148.3,0,92,0,0,44.42,0,43.79,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,8.83,0,92.62,20,0,0,0,33.69,26.62,0,16.54,0,139.69,0,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

80,19:45-20:00,0,0,118.76,10.76,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,44.42,0,43.79,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,0,0,0,33.69,26.62,0,16.54,0,139.69,0,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

81,20:00-20:15,0,0,118.76,10.76,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,43.79,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,0,0,0,33.69,26.62,0,16.54,0,139.69,0,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

82,20:15-20:30,0,0,118.76,10.76,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,43.79,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,0,0,0,33.69,26.62,0,16.54,0,139.69,0,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

83,20:30-20:45,0,0,118.76,10.76,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,43.79,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,0,0,0,33.69,17.75,0,16.54,0,139.69,0,0,0,41.83,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

84,20:45-21:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,43.79,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,0,0,0,33.69,17.75,0,3.57,0,139.69,0,0,0,9.29,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

85,21:00-21:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,43.89,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,26.49,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

86,21:15-21:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,43.89,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,15.45,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

87,21:30-21:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,43.89,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,15.45,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

88,21:45-22:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,43.89,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,15.45,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

89,22:00-22:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,29.61,0,43.99,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,15.45,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

90,22:15-22:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.8,0,44.21,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,15.45,0,92.62,20,0,0,0,33.69,17.75,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

91,22:30-22:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.8,0,44.21,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,3.31,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

92,22:45-23:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.8,0,44.21,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,3.31,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,16.48,0,0,0,53.93,0,418.77,0,0,0,70.59

93,23:00-23:15,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.8,0,44.21,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

94,23:15-23:30,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.8,0,44.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

95,23:30-23:45,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.8,0,44.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

96,23:45-24:00,0,0,118.76,4.31,0,434.65,0,0,0,0,0,0,0,0,683.14,18.76,148.3,0,92,0,0,14.8,0,44.42,0,0,0,0,26.4,0,0,0,44,0,0,60.68,0,0,1.11,0,92.62,20,0,0,0,33.69,8.87,0,0,0,139.69,0.38,0,0,1.4,10.28,42.39,0,0,0,0,0,0,53.93,0,418.77,0,0,0,70.59

