Block,Time,NR/25112023/25112023/HPX-TAMCTG-241123-05282,NR/01102023/15082037/GNA_NR_2012_01,NR/01112023/30112023/HP-09,NR/03112023/30112023/IEX-231101-05680,NR/25112023/25112023/IEX_231124_05744,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/25112023/25112023/HPX-TAMCTG-241123-05283,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25122043/GNA_MEJA_DELHI,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01112023/30112023/HP-10,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15
6,01:15-01:30,0.000000,48.200000,76.640000,48.200000,0.000000,1.630000,31.820000,0.000000,25.470000,24.100000,96.410000,0.000000,26.020000,2.000000,1.610000,0.000000,71.730000,144.62,0.000000,8.42,0.000000,48.200000,192.820000,110.870000,98.350000,0,0,0,13.56,68.96,0,45.68,45.68,22.99,0,0,0,0,0,22.97,0,0,0,0,0

7,01:30-01:45,0.000000,48.200000,76.640000,48.200000,0.000000,1.630000,31.820000,0.000000,25.470000,24.100000,96.410000,0.000000,26.020000,2.000000,1.610000,0.000000,71.730000,144.62,0.000000,8.17,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,13.23,67.94,0,44.66,44.66,22.65,0,0,0,0,0,22.63,0,0,0,0,0

8,01:45-02:00,0.000000,48.200000,76.640000,48.200000,0.000000,1.630000,31.820000,0.000000,25.470000,24.100000,96.410000,0.000000,26.020000,2.000000,1.610000,0.000000,71.730000,144.62,0.000000,8.15,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,7.44,66.96,0,44.3,44.3,22.32,0,0,0,0,0,22.32,0,0,0,0,0

9,02:00-02:15,0.000000,48.200000,76.640000,48.200000,0.000000,1.630000,31.820000,0.000000,25.470000,24.100000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,7.73,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,7.73,66.39,0,43.42,43.42,22.13,0,0,0,0,0,22.13,0,0,0,0,0

10,02:15-02:30,0.000000,48.200000,76.640000,48.200000,0.000000,1.630000,31.820000,0.000000,25.470000,24.100000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,7.7,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,7.77,45.71,0,43.02,43.02,15.24,0,0,0,0,0,15.23,0,0,0,0,0

11,02:30-02:45,0.000000,48.200000,76.640000,48.200000,0.000000,1.170000,31.820000,0.000000,26.020000,24.100000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,7.54,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,8.04,37.4,0,38.35,38.35,12.47,0,0,0,0,0,12.46,0,0,0,0,0

12,02:45-03:00,0.000000,48.200000,76.640000,48.200000,0.000000,1.170000,31.820000,0.000000,26.020000,24.100000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,7.21,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,7.88,37.61,0,37.91,37.91,12.54,0,0,0,0,0,12.54,0,0,0,0,0

13,03:00-03:15,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,24.100000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,10.4,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,7.99,37.81,0,37.73,37.73,12.6,0,0,0,0,0,12.6,0,0,0,0,0

14,03:15-03:30,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,23.140000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,10.16,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,7.97,37.32,0,37.31,37.31,12.44,0,0,0,0,0,12.44,0,0,0,0,0

15,03:30-03:45,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,23.140000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,10.09,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,8.04,36.56,0,36.72,36.72,12.18,0,0,0,0,0,12.19,0,0,0,0,0

16,03:45-04:00,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,23.140000,96.410000,0.000000,26.020000,2.040000,1.610000,0.000000,71.730000,144.62,0.000000,9.96,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,8.14,35.78,0,36.42,36.42,11.93,0,0,0,0,0,11.92,0,0,0,0,0

17,04:00-04:15,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,23.140000,96.410000,0.000000,26.020000,2.040000,1.530000,0.000000,71.730000,144.62,0.000000,9.84,0.000000,48.200000,154.260000,110.870000,98.350000,0,0,0,8.34,60.16,0,35.7,35.7,20.05,0,0,0,0,0,20.06,0,0,0,0,0

18,04:15-04:30,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,23.140000,96.410000,0.000000,26.020000,2.040000,1.530000,0.000000,71.730000,144.62,0.000000,9.65,0.000000,48.200000,192.820000,110.870000,98.350000,0,0,0,8.47,59.83,0,35.63,35.63,19.94,0,0,0,0,0,19.94,0,0,0,0,0

19,04:30-04:45,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,24.100000,96.410000,0.000000,26.020000,2.040000,1.530000,0.000000,71.730000,144.62,0.000000,11.17,0.000000,48.200000,231.380000,110.870000,98.350000,0,0,0,8.59,58.64,0,35.48,35.48,19.55,0,0,0,0,0,19.54,0,0,0,0,0

20,04:45-05:00,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,24.100000,96.410000,0.000000,26.020000,2.040000,1.530000,0.000000,71.730000,144.62,0.000000,11.14,0.000000,48.200000,271.150000,106.050000,98.350000,0,0,0,8.84,59.53,0,35.37,35.37,19.84,0,0,0,0,0,19.86,0,0,0,0,0

21,05:00-05:15,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,24.100000,96.410000,0.000000,26.020000,2.040000,1.530000,0.000000,71.730000,144.62,0.000000,11.03,0.000000,48.200000,271.150000,154.260000,98.350000,0,0,0,11.1,60.91,0,42.57,42.57,20.3,0,0,0,0,0,20.31,0,0,0,0,0

22,05:15-05:30,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,31.820000,0.000000,26.020000,24.100000,96.410000,0.000000,26.020000,2.040000,1.530000,0.000000,71.730000,144.62,0.000000,10.97,0.000000,48.200000,271.150000,202.460000,98.350000,0,0,0,11.46,59.95,0,42.06,42.06,19.98,0,0,0,0,0,19.99,0,0,0,0,0

23,05:30-05:45,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,55.920000,0.000000,26.020000,24.100000,96.410000,0.000000,26.020000,2.040000,1.530000,0.000000,80.410000,144.62,0.000000,10.87,0.000000,48.200000,271.150000,250.670000,98.350000,0,0,0,11.66,59.48,0,41.94,41.94,19.83,0,0,0,0,0,19.82,0,0,0,0,0

24,05:45-06:00,0.000000,48.200000,76.640000,48.200000,0.000000,1.480000,74.520000,0.000000,26.020000,24.100000,96.410000,0.000000,26.020000,2.040000,1.530000,0.000000,89.080000,144.62,0.000000,10.67,0.000000,48.200000,271.150000,260.890000,98.350000,0,0,0,11.79,58.53,0,41.17,41.17,19.51,0,0,0,0,0,19.51,0,0,0,0,0

25,06:00-06:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,0.000000,25.470000,24.100000,96.410000,0.000000,30.850000,2.040000,1.530000,0.000000,86.770000,144.62,0.000000,10.31,0.000000,48.200000,271.150000,260.890000,176.100000,0,0,0,8.51,46.12,0,35.22,35.22,15.38,0,0,0,0,0.16,15.37,0,0,0,0,0

26,06:15-06:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,68.000000,0.000000,25.470000,24.100000,96.410000,0.000000,30.850000,2.040000,1.530000,0.000000,67.490000,144.62,0.000000,10.2,0.000000,48.200000,271.150000,243.830000,176.100000,0,0,0,8.46,44.13,0,34.44,34.44,14.71,2.04,0,0,0,0.32,14.72,0,1,0,0,0

27,06:30-06:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,0.000000,25.470000,24.100000,96.410000,0.000000,30.850000,2.040000,1.530000,0.000000,67.490000,144.62,0.000000,9.8,0.000000,48.200000,271.150000,260.890000,176.100000,0,0,0,8.56,36.57,0,33.77,33.77,12.19,5.85,0,0,0,3.63,12.19,0,3,0,0,0

28,06:45-07:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,0.000000,25.470000,24.100000,96.410000,0.000000,30.850000,2.040000,1.530000,0.000000,67.490000,144.62,0.000000,9.65,0.000000,48.200000,271.150000,260.890000,176.100000,0,1.614682,0,8.58,34.35,0,32.55,32.55,11.45,13.04,0,0,0,9.13,11.45,0,10,0,0,0

29,07:00-07:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,0.020000,25.470000,23.140000,96.410000,0.020000,30.850000,2.000000,1.530000,0.020000,96.410000,144.62,0.000000,9.94,0.000000,48.200000,271.150000,260.890000,176.100000,0,7.742692,0.3,8.53,32.47,0,31.22,31.22,10.82,22.31,0,0.02,0,17.47,10.83,0.7,17,0,0,0.5

30,07:15-07:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,0.180000,23.300000,23.140000,96.410000,0.170000,30.850000,2.000000,1.530000,0.170000,117.620000,144.62,0.000000,10.07,0.000000,48.200000,271.150000,260.890000,176.100000,0,14.911491,0.9,8.58,31.78,0.63,30.94,30.94,10.59,26.85,0,3.16,1,26.85,10.6,2.1,26.85,0,0.31,1

31,07:30-07:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,0.550000,23.300000,22.170000,96.410000,0.540000,30.850000,2.000000,1.530000,0.540000,117.620000,144.62,0.000000,10.86,0.000000,48.200000,271.150000,260.890000,176.100000,1,22.265103,3,8.8,31.09,2.15,30.92,30.92,10.36,27.51,0,10.75,3,27.52,10.37,7,27.52,0,1.53,1.72

32,07:45:08:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,1.150000,23.300000,22.170000,96.410000,1.120000,30.850000,2.000000,1.530000,1.120000,117.620000,144.62,0.000000,10.72,0.000000,48.200000,271.150000,260.890000,176.100000,3,31.009676,6,9.03,30.73,4.3,30.61,30.61,10.24,27.69,0,21.52,5,27.68,10.25,15,27.68,0,7.65,3.13

33,08:00-08:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,1.960000,25.470000,21.210000,96.410000,1.910000,30.850000,2.000000,1.530000,1.910000,117.620000,144.62,0.000000,16.98,0.000000,48.200000,271.150000,260.890000,176.100000,5,41.038213,10,8.99,29.47,8.59,30.51,30.51,9.82,30.21,0,42.94,9,30.22,9.82,25,30.22,0,14.74,7

34,08:15-08:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,2.980000,25.470000,21.210000,96.410000,2.910000,30.850000,2.000000,1.530000,2.910000,117.620000,144.62,0.000000,16.52,0.000000,48.200000,271.150000,260.890000,176.100000,7,51.611462,16,8.8,28.83,10.88,30.43,30.43,9.61,30.21,0,54.4,13,30.22,9.62,37,30.22,0,21.83,10

35,08:30-08:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,4.210000,25.470000,21.210000,96.410000,4.110000,30.850000,2.000000,1.530000,4.110000,117.620000,144.62,0.000000,15.73,0.000000,48.200000,271.150000,260.890000,176.100000,9,61.834539,21,8.9,28.2,13.17,30.33,30.33,9.4,30.71,0,65.88,18,30.72,9.41,49,30.72,0,28.91,13

36,08:45:09:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,5.320000,25.470000,21.210000,96.410000,5.200000,30.850000,2.000000,1.530000,5.200000,96.410000,144.62,0.000000,14.7,0.000000,48.200000,271.150000,260.890000,176.100000,11,71.775533,25,9.08,26.94,15.47,30.31,30.31,8.98,30.71,0,77.34,23,30.72,8.99,60,30.72,0,35.31,16

37,09:00:09:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,6.470000,25.470000,21.210000,96.410000,6.300000,30.850000,2.000000,1.530000,6.300000,96.410000,144.62,0.000000,14.15,0.000000,48.200000,271.150000,260.890000,176.100000,14,75.024351,30,9.18,25.27,19.4,39.67,39.67,8.42,30.71,0,97.01,28,30.72,8.44,70,30.72,0,41.86,19

38,09:15-09:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,7.520000,25.470000,21.210000,96.410000,7.330000,30.850000,2.000000,1.530000,7.330000,117.620000,144.62,0.000000,13.4,0.000000,48.200000,271.150000,260.890000,176.100000,16,83.963464,34,9.06,25.23,23.34,39.16,39.16,8.41,30.81,0,116.68,31,30.82,8.4,81,30.82,0,47.36,23

39,09:30-09:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,8.410000,25.470000,21.210000,96.410000,8.210000,30.850000,2.000000,1.530000,8.210000,117.620000,144.62,0.000000,12.53,0.000000,48.200000,271.150000,260.890000,176.100000,17,92.318957,43,8.92,25.16,28.29,42.88,42.88,8.39,32,0,141.43,35,32,8.38,102,32,0,52.25,26

40,09:45-10:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,9.310000,25.470000,21.210000,96.410000,9.080000,30.850000,2.000000,1.530000,9.080000,117.620000,144.62,0.000000,11.71,0.000000,48.200000,271.150000,260.890000,176.100000,18,100.100557,48,8.88,25.1,30.86,42.4,42.4,8.37,32,0,154.33,37,32,8.37,112,32,0,57.29,29

41,10:00-10:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,10.130000,25.470000,21.210000,96.410000,9.890000,30.850000,2.000000,1.530000,9.890000,117.620000,144.62,0.000000,10.84,0.000000,48.200000,271.150000,260.890000,176.100000,20,107.074816,46,8.9,24.68,33.57,40.82,40.82,8.23,32,0,167.85,39,32,8.23,109,32,0,61.59,32

42,10:15-10:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,10.800000,25.470000,21.210000,96.410000,10.530000,30.850000,2.000000,1.530000,10.530000,117.620000,144.62,0.000000,9.91,0.000000,48.200000,271.150000,260.890000,176.100000,21,112.988832,51,9.25,24.69,35.96,40.66,40.66,8.23,32,0,179.82,42,32,8.24,119,32,0,65.3,34

43,10:30-10:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,11.350000,25.470000,21.210000,96.410000,11.080000,30.850000,2.000000,1.460000,11.080000,117.620000,144.62,0.000000,8.99,0.000000,48.200000,271.150000,260.890000,176.100000,22,124.904407,52,9.77,24.77,39.52,33.48,33.48,8.26,32,0,197.61,44,32,8.26,123,32,0,68.6,36

44,10:45-11:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,11.910000,25.470000,22.170000,96.410000,11.610000,30.850000,2.000000,1.460000,11.610000,117.620000,144.62,0.000000,8.14,0.000000,48.200000,271.150000,260.890000,176.100000,23,128.697937,55,10.03,24.89,41.56,32.88,32.88,8.3,31.96,0,207.79,45,31.97,8.29,130,31.97,0,71.23,30.01

45,11:00-11:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,12.350000,25.470000,22.170000,96.410000,12.050000,26.020000,2.000000,1.460000,12.050000,96.410000,144.62,0.000000,7.36,0.000000,48.200000,271.150000,260.890000,176.100000,37,131.70358,67,10.01,23.6,43.25,32.11,32.11,7.87,31.96,0,216.25,73,31.97,7.86,158,31.97,0,73.52,40

46,11:15-11:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,86.960000,12.630000,25.470000,22.170000,96.410000,12.320000,26.020000,2.000000,1.460000,12.320000,96.410000,144.62,0.000000,6.64,0.000000,48.200000,271.150000,260.890000,176.100000,39,134.13533,70,9.73,22.7,44.68,31.55,31.55,7.57,31.96,0,223.42,79,31.97,7.57,165,31.97,0,75.6,41

47,11:30-11:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,72.870000,12.900000,26.020000,22.170000,96.410000,12.590000,26.020000,2.000000,1.460000,12.590000,86.770000,144.62,0.000000,6.16,0.000000,48.200000,271.150000,260.890000,176.100000,41,135.818101,73,9.84,22.07,45.57,31.11,31.11,7.36,31.96,0,227.87,81,31.97,7.34,172,31.97,0,77.05,42

48,11:45-12:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.480000,63.230000,13.170000,26.020000,22.170000,96.410000,12.840000,26.020000,2.000000,1.460000,12.840000,67.490000,144.62,0.000000,5.68,0.000000,48.200000,271.150000,260.890000,176.100000,42,136.95616,76,10.01,21.44,45.57,30.66,30.66,7.15,31.96,0,227.87,85,31.97,7.15,179,31.97,0,77.94,42.5

49,12:00-12:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.550000,44.260000,13.240000,26.020000,22.170000,96.410000,12.910000,26.020000,2.040000,1.530000,12.910000,67.490000,144.62,0.000000,5.51,0.000000,48.200000,271.150000,249.090000,176.100000,43,138.70702,76,9.84,22.15,42.54,30.37,30.37,7.38,31.96,0,212.71,85,31.97,7.39,179,31.97,0,78.68,42.5

50,12:15-12:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.550000,44.260000,13.260000,26.020000,22.170000,96.410000,12.940000,26.020000,2.040000,1.530000,12.940000,67.490000,144.62,0.000000,5.43,0.000000,48.200000,271.150000,229.810000,176.100000,43,136.197454,76,9.84,22.89,42.87,30.22,30.22,7.63,31.96,0,214.38,86,31.97,7.62,179,31.97,0,79.37,42

51,12:30-12:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.550000,44.260000,13.200000,26.020000,21.210000,96.410000,12.870000,26.020000,2.040000,1.530000,12.870000,67.490000,144.62,0.000000,5.24,0.000000,48.200000,271.150000,200.890000,176.100000,43,133.64898,78,8.49,23.63,42.87,29.7,29.7,7.88,31.96,0,214.38,86,31.97,7.87,182,31.97,0,79.45,41

52,12:45-13:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.550000,44.260000,13.210000,26.020000,21.210000,96.410000,12.880000,26.020000,2.040000,1.530000,12.880000,67.490000,144.62,0.000000,5.09,0.000000,48.200000,271.150000,183.830000,176.100000,43,131.236684,78,8.55,24.81,42.87,29.66,29.66,8.27,31.96,0,214.38,85,31.97,8.27,182,31.97,0,79.08,40

53,13:00-13:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.550000,44.260000,12.850000,26.020000,21.210000,96.410000,12.540000,26.020000,2.040000,1.690000,12.540000,67.490000,144.62,0.000000,11.11,0.000000,48.200000,271.150000,145.270000,176.100000,41,128.367219,70.5,8.66,23.61,45.57,26.71,26.71,7.87,31.96,0,227.87,82,31.97,7.88,164.5,31.97,0,78,39

54,13:15-13:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.550000,44.260000,12.590000,26.020000,21.210000,96.410000,12.280000,26.020000,2.040000,1.690000,12.280000,67.490000,144.62,0.000000,11.05,0.000000,48.200000,271.150000,145.270000,176.100000,40,125.021131,69,8.73,22.84,45,27.07,27.07,7.61,31.96,0,225.01,79,31.97,7.62,161,31.97,0,76.58,38

55,13:30-13:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.550000,44.260000,12.340000,26.020000,21.210000,96.410000,12.030000,26.020000,2.040000,1.690000,12.030000,67.490000,144.62,0.000000,10.98,0.000000,48.200000,271.150000,145.270000,176.100000,38,122.803375,67.5,8.99,22.08,43.59,27.33,27.33,7.36,32.3,0,217.98,77,32.3,7.35,157.5,32.3,0,74.48,38.5

56,13:45-14:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.550000,44.260000,11.860000,26.020000,21.210000,96.410000,11.570000,26.020000,2.040000,1.690000,11.570000,67.490000,144.62,0.000000,10.87,0.000000,48.200000,271.150000,145.270000,176.100000,37,117.190896,66,9.18,21.34,42.26,27.48,27.48,7.11,32.3,0,211.29,74,32.3,7.13,154,32.3,0,72.74,36.5

57,14:00-14:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,44.260000,11.040000,26.020000,21.210000,96.410000,10.770000,26.020000,2.040000,1.690000,10.770000,67.490000,144.62,0.000000,10.71,0.000000,48.200000,271.150000,183.830000,176.100000,33,110.148548,63,10.84,20.23,40.7,27.88,27.88,6.74,32.3,0,203.51,67,32.3,6.74,147,32.3,0,69.42,34

58,14:15-14:30,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,44.260000,10.320000,26.020000,21.210000,96.410000,10.080000,26.020000,2.040000,1.690000,10.080000,67.490000,144.62,0.000000,10.3,0.000000,48.200000,271.150000,174.190000,176.100000,32,101.773601,60,10.99,19.95,38.69,28.27,28.27,6.65,32.46,0,193.43,65,32.47,6.66,140,32.47,0,65.93,31

59,14:30-14:45,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,44.260000,9.650000,25.470000,21.210000,96.410000,9.410000,30.850000,2.040000,1.690000,9.410000,67.490000,144.62,0.000000,9.9,0.000000,48.200000,271.150000,183.830000,176.100000,30,93.748826,54,11.03,17.33,36.55,28.99,28.99,5.78,32.46,0,182.73,59,32.47,5.77,126,32.47,0,62.67,27.5

60,14:45-15:00,0.000000,100.980000,0.000000,48.200000,0.000000,1.630000,44.260000,8.860000,25.470000,21.210000,96.410000,8.640000,30.850000,2.040000,1.690000,8.640000,67.490000,144.62,0.000000,9.5,0.000000,48.200000,271.150000,229.810000,176.100000,28,85.607327,49.5,11.08,14.77,34.16,29.47,29.47,4.92,32.46,0,170.81,57,32.47,4.93,115.5,32.47,0,58.23,25

61,15:00-15:15,0.000000,100.980000,0.000000,48.200000,0.000000,1.710000,44.260000,5.870000,25.470000,22.170000,96.410000,5.730000,30.850000,2.080000,1.690000,5.730000,67.490000,144.62,0.000000,11.11,0.000000,48.200000,271.150000,260.890000,176.100000,24,77.339377,43.2,11.12,16.15,26.04,30.34,30.34,5.38,32.66,0,130.18,48,32.67,5.38,100.8,32.67,0,53.46,22

