Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,KGSU1AND2,NTPL,MAPS,KGSU3AND4,KKNP,KKNPPU2,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,68.830275,130.580717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,9.960164,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,6.956102,34.831253,21.717709,50.162892,5.560434,48.499828,467.943799,9.222505,79.37622,0,1.4091,34.776,42.14808,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,17.0692,0,20,418.77

2,00:15-00:30,68.830275,130.580717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,9.960164,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,4.637402,34.831253,21.717709,50.162892,5.560434,48.499828,467.943799,9.222505,79.37622,0,1.4091,34.776,42.14808,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,17.7642,0,20,418.77

3,00:30-00:45,68.830275,130.580717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,4.637402,34.831253,21.717709,50.162892,5.560434,48.499828,467.943799,9.222505,79.37622,0,1.4091,34.776,42.14808,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,18.4592,0,20,418.77

4,00:45-01:00,68.830275,130.580717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,2.318701,34.831253,21.717709,50.162892,5.560434,48.499828,467.943799,9.222505,79.37622,0,1.4091,34.776,42.14808,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,19.1542,0,20,418.77

5,01:00-01:15,68.830275,130.580717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.415947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,467.943799,9.222505,79.37622,0,1.4091,34.776,42.14808,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,19.8492,0,20,418.77

6,01:15-01:30,68.830275,130.580717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,1.4091,34.776,42.14808,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20,418.77

7,01:30-01:45,68.830275,130.580717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,4.3554,34.776,42.14808,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20,418.77

8,01:45-02:00,68.830275,130.580717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,4.3554,34.776,42.14808,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20,418.77

9,02:00-02:15,68.830275,130.580717,124.384996,0,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,4.3554,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20,418.77

10,02:15-02:30,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,4.3554,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000011,418.77

11,02:30-02:45,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,4.3554,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20,411.75

12,02:45-03:00,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,4.3554,34.776,28.09872,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000011,411.75

13,03:00-03:15,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,5.6364,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000003,411.75

14,03:15-03:30,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,5.6364,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20,411.75

15,03:30-03:45,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,9.4794,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20,411.75

16,03:45-04:00,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,9.4794,34.776,28.09872,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20,411.75

17,04:00-04:15,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,9.4794,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000002,411.75

18,04:15-04:30,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,1.1529,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000002,411.75

19,04:30-04:45,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,0.6405,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000002,411.75

20,04:45-05:00,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,0.6405,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000002,411.75

21,05:00-05:15,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,1.873698,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,0.6405,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000002,411.75

22,05:15-05:30,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,2.318701,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,0.6405,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000002,411.75

23,05:30-05:45,68.830275,130.580717,124.384996,4.272091,2.1253,97.055943,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,22.453313,18.800617,688.715947,55.047339,59.175403,2.318701,34.831253,21.717709,50.162892,5.560434,48.499828,482.443799,9.222505,79.37622,0,0.6405,34.776,42.14808,19.5624,0,105.911988,0,0,0,81.591624,0,0,0,49.529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,46.39908,20.801072,0,20.000002,411.75

