Block,Time,LT-05,LT-59,L_NR_2012_04,L_NR_2019_11,L_NR_2023_04,SH-07,SH-06,L_NR_2012_01,LT-36,L_NR_2012_07,L_NR_2020_02,L_NR_2012_02,LT-35,LT-31,L_NR_2020_05,L_NR_2023_07,L_NR_2021_17,L_NR_2020_06,L_NR_2020_07,L_NR_2021_12,L_NR_2023_10,L_NR_2022_08,L_NR_2021_16,L_NR_2021_13,L_NR_2019_19,L_NR_2019_05,L_NR_2021_15,L_NR_2022_09,L_NR_2019_06,L_NR_2022_10,L_NR_2019_07,L_NR_2021_14,L_NR_2018_61
33,08:00-08:15,116.130000,10.390000,134.320000,10.780000,29.800000,30.970000,30.970000,101.370000,4.750000,56.130000,11.170000,201.640000,4.630000,4.630000,106.18,59.5,10.33,35.39,35.39,69.08,25.5,31.89,20.67,13.82,59.904,32.34,18.87,75.12,32.33,75.12,32.33,28.33,7.4

34,08:15-08:30,116.130000,10.390000,134.320000,10.780000,29.750000,30.970000,30.970000,101.370000,5.580000,56.130000,11.170000,201.640000,5.430000,5.430000,107.97,70,12.33,35.99,36,81.84,30,32.23,24.67,16.37,67.704,32.34,22.38,76.33,32.33,76.33,32.33,35.05,7.4

35,08:30-08:45,116.130000,10.390000,134.320000,10.780000,29.750000,30.970000,30.970000,101.370000,6.490000,56.130000,11.170000,201.640000,6.330000,6.330000,109.18,77,15,36.39,36.39,96.31,33,32.53,30,19.26,75.26025,32.5,25.44,77.38,32.5,77.38,32.5,40.82,7.4

36,08:45:09:00,116.130000,10.390000,134.320000,10.780000,30.710000,30.970000,30.970000,101.370000,7.400000,56.130000,11.170000,201.640000,7.220000,7.220000,110.36,91,18,36.78,36.79,111.77,39,33.25,36,22.35,82.92375,32.5,28.59,78.83,32.5,78.83,32.5,48.33,7.4

37,09:00:09:15,116.130000,10.390000,134.320000,10.780000,30.710000,30.970000,30.970000,101.370000,8.170000,56.130000,10.980000,201.640000,7.970000,7.970000,113.47,105,21,37.83,37.82,124.75,45,35.28,42,24.95,90.21675,32.84,31.03,79.82,32.83,79.82,32.83,53.87,7.4

38,09:15-09:30,116.130000,10.390000,134.320000,10.780000,29.670000,30.970000,30.970000,101.370000,8.900000,56.130000,10.980000,201.640000,8.690000,8.690000,117.5,115.5,24.67,39.17,39.16,137.85,49.5,36,49.33,27.57,96.8565,32.84,33.75,80,32.83,80,32.83,59.2,6

39,09:30-09:45,116.130000,10.390000,134.320000,10.780000,29.670000,30.970000,30.970000,101.370000,9.700000,56.130000,10.980000,201.640000,9.460000,9.460000,117.5,126,27,39.17,39.16,133.54,54,36,54,26.71,102.531,33,36.08,76,33,76,33,64.2,6

40,09:45-10:00,116.130000,10.390000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,10.190000,56.130000,10.980000,201.640000,9.940000,9.940000,117.5,136.5,29.66,39.17,39.16,134.07,58.5,36,59.34,26.81,107.3475,33,38.34,76,33,76,33,68.57,6

41,10:00-10:15,116.130000,9.810000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,11.740000,56.130000,10.790000,201.640000,11.450000,11.450000,117.5,147,32,39.17,39.16,146.04,63,35.33,64,29.21,111.6765,33,40.03,76,33,76,33,72.77,6

42,10:15-10:30,116.130000,10.350000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,12.240000,56.130000,10.790000,201.640000,11.940000,11.940000,117.5,157.5,34.33,39.17,39.16,162.71,67.5,35.33,68.67,32.54,115.50825,33,41.78,76,33,76,33,76.83,6

43,10:30-10:45,116.130000,10.350000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,12.630000,56.130000,10.790000,201.640000,12.310000,12.310000,117.5,164.5,37.33,39.17,39.16,173.54,70.5,35.33,74.67,34.71,118.80375,33,42.5,76,33,76,33,79.33,6

44,10:45-11:00,116.130000,10.350000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,13.110000,56.130000,10.790000,201.640000,12.800000,12.800000,117.5,171.5,38,39.17,39.16,221.54,73.5,35.33,76,44.31,121.39725,33,44.36,76,33,76,33,82.33,6

45,11:00-11:15,116.130000,10.350000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,13.480000,56.130000,10.790000,201.640000,13.140000,13.140000,117.5,175,39.33,39.17,39.16,229.17,75,38.33,78.67,45.83,123.26925,33,43.5,78.33,33,78.33,33,85,6

46,11:15-11:30,116.130000,10.350000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,13.600000,56.130000,10.790000,201.640000,13.260000,13.260000,117.5,178.5,38.66,39.17,39.16,229.17,76.5,38.33,77.34,45.83,124.94625,33,43.8,78.33,33,78.33,33,86,6

47,11:30-11:45,116.130000,10.350000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,13.120000,56.130000,10.790000,201.640000,12.800000,12.800000,117.5,178.5,38.66,39.17,39.16,229.17,76.5,38.33,77.34,45.83,126.31125,33,44,78.33,33,78.33,33,87.03,6

48,11:45-12:00,116.130000,10.350000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,13.270000,56.130000,10.790000,201.640000,12.950000,12.950000,117.5,178.5,38.33,39.17,39.16,229.17,76.5,38.33,76.67,45.83,126.89625,33,44.5,78.33,33,78.33,33,87.2,6

49,12:00-12:15,116.130000,10.390000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,13.270000,56.130000,10.790000,201.640000,12.950000,12.950000,117.5,178.5,38.33,39.17,39.16,229.17,76.5,38.33,76.67,45.83,124.488,33,45,78.33,33,78.33,33,87.53,6

50,12:15-12:30,116.130000,10.390000,134.320000,10.780000,30.640000,30.970000,30.970000,101.370000,13.270000,56.130000,10.790000,201.640000,12.950000,12.950000,117.5,178.5,39,39.17,39.16,229.17,76.5,38.33,78,45.83,124.098,33,45,78.33,33,78.33,33,87.63,6

51,12:30-12:45,116.130000,10.390000,134.320000,10.780000,30.640000,30.970000,25.570000,101.370000,13.270000,56.130000,10.790000,201.640000,12.950000,12.950000,117.5,178.5,39.33,39.17,39.16,229.17,76.5,40,78.67,45.83,122.4405,33,43.5,78.33,33,78.33,33,87.33,6

52,12:45-13:00,116.130000,10.390000,134.320000,10.780000,30.640000,30.970000,25.570000,101.370000,13.270000,56.130000,10.790000,201.640000,12.950000,12.950000,117.5,178.5,40,39.17,39.16,229.17,76.5,40,80,45.83,120.2955,33,43.5,78.33,33,78.33,33,87.67,6.99

53,13:00-13:15,116.130000,10.390000,134.320000,10.780000,30.640000,30.970000,25.570000,101.370000,13.270000,56.130000,10.980000,250.020000,12.950000,12.950000,117.5,178.5,40,39.17,39.16,229.17,76.5,40,80,45.83,120.393,33,43.5,78.33,33,78.33,33,87.3,7.63

54,13:15-13:30,116.130000,10.390000,134.320000,10.780000,30.640000,30.970000,25.570000,101.370000,13.250000,56.130000,10.980000,261.860000,12.920000,12.920000,117.5,178.5,39.66,39.17,39.16,229.17,76.5,40,79.34,45.83,119.8665,33,43.5,78.33,33,78.33,33,86.97,9.33

55,13:30-13:45,116.130000,9.890000,134.320000,10.780000,30.640000,30.970000,25.570000,101.370000,13.050000,56.130000,10.980000,261.860000,12.740000,12.740000,117.5,178.5,39.33,39.17,39.16,229.17,76.5,40,78.67,45.83,120.79275,33,43.5,78.33,33,78.33,33,86.53,10.52

56,13:45-14:00,116.130000,10.350000,134.320000,10.780000,30.640000,30.970000,25.570000,101.370000,12.740000,56.130000,10.980000,261.860000,12.420000,12.420000,117.5,178.5,39,39.17,39.16,229.17,76.5,40,78,45.83,118.5015,33,43.5,78.33,33,78.33,33,85.3,10.43

57,14:00-14:15,116.130000,10.350000,134.320000,10.780000,31.610000,30.970000,23.390000,101.370000,12.290000,56.130000,10.520000,261.860000,11.990000,11.990000,117.5,175,32.66,39.17,39.16,229.17,75,40,65.34,45.83,115.60575,33,43.5,70.29,33,70.29,33,84.67,11.2

58,14:15-14:30,116.130000,10.350000,134.320000,10.780000,31.610000,30.970000,23.390000,101.370000,12.010000,56.130000,10.520000,261.860000,11.720000,11.720000,117.5,171.5,31.66,39.17,39.16,229.17,73.5,40,63.34,45.83,111.93975,33,43.5,70.95,33,70.95,33,83.13,12.17

59,14:30-14:45,116.130000,10.350000,134.320000,10.780000,31.610000,30.970000,23.390000,101.370000,11.780000,74.200000,10.520000,261.860000,11.490000,11.490000,117.5,168,31,39.17,39.16,229.17,72,40,62,45.83,106.977,33,42,71.65,33,71.65,33,81,16.18

60,14:45-15:00,116.130000,10.350000,134.320000,10.780000,31.610000,30.970000,23.390000,101.370000,11.340000,74.200000,10.520000,261.860000,11.060000,11.060000,117.5,161,29.66,39.17,39.16,226.18,69,40,59.34,45.24,100.92225,33,41.34,72.01,33,72.01,33,77.8,18.01

61,15:00-15:15,116.130000,10.350000,134.320000,10.780000,31.610000,30.970000,23.390000,101.370000,11.010000,74.200000,10.790000,261.860000,10.740000,10.740000,117.5,150.5,27,39.17,39.16,218.33,64.5,40,54,43.66,93.561,33,40.01,72.67,33,72.67,33,74.33,19.28

62,15:15-15:30,116.130000,10.350000,134.320000,10.780000,31.610000,30.970000,23.390000,101.370000,10.440000,74.200000,10.790000,261.860000,10.180000,10.180000,117.5,143.5,26.66,39.17,39.16,206.49,61.5,40,53.34,41.3,88.101,33,36.09,72.67,33,72.67,33,70.57,18.94

63,15:30-15:45,116.130000,10.350000,134.320000,10.780000,31.610000,30.970000,0.000000,101.370000,9.880000,74.200000,10.790000,261.860000,9.640000,9.640000,117.5,126,25,39.17,39.16,191.46,54,40,50,38.29,81.12,33,33.81,72.67,33,72.67,33,66.57,18.34

64,15:45-16:00,116.130000,10.350000,134.320000,10.780000,31.610000,30.970000,0.000000,101.370000,9.280000,74.200000,10.790000,261.860000,9.050000,9.050000,117.5,115.5,23.33,39.17,39.16,180.87,49.5,40,46.67,36.17,73.164,33,31.27,72.67,33,72.67,33,62.27,17.94

65,16:00-16:15,116.130000,10.350000,134.320000,10.780000,31.610000,29.030000,0.000000,101.370000,8.570000,74.200000,11.070000,261.860000,8.360000,8.360000,117.5,98,20.66,39.17,39.16,172.06,42,40,41.34,34.41,65.403,33,28.32,72.67,33,72.67,33,57.1,17.54

66,16:15-16:30,116.130000,10.350000,134.320000,10.780000,31.610000,29.030000,0.000000,101.370000,7.750000,74.200000,11.070000,261.860000,7.560000,7.560000,117.5,87.5,18.33,39.17,39.16,153.23,37.5,40,36.67,30.65,57.4665,33,26.18,72.67,33,72.67,33,52.3,17.14

67,16:30-16:45,116.130000,10.350000,134.320000,10.780000,31.610000,29.030000,0.000000,101.370000,6.850000,74.200000,11.070000,261.860000,6.680000,6.680000,117.5,77,16.33,39.17,39.16,125.65,33,40,32.67,25.13,49.0815,20.87,22.75,72.67,33,72.67,33,47,16.74

68,16:45-17:00,116.130000,10.350000,134.320000,10.780000,31.610000,29.030000,0.000000,101.370000,5.990000,74.200000,11.070000,261.860000,5.840000,5.840000,117.25,66.5,14.33,39.08,39.1,97,28.5,40,28.67,19.4,40.56,10.97,20.18,72.67,33,72.67,25,41.07,13.11

69,17:00-17:15,116.130000,10.390000,134.320000,10.780000,30.640000,29.030000,0.000000,101.370000,5.240000,74.200000,11.350000,261.860000,5.120000,5.120000,116.63,66.5,12.33,38.88,38.87,84.41,28.5,39.56,24.67,16.88,32.292,4.08,18,72.67,27.01,72.67,20,35.2,13.05

70,17:15-17:30,116.130000,10.390000,134.320000,10.780000,30.640000,29.030000,0.000000,101.370000,4.320000,74.200000,11.350000,261.860000,4.210000,4.210000,116,56,10.33,38.67,38.67,70.21,24,38.67,20.67,14.04,24.93075,0.58,17,72.67,23.32,72.67,15,29.77,12.71

71,17:30-17:45,116.130000,10.390000,134.320000,10.780000,30.640000,29.030000,0.000000,101.370000,3.490000,74.200000,11.350000,261.860000,3.400000,3.400000,115.53,49,10,38.51,38.51,58.06,21,38.02,20,11.61,18.8565,0,15,72.67,16.34,72.67,8.74,24.27,12.31

72,17:45-18:00,116.130000,10.390000,134.320000,10.780000,30.640000,29.030000,0.000000,101.370000,2.570000,74.200000,11.350000,261.860000,2.500000,2.500000,113.81,38.5,9,37.94,37.92,45.44,16.5,37.34,18,9.09,13.5135,0,11,72.67,10.27,72.67,2.7,19.17,11.31

73,18:00-18:15,116.130000,10.390000,134.320000,10.780000,30.640000,29.030000,0.000000,101.370000,1.880000,74.200000,11.910000,261.860000,1.830000,1.830000,112.08,28,7.67,37.36,37.37,32.67,12,37.15,15.33,6.53,9.19425,0,8.33,72.47,0,72.47,0,14.43,10.53

74,18:15-18:30,116.130000,10.390000,134.320000,10.780000,30.640000,29.030000,0.000000,101.370000,1.330000,74.200000,11.910000,261.860000,1.300000,1.300000,105.18,17.5,5.33,35.06,35.06,21.62,7.5,35.5,10.67,4.32,5.538,0,5.69,71.94,0,71.94,0,10.47,10.13

75,18:30-18:45,116.130000,10.390000,134.320000,10.780000,30.640000,29.030000,29.030000,101.370000,0.750000,74.200000,11.910000,261.860000,0.740000,0.740000,100.01,10.5,4.67,33.34,33.33,14.77,4.5,34.26,9.33,2.95,2.925,0,3.58,66.99,0,66.99,0,6.4,9.92

76,18:45-19:00,116.130000,10.390000,134.320000,10.780000,29.630000,29.030000,29.030000,101.370000,0.320000,74.200000,11.910000,261.860000,0.320000,0.320000,94.83,7,4.33,31.61,31.62,8.2,3,33.02,8.67,1.64,0.9555,0,2,65.94,0,65.94,0,0.33,9.73

77,19:00-19:15,116.130000,10.390000,134.320000,10.780000,29.630000,29.030000,29.030000,101.370000,0.120000,74.200000,11.910000,261.860000,0.110000,0.110000,91.39,3.5,3,30.46,30.47,3.52,1.5,32.2,6,0.7,0,0,0.87,65.74,0,65.74,0,0.03,9.51

78,19:15-19:30,116.130000,10.390000,134.320000,10.780000,29.630000,29.030000,29.030000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,86.22,1.4,1.67,28.74,28.74,0.8,0.6,30.96,3.33,0.16,0,0,0.19,64.5,0,64.5,0,0,9.31

79,19:30-19:45,116.130000,10.390000,134.320000,10.780000,29.630000,29.030000,29.030000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,82.77,0,0.33,27.59,27.59,0.03,0,30.13,0.67,0,0,0,0,63.59,0,63.59,0,0,9.11

80,19:45-20:00,116.130000,10.390000,134.320000,10.780000,29.630000,29.030000,29.030000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,79.32,0,0,26.44,26.43,0,0,29.31,0,0,0,0,0,63.03,0,63.03,0,0,7.4

81,20:00-20:15,116.130000,10.390000,148.060000,10.780000,30.640000,29.030000,29.030000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,75.88,0,0,25.29,25.29,0,0,28.48,0,0,0,0,0,66.41,0,66.41,0,0,7.4

82,20:15-20:30,116.130000,10.390000,154.830000,10.780000,30.640000,29.030000,29.030000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,74.14,0,0,24.71,24.73,0,0,28.07,0,0,0,0,0,65.41,0,65.41,0,0,7.4

83,20:30-20:45,116.130000,10.390000,161.610000,10.780000,30.640000,29.030000,29.030000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,72.42,0,0,24.14,24.14,0,0,27.66,0,0,0,0,0,64.3,0,64.3,0,0,7.4

84,20:45-21:00,116.130000,10.390000,168.380000,10.780000,30.640000,29.030000,29.030000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,70.7,0,0,23.57,23.56,0,0,27.25,0,0,0,0,0,63.89,0,63.89,0,0,7.4

85,21:00-21:15,116.130000,10.390000,174.190000,10.780000,29.710000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,70.7,0,0,23.57,23.56,0,0,27.25,0,0,0,0,0,64.14,0,64.14,0,0,7.4

86,21:15-21:30,116.130000,10.390000,180.960000,10.780000,30.680000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,70.7,0,0,23.57,23.56,0,0,27.25,0,0,0,0,0,63.41,0,63.41,0,0,7.4

87,21:30-21:45,116.130000,10.390000,186.770000,10.780000,30.680000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,67.32,0,0,22.44,22.45,0,0,27.25,0,0,0,0,0,67.89,0,67.89,0,0,7.4

88,21:45-22:00,116.130000,10.390000,197.410000,10.780000,30.760000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,67.77,0,0,22.59,22.59,0,0,27.25,0,0,0,0,0,67.49,0,67.49,0,0,7.4

89,22:00-22:15,116.130000,10.390000,210.960000,10.780000,30.760000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,68.32,0,0,22.77,22.79,0,0,27.25,0,0,0,0,0,66.8,0,66.8,0,0,7.4

90,22:15-22:30,116.130000,10.390000,210.960000,10.780000,29.800000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,85.29,0,0,28.43,28.42,0,0,27.25,0,0,0,0,0,70.58,0,70.58,0,0,7.4

91,22:30-22:45,116.130000,10.390000,210.960000,10.780000,29.800000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,85.47,0,0,28.49,28.49,0,0,28.07,0,0,0,0,0,70.12,0,70.12,0,0,7.4

92,22:45-23:00,116.130000,10.390000,210.960000,10.780000,29.800000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,84.25,0,0,28.08,28.1,0,0,23.84,0,0,0,0,0,69.79,0,69.79,0,0,7.4

93,23:00-23:15,116.130000,10.390000,210.960000,10.780000,29.800000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,84.36,0,0,28.12,28.13,0,0,23.51,0,0,0,0,0,69.65,0,69.65,0,0,7.4

94,23:15-23:30,116.130000,10.390000,210.960000,10.780000,29.800000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,84.62,0,0,28.21,28.2,0,0,23.17,0,0,0,0,0,69.36,0,69.36,0,0,7.4

95,23:30-23:45,116.130000,10.390000,210.960000,10.780000,29.800000,29.510000,29.510000,101.370000,0.000000,74.200000,11.910000,261.860000,0.000000,0.000000,86.21,0,0,28.74,28.74,0,0,22.84,0,0,0,0,0,68.95,0,68.95,0,0,7.4

