Time,Block,WR/2023/18560/A,NR/2023/17905/A/1007,WR/2023/20256/A/1069,WR/2023/18560/A/II,NR/2023/16187/A,WR/2023/20254/A/1064,NR/2023/18017/C,NR/2023/17064/A,NR/2023/17901/A/1011,NR/2023/18015/C,Total
,,MANIKARAN,IEXL,MANIKARAN,MANIKARAN,APPCPL,APPCPL,SJVNL,GMRETL,ITCLH,TPDDL,Total

,,DELHI,HIMACHAL PRADESH,DELHI,DELHI,DELHI,DELHI,NA,DELHI,ANDHRA PRADESH,HIMACHAL PRADESH,
,,BYPL,BSHP,BRPL,BYPL,BYPL,BRPL,RSRPL_BKN,BYPL,ITCWIND,CHANJUII,
,,MAHARASHTRA,DELHI,GOA,MAHARASHTRA,HIMACHAL PRADESH,GOA,DELHI,RAJASTHAN,DELHI,DELHI,
,,AEML,MES (Delhi),GOA_Beneficiary,AEML,HP,GOA_Beneficiary,NDMC,RUVNL,ITCLH,TPDDL,
,,North-West,North-North,North-West,North-East-West,North-North,North-West,North-North,North-North,South-West-North,North-North,
1,00:00-00:15,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.480000,3.040000,182.33

2,00:15-00:30,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.480000,3.040000,182.33

3,00:30-00:45,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.480000,3.040000,182.33

4,00:45-01:00,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.480000,3.040000,182.33

5,01:00-01:15,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.480000,3.040000,182.33

6,01:15-01:30,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.480000,3.040000,182.33

7,01:30-01:45,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.480000,3.040000,182.33

8,01:45-02:00,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.480000,3.040000,182.33

9,02:00-02:15,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

10,02:15-02:30,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

11,02:30-02:45,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

12,02:45-03:00,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

13,03:00-03:15,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

14,03:15-03:30,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

15,03:30-03:45,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

16,03:45-04:00,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

17,04:00-04:15,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

18,04:15-04:30,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

19,04:30-04:45,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

20,04:45-05:00,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

21,05:00-05:15,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

22,05:15-05:30,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

23,05:30-05:45,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

24,05:45-06:00,100.000000,1.930000,0.000000,0.000000,76.880000,0.000000,0,0.000000,0.430000,3.040000,182.28

25,06:00-06:15,0.000000,1.930000,0.000000,100.000000,0.000000,0.000000,0,100.000000,0.430000,3.040000,205.4

26,06:15-06:30,0.000000,1.930000,0.000000,100.000000,0.000000,0.000000,0,100.000000,0.430000,3.040000,205.4

27,06:30-06:45,0.000000,1.930000,0.000000,100.000000,0.000000,0.000000,0,100.000000,0.430000,3.040000,205.4

28,06:45-07:00,0.000000,1.930000,0.000000,100.000000,0.000000,0.000000,0,100.000000,0.430000,3.040000,205.4

29,07:00-07:15,0.000000,1.930000,0.000000,100.000000,0.000000,0.000000,0,100.000000,0.580000,3.040000,205.55

30,07:15-07:30,0.000000,1.930000,0.000000,100.000000,0.000000,0.000000,0,100.000000,0.580000,3.040000,205.55

31,07:30-07:45,0.000000,1.930000,0.000000,100.000000,0.000000,0.000000,0,100.000000,0.580000,3.040000,205.55

