Column1,Time,GNA/NR/2025/05/01/4138,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8964,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/8954,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/9154,GNA/ER/2025/05/15/7367,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/7902,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/2474,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/2069,NR/01102023/31052040/LT-31,L_NR_2019_19,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12
64,15:45-16:00,0,12.03,26.7,3.95,29.78,272.29,26.7,9.3,4.28,7.43,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.2,5.22,9.22,14.44,0,192.6,5.78,28.94,258.44,100.33,10.59,0,12.03,76.03,10.2,74.85,42,58,15,29,45,15,51,35,0,36.61,33,33,15,68,33,42,183.02

65,16:00-16:15,0,11.01,26.7,3.95,29.78,272.29,26.7,8.51,4.28,8.71,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.39,5.37,9.22,14.44,0,192.6,5.78,28.94,258.44,100.33,10.59,0,11.01,68.14,8.6,66.53,42.67,50,12.5,25,37.5,16,45,32,0,32.91,33,33,12.5,63,33,42.67,164.56

66,16:15-16:30,0,9.98,26.7,3.95,30.28,272.29,26.7,7.71,4.28,9.18,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.39,5.37,9.22,14.44,0,192.6,5.78,28.94,258.44,100.33,10.59,0,9.98,51.24,8,58.8,45,43,12.67,22,37.99,16.33,39,27,0,29.83,33,33,12.67,57,33,45,149.15

67,16:30-16:45,0,8.94,26.7,3.95,30.28,272.29,26.7,6.91,4.43,9.18,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.39,5.37,9.22,14.44,0,192.6,5.78,28.94,258.44,100.33,10.59,0,8.94,49.61,16.01,52.06,41,37,15,18,45,17.33,33,23,0,26.72,33,33,15,49,33,41,133.59

68,16:45-17:00,0,7.92,26.7,3.95,30.28,272.29,26.7,6.12,4.43,9.18,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.39,5.37,9.22,14.44,0,192.6,5.78,28.94,258.44,100.33,10.59,0,7.92,41.55,15.01,45.17,41,30,15.33,15,46.01,17.67,28,21,0,23.35,33,33,15.33,43,33,41,116.74

69,17:00-17:15,0,6.83,26.7,4.82,29.27,272.29,26.7,5.27,4.43,9.18,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.67,5.37,9.4,14.44,0,192.6,6.74,28.94,258.44,100.33,10.59,0,6.83,33.63,14.61,38.4,42,25,15.67,12,46.99,18.33,27,17,0,20.79,33,27.17,15.67,37,33,42,103.96

70,17:15-17:30,0,5.69,26.7,4.82,29.27,272.29,26.7,4.4,4.43,9.18,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.67,5.37,9.4,14.44,0,192.6,6.74,28.94,258.44,100.33,10.59,0,5.69,26.07,13.01,30.94,44,18,15.83,9,47.51,19.33,21,13,0,17.3,33,9.7,15.83,30,31.75,44,86.48

71,17:30-17:45,0,4.61,26.7,4.82,29.27,272.29,26.7,3.56,4.43,9.18,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.67,5.37,9.4,14.44,0,192.6,6.74,28.94,258.44,100.33,10.59,0,4.61,19.09,11.41,24.34,44.67,15,16,7,48,21.67,15,12,0,13.81,23.44,4.85,16,22,22.51,44.67,69.04

72,17:45-18:00,0,3.55,26.7,4.82,29.27,272.29,26.7,2.75,4.43,9.18,86.86,0,0,0,115.16,0,192.6,144.45,0,28.89,13.48,0,4.67,5.37,9.4,14.44,0,192.6,6.74,28.94,258.44,100.33,10.59,0,3.55,12.92,10.8,18.05,46,10,16.33,5,49.01,22,9,7,0,10.48,13.98,0.97,16.33,13,15.61,46,52.4

73,18:00-18:15,0,2.55,29.5,7.23,29.27,272.29,25.7,1.98,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,0,28.89,13.48,28.89,4.85,5.53,9.76,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,2.55,7.48,7,13.01,46.67,6,16.5,3,49.5,22.67,4,5,0,7.53,0,0,16.5,8,0,46.67,37.67

74,18:15-18:30,0,1.64,29.5,7.23,29.27,272.29,25.7,1.27,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,0,28.89,13.48,28.89,4.85,5.53,9.76,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,1.64,3.91,7,8.98,47.67,3,17,2,51,23,2,3,0,5.05,0,0,17,5,0,47.67,25.22

75,18:30-18:45,0,0.95,29.5,7.23,30.28,272.29,29.5,0.73,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,381,28.89,13.48,28.89,4.85,4.99,9.76,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0.95,1.43,7,0.76,43.33,2,15,1,45,23.33,1,1,0,3.16,0,0,15,2,0,43.33,15.78

76,18:45-19:00,0,0.43,29.5,7.23,30.28,272.29,29.5,0.33,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,381,28.89,13.48,28.89,4.85,4.99,9.76,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0.43,0,7,0.29,43.33,0,15,0,45,22.67,0,1,0,1.74,0,0,15,1,0,43.33,8.72

77,19:00-19:15,0,0,29.5,7.23,30.28,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,381,28.89,13.48,28.89,5.05,5.07,10.14,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,7,0.19,51,0,19.17,0,57.49,21.67,0,0,0,0.66,0,0,19.17,0,0,51,3.27

78,19:15-19:30,0,0,29.5,7.23,30.28,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,381,28.89,13.48,28.89,5.05,5.07,10.14,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,7,0,50.67,0,19.17,0,57.49,20.67,0,0,0,0.08,0,0,19.17,0,0,50.67,0.38

79,19:30-19:45,0,0,29.5,7.23,30.28,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,381,28.89,13.48,28.89,5.05,5.07,10.14,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,7,0,50,0,22.5,0,67.5,20,0,0,0,0.01,0,0,22.5,0,0,50,0.05

80,19:45-20:00,0,0,29.5,7.23,30.28,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,381,28.89,13.48,28.89,5.05,5.07,10.14,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,7,0,49.67,0,22.17,0,66.49,19.33,0,0,0,0,0,0,22.17,0,0,49.67,0

81,20:00-20:15,0,0,29.5,7.23,30.79,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,364,28.89,13.48,28.89,4.85,5.3,11.33,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,8,0,49.33,0,21.67,0,64.99,16.67,0,0,0,0,0,0,21.67,0,0,49.33,0

82,20:15-20:30,0,0,29.5,7.23,30.28,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,347,28.89,13.48,28.89,4.85,5.3,11.33,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,9,0,48.33,0,21.33,0,64.01,16,0,0,0,0,0,0,21.33,0,0,48.33,0

83,20:30-20:45,0,0,29.5,7.23,30.28,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,270,28.89,13.48,28.89,4.85,5.3,11.33,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,10,0,47.33,0,20.83,0,62.51,15.33,0,0,0,0,0,0,20.83,0,0,47.33,0

84,20:45-21:00,0,0,29.5,7.23,30.28,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,240,28.89,13.48,28.89,4.85,5.3,11.33,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,12.01,0,46,0,20,0,60,15,0,0,0,0,0,0,20,0,0,46,0

85,21:00-21:15,0,0,29.5,7.23,29.28,272.29,29.5,0,4.89,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,224,28.89,13.48,28.89,4.67,5.3,11.33,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,15.01,0,45,0,14.17,0,42.49,15,0,0,0,0,0,0,14.17,0,0,45,0

86,21:15-21:30,0,0,29.5,7.23,29.28,272.29,29.5,0,4.89,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,238,28.89,13.48,28.89,4.67,5.3,11.33,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,15.61,0,43,0,14.17,0,42.49,15,0,0,0,0,0,0,14.17,0,0,43,0

87,21:30-21:45,0,0,29.5,7.23,29.28,272.29,29.5,0,4.89,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,207,28.89,13.48,28.89,4.67,5.37,11.33,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,14.81,0,42,0,14.17,0,42.49,14.67,0,0,0,0,0,0,14.17,0,0,42,0

88,21:45-22:00,0,0,29.5,7.23,28.76,272.29,29.5,0,4.89,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,157,28.89,13.48,28.89,4.67,5.37,11.33,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,14.21,0,41,0,14.17,0,42.49,14.33,0,0,0,0,0,0,14.17,0,0,41,0

89,22:00-22:15,0,0,29.5,7.23,28.76,272.29,29.5,0,4.89,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,36,28.89,13.48,28.89,4.48,5.37,11.8,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,14.81,0,42.67,0,14.17,0,42.49,14,0,0,0,0,0,0,14.17,0,0,42.67,0

90,22:15-22:30,0,0,29.5,7.23,28.76,272.29,29.5,0,4.89,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,0,28.89,13.48,28.89,4.48,5.37,11.8,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,14.41,0,41.67,0,14.17,0,42.49,13.33,0,0,0,0,0,0,14.17,0,0,41.67,0

91,22:30-22:45,0,0,29.5,7.23,28.76,272.29,29.5,0,4.89,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,0,11.24,13.48,28.89,4.48,5.37,11.8,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,12.81,0,40,0,14.17,0,42.49,12.67,0,0,0,0,0,0,14.17,0,0,40,0

92,22:45-23:00,0,0,29.5,7.23,28.26,272.29,29.5,0,4.89,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,0,11.24,13.48,28.89,4.48,5.37,11.8,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,12.21,0,39.33,0,14.17,0,42.49,12,0,0,0,0,0,0,14.17,0,0,39.33,0

93,23:00-23:15,0,0,29.5,7.23,28.76,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,0,11.24,13.48,28.89,4.29,5.22,11.8,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,11.81,0,38.33,0,18.33,0,55.01,11.67,0,0,0,0,0,0,18.33,0,0,38.33,0

94,23:15-23:30,0,0,29.5,7.23,28.76,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,0,11.24,13.48,28.89,4.29,5.22,11.8,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,11.81,0,37.33,0,18,0,54,11.67,0,0,0,0,0,0,18,0,0,37.33,0

95,23:30-23:45,0,0,29.5,7.23,28.76,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,0,11.24,13.48,28.89,4.29,5.22,11.8,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,11.61,0,36.67,0,17.83,0,53.51,11.67,0,0,0,0,0,0,17.83,0,0,36.67,0

96,23:45-24:00,0,0,29.5,7.23,28.25,272.29,29.5,0,4.66,15.49,86.86,5.78,19.26,5.78,115.16,67.41,0,144.45,0,11.24,13.48,28.89,4.29,5.22,11.8,14.44,14.44,192.6,10.43,28.94,258.44,100.33,10.59,0,0,0,11.41,0,35,0,17.67,0,52.99,11.67,0,0,0,0,0,0,17.67,0,0,35,0

