Block,Time,SASAN,RAMPUR,KISHANGANGA,DADRT2,KUDGI,DADRI_RF,SALAL,CHAMERA3,AURY_RF,KOLDAM,SEWA2,DADRI_CRF,ANTA_CRF,TEHRI,AURY_LF,JHAJJAR,RIHAND1,DULHASTI,KHSTPP-I,TALA,ANTA_GF,DADRI_LF,FSTPP I & II,KHSTPP-II,BRBCL,KOTESHWR,RIHAND3,UNCHAHAR2,SINGRAULI_HYDRO,TANAKPUR,BSIUL,DADRI_GF,TANDA2,NAPP,CHAMERA2,ANTA_LF,DHAULIGNGA,NJPC,AURY_GF,SINGRAULI,AURY_CRF,RIHAND2,RAPPC,RAPPB,ANTA_RF,URI2,PARBATI3,UNCHAHAR1,UNCHAHAR3,CHAMERA1,URI,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,38.802143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,9.919039,0.000000,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,0.000000,9.114134,0.000000,19.343482,25.542978,0.000000,6.411370,0.000000,0,0,0,0,0

8,01:45-02:00,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,76.828243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,9.919039,0.000000,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,0.000000,9.114134,0.000000,19.343482,25.542978,0.000000,6.411370,0.000000,0,0,0,0,0

9,02:00-02:15,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,76.828243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,9.919039,0.000000,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,0.000000,9.114134,0.000000,19.343482,25.542978,0.000000,6.411370,0.000000,0,0,0,0,0

10,02:15-02:30,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,76.828243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,9.919039,6.311482,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,0.000000,9.114134,0.000000,19.343482,25.542978,0.000000,6.411370,0.000000,0,0,0,0,0

11,02:30-02:45,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,76.828243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,6.411370,0.000000,0,0,0,0,0

12,02:45-03:00,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,6.411370,0.000000,0,0,0,0,0

13,03:00-03:15,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,36.331094,0.000000,0,0,0,0,0

14,03:15-03:30,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,36.331094,0.000000,0,0,0,0,0

15,03:30-03:45,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,7.479931,0.000000,0,0,0,0,0

16,03:45-04:00,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,0.000000,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,7.479931,0.000000,0,0,0,0,0

17,04:00-04:15,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,12.644065,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,7.479931,0.000000,0,0,0,0,0

18,04:15-04:30,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,1.064690,0.000000,0.000000,38.454280,12.644065,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,7.479931,0.000000,0,0,0,0,0

19,04:30-04:45,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,1.064690,0.000000,0.000000,38.454280,12.644065,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,7.479931,0.000000,0,0,0,0,0

20,04:45-05:00,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,1.064690,0.000000,0.000000,38.454280,12.644065,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,7.479931,0.000000,0,0,0,0,0

21,05:00-05:15,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,1.064690,0.000000,0.000000,38.454280,12.644065,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,7.479931,0.000000,0,0,0,0,0

22,05:15-05:30,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,38.802143,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,15.061492,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,1.064690,0.000000,0.000000,38.454280,12.644065,0.000000,8.822312,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,0.000000,19.343482,25.542978,0.000000,7.479931,0.000000,0,0,0,0,0

23,05:30-05:45,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,24.743396,0.000000,19.189005,0.000000,0.000000,0.000000,0.000000,30.122984,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,1.064690,0.000000,0.000000,38.454280,12.644065,0.000000,11.123784,54.996078,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,3.080342,19.343482,25.542978,8.411051,13.891301,0.000000,0,0,0,0,0

24,05:45-06:00,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,24.743396,9.367181,19.189005,0.000000,0.000000,0.000000,0.000000,45.184476,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,1.064690,0.000000,0.000000,38.454280,12.644065,0.000000,17.644623,77.911110,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.114134,6.160684,19.343482,25.542978,8.411051,13.891301,0.000000,0,0,0,0,0

25,06:00-06:15,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,24.743396,18.734363,19.189005,0.000000,5.109234,0.000000,0.000000,60.245968,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,3.194070,0.000000,0.000000,38.454280,25.417151,0.000000,26.466935,100.826143,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,23.957151,31.651128,19.343482,25.542978,27.144756,36.331094,0.000000,0,0,0,0,0

26,06:15-06:30,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,24.743396,28.129892,19.025720,0.000000,15.296738,0.000000,0.000000,60.245968,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,19.086988,119.695958,24.369302,0.759153,8.679159,18.934447,0.000000,0.000000,38.454280,38.241845,0.000000,35.371077,135.840313,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,23.957151,31.651128,19.343482,25.542978,40.755365,36.331094,0.000000,0,0,0,0,0

27,06:30-06:45,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,24.743396,28.129892,19.025720,0.000000,15.296738,0.000000,0.000000,60.245968,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,19.086988,119.695958,24.369302,0.759153,8.679159,18.934447,0.000000,0.000000,38.454280,38.241845,0.000000,35.371077,135.840313,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,23.957151,31.651128,19.343482,25.542978,40.755365,8.548493,0.000000,0,0,0,0,0

28,06:45-07:00,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,24.743396,28.129892,19.025720,0.000000,15.296738,0.000000,0.000000,60.245968,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,19.086988,119.695958,24.369302,0.759153,8.679159,18.934447,0.000000,0.000000,38.454280,38.241845,0.000000,35.371077,135.840313,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,23.957151,31.651128,19.343482,25.542978,40.755365,8.548493,0.000000,0,0,0,0,0

29,07:00-07:15,337.772902,0.000000,0.000000,661.207878,73.56,0.000000,24.743396,28.129892,18.865339,0.000000,15.296738,0.000000,0.000000,60.245968,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,19.086988,119.695958,24.369302,0.759153,8.679159,18.934447,0.000000,0.000000,38.454280,38.241845,0.000000,35.371077,135.840313,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.765143,31.651128,19.343482,25.542978,40.755365,8.548493,0.000000,0,0,0,0,0

30,07:15-07:30,337.772902,0.000000,0.000000,661.207878,73.56,0.080791,24.743396,18.734363,18.865339,0.000000,5.109234,0.000000,0.000000,45.184476,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,38.241845,0.000000,26.466935,109.992156,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.765143,15.825564,19.343482,25.542978,19.880666,8.548493,0.000000,0,0,0,0,0

31,07:30-07:45,337.772902,0.000000,0.000000,661.207878,73.56,7.367102,12.934048,18.734363,18.865339,0.000000,0.000000,0.000000,0.000000,30.122984,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,25.417151,0.000000,26.466935,82.494117,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.765143,3.080342,19.343482,25.542978,8.411051,17.096986,0.000000,0,0,0,0,0

32,07:45:08:00,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,12.934048,9.367181,18.865339,0.000000,0.000000,0.000000,0.000000,16.037135,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,11.611896,0.000000,26.466935,64.162091,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.765143,0.000000,19.343482,25.542978,0.000000,17.096986,0.000000,0,0,0,0,0

33,08:00-08:15,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,12.934048,9.367181,18.704958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,6.311482,0.000000,0.000000,38.454280,11.611896,0.000000,17.644623,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.765143,0.000000,19.343482,25.542978,0.000000,17.096986,0.000000,0,0,0,0,0

34,08:15-08:30,337.772902,0.000000,0.000000,661.207878,73.56,16.923248,12.934048,9.367181,18.704958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.059219,6.311482,0.000000,0.000000,38.454280,11.611896,0.000000,17.644623,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.765143,0.000000,19.343482,25.542978,0.000000,17.096986,0.000000,0,0,0,0,0

35,08:30-08:45,337.772902,0.000000,0.000000,661.207878,76.46,16.923248,34.865694,0.000000,18.704958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.059219,6.311482,0.000000,0.000000,38.454280,11.611896,0.000000,17.644623,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.765143,0.000000,19.343482,25.542978,0.000000,17.096986,0.000000,0,0,0,0,0

36,08:45:09:00,337.772902,0.000000,0.000000,661.207878,80.34,16.923248,76.828243,0.000000,18.704958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.059219,6.311482,0.000000,0.000000,38.454280,11.611896,0.000000,8.822312,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,9.765143,0.000000,19.343482,25.542978,0.000000,36.331094,0.000000,0,0,0,0,0

37,09:00:09:15,334.288462,0.000000,0.000000,661.207878,93.89,16.923248,76.828243,0.000000,18.544674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,12.522787,2.129380,0.000000,0.000000,38.454280,11.611896,0.000000,8.822312,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,36.331094,0.000000,0,0,0,0,0

38,09:15-09:30,334.288462,0.000000,0.000000,661.207878,103.57,16.923248,76.828243,0.000000,18.544674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,17.073756,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,12.522787,2.129380,0.000000,0.000000,38.454280,11.611896,0.000000,8.822312,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,8.548493,0.000000,0,0,0,0,0

39,09:30-09:45,334.288462,0.000000,0.000000,661.207878,112.28,16.923248,76.828243,0.000000,18.381292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,14.228130,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,0.000000,0.000000,0.000000,38.454280,11.611896,0.000000,8.822312,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,8.548493,0.000000,0,0,0,0,0

40,09:45-10:00,334.288462,0.000000,0.000000,661.207878,119.05,16.923248,38.802143,0.000000,18.381292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,47.849643,42.887649,14.228130,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.679159,0.000000,0.000000,0.000000,38.454280,11.611896,0.000000,8.822312,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,12.822739,0.000000,0,0,0,0,0

41,10:00-10:15,334.288462,0.000000,0.000000,661.207878,123.89,16.923248,24.743396,0.000000,18.381292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,31.899762,42.887649,14.228130,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,12.522787,0.000000,0.000000,0.000000,38.454280,11.611896,0.000000,8.822312,38.497255,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,10.685616,0.000000,0,0,0,0,0

42,10:15-10:30,334.288462,0.000000,0.000000,661.207878,127.76,16.923248,24.743396,0.000000,18.381292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,31.899762,42.887649,14.228130,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,12.522787,0.000000,0.000000,0.000000,38.454280,11.611896,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,10.685616,0.000000,0,0,0,0,0

43,10:30-10:45,334.288462,0.000000,0.000000,661.207878,130.67,16.923248,24.743396,0.000000,18.381292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,31.899762,42.887649,16.220068,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.059219,0.000000,0.000000,0.000000,38.454280,11.611896,0.000000,8.822312,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,10.685616,0.000000,0,0,0,0,0

44,10:45-11:00,334.288462,0.000000,0.000000,661.207878,133.57,16.923248,24.743396,0.000000,18.381292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,31.899762,42.887649,16.220068,0.000000,0.000000,18.835334,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.059219,0.000000,0.000000,0.000000,38.454280,11.611896,0.000000,8.566593,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,10.685616,0.000000,0,0,0,0,0

45,11:00-11:15,334.288462,0.000000,0.000000,661.207878,135.51,16.923248,24.743396,0.000000,18.381292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,31.899762,42.887649,16.220068,0.000000,0.000000,18.835237,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,8.059219,0.000000,0.000000,0.000000,38.454280,11.611896,0.000000,0.000000,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,10.685616,0.000000,0,0,0,0,0

46,11:15-11:30,334.288462,0.000000,0.000000,661.207878,135.51,16.923248,24.743396,0.000000,18.381292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,632.183982,89.046800,31.899762,42.887649,16.220068,0.000000,0.000000,18.835237,142.780373,14.519807,8.589145,119.695958,24.369302,0.759153,12.522787,0.000000,0.000000,0.000000,38.454280,11.611896,0.000000,0.000000,22.640052,0.000000,92.192475,0.000000,56.709261,25.056608,0.000000,9.977597,5.208076,0.000000,19.343482,25.542978,0.000000,10.685616,0.000000,0,0,0,0,0

