Block,Time,DHAULIGNGA,CHAMERA2,ANTA_RF,RIHAND3,PARBATI3,RAMPUR,CHAMERA3,KOLDAM,RAPPC,TEHRI,DADRI_GF,DADRI_LF,UNCHAHAR3,NJPC,TANDA2,SALAL,ANTA_CRF,RIHAND2,CHAMERA1,UNCHAHAR2,UNCHAHAR4,DADRI_CRF,NAPP,RIHAND1,ANTA_GF,BSIUL,KOTESHWR,SEWA2,AURY_CRF,AURY_RF,URI2,TANAKPUR,DADRI_RF,JHAJJAR,AURY_LF,RAPPB,KHSTPP-II,KHSTPP-I,FSTPP I & II,SINGRAULI,DULHASTI,DADRT2,TALA,AURY_GF,ANTA_LF,KISHANGANGA,BRBCL,SINGRAULI_HYDRO,UNCHAHAR1,URI,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,4.484831,66.565759,40.071093,0.000000,0.000000,26.729659,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.714599,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.182077,0.000000,0.000000,33.998240,0.123886,0.000000,652.616322,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,665.476932,0.000000,0.000000,0.000000,5.377496,18.795079,0.754018,21.885473,33.631870,404.449150,0,0,0,0,0

2,00:15-00:30,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,2.242416,66.565759,30.053320,0.000000,0.000000,26.729659,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.714599,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.182077,0.000000,0.000000,33.998240,0.123886,0.000000,652.616322,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,665.476932,0.000000,0.000000,0.000000,5.377496,17.023598,0.754018,21.885473,33.631870,404.992467,0,0,0,0,0

3,00:30-00:45,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,20.035547,0.000000,0.000000,26.729659,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.714599,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,652.616322,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,665.476932,0.000000,0.000000,0.000000,5.377496,16.271985,0.754018,21.885473,33.631870,404.992467,0,0,0,0,0

4,00:45-01:00,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,10.017773,0.000000,0.000000,26.729659,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.714599,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,652.616322,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,665.476932,0.000000,0.000000,0.000000,5.377496,15.043667,0.754018,21.885473,33.631870,404.992467,0,0,0,0,0

5,01:00-01:15,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,10.017773,0.000000,0.000000,26.729659,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.714599,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,652.616322,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,665.476932,0.000000,0.000000,0.000000,5.377496,15.441206,0.754018,21.885473,33.631870,400.379400,0,0,0,0,0

6,01:15-01:30,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,10.017773,0.000000,0.000000,26.729659,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.714599,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,652.616322,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,665.476932,0.000000,0.000000,0.000000,5.377496,15.984167,0.754018,21.885473,33.631870,400.379400,0,0,0,0,0

7,01:30-01:45,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,10.017773,0.000000,0.000000,26.729659,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.711395,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,652.616322,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,595.362182,0.000000,0.000000,0.000000,5.377496,15.526422,0.754018,21.885473,33.631870,400.379400,0,0,0,0,0

8,01:45-02:00,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,10.017773,0.000000,0.000000,21.424747,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.711395,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,644.714701,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,455.132682,0.000000,0.000000,0.000000,5.377496,15.340964,0.754018,17.544645,33.631870,400.379400,0,0,0,0,0

9,02:00-02:15,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,10.017773,0.000000,0.000000,21.424747,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.711395,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,644.714701,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,371.123174,0.000000,0.000000,0.000000,5.377496,13.785499,0.754018,17.544645,33.631870,400.379400,0,0,0,0,0

10,02:15-02:30,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,10.017773,0.000000,0.000000,21.424747,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.711395,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,644.714701,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,371.123174,0.000000,0.000000,0.000000,5.377496,12.608007,0.754018,17.544645,33.631870,400.379400,0,0,0,0,0

11,02:30-02:45,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,10.017773,0.000000,0.000000,21.424747,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.711395,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,644.714701,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,371.123174,0.000000,0.000000,0.000000,5.377496,11.798105,0.754018,17.544645,33.631870,400.379400,0,0,0,0,0

12,02:45-03:00,0.000000,46.904184,0.000000,126.284015,0.000000,0.834066,33.685305,0.000000,66.565759,10.017773,0.000000,0.000000,21.424747,21.553150,5.181808,71.921293,0.000000,120.287898,40.761408,21.711395,2.988339,0.000000,49.020517,93.862802,0.000000,18.918797,8.919085,18.709627,0.000000,0.000000,33.998240,0.123886,0.000000,644.714701,0.000000,0.000000,143.420930,44.872550,9.813164,145.054314,38.152355,371.123174,0.000000,0.000000,0.000000,5.377496,13.853772,0.754018,17.544645,33.631870,400.379400,0,0,0,0,0

