Block,Time,CHAMERA1,DADRT2,KKNP,KOLDAM,KOTESHWR,KUDGI,PARBATI2,RAPPD,RIHAND1,SASAN,TEHRI,UNCHAHAR3,VALLURNTECL,ANTA_LF,ANTA_RF,KHSTPP-II,NJPC,SALAL,URI2,AURY_CRF,CHAMERA3,DHAULIGNGA,KGSU3AND4,NLCTS2EXP,RAMPUR,RSTPSU7,TALA,UNCHAHAR2,DADRI_RF,JHAJJAR,MAPS,NLCEXP,NLCIIST2,NTPL,RAPPC,RIHAND3,RSTPSU1TO6,SEWA2,SIMHST1,TALST2,DADRI_LF,CHAMERA2,KISHANGANGA,NLCIIST1,NNTPP,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR1,ANTA_GF,AURY_GF,AURY_LF,PARBATI3,RAPPB,SIMHST2,SINGRAULI,TANAKPUR,TANDA2,ANTA_CRF,DULHASTI,KHSTPP-I,UNCHAHAR4,URI,DADRI_GF,BRBCL,BSIUL,FSTPP I & II,KGSU1AND2,KKNPPU2,NAPP,RIHAND2,AURY_RF,DADRI_CRF
6,01:15-01:30,42.15,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.18,27.68,0,0,51.17,148.3,138.33,0,38.1,0,35,10.95,0,0,5.42,0,0,44.5,98.41,528.67,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.94,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,2.3,49.68,0,20,19.56,20.8,0,0,25.9,124.58,80.77,0

7,01:30-01:45,42.15,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.18,27.68,0,0,51.83,148.3,138.33,0,38.1,0,35,10.95,0,0,5.42,0,0,44.5,98.41,528.67,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.94,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,2.3,49.68,0,20,19.56,20.8,0,0,25.9,124.58,80.77,0

8,01:45-02:00,42.15,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,23.27,27.68,0,0,51.83,148.3,138.33,0,38.1,0,35,10.95,0,0,5.42,0,0,44.5,98.41,528.67,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.94,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,2.3,49.68,0,20,19.56,20.8,0,0,25.9,124.58,80.77,0

9,02:00-02:15,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,23.27,27.68,0,0,51.83,148.3,138.33,0,38.1,0,35,10.95,0,0,5.42,0,0,44.5,98.41,528.67,0,0,0,0,68.56,130.79,0,18.9,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,2.3,49.68,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

10,02:15-02:30,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,23.27,27.68,0,0,51.83,148.3,138.33,0,38.1,0,35,10.95,0,0,5.42,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,12.61,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,2.3,49.68,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

11,02:30-02:45,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,23.27,27.68,0,0,52.22,148.3,138.33,0,38.1,0,35,10.95,0,0,5.42,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,12.61,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,2.3,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

12,02:45-03:00,42.15,548.92,0,4.79,10.43,0,37.57,0,97.23,416.25,23.27,27.68,0,0,52.22,148.3,138.33,0,38.1,0,35,10.95,0,0,5.42,0,0,44.5,98.41,528.67,0,0,0,0,68.56,130.79,0,12.61,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,2.3,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

13,03:00-03:15,42.15,548.92,0,4.79,10.43,0,37.57,0,97.23,416.25,23.27,27.68,0,0,52.22,148.3,138.33,0,38.1,0,35,10.95,0,0,5.42,0,0,44.5,98.41,528.67,0,0,0,0,68.56,130.79,0,12.61,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,2.3,49.68,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

14,03:15-03:30,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,23.27,27.68,0,0,52.22,148.3,110.67,0,38.1,0,35,10.95,0,0,4.4,0,0,44.5,98.41,528.67,0,0,0,0,68.56,130.79,0,12.61,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,2.3,49.68,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

15,03:30-03:45,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,11.63,27.68,0,0,52.22,148.3,110.67,0,38.1,0,35,10.95,0,0,4.4,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,6.27,5.7,0,59.5,45.83,2.3,49.68,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

16,03:45-04:00,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,11.63,27.68,0,0,52.22,148.3,110.67,0,38.1,0,35,10.95,0,0,4.4,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,6.27,5.7,0,59.5,45.83,2.3,49.68,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

17,04:00-04:15,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,11.63,27.68,0,0,52.22,148.3,110.67,0,38.1,0,35,10.95,0,0,4.4,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,6.27,5.7,0,59.5,45.83,3.2,49.68,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

18,04:15-04:30,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,11.63,27.68,0,0,52.22,148.3,110.67,0,38.1,0,35,10.95,0,0,4.4,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,3.2,49.68,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

19,04:30-04:45,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,11.63,27.68,0,0,52.22,148.3,110.67,0,38.1,0,35,10.95,0,0,4.4,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

20,04:45-05:00,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,11.63,27.68,0,0,52.22,148.3,110.67,0,38.1,0,35,10.95,0,0,4.4,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

21,05:00-05:15,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,11.63,27.68,0,0,52.22,148.3,110.67,0,38.1,0,35,10.95,0,0,4.4,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,6.3,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

22,05:15-05:30,42.15,548.92,0,4.79,10.43,0,37.57,22.02,97.23,416.25,11.63,27.68,0,0,51.83,148.3,101.93,0,38.1,0,35,10.95,0,0,4.05,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,39.28,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

23,05:30-05:45,42.15,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,23.27,27.68,0,0,51.83,148.3,101.93,0,38.1,0,35,21.86,0,0,4.05,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

24,05:45-06:00,28.1,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.79,27.68,0,0,51.83,148.3,101.93,0,38.1,0,35,21.86,0,0,4.05,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

25,06:00-06:15,28.1,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.79,27.68,0,0,51.83,148.3,101.93,0,38.1,0,35,21.86,0,0,4.05,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,2.3,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

26,06:15-06:30,28.1,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.18,27.68,0,0,51.83,148.3,101.93,0,38.1,0,35,21.86,0,0,4.05,0,0,45,98.41,528.67,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,2.3,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

27,06:30-06:45,28.1,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.18,27.68,0,0,51.83,148.3,101.93,0,38.1,0,23.33,21.86,0,0,4.05,0,0,45,98.41,670.67,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

28,06:45-07:00,28.1,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.18,27.68,0,0,51.83,148.3,101.93,0,38.1,0,23.33,21.86,0,0,4.05,0,0,45,98.41,670.67,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

29,07:00-07:15,28.1,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.18,27.68,0,0,51.83,148.3,101.93,0,38.1,0,23.33,21.86,0,0,4.05,0,0,45,98.41,447.11,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

30,07:15-07:30,28.1,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.18,27.68,0,0,51.17,148.3,110.67,0,38.1,0,23.33,21.86,0,0,4.4,0,0,45,98.41,447.11,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,112.11,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

31,07:30-07:45,28.1,548.92,0,4.79,10.43,0,30.06,22.02,97.23,416.25,34.18,27.68,0,0,51.17,148.3,110.67,0,38.1,0,23.33,21.86,0,0,4.4,0,0,45,98.41,447.11,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,127.53,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

32,07:45-08:00,28.1,548.92,0,4.58,10.43,0,30.06,22.02,97.23,416.25,23.27,27.68,0,0,51.17,148.3,110.67,0,38.1,0,23.33,21.86,0,0,4.4,0,0,45,98.41,447.11,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,129.15,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

33,08:00-08:15,28.1,548.92,0,1.93,10.43,0,30.06,22.02,97.23,416.25,23.27,27.68,0,0,51.17,148.3,110.67,0,38.1,0,23.33,21.86,0,0,4.4,0,0,45,98.41,433.71,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,131.17,6.27,5.7,0,59.5,45.83,3.2,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

34,08:15-08:30,27.17,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,23.27,27.68,0,0,50.51,148.3,110.67,0,38.1,0,23.33,21.86,0,0,4.4,0,0,45,98.41,433.71,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.92,0,21.64,0,0,0,36.83,0,0,133.19,6.27,5.7,0,59.5,45.83,3.2,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

35,08:30-08:45,12.64,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,11.63,27.68,0,0,50.51,148.3,110.67,0,38.1,0,23.33,10.95,0,0,4.4,0,0,45,98.41,406.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,135.21,6.27,5.7,0,59.5,45.83,3.2,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

36,08:45-09:00,0,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,11.63,27.68,0,0,50.51,148.3,110.67,0,38.1,0,23.33,10.95,0,0,4.4,0,0,45,98.41,406.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,137.23,6.27,5.7,0,59.5,45.83,3.2,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

37,09:00-09:15,0,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,0,27.68,0,0,50.51,148.3,110.67,0,38.1,0,23.33,10.95,0,0,4.4,0,0,45,98.41,393.51,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,0.51,5.7,0,59.5,45.83,3.2,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

38,09:15-09:30,0,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,0,27.68,0,0,50.51,148.3,110.67,0,38.1,0,23.33,10.95,0,0,4.4,0,0,45,98.41,366.71,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

39,09:30-09:45,0,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,0,27.68,0,0,50.51,148.3,110.67,0,38.1,0,23.33,0,0,0,4.4,0,0,45,98.41,366.71,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

40,09:45-10:00,0,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,0,27.68,0,0,50.51,148.3,110.67,0,38.1,0,23.33,0,0,0,4.4,0,0,45,98.41,366.71,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,19.56,20.8,0,0,25.9,124.58,80.77,0

41,10:00-10:15,0,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,0,27.68,0,0,50.51,148.3,110.67,0,38.1,0,23.33,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

42,10:15-10:30,0,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,0,27.68,0,0,49.86,148.3,110.67,0,38.1,0,23.33,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

43,10:30-10:45,0,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,0,27.68,0,0,49.86,148.3,110.67,0,38.1,0,35,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

44,10:45-11:00,0,548.92,0,0,10.43,0,30.06,22.02,97.23,416.25,0,27.68,0,0,49.86,148.3,110.67,0,38.1,0,35,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,36.83,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

45,11:00-11:15,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,49.86,148.3,110.67,0,38.1,0,35,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,16.88,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

46,11:15-11:30,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,49.86,148.3,110.67,0,38.1,0,35,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

47,11:30-11:45,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,49.86,148.3,110.67,0,38.1,0,35,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

48,11:45-12:00,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,49.86,148.3,110.67,0,38.1,0,35,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,0,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

49,12:00-12:15,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,33.72,148.3,110.67,0,38.1,0,35,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

50,12:15-12:30,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,33.72,148.3,110.67,0,38.1,0,35,0,0,0,4.4,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

51,12:30-12:45,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,33.72,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

52,12:45-13:00,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,33.72,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

53,13:00-13:15,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,32.81,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

54,13:15-13:30,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,32.81,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

55,13:30-13:45,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,32.81,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

56,13:45-14:00,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,32.81,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,339.91,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

57,14:00-14:15,0,548.92,0,0,10.43,0,0,22.02,97.23,416.25,0,27.68,0,0,32.4,148.3,78.4,0,38.1,0,35,0,0,0,3.11,0,0,45,98.41,366.71,0,0,0,0,68.56,130.79,0,0,0,0,0,48.81,8.63,0,0,0.95,0,21.64,0,0,0,0,0,0,150.34,1.41,5.7,0,59.5,45.83,3.2,48.57,0,15,13.04,20.8,0,0,25.9,124.58,80.77,0

