Block,Time,RIHAND2,CHAMERA3,DHAULIGNGA,KISHANGANGA,NAPP,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,URI2,TEHRI,SINGRAULI_HYDRO,UNCHAHAR3,BSIUL,RAPPB,CHAMERA1,URI,TANAKPUR,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,13.248,0,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

2,00:15-00:30,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,5.8926,26.726,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

3,00:30-00:45,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,5.8926,79.37622,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

4,00:45-01:00,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,5.8926,79.37622,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

5,01:00-01:15,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,40.848,5.8926,79.37622,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

6,01:15-01:30,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,40.848,6.6612,79.37622,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

7,01:30-01:45,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,26.726,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

8,01:45-02:00,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

9,02:00-02:15,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

10,02:15-02:30,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

11,02:30-02:45,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

12,02:45-03:00,99.54,9.67784,0,0,42.3996,13.17004,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

13,03:00-03:15,99.54,0,0,0,42.3996,3.7324,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,40.848,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

14,03:15-03:30,99.54,0,0,0,42.3996,3.7324,653.1525,8.874,0,0,92,679.493168,16.478852,0,0,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,40.848,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

15,03:30-03:45,99.54,0,0,0,42.3996,3.7324,653.1525,8.874,0,0,92,679.493168,16.478852,0,23.3909,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

16,03:45-04:00,99.54,0,0,0,42.3996,3.7324,653.1525,8.874,0,0,92,679.493168,16.478852,0,46.7818,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

17,04:00-04:15,99.54,0,0,0,42.3996,3.7324,653.1525,8.874,0,0,92,679.493168,16.478852,0,46.7818,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

18,04:15-04:30,99.54,0,0,0,42.3996,3.7324,653.1525,8.874,0,0,92,679.493168,16.478852,0,46.7818,52.9173,0,123.665625,139.3125,37.4865,15.804048,10.91181,0,30.9396,0,0.66955,26.39091,13.0416,0,14.0462,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

19,04:30-04:45,99.54,0,0,0,42.3996,3.7324,653.1525,8.874,0,0,92,679.493168,16.478852,0,46.7818,52.9173,0,123.665625,136.5,37.4865,15.804048,10.91181,0,30.9396,11.844,0.66955,26.39091,13.0416,0,14.04936,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

20,04:45-05:00,99.54,0,0,0,42.3996,3.7324,653.1525,8.874,0,0,92,679.493168,16.478852,0,46.7818,52.9173,0,123.665625,136.5,37.4865,15.804048,10.91181,0,30.9396,23.688,0.66955,26.39091,13.0416,0,28.09872,34.224,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

21,05:00-05:15,99.54,9.67784,0,0,42.3996,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,46.7818,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,23.688,0.66955,26.39091,13.0416,0,28.09872,40.848,0,25.564,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

22,05:15-05:30,99.54,19.35568,0,0,42.3996,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,62.2179,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,23.688,0.66955,26.39091,13.0416,0,34.56645,40.848,0,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

23,05:30-05:45,99.54,19.35568,0,0,42.3996,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,70.1727,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,23.688,0.66955,26.39091,13.0416,0,42.14808,34.224,0,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

24,05:45-06:00,99.54,19.35568,9.1149,0,42.3996,26.34008,653.1525,16.762,0,0,92,679.493168,16.478852,0,93.5636,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,35.532,0.66955,26.39091,13.0416,0,42.14808,34.224,0,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

25,06:00-06:15,99.54,19.35568,18.2298,0,42.3996,15.996,653.1525,25.143,0,0,92,679.493168,32.957704,0,93.5636,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,35.532,0.66955,26.39091,13.0416,0,42.14808,34.224,0,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

26,06:15-06:30,99.54,19.35568,27.408108,0,42.3996,39.51012,653.1525,33.524,0,0,92,679.493168,32.957704,0,116.9545,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,47.376,0.66955,26.39091,19.5624,0,42.14808,34.224,0,12.782,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

27,06:30-06:45,99.54,19.35568,36.544144,0,42.3996,39.51012,653.1525,33.524,0,0,92,679.493168,32.957704,0,140.3454,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,47.376,0.66955,26.39091,19.5624,0,42.14808,34.224,0.3843,26.726,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

28,06:45-07:00,99.54,19.35568,36.544144,0,42.3996,39.51012,653.1525,33.524,0,0,92,679.493168,32.957704,0,140.3454,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,47.376,0.66955,26.39091,19.5624,0,42.14808,34.224,0.3843,79.37622,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

29,07:00-07:15,99.54,19.35568,36.544144,0,42.3996,39.51012,653.1525,33.524,0,0,92,679.493168,32.957704,0,140.3454,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,47.376,0.66955,26.39091,19.5624,0,42.14808,34.224,0.3843,79.37622,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

30,07:15-07:30,99.54,19.35568,36.544144,0,42.3996,39.51012,653.1525,33.524,0,0,92,679.493168,32.957704,0,140.3454,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,47.376,0.66955,26.39091,19.5624,0,42.14808,34.224,0.3843,79.37622,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

31,07:30-07:45,99.54,19.35568,27.408108,0,42.3996,39.51012,653.1525,33.524,0,0,92,679.493168,32.957704,0,116.9545,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,47.376,0.66955,26.39091,19.5624,0,42.14808,40.848,6.6612,79.37622,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

32,07:45:08:00,99.54,19.35568,18.250936,0,42.3996,26.34008,653.1525,18.241,0,0,92,679.493168,32.957704,0,93.5636,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,47.376,0.66955,26.39091,13.0416,0,42.14808,40.848,6.6612,27.888,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

33,08:00-08:15,99.54,19.35568,9.1149,0,42.3996,26.34008,653.1525,8.874,0,0,92,679.493168,16.478852,0,60.608,52.9173,0,123.665625,123,37.4865,15.804048,10.91181,0,30.9396,47.376,0.66955,26.39091,13.0416,0,42.14808,34.224,6.6612,26.726,0,69.504,0,0,0,42.735,0,0,0,87.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

