Column1,Time,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/3733,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/6528,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3925,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/01/01/8625,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/8738,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/5531,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/8058,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19
23,05:30-05:45,69.87,0,0,20.12,0,182.02,8.62,1.37,66.1,0.99,59.23,1.38,0,0,23.95,23.95,0,0,0,0,0,19.33,63.34,19.33,63.33,0,12.67,0,58.01,64.19,47.9,0,0,0,47.9,47.9,0,19.16,23.95,28.74,0,26.82,21.21,0,0,0,0,0,0

24,05:45-06:00,69.87,0,0,20.12,0,201.18,8.62,1.37,71.85,0.99,59.23,1.38,0,0,23.95,23.95,0,0,0,0,0,19.83,63.34,19.83,63.33,0,12.67,0,59.51,64.19,47.9,0,0,0,47.9,47.9,0,19.16,23.95,28.74,0,26.82,20.81,0,0,0,0,0,0

25,06:00-06:15,65.74,0,0,20.12,0,220.34,8.62,1.37,99.8,0.99,59.23,1.38,0,0,25.87,25.87,0,0,0,0,0,19,59,19,59,0,12.33,0.58,57,81.87,47.9,0,0,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,20.01,0,0,0,0,0,0

26,06:15-06:30,65.74,0,0,20.12,0,235.67,8.62,1.37,99.8,0.99,74.27,1.38,0,0,25.87,25.87,0,0,0,0,0,18.67,57.34,18.67,57.33,0.04,12,1,55.99,130.05,47.9,0,0,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,19.21,0,0.04,0,0,0,0

27,06:30-06:45,65.74,0,0,20.12,0,235.67,8.62,1.37,99.8,0.99,86.41,1.38,0,0,33.53,33.53,0,0,0,0,0,18.67,44.34,18.67,44.33,0.62,11.33,1.36,55.99,130.05,47.9,0,0,0,47.9,47.9,0,19.16,43.11,28.74,0,26.82,18.61,0,0.09,0,0,0,0

28,06:45-07:00,65.74,0,0,20.12,0.01,235.67,8.62,1.37,99.8,0.99,86.41,1.38,0,0,33.53,33.53,0,0,0,0,1,18.5,44,18.5,44,2.28,11.33,2.51,55.5,130.05,47.9,0.01,0,0.01,47.9,47.9,0,19.16,43.11,28.74,0,26.82,18.21,0,0.14,0,0,0,0

29,07:00-07:15,65.74,0,0,20.12,0.21,235.67,14.37,1.37,99.8,0.99,86.41,1.38,0,0,36.4,36.4,0,0,0,0,3,15,43,15,43,5.49,11.33,4.93,45,130.05,47.9,0.21,50,0.21,47.9,47.9,0,19.16,43.11,28.74,0,26.82,18.41,0,0.83,0,1,0,0.12

30,07:15-07:30,114.58,0,0,20.12,0.42,235.67,14.37,1.37,99.8,0.99,86.41,1.38,0,0,36.4,36.4,0,0,2,0,7,14.83,42,14.83,42,10.91,11,8.8,44.51,130.05,47.9,0.42,50,0.43,47.9,47.9,0,19.16,43.11,28.74,0,26.82,18.61,0,8.67,1,2,1,0.67

31,07:30-07:45,114.58,0,0,20.12,0.77,235.67,14.37,1.37,99.8,0.99,86.41,1.38,0,0,36.4,36.4,1,0.7,5,1,10,14.83,41,14.83,41,18.52,10.33,14.48,44.51,130.05,47.9,0.77,50,0.79,47.9,47.9,0,19.16,43.11,28.74,0,26.82,18.81,0.14,9.33,4,3,2,2.13

32,07:45-08:00,114.58,0,0,20.12,1.57,235.67,14.37,1.37,99.8,0.99,86.41,1.38,0,0,36.4,36.4,3,6.18,7,2,18,14.67,40,14.67,40,28,10,22.59,43.99,130.05,47.9,1.57,50,1.6,47.9,47.9,0,19.16,43.11,28.74,0,26.82,19.01,1.24,10,7,5,2,4.47

33,08:00-08:15,114.58,0,0,20.12,2.07,250.04,14.37,1.37,99.8,0.99,86.41,1.38,0,0,36.4,36.4,4,15.87,9,3,25,14.67,33.66,14.67,33.67,26.75,9.67,26.75,43.99,130.05,47.9,2.07,50,2.13,47.9,47.9,0,19.16,43.11,28.74,0,26.82,15.81,3.18,10,11,7,3,7.49

34,08:15-08:30,114.58,0,0,20.12,2.9,250.04,14.37,1.37,99.8,0.99,86.41,1.38,0,0,36.4,36.4,6,32.71,10,4,27.73,14.5,30.34,14.5,30.33,27.74,9,27.73,43.5,130.05,47.9,2.9,50,2.97,47.9,47.9,0,19.16,43.11,28.74,0,26.82,16.61,6.54,12.89,14,9,5,10.53

35,08:30-08:45,114.58,0,0,20.12,3.1,250.04,14.37,1.37,99.8,0.99,86.41,1.38,0,0,36.4,36.4,7,52.14,15,8,29.23,14.33,28.34,14.33,28.33,29.24,8.67,29.23,43.01,130.05,47.9,3.1,50,3.18,47.9,47.9,0,19.16,43.11,28.74,0,26.82,17.21,10.43,19.09,18,11,5,12.89

36,08:45-09:00,114.58,0,0,20.12,3.48,250.04,14.37,1.37,99.8,0.99,86.41,1.38,0,0,36.4,36.4,9,73.6,22,11,29.23,14,27,14,27,29.24,8,29.23,42,130.05,47.9,3.48,50,3.57,47.9,47.9,0,19.16,43.11,28.74,0,26.82,17.81,14.72,25.51,21,12,6,57.83

37,09:00-09:15,114.58,0,0,20.12,4.12,250.04,14.37,1.37,99.8,0.99,86.41,1.43,0,0,36.4,36.4,9,95.06,37,16,29.23,12.5,27,12.5,27,29.24,7.67,29.23,37.5,130.05,47.9,4.12,0,4.22,47.9,47.9,0,19.16,43.11,28.74,0,26.82,22.01,19.01,32.95,21,12,6,67.13

38,09:15-09:30,114.58,0,0,20.12,5.03,250.04,14.37,1.37,99.8,0.99,86.41,1.43,0,0,36.4,36.4,10,117.37,43,21,30.23,11,26.66,11,26.67,30.24,7,30.23,33,130.05,47.9,5.03,0,5.16,47.9,47.9,0,19.16,43.11,28.74,0,26.82,23.01,23.47,42.65,25,13,7,76.38

39,09:30-09:45,114.58,0,0,20.12,9.6,269.47,14.37,1.37,99.8,0.99,86.41,1.43,0,0,36.4,36.4,15,140.91,50,24,30.23,9.83,26,9.83,26,30.24,6.67,30.23,29.51,130.05,47.9,9.6,0,8.94,47.9,47.9,0,19.16,43.11,28.74,0,26.82,25.01,28.18,53.29,35,15,7,85.05

40,09:45-10:00,114.58,0,0,20.12,10.81,269.47,14.37,1.37,99.8,0.99,86.41,1.43,0,0,36.4,36.4,18,162.35,57,28,30.23,7.83,25.34,7.83,25.33,30.24,6.67,30.23,23.51,130.05,47.9,10.81,0,10.08,47.9,47.9,0,19.16,43.11,28.74,0,26.82,25.41,32.47,62.09,42,16,8,93.56

41,10:00-10:15,65.74,0,0,20.12,11.87,269.47,14.37,1.37,99.8,0.99,86.41,1.43,0,0,36.4,36.4,22,198.75,63,31,30.23,7,20,7,20,30.24,6.67,30.23,21,130.05,47.9,11.87,0,11.06,47.9,47.9,0,19.16,43.11,28.74,0,26.82,28.01,39.75,68.8,53,27,13,103.67

42,10:15-10:30,65.74,0,0,20.12,12.95,269.47,14.37,1.37,99.8,0.99,86.41,1.43,0,0,36.4,36.4,27,220.59,68,34,30.23,7,18,7,18,30.24,6.67,30.23,21,130.05,47.9,12.95,0,12.07,47.9,47.9,0,19.16,43.11,28.74,0,26.82,28.01,44.12,76.11,63,30,15,116.95

43,10:30-10:45,65.74,0,0,20.12,13.78,269.47,14.37,1.37,99.8,0.99,86.41,1.43,0,0,36.4,36.4,33,229.63,83,38,30.23,6.67,14.34,6.67,14.33,30.24,6.67,30.23,19.99,130.05,47.9,13.78,0,12.84,47.9,47.9,0,19.16,43.11,28.74,0,26.82,34.01,45.93,81.35,77,37,18,124.34

44,10:45-11:00,65.74,0,0,20.12,14.4,269.47,14.37,1.37,99.8,0.99,86.41,1.43,0,0,36.4,36.4,39,233.33,87,39,30.23,6.67,14.34,6.67,14.33,30.24,6.67,30.23,19.99,130.05,47.9,14.4,0,13.42,47.9,47.9,0,19.16,43.11,28.74,0,26.82,34.01,46.67,86.67,91,40,20,130.33

45,11:00-11:15,65.74,0,0,20.12,15.08,269.47,8.62,1.37,99.8,1.03,86.41,1.48,0,0,32.57,32.57,42,237.5,91,41,30.23,6.67,11.66,6.67,11.67,30.24,6.67,30.23,19.99,130.05,47.9,15.08,0,14.05,47.9,47.9,0,19.16,32.57,28.74,0,26.82,39.62,47.5,86.67,98,43,22,136.03

46,11:15-11:30,65.74,0,0,20.12,15.63,269.47,8.62,1.37,99.8,1.03,78.83,1.48,0,0,32.57,32.57,48,237.5,92,43,30.23,6.67,11.66,6.67,11.67,30.24,6.67,30.23,19.99,130.05,47.9,15.63,0,14.56,47.9,47.9,0,19.16,32.57,28.74,0,26.82,39.62,47.5,86.68,112,47,23,140.34

47,11:30-11:45,69.87,0,0,20.12,16.21,269.47,8.62,1.37,99.8,1.03,75.96,1.48,0,0,32.57,32.57,46,237.5,92,42,30.23,6.67,11,6.67,11,30.24,6.67,30.23,19.99,112.36,47.9,16.21,0,15.11,47.9,47.9,0,19.16,32.57,28.74,0,26.82,39.62,47.5,86.68,109,50,25,142.12

48,11:45-12:00,69.87,0,0,20.12,16.49,269.47,8.62,1.37,99.8,1.03,75.96,1.48,0,0,32.57,32.57,52,237.5,92,44,30.23,6.67,11,6.67,11,30.24,6.67,30.23,19.99,112.36,47.9,16.49,0,15.37,47.9,47.9,0,19.16,32.57,28.74,0,26.82,39.62,47.5,86.68,123,53,27,142.96

49,12:00-12:15,69.87,0,0,20.12,16.8,269.47,8.62,1.37,78.56,1.03,63.82,1.48,0,0,25.87,25.87,76,237.5,92,45,30.23,6.67,11,6.67,11,30.24,6.67,30.23,19.99,94.19,47.9,16.8,0,15.65,47.9,47.9,0,19.16,32.57,28.74,0,26.82,37.02,47.5,86.68,179,83,42,143.99

50,12:15-12:30,69.87,0,0,20.12,16.9,269.47,8.62,1.37,52.69,1.03,63.82,1.48,0,0,25.87,25.87,76,237.5,92,44,30.23,6.67,11,6.67,11,30.24,6.67,30.23,19.99,94.19,47.9,16.9,0,15.76,47.9,47.9,0,19.16,32.57,28.74,0,26.82,36.82,47.5,86.68,179,83,42,143.62

51,12:30-12:45,69.87,0,0,20.12,17.03,269.47,8.62,1.37,52.69,1.03,63.82,1.48,0,0,25.87,25.87,76,237.5,95,44,30.23,6.67,11,6.67,11,30.24,6.67,30.23,19.99,94.19,47.9,17.03,0,15.87,47.9,47.9,0,19.16,32.57,28.74,0,26.82,36.42,47.5,86.68,179,83,42,142.78

52,12:45-13:00,69.87,0,0,20.12,17.02,269.47,8.62,1.37,52.69,1.03,63.82,1.48,0,0,25.87,25.87,76,237.5,95,45,30.23,6.67,11,6.67,11,30.24,6.67,30.23,19.99,94.19,47.9,17.02,0,15.86,47.9,47.9,0,19.16,32.57,28.74,0,26.82,36.01,47.5,86.68,179,83,42,142.58

53,13:00-13:15,69.87,0,0,20.12,16.87,269.47,8.62,1.37,52.69,1.06,63.82,1.52,0,0,25.87,25.87,76,237.5,95,44,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,16.87,0,15.72,47.9,47.9,0,19.16,32.57,28.74,0,26.82,30.41,47.5,86.68,179,90,45,141.75

54,13:15-13:30,69.87,0,0,20.12,16.62,269.47,8.62,1.37,52.69,1.06,63.82,1.52,0,0,25.87,25.87,76,237.5,93,44,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,16.62,0,15.48,47.9,47.9,0,19.16,32.57,28.74,0,26.82,30.21,47.5,86.68,179,90,45,135.47

55,13:30-13:45,69.87,0,0,20.12,16.43,249.35,8.62,1.37,52.69,1.06,63.82,1.52,0,0,25.87,25.87,76,237.5,93,43,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,16.43,0,15.31,47.9,47.9,0,19.16,32.57,28.74,0,26.82,28.01,47.5,86.68,179,88,44,132.55

56,13:45-14:00,69.87,0,0,20.12,16.08,229.23,8.62,1.37,52.69,1.06,63.82,1.52,0,0,25.87,25.87,76,237.5,92,42,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,16.08,0,14.98,47.9,47.9,0,19.16,32.57,28.74,0,26.82,27.61,47.5,86.68,179,87,43,128.65

57,14:00-14:15,69.87,0,0,20.12,15.52,211.72,8.62,1.28,52.69,1.06,63.82,1.52,0,0,25.87,25.87,73,233.33,91,41,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,15.52,0,14.46,47.9,47.9,0,19.16,25.87,28.74,0,26.82,27.41,46.67,86.68,172,83,42,124.75

58,14:15-14:30,69.87,0,0,20.12,14.96,211.72,8.62,1.28,52.69,1.06,63.82,1.52,0,0,25.87,25.87,72,233.33,90,40,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,14.96,0,13.94,47.9,47.9,0,19.16,25.87,28.74,0,26.82,27.41,46.67,86.68,168,81,40,112.08

59,14:30-14:45,69.87,0,0,20.12,14.28,211.72,8.62,1.28,52.69,1.06,63.82,1.52,0,0,25.87,25.87,69,233.33,87,38,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,14.28,0,13.3,47.9,47.9,0,19.16,25.87,28.74,0,26.82,31.01,46.67,86.67,161,77,38,107.21

60,14:45-15:00,69.87,0,0,20.12,13.4,211.72,8.62,1.28,74.72,1.06,63.82,1.52,0,0,25.87,25.87,66,223.99,84,36,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,13.4,0,12.48,47.9,47.9,0,19.16,25.87,28.74,0,26.82,30.81,44.8,86.67,154,72,36,115.36

61,15:00-15:15,69.87,0,0,20.12,12.52,211.72,8.62,1.37,99.8,1.14,63.82,1.56,0,0,25.87,25.87,63,211.8,80,34,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,12.52,0,11.67,47.9,47.9,0,19.16,25.87,28.74,0,26.82,30.01,42.36,83.87,147,69,35,95.65

62,15:15-15:30,69.87,0,0,20.12,11.51,211.72,8.62,1.37,99.8,1.14,63.82,1.56,0,0,25.87,25.87,57,197.96,73,32,30.23,6.67,12.66,6.67,12.67,30.24,6.67,30.23,19.99,94.19,47.9,11.51,0,10.72,47.9,47.9,0,19.16,25.87,28.74,0,26.82,29.61,39.59,77.48,133,63,31,87.95

63,15:30-15:45,69.87,0,0,20.12,10.48,231.84,8.62,1.37,99.8,1.14,63.82,1.56,0,0,25.87,25.87,54,182.87,67,29,27,6.67,18.34,6.67,18.33,31.85,6.67,31.85,19.99,94.19,47.9,10.48,0,9.76,47.9,47.9,0,19.16,25.87,28.74,0,26.82,27.01,36.58,72.85,126,60,30,79.83

64,15:45-16:00,69.87,0,0,20.12,9.21,251.95,8.62,1.37,99.8,1.14,63.82,1.56,0,0,25.87,25.87,48,166.61,60,26,19,6.67,18.34,6.67,18.33,33,6.67,33,19.99,94.19,47.9,9.21,0,8.58,47.9,47.9,0,19.16,25.87,28.74,0,26.82,24.01,33.32,67.36,112,53,27,71.44

65,16:00-16:15,65.74,0,0,20.12,7.89,269.47,8.62,1.37,99.8,1.14,75.96,1.56,0,0,25.87,25.87,42,149.15,53,23,11,8.5,18.34,8.5,18.33,33,6.67,33,25.5,112.36,47.9,7.89,0,7.35,47.9,47.9,0,19.16,25.87,28.74,0,26.82,26.01,29.83,60.03,98,47,23,61.99

66,16:15-16:30,65.74,0,0,20.12,6.5,269.47,8.62,1.37,99.8,1.14,75.96,1.56,0,0,25.87,25.87,33,130.26,45,19,5,8.67,18.34,8.67,18.33,33,6.67,33,25.99,112.36,47.9,6.5,0,6.05,47.9,47.9,0,19.16,25.87,28.74,0,26.82,25.21,26.05,50.58,77,39,19,51.85

67,16:30-16:45,65.74,0,0,20.12,4.95,269.47,8.62,1.37,99.8,1.14,86.41,1.56,0,0,25.87,25.87,27,96.04,37,14,1,8.5,18.34,8.5,18.33,33,6.67,27.3,25.5,130.05,47.9,4.95,0,4.61,47.9,47.9,0,19.16,25.87,28.74,0,26.82,24.61,19.21,41.09,63,29,15,41.06

68,16:45-17:00,65.74,0,0,20.12,2.73,269.47,8.62,1.37,99.8,1.14,86.41,1.56,0,0,25.87,25.87,22,74.72,27,8,0,8.5,18.66,8.5,18.67,21.01,6.67,16.86,25.5,130.05,47.9,2.73,0,2.55,47.9,47.9,0,19.16,25.87,28.74,0,26.82,22.81,14.94,31.32,53,21,11,31.42

69,17:00-17:15,74.19,0,0,20.12,1.75,269.47,14.37,1.37,99.8,1.22,86.41,1.56,0,0,36.4,36.4,15,55.77,18,5,0,8.67,19,8.67,19,11.7,6.67,9.79,25.99,130.05,47.9,1.75,0,1.63,47.9,47.9,0,19.16,43.11,28.74,0,26.82,21.61,11.15,24.03,35,15,7,22.69

70,17:15-17:30,114.58,0,0,20.12,0.98,269.47,14.37,1.37,99.8,1.22,86.41,1.56,0,0,36.4,36.4,10,35.93,10,2,0,8.67,19.34,8.67,19.33,5.42,6.67,5.21,25.99,130.05,47.9,0.98,0,0.92,47.9,47.9,0,19.16,43.11,28.74,0,26.82,20.41,7.19,15.8,25,7,3,13.24

