Block,Time,RAMPUR,CHAMERA1,RIHAND1,DULHASTI,RAPPC,RAPPB,BSIUL,CHAMERA3,SINGRAULI,TANAKPUR,DADRI_LF,UNCHAHAR3,URI,DADRT2,JHAJJAR,KOLDAM,ANTA_LF,SINGRAULI_HYDRO,AURY_GF,DADRI_RF,UNCHAHAR2,RIHAND3,DADRI_GF,SEWA2,UNCHAHAR1,UNCHAHAR4,PARBATI3,URI2,CHAMERA2,TEHRI,TANDA2,ANTA_CRF,KOTESHWR,RIHAND2,AURY_CRF,ANTA_RF,AURY_RF,NJPC,SALAL,KISHANGANGA,DADRI_CRF,NAPP,ANTA_GF,DHAULIGNGA,AURY_LF,KHSTPP-II,FSTPP I & II,TALA,BRBCL,KHSTPP-I,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.000000,93.406640,18.983470,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,21.609345,33.999667,387.134254,641.600706,0.000000,0.000000,0.729511,0.000000,0.000000,43.218136,125.670288,0.000000,18.093714,15.072628,2.520044,0.000000,37.216313,3.936929,0.000000,5.156625,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,20.017920,0.000000,16.061921,44.654475,403.024248,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,93.406640,18.983470,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,21.609345,33.999667,371.735854,611.196084,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,15.072628,2.520044,0.000000,37.216313,3.936929,0.000000,5.156625,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,14.635236,44.654475,403.024248,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,93.406640,18.983470,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,17.667547,33.999667,367.533438,542.326836,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,37.216313,3.936929,0.000000,5.156625,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,13.157725,44.654475,403.024248,0,0,0,0,0

9,02:00-02:15,0.000000,13.495254,93.406640,18.983470,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,17.667547,33.999667,367.533438,458.083090,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,37.216313,3.936929,0.000000,5.156625,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,14.155507,44.654475,403.024248,0,0,0,0,0

10,02:15-02:30,0.000000,13.521104,93.406640,18.983470,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,14.823174,33.999667,367.533438,378.718836,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,37.216313,3.936929,0.000000,5.156625,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,12.922046,44.654475,403.024248,0,0,0,0,0

11,02:30-02:45,0.000000,27.042208,93.406640,18.983470,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,18.764971,33.999667,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,37.216313,3.936929,0.000000,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,13.498689,44.654475,403.024248,0,0,0,0,0

12,02:45-03:00,0.000000,27.042208,93.406640,18.983470,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,18.764971,33.999667,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,37.216313,3.936929,0.000000,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,14.161356,44.654475,403.024248,0,0,0,0,0

13,03:00-03:15,0.000000,27.042208,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,18.764971,33.999667,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,3.936929,13.803353,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,16.016237,44.654475,403.024248,0,0,0,0,0

14,03:15-03:30,0.000000,27.042208,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,18.764971,33.999667,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,15.558745,13.803353,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,15.051130,44.654475,403.024248,0,0,0,0,0

15,03:30-03:45,0.000000,27.042208,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,18.764971,33.999667,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,15.558745,27.606706,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,14.970452,44.654475,403.024248,0,0,0,0,0

16,03:45-04:00,0.000000,27.042208,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,18.764971,33.999667,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,15.558745,41.410058,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,17.732647,44.654475,403.024248,0,0,0,0,0

17,04:00-04:15,0.000000,27.042208,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,18.764971,33.999667,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,15.558745,41.410058,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,17.293062,44.654475,403.024248,0,0,0,0,0

18,04:15-04:30,0.000000,40.563312,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,18.764971,37.187136,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,15.558745,53.679705,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,19.098831,44.654475,403.024248,0,0,0,0,0

19,04:30-04:45,0.000000,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,18.764971,37.187136,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,15.558745,53.679705,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

20,04:45-05:00,0.000000,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,18.764971,32.937178,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,15.558745,55.213411,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

21,05:00-05:15,0.000000,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,18.764971,32.937178,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,15.558745,55.213411,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

22,05:15-05:30,0.830012,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,22.325211,143.866385,0.000000,0.000000,18.764971,32.937178,367.533438,359.326476,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,15.558745,55.213411,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,21.448404,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

23,05:30-05:45,1.660025,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,22.325211,143.866385,0.000000,0.000000,18.764971,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,31.117490,55.213411,5.156625,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,42.896809,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,20.017920,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

24,05:45-06:00,2.490038,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,22.325211,143.866385,0.000000,0.000000,18.764971,32.937178,367.533438,357.546036,1.803247,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.985730,2.520044,0.000000,36.465835,31.117490,55.213411,5.156625,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,64.345213,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,20.017920,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

25,06:00-06:15,3.720234,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,22.325211,143.866385,0.000000,0.000000,21.609345,32.937178,367.533438,373.906836,4.057305,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,15.072628,2.520044,0.000000,36.465835,31.117490,55.213411,5.156625,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,96.517820,25.721102,5.287146,0.000000,47.392114,0.000000,10.474794,0.000000,142.723920,20.017920,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

26,06:15-06:30,5.113470,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,22.325211,143.866385,0.000000,0.000000,21.609345,32.937178,367.533438,431.650836,6.694553,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,15.072628,2.520044,0.000000,36.465835,31.117490,55.213411,5.156625,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,132.443897,40.259117,5.287146,0.000000,47.392114,0.000000,20.949590,0.000000,142.723920,20.017920,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

27,06:30-06:45,6.047234,40.563312,93.406640,37.966939,66.242257,0.000000,18.826854,33.521598,143.866385,5.671038,0.000000,21.609345,32.937178,367.533438,381.124836,8.926070,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.130340,15.072628,2.520044,3.670948,37.216313,46.676234,55.213411,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,158.932677,76.391674,7.930718,0.000000,47.392114,0.000000,31.424384,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

28,06:45-07:00,6.047234,40.563312,93.406640,37.966939,66.242257,0.000000,18.826854,33.521598,143.866385,5.671038,0.000000,21.609345,32.937178,367.533438,373.906836,8.926070,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.130340,15.072628,2.520044,18.859859,37.216313,46.676234,55.213411,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,158.932677,76.391674,7.930718,0.000000,47.392114,0.000000,41.899178,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

29,07:00-07:15,6.047234,40.563312,93.406640,37.966939,66.242257,0.000000,18.826854,33.521598,143.866385,5.671038,0.000000,18.716851,32.937178,367.533438,357.546036,8.926070,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.130340,13.043694,2.520044,18.859859,37.216313,46.676234,55.213411,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,158.932677,76.391674,7.930718,0.000000,47.392114,0.000000,41.899178,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

30,07:15-07:30,5.469190,40.563312,93.406640,37.966939,66.242257,0.000000,18.826854,33.521598,143.866385,5.671038,0.000000,18.716851,32.937178,367.533438,357.546036,8.926070,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.130340,11.981880,2.520044,18.859859,37.216313,46.676234,55.213411,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,141.773953,76.391674,7.930718,0.000000,47.392114,0.000000,31.424384,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

31,07:30-07:45,5.113470,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,33.521598,143.866385,0.246567,0.000000,15.075787,37.187136,367.533438,357.546036,6.694553,0.000000,0.729511,0.000000,0.000000,34.734171,125.670288,0.000000,18.093714,11.981880,2.520044,18.859859,36.465835,46.676234,55.213411,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,132.443897,76.391674,7.930718,0.000000,47.392114,0.000000,20.901123,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

32,07:45:08:00,3.720234,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,33.521598,143.866385,0.000000,0.000000,14.775054,37.187136,367.533438,357.546036,4.057305,0.000000,0.729511,0.000000,0.000000,30.144100,125.670288,0.000000,18.093714,11.981880,2.520044,18.859859,36.465835,46.676234,55.213411,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,96.517820,76.391674,7.930718,0.000000,47.392114,0.000000,20.901123,0.000000,142.723920,16.038011,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

33,08:00-08:15,2.490038,40.563312,93.406640,37.966939,66.242257,0.000000,12.551236,33.521598,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,1.803247,0.000000,0.729511,0.000000,0.000000,24.445230,125.670288,0.000000,18.093714,11.981880,2.520044,3.670948,36.465835,46.676234,41.410058,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,64.345213,39.140808,7.930718,0.000000,47.392114,0.000000,10.450561,0.000000,142.723920,11.019480,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

34,08:15-08:30,1.660025,27.042208,93.406640,37.966939,66.242257,0.000000,12.551236,33.521598,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.364022,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,46.676234,27.606706,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,42.896809,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,11.019480,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

35,08:30-08:45,0.830012,27.042208,93.406640,37.966939,66.242257,0.000000,12.551236,22.325211,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,28.954093,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,46.676234,13.803353,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,21.448404,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,12.783752,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

36,08:45:09:00,0.000000,27.042208,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,28.954093,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,46.676234,13.803353,4.096733,0.000000,19.970412,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,12.783752,0.000000,19.247984,44.654475,403.024248,0,0,0,0,0

37,09:00:09:15,0.000000,13.305180,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,31.117490,0.000000,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,11.019480,0.000000,19.247984,36.591507,403.024248,0,0,0,0,0

38,09:15-09:30,0.000000,13.229150,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,15.558745,0.000000,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,11.019480,0.000000,19.247984,36.591507,403.024248,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,15.558745,0.000000,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,11.019480,0.000000,19.247984,36.591507,403.024248,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,15.558745,0.000000,4.096733,0.000000,26.627215,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,11.019480,0.000000,19.247984,36.591507,403.024248,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,93.406640,18.983470,66.242257,0.000000,12.551236,11.162605,143.866385,0.000000,0.000000,14.775054,37.187136,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,15.558745,0.000000,4.096733,0.000000,17.751478,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,11.019480,0.000000,19.247984,36.591507,403.024248,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,93.406640,18.983470,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,14.775054,37.187136,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,15.558745,0.000000,4.096733,0.000000,8.875739,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,11.019480,0.000000,19.247984,36.591507,403.024248,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,93.406640,18.983470,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,15.558745,0.000000,4.096733,0.000000,8.875739,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,5.287146,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,11.019480,0.000000,19.247984,36.591507,403.024248,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,93.406640,0.000000,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,15.558745,0.000000,4.096733,0.000000,8.875739,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,2.643572,0.000000,47.392114,0.000000,0.000000,0.000000,142.723920,11.019480,0.000000,19.247984,36.591507,403.024248,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,93.406640,0.000000,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,15.558745,0.000000,4.096733,0.000000,8.875739,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,2.643572,0.000000,47.392114,0.000000,0.000000,0.000000,115.648336,11.019480,0.000000,17.334611,31.023445,403.024248,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,93.406640,0.000000,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,15.558745,0.000000,4.096733,0.000000,8.875739,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,2.643572,0.000000,47.392114,0.000000,0.000000,0.000000,115.648336,11.019480,0.000000,18.823921,31.023445,403.024248,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,93.406640,0.000000,66.242257,0.000000,12.551236,0.000000,143.866385,0.000000,0.000000,14.775054,32.937178,367.533438,357.546036,0.000000,0.000000,0.729511,0.000000,0.000000,24.142670,125.670288,0.000000,18.093714,11.981880,2.520044,0.000000,36.465835,0.000000,0.000000,4.096733,0.000000,8.875739,59.851752,0.000000,0.000000,0.000000,0.000000,25.721102,2.643572,0.000000,47.392114,0.000000,0.000000,0.000000,115.648336,11.019480,0.000000,19.247984,31.023445,403.024248,0,0,0,0,0

