Block,Time,BRBCL,CHAMERA1,MAPS,NAPP,PARBATI3,RIHAND1,SALAL,SIMHST2,TANAKPUR,DULHASTI,KKNPPU2,RAMPUR,RAPPB,RSTPSU7,TANDA2,ANTA_GF,KKNP,NLCEXP,NLCIIST2,NTPL,TEHRI,TelanganaSTPP,ANTA_LF,AURY_LF,CHAMERA2,CHAMERA3,DADRT2,FSTPP I & II,KOLDAM,NLCIIST1,RAPPC,SASAN,TALA,ANTA_CRF,DADRI_LF,KHSTPP-I,NLCTS2EXP,SINGRAULI,UNCHAHAR1,UNCHAHAR2,URI2,AURY_RF,DADRI_RF,BSIUL,DHAULIGNGA,KGSU1AND2,KGSU3AND4,KISHANGANGA,SEWA2,TALST2,UNCHAHAR3,UNCHAHAR4,URI,DADRI_CRF,DADRI_GF,JHAJJAR,KHSTPP-II,KOTESHWR,NJPC,NNTPP,RIHAND2,ANTA_RF,AURY_GF,KUDGI,RIHAND3,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,VALLURNTECL,AURY_CRF
57,14:00-14:15,15,42.15,0,45.23,30.92,52.06,83.67,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,16.71,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,11.97,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,29.93,0,0,127.6,0,0,0.84,0,0

58,14:15-14:30,15,42.15,0,45.23,30.92,52.06,83.67,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,16.71,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,11.97,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,29.93,0,0,127.6,0,0,0.84,0,0

59,14:30-14:45,15,42.15,0,45.23,30.92,52.06,83.67,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,34.72,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,12.11,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,29.93,0,0,127.6,0,0,0.84,0,0

60,14:45-15:00,15,42.15,0,45.23,30.92,52.06,83.67,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,49.93,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,12.11,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,0,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.04,0,0,127.6,0,0,0.84,0,0

61,15:00-15:15,15,42.15,0,45.23,30.92,52.06,83.67,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,49.93,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,12.11,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,5.79,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

62,15:15-15:30,15,42.15,0,45.23,30.92,52.06,83.67,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,67.72,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,12.11,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,5.79,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

63,15:30-15:45,15,42.15,0,45.23,30.92,52.06,83.67,0,10.89,36.23,0,3.54,0,0,2.89,0,0,0,0,0,67.72,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,9.2,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,11.58,0,27.05,1.62,36.43,0,0,413.81,98.87,19.32,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

64,15:45-16:00,15,42.15,0,45.23,30.92,52.06,83.67,0,10.89,36.23,0,3.54,0,0,2.89,0,0,0,0,0,67.72,0,0,0,44.22,21.37,686.07,14.3,5.35,0,60.23,315,9.08,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,13.04,40.4,0,0,2.88,11.58,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

65,16:00-16:15,15,42.15,0,45.23,21.08,52.06,83.67,0,10.89,36.23,0,3.54,0,0,2.89,0,0,0,0,0,67.72,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,315,8.96,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,76.64,6.52,40.4,0,0,2.88,11.58,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

66,16:15-16:30,15,42.15,0,45.23,21.08,52.06,79.38,0,10.89,36.23,0,3.54,0,0,2.89,0,0,0,0,0,67.72,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,315,8.96,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,3.7,6.52,40.4,0,0,2.88,14.51,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

67,16:30-16:45,15,42.15,0,45.23,33.73,52.06,79.38,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,67.72,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,315,8.91,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,3.7,6.52,40.4,0,0,2.88,14.66,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

68,16:45-17:00,15,42.15,0,45.23,33.73,52.06,79.38,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,67.72,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,315,8.91,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,4.94,6.52,40.4,0,0,2.88,14.66,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

69,17:00-17:15,15,42.15,0,45.23,33.73,52.06,79.38,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,67.72,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,325.12,8.91,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,4.94,6.52,40.4,0,0,2.88,14.66,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

70,17:15-17:30,15,42.15,0,45.23,33.73,52.06,79.38,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,67.72,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,325.12,8.96,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,6.17,6.52,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,28.98,167.1,0,121.71,30.64,0,0,127.6,0,0,0.84,0,0

71,17:30-17:45,15,42.15,0,45.23,33.73,52.06,79.38,0,11.53,36.23,0,3.54,0,0,2.89,0,0,0,0,0,68.22,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,325.12,8.76,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,7.4,1.1,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,30.75,0,0,127.6,0,0,0.76,0,0

72,17:45-18:00,15,42.15,0,45.23,33.73,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.89,0,0,0,0,0,69.44,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,325.12,8.73,0,0,21.24,0,85.68,20.96,43.71,29.56,77.33,8.64,1.1,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,30.75,0,0,127.6,0,0,0.76,0,0

73,18:00-18:15,15,42.15,0,45.23,33.73,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.89,0,0,0,0,0,69.44,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,325.12,8.53,0,0,21.24,0,85.68,20.96,43.71,29.56,77.08,0,1.1,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,30.75,0,0,127.6,0,0,0.76,0,0

74,18:15-18:30,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.89,0,0,0,0,0,69.44,0,0,0,29.83,21.37,686.07,14.3,5.35,0,60.23,325.12,8.29,0,0,21.24,0,85.68,20.96,43.71,29.56,77.08,4.94,1.1,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,2.36,0,0,127.6,0,0,0.76,0,0

75,18:30-18:45,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.89,0,0,0,0,0,69.44,0,0,0,29.83,32.08,686.07,14.3,5.35,0,60.23,325.12,7.94,0,0,21.24,0,85.68,20.96,43.71,29.56,7.31,12.33,1.1,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,8.28,0,0,127.6,0,0,0.76,0,0

76,18:45-19:00,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,36.23,0,3.62,0,0,2.89,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,7.94,0,0,21.24,0,85.68,20.96,43.71,29.56,14.61,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.39,0,0,127.6,0,0,0.76,0,0

77,19:00-19:15,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,36.23,0,3.62,0,0,2.89,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,7.79,0,0,21.24,0,85.68,20.96,43.71,29.56,21.92,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.39,0,0,127.6,0,0,0.76,0,0

78,19:15-19:30,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,36.23,0,3.62,0,0,2.89,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,7.94,0,0,21.24,0,85.68,20.96,43.71,29.56,29.23,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.52,0,0,127.6,0,0,0.76,0,0

79,19:30-19:45,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,36.23,0,3.62,0,0,2.89,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,8.23,0,0,21.24,0,85.68,20.96,43.71,29.56,38.97,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.63,0,0,127.6,0,0,0.76,0,0

80,19:45-20:00,15,42.15,0,45.23,21.08,52.06,79.38,0,9.48,36.23,0,3.62,0,0,2.89,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,8.53,0,0,21.24,0,85.68,20.96,43.71,29.56,46.28,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.75,0,0,127.6,0,0,0.76,0,0

81,20:00-20:15,15,42.15,0,45.23,33.73,52.06,79.38,0,9.48,36.23,0,3.62,0,0,2.89,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,8.82,0,0,21.24,0,85.68,20.96,43.71,27.34,50.54,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.75,0,0,127.6,0,0,0.76,0,0

82,20:15-20:30,15,42.15,0,45.23,33.73,52.06,79.38,0,9.48,36.23,0,3.62,0,0,2.89,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,8.68,0,0,21.24,0,85.68,20.96,43.71,27.34,50.54,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.75,0,0,127.6,0,0,0.76,0,0

83,20:30-20:45,15,42.15,0,45.23,33.73,52.06,79.38,0,9.48,36.23,0,3.62,0,0,2.89,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,8.76,0,0,21.24,0,85.68,20.96,43.71,27.34,50.54,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.75,0,0,127.6,0,0,0.76,0,0

84,20:45-21:00,15,42.15,0,45.23,33.73,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.89,0,0,0,0,0,69.44,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,325.12,8.96,0,0,21.24,0,85.68,20.96,43.71,27.34,50.54,14.8,2.2,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,19.75,0,0,127.6,0,0,0.76,0,0

85,21:00-21:15,15,42.15,0,45.23,33.73,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.89,0,0,0,0,0,69.44,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,325.12,8.96,0,0,21.24,0,85.68,20.96,43.71,29.56,50.54,14.8,2.2,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,19.75,0,0,127.6,0,0,0.76,0,0

86,21:15-21:30,15,42.15,0,45.23,33.73,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.89,0,0,0,0,0,69.44,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,325.12,9.11,0,0,21.24,0,85.68,20.96,43.71,29.56,50.54,14.8,2.2,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,19.87,0,0,127.6,0,0,0.76,0,0

87,21:30-21:45,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.61,0,0,0,0,0,69.44,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,325.12,9.27,0,0,21.24,0,85.68,20.96,43.71,29.56,50.54,14.8,2.2,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,38.64,167.1,0,121.71,19.87,0,0,127.6,0,0,0.76,0,0

88,21:45-22:00,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,36.23,0,3.62,0,0,2.61,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,9.41,0,0,21.24,0,85.68,20.96,43.71,29.56,50.54,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.87,0,0,127.6,0,0,0.76,0,0

89,22:00-22:15,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,37.37,0,3.62,0,0,2.61,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,9.55,0,0,21.24,0,93.48,20.96,40.96,29.56,50.54,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.87,0,0,127.6,0,0,0.76,0,0

90,22:15-22:30,15,42.15,0,45.23,53.4,52.06,79.38,0,9.48,37.37,0,3.62,0,0,2.61,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,10,0,0,21.24,0,93.48,20.96,40.96,29.56,50.54,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,98.87,42.51,168.66,0,121.71,19.87,0,0,127.6,0,0,0.76,0,0

91,22:30-22:45,15,42.15,0,45.23,37.95,52.06,79.38,0,9.48,37.37,0,3.62,0,0,2.61,0,0,0,0,0,69.44,0,0,0,45.65,32.08,686.07,14.3,5.35,0,60.23,325.12,10,0,0,21.24,0,93.48,20.96,40.96,27.34,50.54,14.8,20.21,41.42,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,115.39,42.51,168.66,0,121.71,19.87,0,0,127.6,0,0,0.76,0,0

92,22:45-23:00,15,42.15,0,45.23,37.95,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,325.12,10.29,0,0,21.24,0,93.48,20.96,40.96,27.34,50.54,14.8,19.56,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,115.39,38.64,167.1,0,121.71,19.99,0,0,127.6,0,0,0.76,0,0

93,23:00-23:15,15,42.15,0,45.23,35.14,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,325.12,10.29,0,0,21.24,0,93.48,20.96,40.96,27.34,77.08,14.8,19.56,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,120.63,38.64,167.1,0,121.71,19.99,0,0,127.6,0,0,0.76,0,0

94,23:15-23:30,15,42.15,0,45.23,35.14,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,325.12,10.29,0,0,21.24,0,93.48,20.96,40.96,27.34,77.08,14.8,19.56,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,120.63,38.64,167.1,0,121.71,19.99,0,0,127.6,0,0,0.76,0,0

95,23:30-23:45,15,42.15,0,45.23,35.14,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,325.12,10.29,0,0,21.24,0,93.48,20.96,40.96,27.34,77.08,14.8,19.56,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,125.88,38.64,167.1,0,121.71,19.99,0,0,127.6,0,0,0.76,0,0

96,23:45-24:00,15,42.15,0,45.23,35.14,52.06,79.38,0,9.48,36.23,0,3.54,0,0,2.61,0,0,0,0,0,67.72,0,0,0,44.22,32.08,686.07,14.3,5.35,0,60.23,325.12,10.29,0,0,21.24,0,93.48,20.96,40.96,27.34,77.08,14.8,19.56,40.4,0,0,2.88,17.37,0,27.05,1.62,36.43,0,0,413.81,125.88,38.64,167.1,0,121.71,19.99,0,0,127.6,0,0,0.76,0,0

