Block,Time,LT-35,L_NR_2012_07,L_NR_2012_04,SH-07,LT-31,L_NR_2023_04,LT-36,L_NR_2019_11,L_NR_2020_02,LT-05,SH-06,L_NR_2012_01,LT-59,L_NR_2012_02,L_NR_2018_61,L_NR_2021_13,L_NR_2019_19,L_NR_2019_06,L_NR_2020_05,L_NR_2021_16,L_NR_2021_12,L_NR_2021_17,L_NR_2022_09,L_NR_2019_05,L_NR_2020_06,L_NR_2022_10,L_NR_2020_07,L_NR_2021_15,L_NR_2022_08,L_NR_2019_07,L_NR_2021_14
8,01:45-02:00,0.000000,74.030000,271.520000,26.070000,0.000000,31.860000,0.000000,0.000000,8.350000,115.890000,30.890000,101.130000,10.330000,261.240000,44.47,0,0,0,41.82,0,0,0,28.21,0,13.94,28.21,13.94,0,10.09,0,0

9,02:00-02:15,0.000000,74.030000,271.520000,23.440000,0.000000,31.860000,0.000000,0.000000,8.350000,115.890000,23.440000,101.130000,10.330000,261.240000,44.49,0,0,0,41.24,0,0,0,28.24,0,13.75,28.24,13.74,0,9.69,0,0

10,02:15-02:30,0.000000,74.030000,271.520000,23.440000,0.000000,31.860000,0.000000,0.000000,8.350000,115.890000,23.440000,101.130000,10.330000,261.240000,44.44,0,0,0,40.51,0,0,0,28.18,0,13.5,28.18,13.5,0,9.55,0,0

11,02:30-02:45,0.000000,74.030000,271.520000,23.440000,0.000000,31.860000,0.000000,0.000000,8.350000,115.890000,23.440000,101.130000,10.330000,261.240000,44.38,0,0,0,39.9,0,0,0,27.86,0,13.3,27.86,13.3,0,9.55,0,0

12,02:45-03:00,0.000000,74.030000,271.520000,23.440000,0.000000,31.860000,0.000000,0.000000,8.350000,115.890000,23.440000,101.130000,10.330000,261.240000,44.39,0,0,0,39.31,0,0,0,27.65,0,13.1,27.65,13.12,0,9.4,0,0

13,03:00-03:15,0.000000,74.030000,271.520000,23.440000,0.000000,31.860000,0.000000,0.000000,7.890000,115.890000,23.440000,101.130000,10.410000,261.240000,44.49,0,0,0,39.43,0,0,0,27.22,0,13.14,27.22,13.16,0,9.26,0,0

14,03:15-03:30,0.000000,74.030000,271.520000,23.440000,0.000000,31.860000,0.000000,0.000000,7.890000,115.890000,23.440000,101.130000,10.410000,261.240000,44.46,0,0,0,30.33,0,0,0,26.74,0,10.11,26.74,10.1,0,6.92,0,0

15,03:30-03:45,0.000000,74.030000,271.520000,23.440000,0.000000,31.860000,0.000000,0.000000,7.890000,115.890000,23.440000,101.130000,10.410000,261.240000,44.41,0,0,0,30.07,0,0,0,29.55,0,10.02,29.55,10.02,0,6.94,0,0

16,03:45-04:00,0.000000,74.030000,271.520000,23.440000,0.000000,31.860000,0.000000,0.000000,7.890000,115.890000,23.440000,101.130000,10.410000,261.240000,44.37,0,0,0,29.73,0,0,0,29.41,0,9.91,29.41,9.91,0,6.96,0,0

17,04:00-04:15,0.000000,74.030000,271.520000,23.440000,0.000000,29.930000,0.000000,0.000000,7.890000,115.890000,23.440000,101.130000,10.410000,261.240000,44.41,0,0,0,29.59,0,0,0,29.29,0,9.86,29.29,9.87,0,6.92,0,0

18,04:15-04:30,0.000000,74.030000,271.520000,23.440000,0.000000,29.930000,0.000000,0.000000,7.890000,115.890000,23.440000,101.130000,10.410000,261.240000,44.4,0,0,0,29.62,0,0,0,29.24,0,9.88,29.24,9.87,0,6.91,0,0

19,04:30-04:45,0.000000,74.030000,271.520000,23.440000,0.000000,29.930000,0.000000,0.000000,7.890000,115.890000,23.440000,101.130000,10.410000,261.240000,44.46,0,0,0,29.47,0,0,0,28.98,0,9.82,28.98,9.82,0,6.91,0,0

20,04:45-05:00,0.000000,74.030000,271.520000,23.440000,0.000000,29.930000,0.000000,0.000000,7.890000,115.890000,23.440000,101.130000,10.410000,261.240000,44.41,0,0,0,29.35,0,0,0,27.99,0,9.78,27.99,9.79,0,6.92,0,0

21,05:00-05:15,0.000000,74.030000,271.520000,23.440000,0.000000,29.930000,0.000000,0.000000,7.890000,115.890000,23.440000,101.130000,10.410000,261.240000,44.43,0,0,0,28.97,0,0,0,27.16,0,9.66,27.16,9.65,0,7.43,0,0

22,05:15-05:30,0.000000,74.030000,271.520000,26.060000,0.000000,29.930000,0.000000,0.000000,7.890000,115.890000,26.060000,101.130000,10.410000,261.240000,44.46,0,0,0,28.56,0,0,0,26.69,0,9.52,26.69,9.52,0,7.44,0,0

23,05:30-05:45,0.000000,74.030000,271.520000,25.280000,0.000000,29.930000,0.000000,0.000000,7.890000,115.890000,25.280000,101.130000,10.410000,261.240000,44.39,0,0,0,28.28,0,0,0,27.23,0,9.43,27.23,9.42,0,7.51,0,0.03

24,05:45-06:00,0.000000,74.030000,271.520000,25.280000,0.000000,29.930000,0.000000,0.000000,7.890000,115.890000,25.280000,101.130000,10.410000,261.240000,44.45,0.01,0.711896,0,27.75,0.67,0.07,0.33,27.76,0,9.25,27.76,9.24,0,7.6,0,0.1

25,06:00-06:15,0.000000,74.030000,271.520000,25.280000,0.000000,29.930000,0.000000,0.000000,7.890000,115.890000,25.280000,101.130000,10.410000,261.240000,44.43,0.11,2.506264,4.6,26.99,2,0.54,1,28.23,5,9,28.23,8.99,0.15,7.21,1.44,1.27

26,06:15-06:30,0.280000,74.030000,271.520000,25.280000,0.280000,29.930000,0.290000,0.000000,7.890000,115.890000,25.280000,101.130000,10.410000,261.240000,44.44,0.85,5.812192,10,49.65,3.33,4.23,1.67,28.24,10,16.55,28.24,16.55,0.87,13.32,2.97,3

27,06:30-06:45,0.540000,74.030000,271.520000,25.280000,0.540000,30.890000,0.550000,0.000000,7.890000,115.890000,25.280000,101.130000,0.000000,261.240000,44.47,1.97,10.210344,17,50.47,4,9.83,2,36.78,18,16.82,36.78,16.84,2.04,13.47,7.92,4.93

28,06:45-07:00,0.920000,74.030000,271.520000,25.280000,0.920000,31.860000,0.940000,0.000000,7.890000,115.890000,25.280000,101.130000,0.000000,261.240000,44.48,3.25,15.6032,32,51.23,8,16.26,4,36.73,28,17.08,36.73,17.07,3.39,13.67,14.85,7.23

29,07:00-07:15,1.560000,74.030000,271.520000,25.280000,1.560000,31.860000,1.590000,0.000000,7.420000,107.360000,25.280000,101.130000,0.000000,261.240000,44.38,4.76,21.737208,32.18,51.31,10.67,23.79,5.33,37.27,32.17,17.1,37.27,17.12,5.3,13.56,21.78,10.33

30,07:15-07:30,2.260000,74.030000,271.520000,25.280000,2.260000,31.860000,2.320000,0.000000,7.420000,98.850000,25.280000,101.130000,0.000000,261.240000,44.42,6.69,28.319808,29.88,51.33,16,33.44,8,35.27,29.87,17.11,35.27,17.12,7.59,13.21,29.7,14.43

31,07:30-07:45,3.020000,74.030000,271.520000,25.280000,3.020000,31.860000,3.090000,0.000000,7.420000,115.890000,25.280000,101.130000,0.000000,261.240000,44.42,8.88,36.443224,30.33,51.29,21.33,44.41,10.67,35.95,30.34,17.1,35.95,17.1,10.25,12.83,30.33,19.43

32,07:45:08:00,4.080000,74.030000,271.520000,25.280000,4.080000,31.860000,4.180000,0.000000,7.420000,115.890000,25.280000,101.130000,0.000000,261.240000,44.46,11.51,43.133096,30.5,51.23,26.67,57.53,13.33,35.72,30.5,17.08,35.72,17.07,13.05,12.79,30.5,24.93

33,08:00-08:15,5.120000,74.030000,271.520000,25.280000,5.120000,31.860000,5.250000,0.000000,7.420000,98.860000,25.280000,101.130000,0.000000,261.240000,44.05,14.53,49.939992,32.17,51.13,32.67,72.64,16.33,35.73,32.16,17.04,35.73,17.06,17.01,12.64,32.17,30.77

34,08:15-08:30,5.930000,74.030000,271.520000,25.280000,5.930000,30.890000,6.080000,0.000000,7.420000,70.440000,25.280000,101.130000,0.000000,261.240000,44.04,17.48,56.785896,32.33,50.91,38.67,87.38,19.33,36.73,32.34,16.97,36.73,16.97,20.26,12.44,32.33,36.7

35,08:30-08:45,6.950000,74.030000,271.520000,26.060000,6.950000,28.960000,7.120000,0.000000,7.420000,70.440000,26.060000,101.130000,0.000000,261.240000,44.08,20.93,63.017424,32.33,50.48,42.67,104.67,21.33,36.9,32.34,16.83,36.9,16.83,23.13,12.23,32.33,42.47

36,08:45:09:00,7.910000,74.030000,271.520000,26.060000,7.910000,28.960000,8.100000,0.000000,7.420000,70.440000,26.060000,101.130000,0.000000,261.240000,44.07,24.35,69.024656,32.33,49.6,51.34,121.75,25.66,27.25,32.34,16.53,27.25,16.54,25.69,12.02,32.33,48.33

37,09:00:09:15,8.640000,74.030000,271.520000,26.060000,8.640000,29.930000,8.860000,0.000000,7.420000,70.440000,26.060000,101.130000,0.000000,261.240000,44.42,27.71,71.248112,32.5,49.53,58,138.53,29,27.21,32.5,16.51,27.21,16.52,28.02,11.8,32.5,53.87

38,09:15-09:30,9.040000,74.030000,271.520000,26.060000,9.040000,28.960000,9.260000,0.000000,7.420000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,32.17,76.562952,32.5,45.31,62.67,160.85,31.33,27.02,32.5,15.1,27.02,15.11,29.99,11.65,32.5,59.2

39,09:30-09:45,9.230000,74.030000,271.520000,26.060000,9.230000,28.960000,9.460000,0.000000,7.420000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,35.01,85.13496,32.5,45.81,57.34,175.05,28.66,26.83,32.5,15.27,26.83,15.27,36.6,11.51,32.5,64.2

40,09:45-10:00,9.390000,74.030000,271.520000,26.060000,9.390000,28.960000,9.620000,0.000000,7.420000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,37.62,93.589944,32.5,46.2,59.34,188.09,29.66,26.59,32.5,15.4,26.59,15.4,38.14,11.33,32.5,68.57

41,10:00-10:15,9.620000,74.030000,271.520000,26.060000,9.620000,29.930000,9.860000,0.000000,8.820000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,40.02,101.011216,32.5,45.62,63.34,200.1,31.66,26.29,32.5,15.2,26.29,15.21,39.26,11.65,32.5,72.77

42,10:15-10:30,9.770000,74.030000,271.520000,26.060000,9.770000,29.930000,10.010000,0.000000,8.820000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,42.18,107.193984,32.5,27.9,49,210.9,24,18.45,32.5,9.3,18.45,9.3,39.68,7.33,32.5,76.83

43,10:30-10:45,9.870000,74.030000,271.520000,26.060000,9.870000,29.930000,10.120000,0.000000,8.820000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,44.12,110.236608,32.5,27.26,54,220.62,27,18.67,32.5,9.09,18.67,9.08,37.45,7.33,32.5,79.33

44,10:45-11:00,9.890000,74.030000,271.520000,26.060000,9.890000,29.930000,10.140000,0.000000,8.820000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,45.43,109.983056,32.5,26.56,60,227.13,30,18.98,32.5,8.85,18.98,8.86,34.45,7.33,32.5,82.33

45,11:00-11:15,9.930000,74.030000,271.520000,26.060000,9.930000,31.860000,10.180000,0.000000,0.000000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,45.43,108.861576,32.5,25.72,65,227.13,33,18.91,32.5,8.57,18.91,8.57,33.17,7.33,32.5,85

46,11:15-11:30,9.910000,74.030000,271.520000,26.060000,9.910000,31.860000,10.160000,0.000000,0.000000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,45.43,107.008696,32.5,25.37,65,227.13,32,18.8,32.5,8.46,18.8,8.45,29.64,7.33,32.5,86

47,11:30-11:45,9.930000,74.030000,271.520000,26.060000,9.930000,31.860000,10.180000,0.000000,0.000000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,45.43,112.411304,32.5,25.18,69,227.13,35,18.62,32.5,8.39,18.62,8.4,36.82,7.13,32.5,87.03

48,11:45-12:00,9.870000,74.030000,271.520000,26.060000,9.870000,31.860000,10.120000,0.000000,0.000000,115.890000,26.060000,101.130000,0.000000,261.240000,44.42,42.59,117.345816,32.5,25.11,68,212.97,34,18.83,32.5,8.37,18.83,8.38,42.5,7.04,32.5,87.2

49,12:00-12:15,9.870000,65.260000,271.520000,26.060000,9.870000,31.860000,10.110000,0.000000,0.000000,115.890000,26.060000,101.130000,4.890000,261.240000,44.42,42.59,127.11732,32.5,22.58,66.67,212.97,33.33,18.41,32.5,7.53,18.41,7.51,46.77,7.37,32.5,87.53

50,12:15-12:30,9.900000,65.260000,271.520000,26.060000,9.900000,31.860000,10.150000,0.000000,0.000000,115.890000,26.060000,101.130000,7.760000,261.240000,44.42,42.59,130.23796,32.5,22.55,65.34,212.97,32.66,12.33,32.5,7.52,12.33,7.51,49.67,7.33,32.5,87.63

51,12:30-12:45,9.800000,65.260000,271.520000,26.060000,9.800000,31.860000,10.040000,0.000000,0.000000,115.890000,26.060000,72.160000,10.330000,261.240000,44.42,42.59,127.595168,32.5,22.58,66.67,212.97,33.33,12.33,32.5,7.53,12.33,7.51,45,7.33,32.5,89.95

52,12:45-13:00,9.720000,65.260000,271.520000,26.060000,9.720000,31.860000,9.960000,0.000000,0.000000,115.890000,26.060000,50.200000,10.330000,261.240000,44.42,42.59,124.698824,32.5,22.6,66.67,212.97,33.33,12.33,32.5,7.53,12.33,7.53,45,7.33,32.5,90.3

53,13:00-13:15,9.770000,65.260000,271.520000,26.060000,9.770000,31.860000,10.010000,0.000000,0.000000,115.890000,26.060000,50.200000,10.330000,261.240000,44.42,38.39,120.798024,32.5,22.66,65.34,191.97,32.66,12.33,32.5,7.55,12.33,7.56,45,7.33,32.5,89.92

54,13:15-13:30,9.780000,65.260000,271.520000,26.060000,9.780000,31.860000,10.030000,0.000000,0.000000,115.890000,26.060000,50.200000,10.330000,261.240000,44.42,39.06,115.765992,32.5,22.75,66.67,195.3,33.33,12.33,32.5,7.58,12.33,7.58,45,7.33,32.5,89.58

55,13:30-13:45,9.810000,65.260000,271.520000,23.440000,9.810000,31.860000,10.060000,0.000000,8.820000,115.890000,23.440000,79.160000,10.330000,261.240000,44.42,39.06,89.796416,32.5,22.83,66.67,195.3,33.33,12.33,32.5,7.61,12.33,7.61,45,7.33,32.5,89.13

56,13:45-14:00,9.770000,65.260000,271.520000,23.440000,9.770000,31.860000,10.020000,0.000000,8.820000,115.890000,23.440000,101.130000,10.330000,261.240000,44.42,39.06,90.166992,32.5,22.95,68,195.3,34,12.91,32.5,7.65,12.91,7.66,45,7.33,32.5,87.86

57,14:00-14:15,9.740000,74.030000,271.520000,23.440000,9.740000,31.860000,9.990000,0.000000,8.630000,115.890000,23.440000,101.130000,10.330000,261.240000,44.42,39.06,89.981704,32.5,40.32,63,195.3,31,26.88,32.5,13.44,26.88,13.43,40.87,10.5,32.5,75

58,14:15-14:30,9.700000,74.030000,271.520000,23.440000,9.700000,31.860000,9.940000,0.000000,8.630000,115.890000,23.440000,101.130000,10.330000,261.240000,44.42,39.06,89.250304,32.5,41.17,62,195.3,31,27.89,32.5,13.72,27.89,13.72,40.61,11.98,32.5,76.67

59,14:30-14:45,9.670000,74.030000,271.520000,23.440000,9.670000,31.860000,9.920000,0.000000,8.630000,115.890000,23.440000,101.130000,10.330000,261.240000,44.42,39.06,88.187336,32.5,42.33,59,195.3,30,29,32.5,14.11,29,14.11,39.23,13.08,32.5,76.76

60,14:45-15:00,8.380000,74.030000,271.520000,23.440000,8.380000,31.860000,8.590000,0.000000,8.630000,115.890000,23.440000,101.130000,10.330000,261.240000,44.42,39.06,86.636768,32.5,43.01,61,195.3,30,30.21,32.5,14.34,30.21,14.34,37.78,14.53,32.5,46.67

61,15:00-15:15,8.320000,74.030000,271.520000,23.440000,8.320000,31.860000,8.530000,0.000000,8.350000,115.890000,23.440000,101.130000,10.330000,261.240000,44.42,37.11,74.037184,32.5,45.41,59,185.53,29,32.88,32.5,15.14,32.88,15.13,36.17,15.4,32.5,50

62,15:15-15:30,8.280000,74.030000,271.520000,23.440000,8.280000,31.860000,8.490000,0.000000,8.350000,115.890000,23.440000,101.130000,10.330000,261.240000,44.6,31.24,70.79952,32.5,47.09,55,156.22,28,34.95,32.5,15.7,34.95,15.69,7.5,16.35,32.5,53.33

63,15:30-15:45,5.280000,74.030000,271.520000,22.520000,5.280000,31.860000,5.410000,0.000000,8.350000,115.890000,22.520000,101.130000,10.330000,261.240000,44.52,30.82,66.65492,32.5,49.84,51,154.09,26,40.64,32.5,16.61,40.64,16.62,7.5,16.76,32.5,56.67

64,15:45-16:00,5.240000,74.030000,271.520000,22.520000,5.240000,31.860000,5.380000,0.000000,8.350000,115.890000,22.520000,101.130000,10.330000,261.240000,44.56,30.27,62.149496,32.5,52.64,49,151.36,25,43.22,32.5,17.55,43.22,17.54,7.5,17.56,32.5,56.67

65,16:00-16:15,5.000000,74.030000,271.520000,22.520000,5.000000,31.860000,5.130000,0.000000,9.290000,115.890000,22.520000,101.130000,10.330000,261.240000,44.5,32.29,57.214984,32.5,52.67,45,161.44,23,38.76,32.5,17.56,38.76,17.55,7.5,18.45,32.5,54.11

66,16:15-16:30,4.840000,74.030000,271.520000,22.520000,4.840000,31.860000,4.970000,0.000000,9.290000,115.890000,22.520000,101.130000,10.330000,261.240000,44.5,30.22,52.182952,32.5,51.58,45,151.11,23,39.56,32.5,17.19,39.56,17.21,7.5,18.18,32.5,19.33

67,16:30-16:45,2.870000,74.030000,271.520000,22.520000,2.870000,31.860000,2.940000,0.000000,9.290000,115.890000,22.520000,101.130000,10.410000,261.240000,44.44,26.64,43.49392,32.5,50.1,45,133.19,23,40.42,32.5,16.7,40.42,16.7,7.5,17.26,32.5,18.33

68,16:45-17:00,2.870000,74.030000,271.520000,22.520000,2.870000,31.860000,2.940000,0.000000,9.290000,115.890000,22.520000,101.130000,10.410000,261.240000,44.42,24.27,37.64272,33,48.42,30,121.34,15,41.2,33,16.14,41.2,16.14,5,17,24.75,17.67

69,17:00-17:15,2.830000,74.030000,271.520000,0.000000,2.830000,31.860000,2.900000,0.000000,9.470000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,20.75,31.859784,33,49.45,29,103.73,14,41.66,33,16.48,41.66,16.49,5,12.01,19.8,16.67

70,17:15-17:30,2.400000,74.030000,271.520000,0.000000,2.400000,31.860000,2.450000,0.000000,9.470000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,7.5,26.154864,33,50.31,16,37.5,8,42.15,25,16.77,42.15,16.78,5,12.54,14.85,16

71,17:30-17:45,1.890000,74.030000,271.520000,0.000000,1.890000,31.860000,1.940000,0.000000,9.470000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,7.5,20.976552,21.16,51.69,15,37.5,8,42.77,15,17.23,42.77,17.23,5,12.88,8.65,15.67

72,17:45-18:00,1.480000,74.030000,271.520000,0.000000,1.480000,31.860000,1.520000,0.000000,9.470000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,7.5,15.954272,11.04,51.81,13,37.5,6,30.44,10,17.27,30.44,17.26,5,13.54,2.67,15

73,18:00-18:15,1.060000,74.030000,271.520000,0.000000,1.060000,31.860000,1.080000,0.000000,9.750000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,7.5,13.906352,0,52.83,13,37.5,6,30.79,0,17.61,30.79,17.61,5,14.22,0,13.68

74,18:15-18:30,0.760000,74.030000,271.520000,0.000000,0.760000,31.860000,0.780000,0.000000,9.750000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,6.39,8.552504,0,52.95,12,31.97,6,31.55,0,17.65,31.55,17.65,4.63,14.88,0,9.92

75,18:30-18:45,0.300000,74.030000,271.520000,0.000000,0.300000,31.860000,0.310000,0.000000,9.750000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,4.54,3.725264,0,53.41,13,22.72,6,31.55,0,17.8,31.55,17.81,3.46,8.65,0,6.07

76,18:45-19:00,0.200000,74.030000,271.520000,0.000000,0.200000,31.860000,0.210000,0.000000,9.750000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,3.05,0.760656,0,52.9,11,15.26,6,31.71,0,17.63,31.71,17.64,2.24,8.78,0,0.32

77,19:00-19:15,0.100000,74.030000,271.520000,0.000000,0.100000,31.860000,0.110000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,1.83,0,0,52.83,9,9.16,4,32.59,0,17.61,32.59,17.61,1.26,8.94,0,0.03

78,19:15-19:30,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0.78,0,0,52.92,2.67,3.89,1.33,33.45,0,17.64,33.45,17.65,0.24,9.15,0,0

79,19:30-19:45,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0.09,0,0,51.92,0.67,0.45,0.33,33.27,0,17.31,33.27,17.31,0,9.36,0,0

80,19:45-20:00,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,51.12,0,0,0,33.38,0,17.04,33.38,17.05,0,9.56,0,0

81,20:00-20:15,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,35.99,0,0,0,31.87,0,12,31.87,11.99,0,10.1,0,0

82,20:15-20:30,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,36.79,0,0,0,31.11,0,12.26,31.11,12.27,0,10.1,0,0

83,20:30-20:45,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,35.99,0,0,0,30.53,0,12,30.53,11.99,0,10.09,0,0

84,20:45-21:00,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,36.89,0,0,0,30.46,0,12.3,30.46,12.29,0,10.07,0,0

85,21:00-21:15,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,38.74,0,0,0,29.94,0,12.91,29.94,12.92,0,10.04,0,0

86,21:15-21:30,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,24.94,0,0,0,29.52,0,8.31,29.52,8.33,0,9.86,0,0

87,21:30-21:45,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,25.5,0,0,0,23.04,0,8.5,23.04,8.51,0,9.53,0,0

88,21:45-22:00,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.560000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,25.66,0,0,0,22.98,0,8.55,22.98,8.56,0,9.02,0,0

89,22:00-22:15,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.290000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,24.58,0,0,0,22.62,0,8.19,22.62,8.19,0,8.75,0,0

90,22:15-22:30,0.000000,74.030000,271.520000,0.000000,0.000000,31.860000,0.000000,0.000000,9.290000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,22.92,0,0,0,22.25,0,7.64,22.25,7.65,0,8.58,0,0

91,22:30-22:45,0.000000,74.030000,271.520000,29.930000,0.000000,31.860000,0.000000,0.000000,9.290000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,21.86,0,0,0,26.74,0,7.29,26.74,7.29,0,8.41,0,0

92,22:45-23:00,0.000000,74.030000,271.520000,29.930000,0.000000,31.860000,0.000000,0.000000,9.290000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,22.38,0,0,0,25.99,0,7.46,25.99,7.45,0,8.25,0,0

93,23:00-23:15,0.000000,74.030000,271.520000,29.930000,0.000000,30.890000,0.000000,0.000000,9.290000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,22.21,0,0,0,25.74,0,7.4,25.74,7.41,0,8.08,0,0

94,23:15-23:30,0.000000,74.030000,271.520000,29.930000,0.000000,30.890000,0.000000,0.000000,9.290000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,22.27,0,0,0,26.08,0,7.42,26.08,7.44,0,7.91,0,0

95,23:30-23:45,0.000000,74.030000,271.520000,29.930000,0.000000,31.860000,0.000000,0.000000,9.290000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,22.32,0,0,0,26.28,0,7.44,26.28,7.43,0,7.75,0,0

96,23:45-24:00,0.000000,74.030000,271.520000,29.930000,0.000000,31.860000,0.000000,0.000000,9.290000,115.890000,0.000000,101.130000,10.410000,261.240000,44.42,0,0,0,22.27,0,0,0,26.32,0,7.42,26.32,7.44,0,7.62,0,0

