Block,Time,JHAJJAR,KUDGI,NAPP,NJPC,RAPPD,RSTPSU7,SEWA2,TALA,AURY_GF,SIMHST1,TANAKPUR,URI,ANTA_CRF,CHAMERA3,KGSU3AND4,KKNP,PARBATI3,RSTPSU1TO6,SASAN,TALST2,URI2,ANTA_RF,DADRT2,DHAULIGNGA,FSTPP I & II,KKNPPU2,KOLDAM,RAMPUR,RIHAND2,UNCHAHAR2,VALLURNTECL,ANTA_GF,DADRI_LF,CHAMERA1,NLCIIST2,SALAL,SIMHST2,TEHRI,ANTA_LF,AURY_CRF,AURY_LF,DADRI_RF,BRBCL,BSIUL,KHSTPP-I,KISHANGANGA,NLCTS2EXP,RAPPC,TEHRIPSP,UNCHAHAR4,AURY_RF,DADRI_CRF,DADRI_GF,KGSU1AND2,MAPS,NNTPP,RIHAND3,SINGRAULI,TelanganaSTPP,UNCHAHAR1,CHAMERA2,DULHASTI,KHSTPP-II,KOTESHWR,NLCEXP,NLCIIST1,NTPL,PARBATI2,RAPPB,RIHAND1,SINGRAULI_HYDRO,TANDA2,UNCHAHAR3
54,13:15-13:30,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,12.04,52.99,0,35.09,0,0,59.18,0,416.25,0,38.16,49.3,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,4.21,27.99

55,13:30-13:45,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,4.48,52.99,0,35.09,0,0,59.18,0,416.25,0,38.16,49.3,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,4.21,27.99

56,13:45-14:00,447.23,0,24.76,181.16,25.64,0,0,1.47,0,0,4.48,52.99,0,35.09,0,0,59.18,0,416.25,0,38.16,49.3,690.85,21.92,18.2,0,0,7.04,126.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,132.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,99.81,1.16,4.5,27.99

57,14:00-14:15,447.23,0,24.76,181.16,25.64,0,0,2.06,0,0,12.04,51.34,0,35.09,0,0,59.18,0,416.25,0,38.16,48.64,490.85,0,18.2,0,0,7.04,96.8,45.62,0,0,0,0,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,1.16,4.5,27.99

58,14:15-14:30,447.23,0,24.76,181.16,25.64,0,0,2.06,0,0,12.04,51.34,0,35.09,0,0,59.18,0,416.25,0,38.16,48.64,490.85,0,18.2,0,0,7.04,96.8,45.62,0,0,0,14.05,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,1.16,4.78,27.99

59,14:30-14:45,447.23,0,24.76,181.16,25.64,0,0,2.06,0,0,5.13,51.34,0,35.09,0,0,59.18,0,416.25,0,38.16,48.64,490.85,0,18.2,0,0,7.04,96.8,45.62,0,0,0,14.05,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,1.16,4.78,27.99

60,14:45-15:00,447.23,0,24.76,181.16,25.64,0,0,2.06,0,0,5.13,51.34,0,35.09,0,0,59.18,0,416.25,0,38.16,48.64,490.85,0,18.2,0,0,7.04,96.8,45.62,0,0,0,28.1,0,83.08,0,0,0,0,0,76.69,20,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,1.16,5.07,27.99

61,15:00-15:15,447.23,0,24.76,181.16,25.64,0,0,2.06,0,0,5.13,51.34,0,35.09,0,0,59.18,0,416.25,0,38.16,48.64,490.85,0,18.2,0,0,7.04,96.8,45.62,0,0,0,41.08,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,1.16,5.07,27.99

62,15:15-15:30,447.23,0,24.76,181.16,25.64,0,0,2.06,0,0,5.13,51.34,0,35.09,0,0,59.18,0,416.25,0,38.16,48.64,490.85,0,18.2,0,0,7.04,96.8,45.62,0,0,0,41.16,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,78.24000000000001,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,1.16,5.35,27.99

63,15:30-15:45,447.23,0,24.76,181.16,25.64,0,0,2.06,0,0,5.13,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,48.64,490.85,0,18.2,0,2.42,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,75.53999999999999,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,1.16,5.35,27.99

64,15:45-16:00,447.23,0,24.76,181.16,25.64,0,0,2.06,0,0,5.13,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,48.64,490.85,0,18.2,0,4.84,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,75.53999999999999,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,1.16,5.63,27.99

65,16:00-16:15,447.23,0,24.76,181.16,25.64,0,0,1.18,0,0,5.13,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,47.989999999999995,490.85,0,18.2,0,7.26,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,75.53999999999999,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,5.63,27.99

66,16:15-16:30,447.23,0,24.76,181.16,25.64,0,0,1.18,0,0,5.13,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,47.989999999999995,490.85,0,18.2,0,9.69,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,75.53999999999999,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,5.92,27.99

67,16:30-16:45,447.23,0,24.76,181.16,25.64,0,0,1.18,0,0,12.04,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,47.32,490.85,0,18.2,0,9.69,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,75.53999999999999,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,6.2,27.99

68,16:45-17:00,447.23,0,24.76,181.16,25.64,0,0,1.18,0,0,12.04,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,47.32,490.85,0,18.2,0,9.69,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,75.53999999999999,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,6.49,27.99

69,17:00-17:15,447.23,0,24.76,181.16,25.64,0,0,1.18,0,0,6.4,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,47.32,490.85,10.97,18.2,0,9.69,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,75.53999999999999,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,6.77,27.99

70,17:15-17:30,447.23,0,24.76,181.16,25.64,0,0,1.18,0,0,6.4,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,47.32,490.85,21.92,18.2,0,9.69,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,0,0,0,0,76.69,17.8,6.52,45.83,8.71,0,68.22,0,3.98,75.53999999999999,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,7.07,27.99

71,17:30-17:45,447.23,0,24.76,181.16,25.64,0,6.31,1.18,0,0,6.4,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,47.32,490.85,21.92,18.2,0,9.69,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,9.41,0,0,0,76.69,18.9,6.52,45.83,8.71,0,68.22,0,3.98,75.53999999999999,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,56.54,0,64.81,0.68,7.07,27.99

72,17:45-18:00,447.23,0,24.76,181.16,25.64,0,6.31,1.18,0,0,6.4,51.34,0,35.09,0,0,67.63,0,416.25,0,38.16,47.32,490.85,21.92,18.2,0,9.69,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,9.41,0,0,0,76.69,18.9,6.52,45.83,8.71,0,68.22,0,3.98,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,56.54,0,64.81,0.68,7.07,27.99

73,18:00-18:15,447.23,0,24.76,181.16,25.64,0,12.62,0,0,0,5,51.34,0,35.09,0,0,43.03,0,416.25,0,38.16,47.32,490.85,21.92,18.2,0,9.69,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,18.9,6.52,45.83,8.71,0,68.22,49.91,3.98,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,56.54,0,64.81,0.68,7.07,27.99

74,18:15-18:30,447.23,0,24.76,181.16,25.64,0,18.93,0,0,0,5,51.34,0,35.09,0,0,43.03,0,416.25,0,38.16,47.32,490.85,21.92,18.2,0,9.69,7.04,96.8,45.62,0,0,0,42.15,0,83.08,0,18.82,0,0,0,76.69,18.9,6.52,45.83,8.71,0,68.22,49.91,2.39,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,56.54,0,64.81,0.68,7.07,27.99

75,18:30-18:45,447.23,0,24.76,181.16,25.64,0,18.93,0,0,0,5.64,51.34,0,35.09,0,0,43.03,0,416.25,0,38.16,47.32,490.85,21.92,18.2,0,9.69,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.69,18.9,6.52,45.83,8.71,0,68.22,49.91,2.39,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,56.54,0,64.81,0.68,7.07,27.99

76,18:45-19:00,447.23,0,24.76,181.16,25.64,0,18.93,0,0,0,5.64,51.34,0,35.09,0,0,43.03,0,416.25,0,38.16,47.32,490.85,21.92,18.2,0,9.69,7.04,96.8,45.1,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.69,18.9,6.52,45.83,8.71,0,68.22,49.91,2.4,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,56.54,0,64.81,0.68,7.07,27.99

77,19:00-19:15,447.13,0,24.76,181.16,25.64,0,18.93,0,0,0,8.2,51.34,0,35.09,0,0,30.74,0,416.25,0,38.16,47.6,490.85,21.92,18.2,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.68,18.9,13.04,45.83,8.71,0,68.22,49.91,2.48,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,56.54,0,64.81,0.68,7.07,27.99

78,19:15-19:30,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,8.2,51.34,0,36.89,0,0,78.97,0,416.25,0,40.23,47.6,490.85,46.04,18.2,0,10.65,7.22,96.8,45.1,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.4,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

79,19:30-19:45,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,8.2,51.34,0,36.89,0,0,78.97,0,416.25,0,40.23,47.99,490.85,46.04,18.2,0,10.65,7.22,96.8,45.1,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.4,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

80,19:45-20:00,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,8.2,51.34,0,36.89,0,0,78.97,0,416.25,0,40.23,47.99,490.85,46.04,18.2,0,10.65,7.22,96.8,45.1,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.4,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

81,20:00-20:15,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,8.2,51.34,0,36.89,0,0,78.97,0,225,0,40.23,47.99,550.85,46.04,18.2,0,10.65,7.22,96.8,45.1,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.4,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

82,20:15-20:30,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,8.2,51.34,0,36.89,0,0,78.97,0,225,0,40.23,47.99,550.85,46.04,18.2,0,10.65,7.22,96.8,45.1,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.4,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

83,20:30-20:45,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,8.2,51.34,0,36.89,0,0,78.97,0,225,0,40.23,47.99,550.85,46.04,18.2,0,10.65,7.22,96.8,45.11,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.4,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

84,20:45-21:00,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,8.2,51.34,0,36.89,0,0,78.97,0,225,0,40.23,47.99,550.85,46.04,18.2,0,10.65,7.22,96.8,45.11,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.44,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

85,21:00-21:15,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,6.27,51.34,0,36.89,0,0,78.97,0,225,0,40.23,48.64,550.85,46.04,18.2,0,10.65,7.22,96.8,45.11,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.42,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

86,21:15-21:30,447.13,0,24.76,181.16,25.64,0,18.93,0,0,0,6.27,51.34,0,35.09,0,0,30.74,0,225,0,38.16,48.64,550.85,43.85,18.2,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.68,18.9,6.52,45.83,8.71,0,68.22,49.91,2.48,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,59.61,148.3,10.44,0,0,0,52.78,0,64.81,0.68,7.07,27.99

87,21:30-21:45,447.13,0,24.76,181.16,25.64,0,18.93,0,0,0,4.35,51.34,0,35.09,0,0,33.81,0,225,0,38.16,48.64,550.85,43.85,18.2,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.68,18.9,6.52,45.83,8.71,0,68.22,49.91,2.48,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,59.61,148.3,10.44,0,0,0,52.78,0,64.81,0.68,7.07,27.99

88,21:45-22:00,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,4.35,51.34,0,36.89,0,0,78.97,0,225,0,40.23,48.64,550.85,46.04,18.2,0,10.65,7.22,96.8,45.1,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.41,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

89,22:00-22:15,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,4.35,51.34,0,36.89,0,0,78.97,0,225,0,40.23,48.91,550.85,46.04,18.2,0,10.65,7.22,96.8,45.1,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.39,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

90,22:15-22:30,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,4.35,51.34,0,36.89,0,0,78.97,0,225,0,40.23,48.91,550.85,46.04,18.2,0,10.65,7.22,96.8,45.11,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.41,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

91,22:30-22:45,447.13,0,24.76,182.87,25.64,0,20.12,0,0,0,4.35,51.34,0,36.89,0,0,78.97,0,225,0,40.23,48.91,550.85,46.04,18.2,0,10.65,7.22,96.8,45.1,0,0,0,42.97,0,83.08,0,28.23,0,0,0,76.68,18.9,20.46,45.83,8.87,0,68.22,49.91,2.39,75.53,0,0,0,0,0,92.37,155.58,0,21.83,51.47,59.61,148.3,11.6,0,0,0,59.72,0,64.81,0.68,7.07,27.99

92,22:45-23:00,447.13,0,24.76,181.16,25.64,0,18.93,0,0,0,4.35,51.34,0,35.09,0,0,76.85,0,225,0,38.16,48.91,550.85,43.85,18.2,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.68,18.9,6.52,45.83,8.71,0,68.22,49.91,2.48,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,7.07,27.99

93,23:00-23:15,447.13,0,24.76,181.16,25.64,0,12.62,0,0,0,4.35,51.34,0,35.09,0,0,76.85,0,225,0,38.16,49.3,550.85,43.85,18.2,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.68,18.9,13.04,45.83,8.71,0,68.22,49.91,2.48,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,7.07,27.99

94,23:15-23:30,447.13,0,24.76,181.16,25.64,0,12.62,0,0,0,4.35,51.34,0,35.09,0,0,76.85,0,225,0,38.16,49.3,550.85,43.85,18.2,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.68,18.9,13.04,45.83,8.71,0,68.22,49.91,2.48,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,7.07,27.99

95,23:30-23:45,447.13,0,24.76,181.16,25.64,0,12.62,0,0,0,3.07,51.34,0,35.09,0,0,76.85,0,225,0,38.16,49.3,550.85,43.85,18.2,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.68,18.9,13.04,45.83,8.71,0,68.22,49.91,2.48,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,7.07,27.99

96,23:45-24:00,447.13,0,24.76,181.16,25.64,0,12.62,0,0,0,3.07,51.34,0,35.09,0,0,76.85,0,225,0,38.16,49.3,550.85,43.85,18.2,0,10.65,7.04,96.8,45.12,0,0,0,42.15,0,83.08,0,28.23,0,0,0,76.68,18.9,13.04,45.83,8.71,0,68.22,49.91,2.48,75.53,0,0,0,0,0,92.37,155.58,0,21.83,48.9,58.79,148.3,10.44,0,0,0,52.78,0,64.81,0.68,7.07,27.99

