Block,Time,CHAMERA3,KOTESHWR,NTPL,RAPPC,TALA,TEHRI,AURY_CRF,DADRI_RF,BRBCL,JHAJJAR,KGSU1AND2,KGSU3AND4,NLCTS2EXP,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR3,URI,DADRI_LF,DADRT2,KKNPPU2,RIHAND3,SIMHST2,TelanganaSTPP,ANTA_CRF,CHAMERA1,DHAULIGNGA,KHSTPP-II,KUDGI,NAPP,NLCEXP,PARBATI2,RIHAND1,RSTPSU1TO6,UNCHAHAR4,ANTA_GF,AURY_GF,AURY_RF,KHSTPP-I,KOLDAM,PARBATI3,RAMPUR,SASAN,SINGRAULI,UNCHAHAR2,VALLURNTECL,DADRI_CRF,CHAMERA2,FSTPP I & II,NJPC,NLCIIST2,RAPPD,RIHAND2,RSTPSU7,TANAKPUR,BSIUL,DULHASTI,KKNP,MAPS,NLCIIST1,SALAL,TALST2,TANDA2,UNCHAHAR1,URI2,ANTA_LF,ANTA_RF,AURY_LF,KISHANGANGA,NNTPP,RAPPB,SEWA2,DADRI_GF
56,13:45-14:00,0,10.44,0,68.9,13.62,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,690.85,0,132.37,0,0,0,0,0,148.3,0,25.29,0,6.03,99.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,155.58,45.62,0,0,0,18.2,55.42,0,25.84,126.8,0,3.45,6.52,59.56,0,0,0,53.45,0,7.07,21.83,38.16,0,49.3,0,8.71,0,0,0,0

57,14:00-14:15,0,10.44,0,68.9,13.62,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,80.92,45.83,0,4.3,2.22,418.77,150.86,45.62,0,0,0,18.2,55.42,0,25.84,96.8,0,3.45,6.52,59.56,0,0,0,53.45,0,7.07,21.83,38.16,0,48.64,0,8.71,0,0,0,0

58,14:15-14:30,0,10.44,0,68.9,13.62,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,80.92,45.83,0,0,1.93,418.77,150.86,45.62,0,0,0,18.2,48.23,0,25.84,96.8,0,3.45,6.52,59.56,0,0,0,53.45,0,7.07,21.83,38.16,0,48.64,0,8.71,0,0,0,0

59,14:30-14:45,0,10.44,0,68.9,11.78,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,80.92,45.83,0,0,1.93,418.77,150.86,45.62,0,0,16.3,18.2,48.23,0,25.84,96.8,0,3.45,6.52,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,48.64,0,8.71,0,0,0,0

60,14:45-15:00,0,10.44,0,68.9,11.78,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,80.92,45.83,0,0,1.93,418.77,150.86,45.62,0,0,16.3,18.2,48.23,0,25.84,96.8,0,3.45,6.52,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,48.64,0,8.71,0,0,0,0

61,15:00-15:15,11.69,10.44,0,68.9,11.78,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,0,0,1.93,418.77,150.86,45.62,0,0,16.3,18.2,48.23,0,25.84,96.8,0,3.45,6.52,39.71,0,0,0,38.35,0,7.07,21.83,38.16,0,48.64,0,8.71,0,0,0,0

62,15:15-15:30,11.69,10.44,0,68.9,11.76,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,50.79,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,0,0,1.93,418.77,150.88,45.62,0,0,16.3,18.2,48.23,0,25.84,96.8,0,3.45,6.52,39.71,0,0,0,38.35,0,7.07,21.83,38.16,0,48.64,0,8.71,0,0,0,0

63,15:30-15:45,11.69,10.44,0,68.9,11.17,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,0,0,1.93,418.77,150.88,45.62,0,0,16.3,18.2,48.23,0,25.84,96.8,0,3.45,6.52,39.71,0,0,0,38.35,0,7.07,21.83,38.16,0,48.64,0,8.71,0,0,0,0

64,15:45-16:00,23.37,10.44,0,68.9,11.17,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,0,0,1.93,418.77,150.88,45.62,0,0,16.3,18.2,48.23,0,25.84,96.8,0,3.45,6.52,39.71,0,0,0,38.35,0,7.07,21.83,38.16,0,48.64,0,8.71,0,0,0,0

65,16:00-16:15,23.37,10.44,0,68.9,11.17,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,0,0,1.93,418.77,150.88,45.62,0,0,32.6,18.2,48.23,0,25.84,96.8,0,3.45,0,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.99,0,8.71,0,0,0,0

66,16:15-16:30,23.37,10.44,0,68.9,11.17,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,0,0,1.93,418.77,150.88,45.62,0,0,32.6,18.2,48.23,0,25.84,96.8,0,3.45,0,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.99,0,8.71,0,0,0,0

67,16:30-16:45,23.37,10.44,0,68.9,11.03,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,0,0,1.93,418.77,150.88,45.62,0,0,32.6,18.2,48.23,0,25.84,96.8,0,3.45,0,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.32,0,8.71,0,0,0,0

68,16:45-17:00,23.37,10.44,0,68.9,10.05,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,0,0,1.93,418.77,150.88,45.62,0,0,32.6,18.2,48.23,0,25.84,96.8,0,3.45,0,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.32,0,8.71,0,0,0,0

69,17:00-17:15,23.37,10.44,0,68.9,9.9,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,1.96,0,1.93,418.77,150.88,45.62,0,0,32.6,18.2,48.23,0,25.84,96.8,0,3.45,0,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.32,0,8.71,0,0,0,0

70,17:15-17:30,23.37,10.44,0,68.9,9.62,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,3.91,0,1.93,418.77,150.88,45.62,0,0,32.6,18.2,48.23,0,25.84,96.8,0,3.45,0,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.32,0,8.71,0,0,0,0

71,17:30-17:45,23.37,10.44,0,68.9,9.35,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,0,0,148.3,0,25.29,0,6.03,64.81,0,3.98,0,0,78.22,45.83,3.91,4.3,1.93,418.77,150.88,45.62,0,0,32.6,18.2,48.23,0,25.84,96.8,0,3.45,0,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.32,0,8.71,0,0,6.31,0

72,17:45-18:00,23.37,10.44,0,68.9,9.17,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,633.35,0,92.37,0,0,0,14.05,10.97,148.3,0,25.29,0,15.08,64.81,0,3.98,0,0,78.22,45.83,5.87,16.9,1.93,418.77,150.88,45.62,0,0,32.6,18.2,48.23,0,25.84,96.8,0,3.45,6.52,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.32,0,8.71,0,0,6.31,0

73,18:00-18:15,23.37,10.44,0,68.9,7.27,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,28.1,10.97,148.3,0,25.29,0,22.62,64.81,0,3.98,0,0,78.22,45.83,7.14,19.98,1.93,418.77,155.58,45.62,0,0,32.6,18.2,48.23,0,25.84,96.8,0,1.41,6.52,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.32,0,8.71,0,0,12.62,0

74,18:15-18:30,23.37,10.44,0,68.9,6.7,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,28.1,10.97,148.3,0,25.29,0,30.16,64.81,0,2.39,0,0,78.22,45.83,7.26,19.98,2.92,418.77,155.58,45.62,0,0,32.6,18.2,72.91,0,25.84,96.8,0,1.41,6.52,59.56,0,0,0,38.35,0,7.07,21.83,38.16,0,47.32,0,8.71,0,0,18.93,0

75,18:30-18:45,35.09,10.44,0,68.9,6.37,0,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,28.1,10.97,148.3,0,25.29,0,37.7,64.81,0,2.48,0,0,78.24,45.83,7.26,23.05,3.81,418.77,155.58,45.12,0,0,32.6,18.2,95.34,0,25.84,96.8,0,1.41,6.52,59.56,0,0,0,53.45,0,6.87,21.83,38.16,0,47.32,0,8.71,0,0,18.93,0

76,18:45-19:00,35.09,10.44,0,68.9,6.37,9.17,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,28.1,10.97,148.3,0,25.29,0,45.24,64.81,0,2.48,0,0,78.24,45.83,9.69,27.66,5.17,418.77,155.58,45.12,0,0,48.9,18.2,129,0,25.84,96.8,0,1.41,6.52,59.56,0,0,0,84.83,0,6.87,21.83,38.16,0,47.32,0,8.71,0,0,18.93,0

77,19:00-19:15,35.09,10.44,0,68.9,6.37,18.33,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,42.15,21.95,148.3,0,25.29,0,49.01,64.81,0,2.48,0,0,78.22,45.83,10.65,58.4,6.52,418.77,155.58,45.12,0,0,48.9,18.2,162.65,0,25.84,96.8,0,6.27,13.04,59.56,0,0,0,84.83,0,6.87,21.83,38.16,0,47.6,0,8.71,0,0,18.93,0

78,19:15-19:30,36.89,11.6,0,68.9,6.41,28.23,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,155.58,45.13,0,0,51.47,18.2,182.87,0,25.84,96.8,0,6.27,20.46,59.61,0,0,0,84.83,0,6.87,21.83,40.23,0,47.6,0,8.87,0,0,20.12,0

79,19:30-19:45,36.89,11.6,0,68.9,6.53,28.23,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,155.58,45.13,0,0,51.47,18.2,182.87,0,25.84,96.8,0,6.27,20.46,59.61,0,0,0,84.83,0,6.87,21.83,40.23,0,47.98,0,8.87,0,0,20.12,0

80,19:45-20:00,36.89,11.6,0,68.9,6.59,28.23,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,155.58,45.13,0,0,51.47,18.2,182.87,0,25.84,96.8,0,6.27,20.46,59.61,0,0,0,84.83,0,6.87,21.83,40.23,0,47.980000000000004,0,8.87,0,0,20.12,0

81,20:00-20:15,36.89,11.6,0,68.9,6.7,28.23,0,76.69,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,155.58,45.13,0,0,51.47,18.2,182.87,0,25.84,96.8,0,1.41,20.46,59.61,0,0,0,84.83,0,6.87,21.83,40.23,0,47.980000000000004,0,8.87,0,0,20.12,0

82,20:15-20:30,36.89,11.6,0,68.9,6.88,28.23,0,76.69,20,670.85,0,0,0,0,1.16,27.99,52.99,0,633.35,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,155.58,45.13,0,0,51.47,18.2,182.87,0,25.84,96.8,0,1.41,20.46,59.61,0,0,0,53.45,0,6.87,21.83,40.23,0,47.980000000000004,0,8.87,0,0,20.12,0

83,20:30-20:45,36.89,11.6,0,68.9,5.39,28.23,0,76.69,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,155.58,45.12,0,0,51.47,18.2,182.87,0,25.84,96.8,0,1.41,20.46,59.61,0,0,0,53.45,0,6.87,21.83,40.23,0,47.980000000000004,0,8.87,0,0,20.12,0

84,20:45-21:00,36.89,11.6,0,68.9,5.53,28.23,0,76.69,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,155.58,45.12,0,0,51.47,18.2,182.87,0,25.84,96.8,0,1.41,20.46,59.61,0,0,0,53.45,0,6.87,21.83,40.23,0,47.980000000000004,0,8.87,0,0,20.12,0

85,21:00-21:15,36.89,11.6,0,68.9,5.67,28.23,0,76.69,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,155.58,45.12,0,0,51.47,18.2,182.87,0,25.84,96.8,0,1.41,20.46,59.61,0,0,0,53.45,0,6.87,21.83,40.23,0,48.63,0,8.87,0,0,20.12,0

86,21:15-21:30,35.09,10.44,0,68.9,6,27.51,0,76.69,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.15,43.85,148.3,0,25.29,0,45.24,64.81,0,2.48,0,0,78.22,45.83,10.65,13.84,7.04,418.77,141.28,45.12,0,0,48.9,18.2,181.16,0,25.84,96.8,0,1.41,6.52,59.61,0,0,0,53.45,0,6.87,21.83,38.16,0,48.64,0,8.71,0,0,18.93,0

87,21:30-21:45,35.09,10.44,0,68.9,6.17,27.51,0,76.69,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.15,43.85,148.3,0,25.29,0,45.24,64.81,0,2.48,0,0,78.22,45.83,10.65,15.37,7.04,418.77,141.28,45.12,0,0,48.9,18.2,181.16,0,25.84,96.8,0,1.41,6.52,59.61,0,0,0,53.45,0,6.87,21.83,38.16,0,48.64,0,8.71,0,0,18.93,0

88,21:45-22:00,36.89,11.6,0,68.9,6.23,28.23,0,76.69,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,141.28,45.12,0,0,51.47,18.2,182.87,0,25.84,96.8,0,1.41,20.46,59.61,0,0,0,53.45,0,6.87,21.83,40.23,0,48.64,0,8.87,0,0,20.12,0

89,22:00-22:15,36.89,11.6,0,68.9,4.49,28.23,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,141.28,45.12,0,0,51.47,18.2,182.87,0,25.84,96.8,0,1.41,20.46,59.61,0,0,0,53.45,0,6.87,21.83,40.23,0,48.91,0,8.87,0,0,20.12,0

90,22:15-22:30,36.89,11.6,0,68.9,4.7,28.23,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,141.28,45.12,0,0,51.47,18.2,182.87,0,25.84,96.8,0,1.41,20.46,59.61,0,0,0,53.45,0,6.87,21.83,40.23,0,48.91,0,8.87,0,0,20.12,0

91,22:30-22:45,36.89,11.6,0,68.9,4.76,28.23,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.97,43.85,148.3,0,25.29,0,56.54,64.81,0,2.48,0,0,78.22,45.83,10.65,78.97,7.22,418.77,155.58,45.12,0,0,51.47,18.2,182.87,0,25.84,96.8,0,1.41,20.46,59.61,0,0,0,53.45,0,6.87,21.83,40.23,0,48.91,0,8.87,0,0,20.12,0

92,22:45-23:00,35.09,10.44,0,68.9,4.88,18.33,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.15,21.92,148.3,0,25.29,0,37.7,64.81,0,2.48,0,0,78.22,45.83,7.26,43.03,7.04,418.77,155.58,45.12,0,0,48.9,18.2,181.16,0,25.84,96.8,0,1.41,6.52,59.56,0,0,0,53.45,0,6.87,21.83,38.16,0,48.900000000000006,0,8.71,0,0,18.93,0

93,23:00-23:15,35.09,10.44,0,68.9,4.96,9.41,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.15,10.97,148.3,0,25.29,0,37.7,64.81,0,2.48,0,0,78.22,45.83,4.84,50.72,7.04,418.77,155.58,45.12,0,0,48.9,18.2,181.16,0,25.84,96.8,0,1.41,6.52,59.56,0,0,0,53.45,0,6.87,21.83,38.16,0,49.3,0,8.71,0,0,12.62,0

94,23:15-23:30,35.09,10.44,0,68.9,5.08,9.41,0,76.68,20,670.85,0,0,0,0,1.16,27.99,51.89,0,287.92,0,92.37,0,0,0,42.15,10.97,148.3,0,25.29,0,37.7,64.81,0,2.48,0,0,78.22,45.83,4.84,50.72,7.04,418.77,155.58,45.12,0,0,48.9,18.2,181.16,0,25.84,96.8,0,1.41,6.52,59.56,0,0,0,53.45,0,6.87,21.83,38.16,0,49.3,0,8.71,0,0,12.62,0

95,23:30-23:45,35.09,10.44,0,68.9,5.17,9.41,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.44,0,287.92,0,92.37,0,0,0,42.15,10.97,148.3,0,25.29,0,37.7,64.81,0,2.48,0,0,78.22,45.83,4.84,38.42,5.55,418.77,155.58,45.12,0,0,48.9,18.2,138.54,0,25.84,96.8,0,1.41,6.52,59.56,0,0,0,53.45,0,6.87,21.83,38.16,0,49.3,0,8.71,0,0,12.62,0

96,23:45-24:00,35.09,10.44,0,68.9,5.23,9.24,0,76.68,20,670.85,0,0,0,0,1.16,27.99,52.44,0,287.92,0,92.37,0,0,0,42.15,10.97,148.3,0,25.29,0,37.7,64.81,0,2.48,0,0,78.22,45.83,4.84,38.42,4.44,418.77,155.58,45.12,0,0,48.9,18.2,110.82,0,25.84,96.8,0,1.41,6.52,59.56,0,0,0,53.45,0,6.87,21.83,38.16,0,49.3,0,8.71,0,0,12.62,0

