Block,Time Block,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,CHAMERA2,KUDGI,MAPS,FSTPP I & II,DADRT2,DULHASTI,JHAJJAR,KGSU1AND2,CHAMERA3,DHAULIGNGA,CHAMERA1,BRBCL,BSIUL,SALAL,SASAN,RAPPC,RIHAND2,RSTPSU1TO6,RIHAND3,RSTPSU7,RAPPB,RIHAND1,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NTPL,PARBATI3,NNTPP,RAMPUR,KGSU3AND4,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,SIMHST2,TALA,SEWA2,SINGRAULI,TEHRI,UNCHAHAR1,TANDA2,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,24.5,8.52,78.74,0,0,0,0,11.6,312.14,15.82,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,51.82,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,22.5,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,24.5,8.52,94.74,0,0,0,0,11.6,312.14,15.82,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,51.82,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,22.5,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,24.5,8.52,94.74,0,0,0,0,11.6,312.14,15.82,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,76.03,0,59.67,0,0,48.6,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,103.73,22.5,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,37.67,8.52,122.71,0,0,0,0,12.54,312.14,15.82,228,0,0,0,0,19.2,6.26,51.31,382.32,24.85,79.1,0,59.67,0,0,75.76,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,0,125.06,33.74,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,37.67,8.52,122.71,0,0,0,0,12.54,312.14,15.82,228,0,0,0,13.43,19.2,6.26,51.31,382.32,24.85,92.04,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.97,0,22.38,13.94,0,0,10.11,134.1,33.74,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,37.67,8.52,122.71,0,0,0,0,12.54,312.14,15.82,228,0,0,0,26.97,19.2,6.26,36.82,382.32,24.85,109.32,0,59.67,0,0,88.32,0,0,22.45,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,22.38,13.94,0,0,10.11,134.1,33.74,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,37.67,8.52,122.71,0,3.21,0,0,12.54,312.14,15.82,228,0,0,7.6,26.97,19.2,1.06,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,44.91,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,22.38,13.94,0,0,10.11,134.1,33.74,11.4,0,29.7,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,37.67,17.04,122.71,0,12.64,0,0,12.54,312.14,15.82,228,0,9.29,7.6,40.46,19.2,2.11,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,67.36,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,22.38,13.94,0,0,10.11,134.1,45,11.4,0,29.7,0,0,0,0,0,38.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,37.67,25.56,122.71,0,25.29,0,0,12.54,312.14,31.64,228,0,18.58,16.61,40.46,19.2,3.17,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,67.36,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,22.38,13.94,0,0,10.11,134.1,45,11.4,0,29.7,0,0,0,0,0,38.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,43.71,37.49,142.37,0,37.93,0,0,14.96,312.14,47.45,228,0,27.9,26.31,40.46,19.2,18.78,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,67.36,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,22.38,13.94,0,0,15.18,134.1,45,11.4,0,31.9,0,0,0,0,0,38.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,43.71,37.49,142.37,0,37.93,0,0,14.96,312.14,47.45,228,0,27.9,26.31,40.46,19.2,18.78,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,89.82,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,22.38,13.94,0,0,15.18,134.1,45,11.4,0,31.9,0,0,0,0,0,38.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,43.71,37.49,142.37,0,37.93,0,0,14.96,361.1,47.45,229.5,0,27.9,26.31,40.46,19.2,18.78,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,112.27,0,0,19.68,0,0,0,0,0,0,0,0.72,0.24,0,25.44,15.93,0,0,15.18,134.1,45,9.32,0,31.9,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,43.71,37.49,142.37,0,37.93,0,0,14.96,365.09,47.45,230.66,0,27.9,26.31,40.46,19.2,18.78,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,134.74,0,0,19.68,0,0,0,0,0,0,0,0.72,0.24,0,33.24,20.82,0,0,15.18,134.1,45,9.32,0,31.9,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,43.71,37.49,142.37,0,37.93,0,0,17.47,474.22,47.45,298.41,0,27.9,26.31,40.46,19.2,18.78,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,134.74,0,0,19.68,0,0,0,0,0,0,0,0.72,0.24,0,40.69,25.34,0,0,15.18,134.1,45,9.32,0,31.9,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,43.71,37.49,142.37,0,37.93,0,0,17.47,519.25,47.45,364.49,0,27.9,26.31,40.46,19.2,18.78,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,112.27,0,0,19.68,0,0,0,0,0,0,0,0.72,0.24,0,40.69,25.34,0,0,15.18,134.1,45,9.32,0,31.9,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,43.71,17.04,142.37,0,37.93,0,0,17.47,579.08,31.64,415.93,0,18.58,17.54,26.97,19.2,6.26,26.77,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,89.82,0,0,19.68,0,0,0,0,0,0,0,0.72,1.48,0,40.69,25.34,0,0,15.18,134.1,45,9.32,0,30.62,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,0,43.71,8.52,142.37,0,25.29,0,0,17.47,626.35,15.82,417.26,0,9.29,7.6,26.97,19.2,6.26,26.77,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,67.36,0,0,19.68,0,3.67,0,0,0,0,0,0.72,1.48,0,40.69,25.34,0,0,15.18,134.1,33.74,9.32,0,30.62,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,0,43.71,8.52,142.37,0,12.64,0,0,17.47,651.76,15.82,417.26,0,0,0,26.97,19.2,6.26,68.04,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,67.36,0,0,19.68,0,15.88,0,0,0,0,0,0.72,1.48,0,40.69,25.34,0,0,15.18,134.1,33.74,9.32,0,30.62,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,43.71,8.52,142.37,0,12.64,0,0,16.88,651.76,15.82,417.26,0,0,0,24.27,19.2,6.26,68.04,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,44.91,0,0,19.68,0,15.88,0,0,0,0,0,0.72,1.48,0,40.69,25.34,0,0,15.18,134.1,33.74,9.32,0,30.62,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,43.71,8.52,142.37,0,12.64,0,0,17.47,634.99,15.82,417.26,0,0,0,13.43,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,44.91,0,0,19.68,0,15.88,0,0,0,0,0,0.72,1.48,0,40.69,25.34,0,0,15.18,134.1,33.74,8.77,0,30.62,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,43.71,8.52,142.37,0,12.64,0,0,17.47,635,15.82,417.26,0,0,0,12.13,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,22.45,0,0,19.68,0,15.88,0,0,0,0,0,0.72,1.48,0,40.69,25.34,0,0,15.18,134.1,33.74,8.77,0,30.62,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,582.54,15.82,417.26,0,0,0,12.13,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,22.45,0,0,19.68,0,3.43,0,0,0,0,0,0.72,1.48,0,40.69,25.34,0,0,15.18,134.1,33.74,8.77,0,30.62,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,582.54,15.82,417.26,0,0,0,12.13,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,1.48,0,40.69,25.34,0,0,15.18,134.1,22.5,8.77,0,30.62,0,0,0,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,582.54,15.82,396.05,0,0,0,0,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,3.45,0,33,20.67,0,0,15.18,134.1,22.5,7.8,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,582.54,15.82,396.05,0,0,0,0,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,3.45,0,33,20.67,0,0,15.18,134.1,22.5,7.8,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,582.54,15.82,417.26,0,0,0,0,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,3.45,0,40.69,25.34,0,0,15.18,134.1,22.5,8.77,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,498.54,15.82,417.26,0,0,0,0,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,3.45,0,40.69,25.34,0,0,15.18,134.1,22.5,8.77,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,491.97,15.82,382.66,0,0,0,0,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,3.45,0,40.69,25.34,0,0,15.18,134.1,22.5,8.77,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,491.97,15.82,315.41,0,0,0,0,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,3.45,0,40.69,25.34,0,0,15.18,134.1,22.5,8.77,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,440.53,15.82,251.21,0,0,0,0,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,40.69,25.34,0,0,15.18,134.1,10.94,8.77,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,440.53,15.82,251.21,0,0,0,0,19.2,6.26,36.82,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,40.69,25.34,0,0,15.18,134.1,10.94,8.77,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,565.58,15.82,251.21,0,0,0,0,19.2,12.52,49.08,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,31.05,19.13,0,0,15.18,134.1,10.94,5.61,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,598.38,15.82,251.21,0,0,0,0,19.2,12.52,49.08,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0.72,2.22,0,31.05,19.13,0,0,15.18,134.1,10.94,5.61,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,593.58,15.82,251.21,0,0,0,0,19.2,12.52,49.08,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0,1.97,0,35.16,21.78,0,0,15.18,134.1,10.94,5.61,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,43.71,8.52,142.37,0,0,0,0,17.47,546.54,15.82,251.21,0,0,0,0,18.67,12.52,49.08,382.32,24.85,114.01,0,59.67,0,0,88.32,0,0,0,0,0,19.68,0,0,0,0,0,0,0,0,1.97,0,35.16,21.78,0,0,15.18,134.1,0,5.61,0,30.62,0,0,0,0,0,33.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0

