Block,Time,URI,URI2,TANDA2,UNCHAHAR4,AURY_RF,TANAKPUR,DULHASTI,RAPPB,ANTA_GF,UNCHAHAR2,DADRT2,ANTA_RF,PARBATI3,KOLDAM,ANTA_LF,AURY_LF,TEHRI,CHAMERA1,NJPC,SALAL,AURY_GF,UNCHAHAR3,KISHANGANGA,SEWA2,RAPPC,NAPP,DHAULIGNGA,TALA,SASAN,KHSTPP-II,FSTPP I & II,KHSTPP-I,BRBCL,AURY_CRF,DADRI_LF,DADRI_GF,DADRI_RF,UNCHAHAR1,RIHAND2,JHAJJAR,SINGRAULI,ANTA_CRF,RIHAND1,DADRI_CRF,RAMPUR,KOTESHWR,CHAMERA3,RIHAND3,BSIUL,SINGRAULI_HYDRO,CHAMERA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,33.094608,31.479563,0.000000,0.000000,0.000000,5.698144,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.967696,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,17.280290,41.674799,15.452660,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,88.964000,0.000000,0.000000,8.581158,0.000000,119.584659,12.611227,0.647455,0.000000,0,0,0,0,0

7,01:30-01:45,33.094608,31.479563,0.000000,0.000000,0.000000,5.698144,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,17.280290,41.674799,16.477680,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,88.964000,0.000000,0.000000,8.581158,0.000000,119.584659,12.611227,0.647455,0.000000,0,0,0,0,0

8,01:45-02:00,33.094608,31.479563,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,16.100550,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,88.964000,0.000000,0.000000,8.581158,0.000000,119.584659,12.611227,0.647455,0.000000,0,0,0,0,0

9,02:00-02:15,33.094608,31.479563,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,16.497020,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,88.964000,0.000000,0.000000,8.581158,0.000000,119.584659,6.305614,0.647455,0.000000,0,0,0,0,0

10,02:15-02:30,33.094608,31.479563,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,14.872460,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,88.964000,0.000000,0.000000,8.581158,0.000000,119.584659,6.305614,0.647455,0.000000,0,0,0,0,0

11,02:30-02:45,39.500016,31.479563,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,14.495330,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,88.964000,0.000000,0.000000,8.581158,0.000000,119.584659,6.305614,0.647455,0.000000,0,0,0,0,0

12,02:45-03:00,39.500016,31.479563,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,14.408300,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,88.964000,0.000000,0.000000,8.581158,0.000000,119.584659,6.305614,0.647455,0.000000,0,0,0,0,0

13,03:00-03:15,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.619000,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,17.280290,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,0.000000,119.584659,6.305614,0.647455,0.000000,0,0,0,0,0

14,03:15-03:30,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.238001,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,17.270620,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,9.358471,119.584659,6.305614,0.647455,0.000000,0,0,0,0,0

15,03:30-03:45,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.238001,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,19.340000,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,9.358471,119.584659,12.611227,0.647455,0.000000,0,0,0,0,0

16,03:45-04:00,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.238001,24.720388,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,19.340000,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,9.358471,119.584659,12.611227,0.647455,12.735429,0,0,0,0,0

17,04:00-04:15,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.238001,12.360194,0.000000,14.949820,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,19.340000,0.000000,0.000000,0.000000,0.000000,6.343520,96.255180,233.047000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,12.611227,0.647455,12.735429,0,0,0,0,0

18,04:15-04:30,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.585731,45.238001,12.360194,0.000000,19.388834,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,19.340000,0.000000,0.000000,0.000000,0.000000,8.076094,96.255180,233.047000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,12.611227,0.647455,12.735429,0,0,0,0,0

19,04:30-04:45,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.585731,45.238001,24.720388,0.000000,19.388834,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,19.340000,0.000000,0.000000,0.000000,0.000000,8.076094,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,12.611227,0.647455,25.470857,0,0,0,0,0

20,04:45-05:00,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.171462,45.238001,24.720388,0.000000,19.388834,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.089648,41.674799,19.340000,0.000000,0.000000,0.000000,0.000000,8.076094,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,12.611227,0.647455,25.470857,0,0,0,0,0

21,05:00-05:15,39.500016,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,420.761040,0.000000,0.000000,0.000000,0.000000,0.000000,11.514069,27.171462,45.238001,24.720388,0.000000,19.388834,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,15.199517,44.363780,19.340000,0.000000,0.000000,0.000000,0.000000,8.076094,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,12.611227,0.647455,25.470857,0,0,0,0,0

22,05:15-05:30,39.500016,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,459.441040,0.000000,0.000000,0.000000,0.000000,0.000000,11.514069,33.425757,60.164709,24.720388,0.000000,19.388834,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,17.399838,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,8.076094,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

23,05:30-05:45,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,488.451040,0.000000,0.000000,0.000000,0.000000,0.000000,11.514069,40.757193,67.857001,24.720388,0.000000,19.388834,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,8.076094,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

24,05:45-06:00,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,30.729036,517.461040,0.000000,0.000000,0.000000,0.000000,0.000000,34.542207,40.757193,90.476001,24.720388,0.000000,19.388834,0.000000,15.282514,52.152728,41.103689,8.814108,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,8.076094,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,17.162316,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

25,06:00-06:15,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,31.870100,0.000000,0.000000,30.729036,517.461040,0.000000,0.000000,0.000000,0.000000,0.000000,34.542207,40.757193,90.476001,24.720388,0.000000,19.388834,0.000000,15.282514,52.152728,41.103689,17.628217,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,8.076094,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,25.743474,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

26,06:15-06:30,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,47.805150,0.000000,0.000000,40.991227,536.801040,0.000000,0.000000,0.000000,0.000000,0.000000,46.056276,40.757193,90.476001,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,26.503640,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,34.324632,18.716943,119.584659,18.916841,0.647455,38.206286,0,0,0,0,0

27,06:30-06:45,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,47.805150,0.000000,0.000000,40.991227,527.131040,0.000000,0.000000,0.000000,0.000000,0.000000,46.056276,40.757193,113.095002,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,35.338187,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,34.324632,18.716943,119.584659,18.916841,0.647455,38.206286,0,0,0,0,0

28,06:45-07:00,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,47.805150,0.000000,0.000000,40.991227,546.471040,0.000000,0.000000,0.000000,0.000000,0.000000,46.056276,40.757193,113.095002,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,35.338187,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,34.324632,18.716943,119.584659,18.916841,0.647455,38.206286,0,0,0,0,0

29,07:00-07:15,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,47.805150,0.000000,0.000000,40.991227,578.382040,0.000000,0.000000,0.000000,0.000000,0.000000,46.056276,40.757193,113.095002,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,35.338187,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,34.324632,18.716943,119.584659,18.916841,0.647455,38.206286,0,0,0,0,0

30,07:15-07:30,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,47.805150,0.000000,0.000000,40.991227,574.514040,0.000000,0.000000,0.000000,0.000000,0.000000,46.056276,40.757193,113.095002,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,35.338187,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,34.324632,18.716943,119.584659,18.916841,0.647455,38.206286,0,0,0,0,0

31,07:30-07:45,39.500016,29.918593,0.000000,0.000000,0.000000,0.000000,47.805150,0.000000,0.000000,36.381441,574.514040,0.000000,0.000000,0.000000,0.000000,0.000000,46.056276,40.757193,90.476001,33.709620,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,26.503640,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,34.324632,18.716943,119.584659,18.916841,0.647455,38.206286,0,0,0,0,0

32,07:45:08:00,39.500016,29.918593,0.000000,0.000000,0.000000,0.000000,31.870100,0.000000,0.000000,36.381441,551.306040,0.000000,0.000000,0.000000,0.000000,0.000000,46.056276,40.757193,90.476001,33.709620,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,17.648655,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,17.162316,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

33,08:00-08:15,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,36.381441,527.131040,0.000000,0.000000,0.000000,0.000000,0.000000,46.056276,40.757193,58.607936,33.709620,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,8.814108,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

34,08:15-08:30,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,36.381441,527.131040,0.000000,0.000000,0.000000,0.000000,0.000000,46.056276,40.757193,58.607936,33.709620,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

35,08:30-08:45,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,36.381441,527.131040,0.000000,0.000000,0.000000,0.000000,0.000000,34.542207,40.373700,36.629960,33.709620,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

36,08:45:09:00,33.094608,29.918593,0.000000,0.000000,0.000000,0.000000,15.935050,0.000000,0.000000,36.381441,527.131040,0.000000,0.000000,0.000000,0.000000,0.000000,34.542207,34.376850,22.619000,33.709620,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

37,09:00:09:15,33.094608,29.918593,0.000000,0.000000,0.000000,0.247745,15.935050,0.000000,0.000000,36.381441,507.791040,0.000000,0.000000,0.000000,0.000000,0.000000,34.542207,27.171462,18.314980,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

38,09:15-09:30,33.094608,29.918593,0.000000,0.000000,0.000000,0.247745,15.935050,0.000000,0.000000,36.381441,507.791040,0.000000,0.000000,0.000000,0.000000,0.000000,23.028138,27.171462,0.000000,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,18.716943,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

39,09:30-09:45,33.094608,29.918593,0.000000,0.000000,0.000000,0.247745,15.935050,0.000000,0.000000,36.381441,498.121040,0.000000,0.000000,0.000000,0.000000,0.000000,23.028138,27.171462,0.000000,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,235.948000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,9.358471,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

40,09:45-10:00,33.094608,29.918593,0.000000,0.000000,0.000000,0.247745,15.935050,0.000000,0.000000,36.381441,478.781040,0.000000,0.000000,0.000000,0.000000,0.000000,11.514069,13.585731,0.000000,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,271.727000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,9.358471,119.584659,6.305614,0.647455,25.470857,0,0,0,0,0

41,10:00-10:15,39.500016,29.918593,0.000000,0.000000,0.000000,0.867109,15.935050,0.000000,0.000000,36.381441,449.771040,0.000000,0.000000,0.000000,0.000000,0.000000,11.514069,13.585731,0.000000,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,271.727000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,9.358471,119.584659,6.305614,0.647455,12.735429,0,0,0,0,0

42,10:15-10:30,39.500016,29.918593,0.000000,0.000000,0.000000,0.619364,15.935050,0.000000,0.000000,36.381441,401.421040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.720388,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,271.727000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,9.358471,119.584659,12.611227,0.647455,12.735429,0,0,0,0,0

43,10:30-10:45,34.162176,29.918593,0.000000,0.000000,0.000000,6.441380,15.935050,0.000000,0.000000,36.381441,401.421040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.844042,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,271.727000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,0.000000,119.584659,12.611227,0.647455,12.735429,0,0,0,0,0

44,10:45-11:00,34.162176,29.918593,0.000000,0.000000,0.000000,6.441380,15.935050,0.000000,0.000000,36.381441,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.844042,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,271.727000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,0.000000,119.584659,12.611227,0.647455,12.735429,0,0,0,0,0

45,11:00-11:15,34.162176,29.918593,0.000000,0.000000,0.000000,6.441380,15.935050,0.000000,0.000000,36.381441,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.844042,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,19.340000,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,271.727000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,0.000000,119.584659,12.611227,0.647455,0.000000,0,0,0,0,0

46,11:15-11:30,34.162176,29.918593,0.000000,0.000000,0.000000,6.441380,15.935050,0.000000,0.000000,36.381441,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.844042,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,15.820120,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,271.727000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,0.000000,119.584659,12.611227,0.647455,0.000000,0,0,0,0,0

47,11:30-11:45,34.162176,29.918593,0.000000,0.000000,0.000000,6.441380,15.935050,0.000000,0.000000,36.381441,362.741040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.844042,0.000000,22.905329,0.000000,15.282514,52.152728,41.103689,0.000000,0.000000,404.950590,142.647609,20.045910,44.867910,18.179600,0.000000,0.000000,0.000000,0.000000,9.523886,96.255180,271.727000,134.712770,0.000000,79.294000,0.000000,0.000000,8.581158,0.000000,119.584659,12.611227,0.647455,0.000000,0,0,0,0,0

