Block,Time,BSIUL,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,RIHAND1,RIHAND2,SIMHST1,URI2,CHAMERA2,CHAMERA3,KUDGI,MAPS,NJPC,NLCEXP,SEWA2,TelanganaSTPP,UNCHAHAR3,DADRI_LF,KHSTPP-I,KHSTPP-II,NLCIIST1,PARBATI3,RAPPB,DADRI_GF,DULHASTI,KGSU1AND2,KISHANGANGA,NLCIIST2,NTPL,SASAN,SIMHST2,TANAKPUR,AURY_LF,DADRI_RF,FSTPP I & II,PARBATI2,SALAL,TEHRI,UNCHAHAR2,VALLURNTECL,ANTA_CRF,ANTA_GF,ANTA_LF,AURY_CRF,AURY_GF,DADRT2,JHAJJAR,KOTESHWR,RAPPC,RSTPSU7,TANDA2,DHAULIGNGA,KGSU3AND4,RAMPUR,RIHAND3,RSTPSU1TO6,SINGRAULI_HYDRO,AURY_RF,BRBCL,CHAMERA1,KOLDAM,NAPP,SINGRAULI,TALA,TALST2,UNCHAHAR1,UNCHAHAR4,URI,ANTA_RF,DADRI_CRF
61,15:00-15:15,13.04,0,0,0,0,97.18,124.53,0,36.1,16.25,11.65,0,0,0,0,0,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,10.9,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.09,0

62,15:15-15:30,13.04,0,0,0,0,97.18,124.53,0,36.1,16.25,11.65,0,0,0,0,11.15,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,10.9,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.09,0

63,15:30-15:45,13.04,0,0,0,0,97.18,124.53,0,36.1,16.25,11.65,0,0,0,0,11.3,0,27.67,0,45.83,148.3,0,0,0,0,0,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,0,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,10.9,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.09,0

64,15:45-16:00,13.04,0,0,0,0,97.18,124.53,0,36.1,16.25,11.65,0,0,0,0,11.79,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,12.66,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,10.9,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.09,0

65,16:00-16:15,6.52,0,0,0,0,97.18,124.53,0,36.1,16.25,11.65,0,0,0,0,18.88,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,12.66,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,10.9,0,0,130.75,0,0.71,85.35,20,0,0,52.39,112.04,0,0,21.63,3.18,34.78,51.09,0

66,16:15-16:30,6.52,0,0,0,0,97.18,124.53,0,36.1,16.25,11.65,0,0,0,0,18.88,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,12.66,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,10.9,0,0,130.75,0,0.71,85.35,20,13.59,0,52.39,112.04,0,0,21.63,3.18,34.78,51.09,0

67,16:30-16:45,6.52,0,0,0,0,97.18,124.53,0,36.1,16.25,11.65,0,0,27.63,0,18.88,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,13.22,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,18.96,0,1.09,130.75,0,0.71,85.35,20,14.05,0,52.39,112.04,0,0,21.63,3.18,35.33,50.83,0

68,16:45-17:00,6.52,0,0,0,0,88.98,124.53,0,36.1,16.25,11.65,0,0,27.63,0,18.88,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,25.64,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,18.96,0,1.09,130.75,0,0.71,85.35,20,14.05,0,52.39,112.04,0,0,21.63,3.18,35.33,50.83,0

69,17:00-17:15,6.52,0,0,0,0,92.98,124.53,0,38.05,16.25,11.65,0,0,27.63,0,18.88,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,25.96,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,18.96,0,1.09,130.75,0,0.71,85.35,20,28.1,0,52.39,112.04,0,0,21.63,3.18,35.33,50.83,0

70,17:15-17:30,6.52,0,0,0,0,97.18,124.53,0,38.05,16.25,11.65,0,0,27.63,0,18.88,0,27.67,0,45.83,148.3,0,0,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,38.45,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,18.96,0,1.09,130.75,0,0.71,85.35,20,28.1,0,52.39,112.04,0,0,21.63,3.18,35.33,50.83,0

71,17:30-17:45,6.52,0,0,0,0,97.18,124.53,0,38.05,48.74,23.3,0,0,27.63,0,18.88,0,27.67,0,45.83,148.3,0,4.29,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,39.65,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,21.81,0,1.09,130.75,0,0.71,85.35,20,28.1,1.92,52.39,112.04,0,0,21.63,3.18,35.33,51.74,0

72,17:45-18:00,6.52,0,0,0,0,97.18,124.53,0,38.05,48.74,23.3,0,0,44.74,0,18.88,0,27.67,0,45.83,148.3,0,4.29,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,0,26.73,39.65,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,21.81,0,1.76,130.75,0,0.71,85.35,20,42.15,3.85,52.39,112.04,0,0,21.63,1.82,35.33,51.61,0

73,18:00-18:15,6.52,0,0,0,0,97.18,124.53,0,38.05,48.74,23.3,0,0,82.55,0,18.88,0,27.67,0,45.83,148.3,0,19.61,0,0,19.81,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,7.49,13.36,39.65,44.97,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,21.81,0,3.26,130.75,0,0.71,85.35,20,42.15,5.76,52.39,112.04,0,0,21.63,1.88,35.33,52.14,0

74,18:15-18:30,13.04,0,0,0,0,97.18,124.53,0,38.05,48.74,23.3,0,0,110.53,0,18.88,0,27.67,0,45.83,148.3,0,24.51,0,0,39.62,0,8.45,0,0,418.77,0,0.25,0,74.38,14.6,18.73,13.36,39.65,44.97,0,0,0,0,0,0,344.43,593.21,10.41,69.94,0,5.65,21.81,0,4.36,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,39.75,52.14,0

75,18:30-18:45,19.56,0,0,0,0,97.18,113.13,0,38.05,48.74,34.98,0,0,138.15,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,0.25,0,74.38,13.49,44.51,13.36,39.65,44.97,0,0,0,0,0,0,344.43,593.21,11.57,69.94,0,5.65,32.79,0,5.37,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,39.75,52.14,0

76,18:45-19:00,19.56,0,0,0,0,97.18,113.13,0,38.05,48.74,34.98,0,0,138.15,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,0.25,0,74.38,12.51,44.51,13.36,39.65,44.97,0,0,0,0,0,0,344.43,593.21,11.57,69.94,0,5.65,43.72,0,5.37,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,39.75,52.14,0

77,19:00-19:15,19.56,0,0,0,0,97.18,112.13,0,38.05,48.74,34.98,0,0,138.15,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,44.51,13.36,39.65,44.97,0,0,0,0,0,0,344.43,593.21,11.57,69.94,0,5.65,43.72,0,5.37,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,39.75,52.14,0

78,19:15-19:30,19.56,0,0,0,0,97.18,113.13,0,38.05,48.74,34.98,0,0,138.15,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,44.51,13.36,39.65,44.97,0,0,0,0,0,0,344.43,593.21,11.57,69.94,0,5.65,43.72,0,5.37,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,35.33,52.14,0

79,19:30-19:45,19.56,0,0,0,0,90.98,107.13,0,38.05,48.74,34.98,0,0,138.15,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,44.51,13.36,39.65,43.33,0,0,0,0,0,0,344.43,665.51,11.57,69.94,0,5.65,43.72,0,5.37,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,35.33,52.14,0

80,19:45-20:00,19.56,0,0,0,0,90.98,107.13,0,38.05,48.74,34.98,0,0,138.15,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,44.51,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,11.57,69.94,0,5.65,43.72,0,5.37,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,35.33,52.14,0

81,20:00-20:15,19.56,0,0,0,0,97.18,123.13,0,38.05,48.74,34.98,0,0,138.15,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,44.51,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,11.57,69.94,0,5.65,43.72,0,5.37,130.75,0,0.71,85.35,20,42.15,5.76,52.39,112.04,0,0,21.63,1.88,35.33,52.14,0

82,20:15-20:30,19.56,0,0,0,0,97.18,107.13,0,38.05,48.74,34.98,0,0,123.05,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,44.51,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,11.57,69.94,0,5.65,43.72,0,4.85,130.75,0,0.71,85.35,20,42.15,5.76,52.39,112.04,0,0,21.63,1.88,35.33,52.14,0

83,20:30-20:45,3.3,0,0,0,0,97.18,107.13,0,38.05,32.67,34.98,0,0,123.05,0,18.88,0,27.67,0,45.83,148.3,0,9.19,0,0,51.36,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,22.47,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,32.79,0,4.85,130.75,0,0.71,85.35,20,42.15,5.76,52.39,112.04,0,0,21.63,1.88,35.33,52.14,0

84,20:45-21:00,3.3,0,0,0,0,90.98,124.53,0,38.05,32.67,34.98,0,0,123.05,0,18.88,0,27.67,0,45.83,148.3,0,6.13,0,0,51.36,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,7.49,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,21.86,0,4.85,130.75,0,0.71,85.35,20,42.15,5.76,52.39,112.04,0,0,21.63,1.88,35.33,52.14,0

85,21:00-21:15,3.3,0,0,0,0,97.18,124.53,0,38.05,32.67,34.98,0,0,123.05,0,18.88,0,27.67,0,45.83,148.3,0,6.13,0,0,51.36,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,3.75,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,21.86,0,4.85,130.75,0,0.71,85.35,20,42.15,5.76,52.39,112.04,0,0,21.63,1.88,35.33,53.05,0

86,21:15-21:30,3.3,0,0,0,0,97.18,124.53,0,38.05,32.67,34.98,0,0,123.05,0,18.88,0,27.67,0,45.83,148.3,0,9.19,0,0,51.36,0,8.45,0,0,418.77,0,1.41,0,74.38,12.51,3.75,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,21.86,0,4.85,130.75,0,0.71,85.35,20,42.15,5.76,52.39,112.04,0,0,21.63,1.88,35.33,53.05,0

87,21:30-21:45,19.56,0,0,0,0,97.18,124.53,0,38.05,48.74,34.98,0,0,123.05,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,13.9,3.75,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,11.57,69.94,0,5.65,32.79,0,4.85,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,35.33,53.05,0

88,21:45-22:00,19.56,0,0,0,0,97.18,124.53,0,38.05,48.74,34.98,0,0,138.15,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,13.9,3.75,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,11.57,69.94,0,5.65,32.79,0,5.37,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,35.33,53.05,0

89,22:00-22:15,19.56,0,0,0,0,97.18,124.53,0,38.05,48.74,34.98,0,0,138.15,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,13.9,3.75,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,11.57,69.94,0,5.65,32.79,0,5.37,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,35.33,53.31,0

90,22:15-22:30,19.56,0,0,0,0,97.18,124.53,0,38.05,48.74,34.98,0,0,110.53,0,20.07,0,27.67,0,45.83,148.3,0,39.84,0,0,59.43,0,8.45,0,0,418.77,0,1.41,0,74.38,13.9,3.75,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,11.57,69.94,0,5.65,32.79,0,4.36,130.75,0,0.71,85.35,20,42.15,7.69,52.39,112.04,0,0,21.63,1.88,35.33,53.31,0

91,22:30-22:45,6.52,0,0,0,0,97.18,124.53,0,38.05,48.74,23.3,0,0,81.21,0,18.88,0,27.67,0,45.83,148.3,0,19.92,0,0,39.62,0,5.45,0,0,418.77,0,1.41,0,74.38,13.9,0,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,21.86,0,3.2,130.75,0,0.71,85.35,20,42.15,5.76,52.39,112.04,0,0,21.63,1.88,35.33,53.31,0

92,22:45-23:00,6.52,0,0,0,0,97.18,124.53,0,38.05,48.74,11.65,0,0,52.01,0,18.88,0,27.67,0,45.83,148.3,0,19.92,0,0,19.81,0,5.45,0,0,418.77,0,1.41,0,74.38,13.9,0,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,10.93,0,2.05,130.75,0,0.71,85.35,20,42.15,3.85,52.39,112.04,0,0,21.63,1.88,35.33,53.31,0

93,23:00-23:15,6.52,0,0,0,0,97.18,124.53,0,38.05,48.74,11.65,0,0,27.63,0,18.88,0,27.67,0,45.83,148.3,0,19.92,0,0,19.81,0,5.45,0,0,418.77,0,1.41,0,74.38,13.9,0,13.36,39.65,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,1.09,130.75,0,0.71,85.35,20,42.15,1.92,52.39,112.04,0,0,21.63,1.88,35.33,53.31,0

94,23:15-23:30,6.52,0,0,0,0,97.18,124.53,0,38.05,48.74,11.65,0,0,0,0,18.88,0,27.67,0,45.83,148.3,0,4.29,0,0,19.81,0,5.45,0,0,418.77,0,1.41,0,74.38,13.9,0,13.36,26.44,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,42.15,1.92,52.39,112.04,0,0,21.63,1.88,35.33,53.31,0

95,23:30-23:45,6.52,0,0,0,0,97.18,113.13,0,38.05,48.74,11.65,0,0,0,0,18.88,0,27.67,0,45.83,148.3,0,4.29,0,0,19.81,0,5.45,0,0,418.77,0,1.41,0,74.38,13.9,0,13.36,26.44,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,28.1,0,52.39,112.04,0,0,21.63,1.88,35.33,53.31,0

96,23:45-24:00,6.52,0,0,0,0,97.18,113.13,0,38.05,48.74,11.65,0,0,0,0,18.88,0,27.67,0,45.83,148.3,0,4.29,0,0,19.81,0,5.45,0,0,418.77,0,1.41,0,74.38,13.9,0,13.36,26.44,43.33,0,0,0,0,0,0,344.43,670.51,10.41,69.94,0,5.65,0,0,0,130.75,0,0.71,85.35,20,14.05,0,52.39,112.04,0,0,21.63,1.88,35.33,53.31,0

