Block,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/01102023/31052040/LT-31,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/25122023/27122023/IEX_231223_05926,NR/30092023/26122029/SH-06,NR/23122023/31122023/HP-21,NR/01102023/05012040/L_NR_2020_02,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/23122023/31122023/HP-17,NR/01102023/06022042/L_NR_2012_02,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/23122023/31122023/SJVN231223NR1309,NR/23122023/31122023/SJVN231223NR1310,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17
78,19:15-19:30,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.710000,96.310000,8.190000,100.880000,0.000000,0.000000,258.020000,14.450000,104.010000,270.870000,86.230000,1.090000,11.16,0,33.49,8.62,0,0,0,22.64,11.18,23.96,0,0,0,0,0,22.64,0,0,0,48.16,0,0,0,0

79,19:30-19:45,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.710000,96.310000,8.190000,100.880000,0.000000,0.000000,258.020000,14.450000,104.010000,270.870000,86.230000,1.090000,10.92,0,32.76,8.66,0,0,0,24.74,10.92,23.53,0,0,0,0,0,24.74,0,0,0,48.16,0,0,0,0

80,19:45-20:00,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.710000,96.310000,8.190000,100.880000,0.000000,0.000000,258.020000,14.450000,104.010000,270.870000,86.230000,1.090000,11.09,0,33.26,8.75,0,0,0,26.54,11.08,22.98,0,0,0,0,0,26.54,0,0,0,48.16,0,0,0,0

81,20:00-20:15,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.670000,96.310000,8.190000,100.880000,0.000000,0.000000,258.020000,14.450000,104.010000,270.870000,86.230000,1.010000,11.21,0,33.62,9.08,0,0,0,29.16,11.21,29.11,0,0,0,0,0,29.16,0,0,0,48.16,0,0,0,0

82,20:15-20:30,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.670000,96.310000,8.190000,100.880000,0.000000,0.000000,258.020000,14.450000,104.010000,270.870000,86.230000,1.010000,11.34,0,34.01,9.29,0,0,0,31.13,11.33,28.67,0,0,0,0,0,31.13,0,0,0,48.16,0,0,0,0

83,20:30-20:45,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.670000,96.310000,8.190000,100.880000,9.040000,0.000000,258.020000,14.450000,104.010000,270.870000,86.230000,1.010000,15,0,45.01,11.34,0,0,0,32.63,15.01,27.75,0,0,0,0,0,32.63,0,0,0,48.16,0,0,0,0

84,20:45-21:00,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.670000,96.310000,8.190000,100.880000,9.040000,0.000000,258.020000,14.450000,96.310000,270.870000,86.230000,1.010000,15.84,0,47.51,11.68,0,0,0,32.91,15.83,26.71,0,0,0,0,0,32.91,0,0,0,48.16,0,0,0,0

85,21:00-21:15,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.670000,96.310000,8.190000,100.880000,9.040000,0.000000,258.020000,14.450000,67.420000,270.870000,86.230000,1.010000,16.34,0,49.01,12.01,0,0,0,30.01,16.33,25.77,0,0,0,0,0,30.01,0,0,0,48.16,0,0,0,0

86,21:15-21:30,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.670000,96.310000,8.190000,100.880000,15.790000,0.000000,258.020000,14.450000,67.420000,270.870000,86.230000,1.010000,16,0,48.01,11.84,0,0,0,29.01,16.01,24.77,0,0,0,0,0,29.01,0,0,0,48.16,0,0,0,0

87,21:30-21:45,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.670000,96.310000,8.190000,100.880000,15.790000,0.000000,258.020000,14.450000,67.420000,270.870000,73.790000,1.010000,14.34,0,43.01,9.51,0,0,0,26.17,14.33,24.32,0,0,0,0,0,26.17,0,0,0,48.16,0,0,0,0

88,21:45-22:00,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.300000,0.000000,192.620000,30.820000,147.720000,1.670000,96.310000,8.190000,100.880000,15.790000,0.000000,258.020000,14.450000,67.420000,270.870000,73.790000,1.010000,13.34,0,40.01,9.18,0,0,0,25.67,13.33,24.01,0,0,0,0,0,25.67,0,0,0,48.16,0,0,0,0

89,22:00-22:15,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.220000,0.000000,192.620000,22.700000,147.720000,1.670000,96.310000,8.190000,100.880000,22.700000,114.950000,258.020000,14.450000,67.420000,250.410000,55.490000,1.010000,12.67,0,38.01,8.84,0,0,0,25.75,12.67,24.01,0,0,0,0,0,25.75,0,0,0,48.16,0,0,0,0

90,22:15-22:30,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.220000,0.000000,192.620000,22.700000,147.720000,1.670000,96.310000,8.190000,100.880000,22.700000,114.950000,258.020000,14.450000,67.420000,211.880000,55.490000,1.010000,12.5,0,37.51,8.51,0,0,0,25.67,12.51,24.01,0,0,0,0,0,25.67,0,0,0,48.16,0,0,0,0

91,22:30-22:45,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.220000,0.000000,192.620000,22.700000,147.720000,1.670000,96.310000,8.190000,84.860000,22.700000,114.950000,258.020000,14.450000,67.420000,173.360000,55.660000,1.010000,12,0,36.01,8.34,0,0,0,29.33,12.01,24.01,0,0,0,0,0,29.33,0,0,0,48.16,0,0,0,0

92,22:45-23:00,0.000000,24.080000,0.000000,5.780000,0.000000,11.560000,1.220000,0.000000,192.620000,22.700000,147.720000,1.670000,96.310000,8.190000,75.930000,22.700000,114.950000,258.020000,14.450000,67.420000,148.970000,55.660000,1.010000,11.34,0,34.01,8.18,0,0,0,28.33,11.33,24.01,0,0,0,0,0,28.33,0,0,0,48.16,0,0,0,0

93,23:00-23:15,0.000000,23.110000,0.000000,5.780000,0.000000,11.560000,1.220000,0.000000,192.620000,25.990000,147.720000,1.670000,96.310000,8.190000,75.930000,25.990000,114.950000,238.760000,14.450000,67.420000,148.970000,55.660000,1.010000,10.92,0,32.76,7.84,0,0,0,27.33,10.92,21.01,0,0,0,0,0,27.33,0,0,0,48.16,0,0,0,0

94,23:15-23:30,0.000000,23.110000,0.000000,5.780000,0.000000,11.560000,1.220000,0.000000,192.620000,25.990000,147.720000,1.670000,96.310000,8.190000,75.930000,25.990000,114.950000,206.980000,14.450000,67.420000,148.970000,55.660000,1.010000,11,0,33.01,7.68,0,0,0,26.67,11.01,21.01,0,0,0,0,0,26.67,0,0,0,48.16,0,0,0,0

95,23:30-23:45,0.000000,23.110000,0.000000,5.780000,0.000000,11.560000,1.220000,0.000000,192.620000,25.990000,147.720000,1.670000,96.310000,8.190000,75.930000,25.990000,114.950000,206.980000,14.450000,67.420000,148.970000,31.950000,1.010000,11,0,33.01,7.62,0,0,0,26.34,11.01,21.01,0,0,0,0,0,26.34,0,0,0,48.16,0,0,0,0

96,23:45-24:00,0.000000,23.110000,0.000000,5.780000,0.000000,11.560000,1.220000,0.000000,192.620000,25.990000,147.720000,1.670000,96.310000,8.190000,75.930000,25.990000,114.950000,206.980000,14.450000,67.420000,148.970000,31.950000,1.010000,11.33,0,33.98,7.34,0,0,0,26.17,11.32,21.01,0,0,0,0,0,26.17,0,0,0,48.16,0,0,0,0

