Block,Time Block,DADRT2,CHAMERA2,BRBCL,CHAMERA1,BSIUL,RIHAND2,TALST2,SASAN,RIHAND1,SIMHST1,SINGRAULI_HYDRO,TANDA2,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,TANAKPUR,TALA,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,UNCHAHAR2,ANTA_GF,URI,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,RAPPC,RAPPB,RAMPUR,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NTPL,MAPS,NLCTS2EXP,PARBATI3,NNTPP,NAPP,CHAMERA3,JHAJJAR,FSTPP I & II,DHAULIGNGA,DULHASTI,KHSTPP-I,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0.49,0,23.22,13.93,0,0,22.36,0,34.94,23.33,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,22.44,0,0,0,0,0,0,22.54,0,228.29,12.53,0,0,28.78,0,0,0,0,0,0,102.6,8.51,0,0,0,0,0,0

62,15:15-15:30,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0.49,0,23.22,13.93,0,0,22.36,0,34.94,23.33,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,40.87,0,0,0,0,0,0,22.54,0,228.29,12.53,0,0,34.11,0,0,0,0,0,0,112.87,8.51,0,0,0,0,0,0

63,15:30-15:45,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0.49,0,23.22,13.93,0,0,22.36,0,31.77,23.33,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,40.87,0,0,0,0,0,0,22.54,0,228.29,9.6,0,0,34.11,0,0,0,0,0,0,112.87,8.51,0,0,0,0,0,0

64,15:45-16:00,360.79,0,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0.49,0,23.22,13.93,0,0,22.36,0,31.77,23.33,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,40.87,0,0,0,0,0,0,22.54,0,228.29,9.6,0,0,34.11,0,0,0,0,0,0,112.87,8.51,0,0,0,0,0,0

65,16:00-16:15,360.79,3.84,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,132.82,59.62,0,0,23.22,13.93,0,0,22.36,0,31.77,34.81,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,40.87,0,0,0,0,0,0,22.54,0,228.29,9.6,0,0,34.11,0,0,0,0,0,0,112.87,8.51,0,0,0,0,0,0

66,16:15-16:30,360.79,12.63,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,132.82,59.62,0,0,23.22,13.93,0,0,22.36,0,31.77,34.81,11.39,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,40.87,0,0,0,0,0,0,22.54,9.29,228.29,12.45,0,0,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

67,16:30-16:45,360.79,12.63,19.18,0,0,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,132.82,59.62,0,0,20.65,17.07,0,0,27.48,0,31.77,34.81,13.03,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,40.87,0,0,0,0,0,0,22.54,9.29,231.43,14.13,8.77,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

68,16:45-17:00,379.98,25.27,19.18,0,1.06,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,132.82,59.62,0,0,20.65,20.73,0,0,33.09,0,31.77,34.81,15.74,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,67.31,0,0,0,0,0,0,22.54,9.29,231.43,17.28,8.77,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

69,17:00-17:15,423.77,25.27,19.18,13.42,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,132.82,59.62,0.74,0,20.65,20.73,0,0,33.09,0,31.77,46.65,15.75,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,89.74,0,0,0,0,0,0,22.54,9.29,231.43,17.46,8.77,15.81,42.74,0,0,0,0,0,0,140.81,17.03,0,0,0,0,0,0

70,17:15-17:30,441.7,25.27,19.18,26.91,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,132.82,59.62,0.74,0,20.65,20.73,0,0,33.09,0,31.77,46.65,15.75,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,112.18,0,0,0,0,0,0,22.54,9.29,231.43,15.05,8.77,31.62,42.74,0,0,0,0,0,0,140.81,25.53,0,0,0,0,0,0

71,17:30-17:45,446.02,37.9,19.18,40.43,18.76,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,132.82,59.62,0.74,0,20.65,20.73,0,0,33.09,0,31.77,46.65,15.75,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,132.35,0,0,0,0,0,0,22.54,27.87,231.43,15.05,17.51,47.41,42.74,0,0,0,0,0,0,140.81,37.46,0,0,0,0,0,0

72,17:45-18:00,504.39,37.9,19.18,40.43,18.76,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,132.82,59.62,0.74,0,20.65,20.73,0,0,33.09,0,38.13,46.65,15.75,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,132.35,0,0,0,0,0,0,22.54,27.87,236.4,17.44,26.29,47.41,42.74,0,0,0,0,0,0,140.81,37.46,0,0,0,0,0,0

73,18:00-18:15,584.84,37.9,19.18,40.43,18.76,113.91,0,393.87,88.25,0,0.72,0,0,0,0,12.81,15.16,132.82,59.62,0.74,0,20.65,20.73,0,0,33.09,0,38.13,46.65,15.75,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,132.35,0,0,0,0,0,0,22.54,27.87,308.34,17.46,26.29,47.41,42.74,0,0,0,0,0,0,140.81,37.46,0,0,0,0,0,0

74,18:15-18:30,642.76,37.9,19.18,40.43,18.76,113.91,0,393.87,88.25,0,0.72,0,0,0,0,66.88,15.16,132.82,59.62,0.74,0,20.65,24.11,0,0,39.75,0,38.13,46.65,19.35,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,132.35,0,0,0,0,0,0,22.54,27.87,397.15,17.46,26.29,47.41,42.74,0,0,0,0,0,0,140.81,37.46,0,0,0,0,0,0

75,18:30-18:45,654.93,37.9,19.18,40.43,18.76,113.91,0,393.87,88.25,0,0.72,0,0,0,0,66.88,15.16,133.99,59.62,0.74,0,20.65,25.32,0,0,40.66,0,38.13,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,132.35,0,0,0,0,0,0,22.54,27.87,416.92,17.46,26.29,47.41,42.74,0,0,0,0,0,0,140.81,37.46,0,0,0,0,0,0

76,18:45-19:00,654.93,37.9,19.18,40.43,18.76,113.91,0,393.87,88.25,0,0.72,0,0,0,0,66.88,15.16,133.99,59.62,0.74,0,20.65,25.32,0,0,40.66,0,34.94,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,132.35,0,0,0,0,0,0,22.54,27.87,416.92,17.46,17.51,47.41,42.74,0,0,0,0,0,0,140.81,37.46,0,0,0,0,0,0

77,19:00-19:15,654.93,37.9,19.18,26.94,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,66.88,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,46.65,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,112.18,0,0,0,0,3.66,0,22.54,18.56,416.92,17.46,17.51,31.62,42.74,0,0,0,0,0,0,140.81,17.03,0,0,0,0,0,0

78,19:15-19:30,654.93,37.9,19.18,13.42,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,34.81,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,89.57,0,0,0,0,15.87,0,22.54,9.29,416.92,17.46,17.51,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

79,19:30-19:45,654.93,25.27,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,34.81,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,67.31,0,0,0,0,15.87,0,22.54,9.29,416.92,17.46,17.51,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

80,19:45-20:00,654.93,12.63,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,23.33,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,44.87,0,0,0,0,15.87,0,22.54,0,416.92,17.46,8.77,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

81,20:00-20:15,654.93,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,23.33,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,22.44,0,0,0,0,15.87,0,22.54,0,416.92,17.46,8.77,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

82,20:15-20:30,654.93,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,23.33,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,15.87,0,22.54,0,416.92,17.46,8.77,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

83,20:30-20:45,654.93,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,23.33,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,15.87,0,22.54,0,416.92,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

84,20:45-21:00,654.93,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,23.33,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,3.42,0,22.54,0,416.92,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

85,21:00-21:15,654.93,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,11.66,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,416.92,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

86,21:15-21:30,654.93,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,11.66,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,416.92,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

87,21:30-21:45,580.58,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,11.66,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,416.92,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

88,21:45-22:00,557.62,0,19.18,0,6.25,113.91,0,393.87,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,11.66,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,416.92,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

89,22:00-22:15,607.59,0,19.18,0,6.25,113.91,0,194.24,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,1.35,0,20.65,25.32,0,0,40.66,0,34.94,11.66,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,416.92,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

90,22:15-22:30,591.83,0,19.18,0,6.25,113.91,0,194.24,88.25,0,0.72,0,0,0,0,12.81,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,34.94,11.66,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,416.92,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

91,22:30-22:45,590.46,0,19.18,0,6.25,113.91,0,194.24,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,34.94,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,416.92,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

92,22:45-23:00,603.9,0,19.18,0,6.25,113.91,0,194.24,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,34.94,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,362.27,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

93,23:00-23:15,613.66,0,19.18,0,6.25,113.91,0,194.24,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,33.89,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,304.72,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

94,23:15-23:30,580.45,0,19.18,0,6.25,113.91,0,194.24,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,33.89,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,251,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

95,23:30-23:45,537.29,0,19.18,0,6.25,113.91,0,194.24,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,33.89,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,251,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

96,23:45-24:00,475.9,0,19.18,0,6.25,113.91,0,194.24,88.25,0,0.72,0,0,0,0,2.23,15.16,133.99,59.62,0,0,20.65,25.32,0,0,40.66,0,33.89,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,22.54,0,251,17.46,0,15.81,42.74,0,0,0,0,0,0,140.81,8.51,0,0,0,0,0,0

