Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01012024/31032024/ ChanjuII,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/31032024/31032024/HP-58,NR/01102023/30042040/GNA_LT_35,NR/31032024/31032024/HP-65,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/25122043/GNA_MEJA_DELHI,NR/31032024/31032024/HP-61,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01032024/31032024/SJVN010324NR1588,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,SR/01032024/31032024/SJVN010324NR1590,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01032024/31032024/SJVN010324NR1589,L_NR_2019_19,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/01102023/L_NR_2020_06,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/25072045/L_NR_2021_15
62,15:15-15:30,2.770000,261.670000,14.330000,10.890000,26.110000,0.000000,14.330000,0.000000,14.680000,25.570000,271.970000,2.320000,67.690000,48.350000,0.000000,0.000000,76.670000,3.420000,25.570000,0.000000,39,24,221.13,6.66,72,29.82,0,29.82,16,14.51,8,44.23,0,80.21,0,9.61,168,78,16,29.81,48.35,0,108.297696,96.700000,8,48.35,37.22

63,15:30-15:45,2.770000,261.670000,13.400000,10.890000,26.110000,0.000000,13.400000,0.000000,13.730000,25.570000,271.970000,2.320000,87.030000,48.350000,0.000000,0.000000,76.670000,3.420000,25.570000,0.000000,36,25,205.13,6.66,66,29.82,24.18,29.82,16.33,0,8.33,41.02,0,74.82,0,10.01,154,73,16.33,29.81,48.35,29.01,99.305328,96.700000,8.34,48.35,34.67

64,15:45-16:00,2.770000,261.670000,12.310000,10.890000,26.110000,0.000000,12.310000,0.000000,12.620000,25.570000,271.970000,2.320000,100.200000,48.350000,0.000000,0.000000,87.220000,3.420000,25.570000,0.000000,34,26,190.17,6.66,60,29.82,24.18,29.82,16.67,0,8.67,38.03,0,69.15,0,10.41,140,68,16.67,29.81,48.35,29.01,89.261904,96.700000,8.66,48.35,32

65,16:00-16:15,2.840000,261.670000,11.210000,10.700000,27.080000,0.000000,11.210000,0.000000,11.490000,28.470000,271.970000,2.470000,100.200000,48.350000,0.000000,0.000000,87.220000,3.350000,25.570000,0.000000,31,25,173.73,6.66,54,29.82,24.18,29.82,18.33,0,8.33,34.74,0,63.23,0,10.81,126,62,18.33,29.81,48.35,29.01,78.887592,96.700000,8.34,48.35,29.38

66,16:15-16:30,2.840000,261.670000,7.850000,10.700000,27.080000,0.000000,7.850000,0.000000,8.050000,28.470000,271.970000,2.470000,100.200000,48.350000,0.000000,0.000000,87.220000,3.350000,25.570000,0.000000,28,25,156.48,7,48,29.82,24.18,29.82,18.33,0,8.33,31.29,0,57.01,0,11.21,112,55,18.33,29.81,48.35,29.01,68.824704,96.700000,8.34,48.35,25.98

67,16:30-16:45,2.840000,261.670000,6.470000,10.700000,26.110000,0.000000,6.470000,0.000000,6.640000,28.470000,271.970000,2.470000,100.200000,48.350000,0.000000,0.000000,87.220000,3.350000,28.470000,0.000000,24,25,136.99,7.34,42,29.82,24.18,29.82,18.33,0,8.33,27.4,0,50.49,0,11.61,98,48,18.33,29.81,48.35,29.01,62.38212,96.700000,8.34,48.35,22.36

68,16:45-17:00,2.840000,261.670000,5.560000,10.700000,26.110000,0.000000,5.560000,0.000000,5.700000,28.470000,271.970000,2.470000,100.200000,48.350000,0.000000,0.000000,87.220000,3.350000,28.470000,0.000000,20,25,119.9,7.66,34,29.82,24.18,29.82,18.33,2.61,8.33,23.98,0,43.21,0,11.61,81,40,18.33,29.81,48.35,26.4,50.908092,96.700000,8.34,48.35,17.54

69,17:00-17:15,2.920000,261.670000,4.660000,10.520000,27.080000,0.000000,4.660000,0.000000,4.780000,28.470000,271.970000,2.470000,100.200000,48.350000,0.000000,0.000000,87.220000,3.350000,28.470000,0.000000,16,25,101.34,8,27,33,0,20.19,18.33,0,8.33,20.27,0,35.84,0,11.61,63,32,18.33,25.49,48.35,0,39.200496,96.700000,8.34,48.35,15

70,17:15-17:30,2.920000,261.670000,3.220000,10.520000,27.080000,0.000000,3.220000,0.000000,3.300000,28.470000,271.970000,2.470000,100.200000,48.350000,0.000000,0.000000,87.220000,3.350000,28.470000,0.000000,12,25,82.52,8,21,27,0,10.44,18.33,0,8.33,16.5,0,29.07,0,11.41,49,25,18.33,15.48,48.35,0,27.453972,96.700000,8.34,48.35,12

71,17:30-17:45,2.920000,261.670000,2.370000,10.520000,27.080000,0.000000,2.370000,0.000000,2.430000,28.470000,271.970000,2.470000,100.200000,48.350000,0.000000,0.000000,87.220000,3.350000,28.470000,0.000000,8,25.5,63.1,8,15,16,0,5.42,16.67,0,8.5,12.62,0,22.31,0,11.41,35,16,16.67,8.45,48.35,0,16.816896,96.700000,8.5,48.35,9

72,17:45-18:00,2.920000,261.670000,1.640000,10.520000,27.080000,0.000000,1.640000,0.000000,1.690000,28.470000,271.970000,2.470000,100.200000,48.350000,0.000000,0.000000,87.220000,3.350000,28.470000,0.000000,6,26.5,45.03,8.34,7,6,0,2.12,17,0,8.83,9.01,0,15.78,0,10.61,18,11,17,3.44,48.35,0,9.225936,96.700000,8.84,48.35,6

73,18:00-18:15,3.000000,261.670000,1.050000,10.520000,28.040000,0.000000,1.050000,0.000000,1.080000,28.530000,271.970000,2.600000,100.200000,48.350000,0.000000,0.000000,68.200000,3.270000,28.530000,0.000000,1,27,31.82,8.34,3,0,0,0,15.33,0,9,6.36,0,9.97,0,13,7,3,15.33,0,96.70,0,4.72002,96.700000,9,48.35,4

74,18:15-18:30,3.000000,261.670000,0.590000,10.520000,28.040000,0.000000,0.590000,0.000000,0.610000,24.060000,271.970000,2.600000,100.200000,48.350000,0.000000,0.000000,87.220000,3.270000,24.060000,0.000000,0,27.5,20.06,8.66,1,0,0,0,15.33,0,9.17,4.01,0,5.39,0,12.6,1,0,15.33,0,96.70,0,1.888008,96.700000,9.16,48.35,3

75,18:30-18:45,3.000000,261.670000,0.000000,10.520000,28.040000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,2.420000,100.200000,48.350000,0.000000,0.000000,87.220000,3.270000,24.400000,0.000000,0,28,10.42,8.66,0,0,0,0,16,0,9.33,2.08,0,2.34,0,13.8,1,0,16,0,96.70,0,0.223836,96.700000,9.34,48.35,2

76,18:45-19:00,3.000000,261.670000,0.000000,10.520000,29.010000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,2.420000,100.200000,48.350000,0.000000,0.000000,87.220000,3.270000,24.400000,0.000000,0,28.5,2.55,9,0,0,0,0,16.33,0,9.5,0.51,0,0,0,13.4,0,0,16.33,0,96.70,0,0,96.700000,9.5,48.35,1

77,19:00-19:15,3.080000,261.670000,0.000000,10.620000,29.010000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,2.420000,100.200000,48.350000,0.000000,0.000000,87.220000,3.270000,24.400000,0.000000,0,29,0.82,9,0,0,0,0,14,0,9.67,0.16,0,0,0,12.6,0,0,14,0,96.70,0,0,96.700000,9.66,48.35,0

78,19:15-19:30,3.080000,261.670000,0.000000,10.620000,29.010000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,2.420000,100.200000,48.350000,0.000000,0.000000,87.220000,3.270000,24.400000,0.000000,0,30,0.37,9.34,0,0,0,0,14.33,0,10,0.07,0,0,0,11.81,0,0,14.33,0,96.70,0,0,96.700000,10,48.35,0

79,19:30-19:45,3.080000,261.670000,0.000000,10.620000,29.010000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,2.420000,100.200000,48.350000,0.000000,0.000000,87.220000,3.270000,24.400000,0.000000,0,30.5,0.09,14.66,0,0,0,0,14.33,0,10.17,0.02,0,0,0,11.41,0,0,14.33,0,96.70,0,0,96.700000,10.16,48.35,0

80,19:45-20:00,3.080000,261.670000,0.000000,10.620000,29.980000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,2.420000,100.200000,48.350000,0.000000,0.000000,87.220000,3.270000,24.400000,0.000000,0,31,0,14,0,0,0,0,14.33,0,10.33,0,0,0,0,11.01,0,0,14.33,0,96.70,0,0,96.700000,10.34,48.35,0

81,20:00-20:15,2.840000,261.670000,0.000000,10.800000,29.980000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,1.950000,100.200000,48.350000,0.000000,0.000000,87.220000,3.190000,24.400000,0.000000,0,30.5,0,13.66,0,0,0,0,14.33,0,10.17,0,0,0,0,10.61,0,0,14.33,0,96.70,0,0,193.400000,10.16,48.35,0

82,20:15-20:30,2.840000,261.670000,0.000000,10.800000,29.980000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,1.950000,100.200000,48.350000,0.000000,0.000000,87.220000,3.190000,24.400000,0.000000,0,31,0,13.34,0,0,0,0,14.33,0,10.33,0,0,0,0,8.61,0,0,14.33,0,96.70,0,0,193.400000,10.34,48.35,0

83,20:30-20:45,2.840000,261.670000,0.000000,10.800000,29.980000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,1.950000,100.200000,48.350000,0.000000,0.000000,87.220000,3.190000,24.400000,0.000000,0,32,0,13,0,0,0,0,14.67,0,10.67,0,0,0,0,8.41,0,0,14.67,0,96.70,0,0,193.400000,10.66,48.35,0

84,20:45-21:00,2.840000,261.670000,0.000000,10.800000,29.980000,0.000000,0.000000,0.000000,0.000000,24.400000,271.970000,1.950000,100.200000,48.350000,0.000000,0.000000,87.220000,3.190000,24.400000,0.000000,0,32.5,0,13,0,0,0,0,15.67,0,10.83,0,0,0,0,8.21,0,0,15.67,0,96.70,0,0,193.400000,10.84,48.35,0

85,21:00-21:15,2.770000,261.670000,0.000000,10.800000,29.980000,0.000000,0.000000,0.000000,0.000000,24.220000,271.970000,1.950000,100.200000,48.350000,0.000000,0.000000,87.220000,3.190000,24.220000,0.000000,0,32.5,0,12.66,0,0,0,0,17.33,0,10.83,0,0,0,0,7.61,0,0,17.33,0,96.70,0,0,193.400000,10.84,48.35,0

86,21:15-21:30,2.770000,261.670000,0.000000,10.800000,29.980000,0.000000,0.000000,0.000000,0.000000,24.220000,271.970000,1.950000,100.200000,48.350000,0.000000,0.000000,87.220000,3.190000,24.220000,0.000000,0,34,0,12,0,0,0,0,18.33,0,11.33,0,0,0,0,7.41,0,0,18.33,0,96.70,0,0,193.400000,11.34,48.35,0

87,21:30-21:45,2.770000,261.670000,0.000000,10.800000,29.980000,0.000000,0.000000,0.000000,0.000000,24.220000,271.970000,1.950000,100.200000,48.350000,0.000000,0.000000,87.220000,3.190000,24.220000,0.000000,0,33,0,11.66,0,0,0,0,19.33,0,11,0,0,0,0,7.21,0,0,19.33,0,96.70,0,0,193.400000,11,48.35,0

88,21:45-22:00,2.770000,261.670000,0.000000,10.800000,29.980000,0.000000,0.000000,0.000000,0.000000,24.220000,271.970000,1.950000,100.200000,48.350000,0.000000,0.000000,87.220000,3.190000,24.220000,0.000000,0,32,0,11.66,0,0,0,0,20.67,0,10.67,0,0,0,0,7.21,0,0,20.67,0,96.70,0,0,193.400000,10.66,48.35,0

89,22:00-22:15,2.770000,261.670000,0.000000,10.800000,29.980000,173.650000,0.000000,29.990000,0.000000,24.060000,271.970000,1.860000,100.200000,48.350000,0.000000,73.370000,87.220000,3.350000,24.060000,0.000000,0,31.5,0,11.66,0,0,0,0,22,0,10.5,0,0,0,0,7.21,0,0,22,0,96.70,0,0,193.400000,10.5,48.35,0

90,22:15-22:30,2.770000,261.670000,0.000000,10.800000,29.980000,173.650000,0.000000,29.990000,0.000000,24.060000,271.970000,1.860000,100.200000,48.350000,0.000000,73.370000,87.220000,3.350000,24.060000,0.000000,0,30.5,0,12,0,0,0,0,23.33,0,10.17,0,0,0,0,7.21,0,0,23.33,0,96.70,0,0,193.400000,10.16,48.35,0

91,22:30-22:45,2.530000,261.670000,0.000000,10.800000,29.980000,173.650000,0.000000,29.990000,0.000000,24.060000,271.970000,1.860000,100.200000,48.350000,0.000000,73.370000,87.220000,3.350000,24.060000,0.000000,0,30.5,0,12.34,0,0,0,0,25,0,10.17,0,0,0,0,7.21,0,0,25,0,96.70,0,0,193.400000,10.16,48.35,0

92,22:45-23:00,2.530000,261.670000,0.000000,10.800000,29.980000,173.650000,0.000000,29.990000,0.000000,24.060000,271.970000,1.860000,100.200000,48.350000,0.000000,73.370000,87.220000,3.350000,24.060000,0.000000,0,30.5,0,12.66,0,0,0,0,26.67,0,10.17,0,0,0,0,7.21,0,0,26.67,0,96.70,0,0,193.400000,10.16,48.35,0

93,23:00-23:15,2.470000,261.670000,0.000000,10.800000,29.010000,173.650000,0.000000,29.990000,0.000000,24.060000,271.970000,1.860000,100.200000,48.350000,0.000000,73.370000,87.220000,3.350000,24.060000,0.000000,0,29.5,0,13,0,0,0,0,28.33,0,9.83,0,0,0,0,7.21,0,0,28.33,0,96.70,0,0,193.400000,9.84,48.35,0

94,23:15-23:30,2.470000,261.670000,0.000000,10.800000,29.010000,173.650000,0.000000,29.990000,0.000000,24.060000,271.970000,1.860000,100.200000,48.350000,0.000000,73.370000,87.220000,3.350000,24.060000,0.000000,0,29,0,13.66,0,0,0,0,30,0,9.67,0,0,0,0,7.21,0,0,30,0,96.70,0,0,193.400000,9.66,48.35,0

95,23:30-23:45,2.470000,261.670000,0.000000,10.800000,29.010000,173.650000,0.000000,29.990000,0.000000,24.060000,271.970000,1.860000,100.200000,48.350000,0.000000,73.370000,87.220000,3.350000,24.060000,0.000000,0,28.5,0,13.66,0,0,0,0,30.33,0,9.5,0,0,0,0,7.21,0,0,30.33,0,96.70,0,0,193.400000,9.5,48.35,0

96,23:45-24:00,2.470000,261.670000,0.000000,10.800000,29.010000,173.550000,0.000000,29.990000,0.000000,24.060000,271.970000,1.860000,100.200000,48.350000,0.000000,74.030000,87.220000,3.350000,24.060000,0.000000,0,28.5,0,13.34,0,0,0,0,30,0,9.5,0,0,0,0,7.21,0,0,30,0,96.70,0,0,193.400000,9.5,48.35,0

