Block,Time,ANTA_GF,KISHANGANGA,ANTA_CRF,ANTA_RF,NJPC,UNCHAHAR4,DADRT2,RAPPB,RAPPC,BSIUL,DADRI_GF,URI,CHAMERA1,AURY_GF,TANDA2,KOTESHWR,SINGRAULI,RIHAND1,UNCHAHAR3,RIHAND3,ANTA_LF,KOLDAM,UNCHAHAR1,AURY_RF,DADRI_LF,SALAL,URI2,CHAMERA3,DADRI_CRF,AURY_LF,RAMPUR,UNCHAHAR2,AURY_CRF,TANAKPUR,NAPP,DADRI_RF,DHAULIGNGA,SINGRAULI_HYDRO,TEHRI,PARBATI3,RIHAND2,CHAMERA2,SEWA2,DULHASTI,JHAJJAR,SASAN,KHSTPP-II,TALA,KHSTPP-I,KUDGI,BRBCL,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,1.408976,0.000000,0.000000,57.517188,0.217214,227.504626,0.000000,54.195901,0.000000,0.000000,47.531340,0.000000,0.000000,1.069188,8.169039,137.385000,76.548600,11.358450,121.223194,0.000000,0.000000,10.217477,0.000000,0.000000,82.181578,33.318819,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,356.498692,405.159975,142.721246,0.000000,29.786906,37.09,11.744382,15.117381,0,0,0,0,0

7,01:30-01:45,0.000000,1.408976,0.000000,0.000000,57.517188,0.217214,227.504626,0.000000,54.195901,0.000000,0.000000,47.531340,0.000000,0.000000,1.069188,8.169039,137.385000,76.548600,12.497215,121.223194,0.000000,0.000000,10.217477,0.000000,0.000000,82.181578,33.318819,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,356.498692,405.159975,142.721246,0.000000,29.786906,35.16,12.565528,15.117381,0,0,0,0,0

8,01:45-02:00,0.000000,1.408976,0.000000,0.000000,57.517188,0.217214,227.504626,0.000000,54.195901,0.000000,0.000000,47.531340,0.000000,0.000000,1.069188,8.169039,137.385000,76.548600,12.497215,121.223194,0.000000,0.000000,10.217477,0.000000,0.000000,82.181578,33.318819,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,356.498692,405.159975,142.721246,0.000000,29.786906,34.19,12.181672,15.117381,0,0,0,0,0

9,02:00-02:15,0.000000,1.408976,0.000000,0.000000,57.517188,0.364053,183.967126,0.000000,54.195901,0.000000,0.000000,47.531340,0.000000,0.000000,1.069188,8.169039,137.385000,76.548600,13.476429,121.223194,0.000000,0.000000,10.877733,0.000000,0.000000,82.181578,33.318819,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,356.498692,405.159975,142.721246,0.000000,29.786906,37.09,11.572209,15.117381,0,0,0,0,0

10,02:15-02:30,0.000000,1.408976,0.000000,0.000000,57.517188,0.364053,183.967126,0.000000,54.195901,0.000000,0.000000,47.531340,0.000000,0.000000,1.069188,8.169039,137.385000,76.548600,13.476429,121.223194,0.000000,0.000000,10.877733,0.000000,0.000000,82.181578,33.318819,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,356.498692,405.159975,142.721246,0.000000,29.786906,37.09,12.842110,15.117381,0,0,0,0,0

11,02:30-02:45,0.000000,1.408976,0.000000,0.000000,57.517188,0.364053,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,0.000000,0.000000,1.069188,8.169039,137.385000,76.548600,12.915648,121.223194,0.000000,0.000000,10.321866,0.000000,0.000000,82.181578,33.318819,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,402.106642,405.159975,142.721246,0.000000,28.221975,36.13,12.180955,15.117381,0,0,0,0,0

12,02:45-03:00,0.000000,1.408976,0.000000,0.000000,57.517188,0.364053,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,0.000000,0.000000,1.069188,8.169039,137.385000,76.548600,12.915648,121.223194,0.000000,0.000000,10.321866,0.000000,0.000000,82.181578,33.318819,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,410.997967,405.159975,142.721246,0.000000,28.221975,35.16,14.512451,15.117381,0,0,0,0,0

13,03:00-03:15,0.000000,1.408976,0.000000,0.000000,57.517188,0.364953,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,0.000000,0.000000,1.069188,8.169039,137.385000,76.548600,13.253267,121.223194,0.000000,0.000000,10.326431,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,411.607492,405.159975,142.721246,0.000000,28.221975,34.19,12.986952,15.117381,0,0,0,0,0

14,03:15-03:30,0.000000,1.408976,0.000000,0.000000,57.517188,0.364953,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,0.000000,0.000000,1.069188,8.169039,137.385000,76.548600,13.253267,121.223194,0.000000,0.000000,10.408666,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,413.126467,405.159975,142.721246,0.000000,28.221975,33.22,12.570646,15.117381,0,0,0,0,0

15,03:30-03:45,0.000000,1.408976,0.000000,0.000000,57.517188,0.393027,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,13.592756,0.000000,1.069188,8.169039,137.385000,76.548600,13.760162,121.223194,0.000000,0.000000,10.974666,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,25.419974,3.239180,57.852485,40.503969,16.049727,50.297625,414.548692,405.159975,142.721246,0.000000,28.221975,31.29,13.801240,15.117381,0,0,0,0,0

16,03:45-04:00,0.000000,1.408976,0.000000,0.000000,57.517188,0.393027,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,13.592756,0.000000,1.069188,8.169039,137.385000,76.548600,13.760162,121.223194,0.000000,0.000000,10.974666,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,16.946649,3.239180,57.852485,40.503969,16.049727,50.297625,371.011192,405.159975,142.721246,0.000000,28.221975,32.26,12.507899,15.117381,0,0,0,0,0

17,04:00-04:15,0.000000,1.408976,0.000000,0.000000,57.517188,0.393027,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,13.592756,0.000000,1.069188,8.169039,137.385000,76.548600,13.760162,121.223194,0.000000,0.000000,10.974666,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,22.091411,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,16.946649,3.239180,57.852485,40.503969,16.049727,50.297625,298.448692,405.159975,113.449824,0.000000,17.365754,32.26,12.627867,8.963404,0,0,0,0,0

18,04:15-04:30,0.000000,1.408976,0.000000,0.000000,57.517188,0.393027,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,27.185512,0.000000,1.069188,8.169039,137.385000,76.548600,13.760162,121.223194,0.000000,0.000000,10.974666,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,22.091411,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,8.408145,3.239180,57.852485,40.503969,16.049727,50.297625,288.773692,405.159975,118.287324,0.000000,17.365754,31.29,14.512451,15.117381,0,0,0,0,0

19,04:30-04:45,0.000000,1.408976,0.000000,0.000000,57.517188,0.392262,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,27.185512,0.000000,1.069188,8.169039,137.385000,76.548600,13.515581,121.223194,0.000000,0.000000,10.989321,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,32.423963,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,0.000000,3.239180,57.852485,40.503969,16.049727,50.297625,371.011192,405.159975,134.497674,0.000000,28.221975,31.29,14.512451,15.117381,0,0,0,0,0

20,04:45-05:00,0.000000,1.408976,0.000000,0.000000,57.517188,0.392262,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,27.185512,0.000000,1.069188,8.169039,137.385000,76.548600,13.515581,121.223194,0.000000,0.000000,10.989321,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,0.000000,3.239180,57.852485,40.503969,16.049727,50.297625,385.523692,405.159975,142.721246,0.000000,28.221975,31.29,14.512451,15.117381,0,0,0,0,0

21,05:00-05:15,0.000000,1.408976,0.000000,0.000000,57.517188,0.392262,182.709376,0.000000,54.195901,0.000000,0.000000,51.269760,27.185512,0.000000,1.069188,8.169039,137.385000,76.548600,13.515581,121.223194,0.000000,0.000000,10.989321,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,22.091411,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,0.000000,3.239180,57.852485,40.503969,16.049727,50.297625,291.192442,405.159975,118.287324,0.000000,17.365754,31.29,14.512451,8.963404,0,0,0,0,0

22,05:15-05:30,0.000000,1.408976,0.000000,0.000000,57.517188,0.392262,182.709376,0.000000,54.195901,0.000000,0.000000,51.269760,27.185512,0.000000,1.069188,8.169039,137.385000,76.548600,13.515581,121.223194,0.000000,0.000000,10.989321,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,22.091411,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,0.000000,7.774031,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,118.287324,0.000000,17.365754,30.32,14.512451,8.963404,0,0,0,0,0

23,05:30-05:45,0.000000,1.408976,0.000000,0.000000,57.517188,0.392262,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,27.185512,0.000000,1.069188,8.169039,137.385000,76.548600,13.521918,121.223194,0.000000,0.587543,10.990737,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,0.000000,50.660769,57.852485,40.503969,16.049727,50.297625,292.643692,405.159975,142.721246,0.000000,28.221975,29.35,14.512451,15.117381,0,0,0,0,0

24,05:45-06:00,0.000000,1.408976,0.000000,0.000000,57.517188,0.392262,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,8.169039,137.385000,76.548600,13.521918,121.223194,0.000000,1.175087,10.990737,0.000000,0.000000,78.696450,32.772608,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,2.974482,40.749363,0.000000,9.260571,0.976585,0.000000,50.660769,57.852485,40.503969,16.049727,50.297625,321.330067,405.159975,142.721246,0.000000,28.221975,28.39,14.512451,15.117381,0,0,0,0,0

25,06:00-06:15,0.000000,1.408976,0.000000,0.000000,57.517188,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,0.949565,10.990737,0.000000,0.000000,79.820685,32.772608,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,2.354798,40.749363,0.000000,9.260571,0.976585,0.000000,50.660769,57.852485,40.503969,16.049727,50.297625,243.305577,405.159975,107.116799,0.000000,28.221975,31.29,14.512451,15.117381,0,0,0,0,0

26,06:15-06:30,0.000000,1.408976,0.000000,0.000000,57.517188,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,0.949565,10.990737,0.000000,0.000000,79.820685,32.772608,29.579951,0.000000,0.000000,0.655609,32.739426,0.000000,2.354798,40.749363,0.000000,18.521144,0.976585,0.000000,50.660769,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,94.551550,0.000000,28.221975,27.27,14.512451,15.117381,0,0,0,0,0

27,06:30-06:45,0.000000,1.408976,0.000000,0.000000,57.517188,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,1.175087,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.655609,21.958979,0.000000,2.354798,40.749363,0.000000,18.521144,0.976585,0.000000,50.660769,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,62.377628,0.000000,17.365754,28.39,14.512451,8.963404,0,0,0,0,0

28,06:45-07:00,0.000000,1.408976,0.000000,0.000000,57.517188,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,1.175087,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.655609,21.958979,0.000000,2.354798,40.749363,0.000000,18.521144,0.976585,0.000000,50.660769,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,62.377628,0.000000,17.365754,33.22,14.512451,8.963404,0,0,0,0,0

29,07:00-07:15,0.000000,1.408976,0.000000,0.000000,70.937865,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,1.175087,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.807803,21.958979,0.000000,2.354798,40.749363,0.000000,18.521144,0.976585,0.000000,6.478359,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,62.377628,0.000000,17.365754,23.55,14.512451,5.785655,0,0,0,0,0

30,07:15-07:30,0.000000,1.408976,0.000000,0.000000,76.689584,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,1.175087,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.870241,21.958979,0.000000,2.354798,40.749363,0.000000,18.521144,0.976585,0.000000,3.627881,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,62.377628,0.000000,17.365754,31.29,14.512451,3.870000,0,0,0,0,0

31,07:30-07:45,0.000000,1.408976,0.000000,0.000000,76.689584,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,0.587543,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.870241,21.958979,0.000000,1.735114,40.749363,0.000000,18.521144,0.976585,0.000000,3.627881,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,62.377628,0.000000,17.365754,24.52,14.512451,3.870000,0,0,0,0,0

32,07:45:08:00,0.000000,1.408976,0.000000,0.000000,76.689584,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,0.587543,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.870241,21.958979,0.000000,1.735114,40.749363,0.000000,18.521144,0.976585,0.000000,3.627881,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,62.377628,0.000000,17.365754,35.16,14.512451,3.870000,0,0,0,0,0

33,08:00-08:15,0.000000,1.408976,0.000000,0.000000,76.689584,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,0.587543,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.870241,22.058360,0.000000,1.735114,40.749363,0.000000,18.521144,0.976585,0.000000,3.627881,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,62.377628,0.000000,17.365754,36.86,14.512451,3.870000,0,0,0,0,0

34,08:15-08:30,0.000000,1.408976,0.000000,0.000000,76.689584,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223194,0.000000,0.587543,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.870241,22.058360,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,0.000000,3.627881,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,62.377628,0.000000,17.365754,55.38,14.512451,3.870000,0,0,0,0,0

35,08:30-08:45,0.000000,1.408976,0.000000,0.000000,71.033727,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223193,0.000000,0.587543,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.807803,21.540722,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,0.000000,3.627881,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,43.537500,0.000000,11.610000,68.05,14.512451,3.870000,0,0,0,0,0

36,08:45:09:00,0.000000,1.408976,0.000000,0.000000,71.033727,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,76.548600,13.521918,121.223193,0.000000,0.504456,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.807803,21.540722,0.000000,1.735114,40.749363,0.000000,9.260571,0.976585,0.000000,3.627881,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,43.537500,0.000000,11.610000,79.66,14.512451,3.870000,0,0,0,0,0

37,09:00:09:15,0.000000,1.408976,0.000000,0.000000,66.048904,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,42.610538,13.521918,77.928352,0.000000,0.474782,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.749267,21.540722,0.000000,1.115431,40.749363,0.000000,9.260571,0.976585,0.000000,3.627881,43.728484,40.503969,16.049727,50.297625,237.496192,405.159975,43.537500,0.000000,11.610000,91.27,14.512451,3.870000,0,0,0,0,0

38,09:15-09:30,0.000000,1.408976,0.000000,0.000000,57.517188,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,51.269760,40.778267,0.000000,1.069188,0.000000,137.385000,42.610538,13.521918,77.928352,0.000000,0.474782,10.990737,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.655609,21.540722,0.000000,1.115431,40.749363,0.000000,9.260571,0.976585,0.000000,3.627881,43.728484,40.503969,16.049727,50.297625,237.496192,405.159975,43.537500,0.000000,11.610000,103.85,14.512451,8.963404,0,0,0,0,0

39,09:30-09:45,0.000000,1.408976,0.000000,0.000000,38.344792,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,51.269760,40.778267,0.000000,1.069188,0.000000,137.385000,43.766471,13.569002,77.928352,0.000000,0.000000,11.588681,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.437072,21.540722,0.000000,1.115431,40.749363,0.000000,9.260571,0.976585,0.000000,3.627881,43.728484,40.503969,16.049727,50.297625,237.496192,405.159975,62.377628,0.000000,17.365754,116.43,14.512451,8.963404,0,0,0,0,0

40,09:45-10:00,0.000000,1.408976,0.000000,0.000000,19.172396,0.392610,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,137.385000,43.382109,13.569002,77.928352,0.000000,0.000000,11.588681,0.000000,0.000000,80.382802,32.772608,29.579951,0.000000,0.000000,0.218537,22.722222,0.000000,1.115431,40.749363,0.000000,9.260571,0.976585,0.000000,3.627881,43.728484,40.503969,16.049727,50.297625,237.496192,405.159975,94.551550,0.000000,28.221975,121.27,14.512451,15.117381,0,0,0,0,0

41,10:00-10:15,0.000000,1.408976,0.000000,0.000000,19.172396,0.395189,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,131.655939,43.382109,13.532799,77.928352,0.000000,0.000000,11.586872,0.000000,0.000000,80.944920,32.772608,29.579951,0.000000,0.000000,0.218537,22.722222,0.000000,1.115431,40.749363,0.000000,9.260571,0.976585,0.000000,3.627881,43.728484,40.503969,16.049727,50.297625,237.496192,405.159975,94.551550,0.000000,28.221975,126.10,14.512451,15.117381,0,0,0,0,0

42,10:15-10:30,0.000000,1.408976,0.000000,0.000000,0.000000,0.395189,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,131.655939,43.382109,13.532799,77.928352,0.000000,0.000000,11.586872,0.000000,0.000000,80.944920,32.772608,29.579951,0.000000,0.000000,0.000000,22.722222,0.000000,1.115431,40.749363,0.000000,9.260571,0.976585,0.000000,3.627881,43.728484,40.503969,16.049727,50.297625,237.496192,405.159975,94.551550,0.000000,28.221975,129.01,14.512451,15.117381,0,0,0,0,0

43,10:30-10:45,0.000000,1.408976,0.000000,0.000000,0.000000,0.395189,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,131.655939,42.610538,13.532799,77.928352,0.000000,0.000000,11.586872,0.000000,0.000000,80.944920,32.772608,29.579951,0.000000,0.000000,0.000000,22.722222,0.000000,1.115431,40.749363,0.000000,0.000000,0.976585,0.000000,3.627881,43.728484,40.503969,16.049727,50.297625,237.496192,405.159975,94.551550,0.000000,28.221975,132.88,14.512451,15.117381,0,0,0,0,0

44,10:45-11:00,0.000000,1.408976,0.000000,0.000000,0.000000,0.395189,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,131.655939,42.610538,13.532799,77.928352,0.000000,0.000000,11.586872,0.000000,0.000000,80.944920,32.772608,29.579951,0.000000,0.000000,0.000000,22.722222,0.000000,1.115431,40.749363,0.000000,0.000000,0.976585,0.000000,3.627881,43.728484,40.503969,16.049727,50.297625,237.496192,405.159975,94.551550,0.000000,28.221975,133.84,14.512451,15.117381,0,0,0,0,0

45,11:00-11:15,0.000000,1.408976,0.000000,0.000000,0.000000,0.395189,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,0.000000,131.655939,76.548600,13.532799,121.223194,0.000000,0.000000,11.586872,0.000000,0.000000,80.944920,32.772608,29.579951,0.000000,0.000000,0.000000,27.901926,0.000000,1.115431,40.749363,0.000000,0.000000,0.976585,0.000000,3.627881,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,94.551550,0.000000,28.221975,112.56,14.512451,15.117381,0,0,0,0,0

46,11:15-11:30,0.000000,1.408976,0.000000,0.000000,0.000000,0.395189,182.709376,0.000000,54.195901,0.000000,0.000000,47.531340,40.778267,0.000000,1.069188,8.169039,131.655939,76.536700,13.532799,121.223194,0.000000,0.000000,11.586872,0.000000,0.000000,80.944920,32.772608,29.579951,0.000000,0.000000,0.000000,27.901926,0.000000,1.115431,40.749363,0.000000,0.000000,0.976585,0.000000,3.627881,57.852485,40.503969,16.049727,50.297625,237.496192,405.159975,94.551550,0.000000,28.221975,113.53,14.512451,15.117381,0,0,0,0,0

