Time,Block,NR/2024/18366/C,NR/2023/18183/A/3295,NR/2024/18285/A/3286,WR/2023/20937/A/3293,NR/2024/18365/C,WR/2023/20914/A/3282,NR/2023/18074/A/3152,NR/2024/18360/C,NR/2024/18331/A/3294,Total
,,SJVNL,MANIKARAN,HPXL,MANIKARAN,SJVNL,APPCPL,ITCLH,NVVNL,MANIKARAN,Total

,,UTTAR PRADESH,DELHI,MP,DELHI,TELANGANA,DELHI,ANDHRA PRADESH,NA,DELHI,
,,BCMLB001,BRPL,MSPIL,BRPL,NSLKSLWPRTY,BRPL,ITCWIND,SOLAPUR_SOLAR,BRPL,
,,DELHI,HIMACHAL PRADESH,DELHI,GOA,DELHI,GOA,DELHI,DELHI,HIMACHAL PRADESH,
,,NDMC,HP,NDMC,GOA_Beneficiary,NDMC,GOA_Beneficiary,ITCLH,MES (Delhi),HP,
,,North-North,North-North,West-North,North-West,South-East-North,North-West,South-West-North,West-North,North-North,
1,00:00-00:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

2,00:15-00:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

3,00:30-00:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

4,00:45-01:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

5,01:00-01:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

6,01:15-01:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

7,01:30-01:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

8,01:45-02:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

9,02:00-02:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

10,02:15-02:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

11,02:30-02:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

12,02:45-03:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

13,03:00-03:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

14,03:15-03:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

15,03:30-03:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

16,03:45-04:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

17,04:00-04:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

18,04:15-04:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

19,04:30-04:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

20,04:45-05:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,9.98

21,05:00-05:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.430000,0,0.000000,10.03

22,05:15-05:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.430000,0,0.000000,10.03

23,05:30-05:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.430000,0,0.000000,10.03

24,05:45-06:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.430000,0,0.000000,10.03

25,06:00-06:15,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,168.46

26,06:15-06:30,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,168.46

27,06:30-06:45,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,168.46

28,06:45-07:00,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.380000,0,0.000000,168.46

29,07:00-07:15,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.530000,0,0.000000,168.61

30,07:15-07:30,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.530000,0.16,0.000000,168.77

31,07:30-07:45,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.530000,0.4,0.000000,169.01

32,07:45:08:00,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.530000,0.71,0.000000,169.32

33,08:00-08:15,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.860000,1.1,0.000000,170.04

34,08:15-08:30,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.860000,1.53,0.000000,170.47

35,08:30-08:45,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.860000,1.98,0.000000,170.92

36,08:45:09:00,0.000000,158.480000,9.600000,0.000000,0.000000,0.000000,0.860000,2.44,0.000000,171.38

37,09:00:09:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.860000,2.91,158.480000,171.85

38,09:15-09:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.860000,3.35,158.480000,172.29

39,09:30-09:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.860000,3.8,158.480000,172.74

40,09:45-10:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.860000,4.23,158.480000,173.17

41,10:00-10:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.860000,4.67,158.480000,173.61

42,10:15-10:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.860000,5.05,158.480000,173.99

43,10:30-10:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.860000,5.39,158.480000,174.33

44,10:45-11:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.860000,5.71,158.480000,174.65

45,11:00-11:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.860000,5.98,158.480000,174.92

46,11:15-11:30,4.320000,0.000000,9.600000,0.000000,5.280000,0.000000,0.860000,6.21,158.480000,184.75

47,11:30-11:45,4.320000,0.000000,9.600000,0.000000,5.280000,0.000000,0.860000,6.46,158.480000,185

48,11:45-12:00,4.320000,0.000000,9.600000,0.000000,5.280000,0.000000,0.860000,6.53,158.480000,185.07

49,12:00-12:15,4.320000,0.000000,9.600000,0.000000,4.990000,0.000000,0.860000,6.59,158.480000,184.84

50,12:15-12:30,4.320000,0.000000,9.600000,0.000000,4.990000,0.000000,0.860000,6.65,158.480000,184.9

51,12:30-12:45,4.320000,0.000000,9.600000,0.000000,4.990000,0.000000,0.860000,6.68,158.480000,184.93

52,12:45-13:00,4.320000,0.000000,9.600000,0.000000,4.990000,0.000000,0.860000,6.74,158.480000,184.99

53,13:00-13:15,4.320000,0.000000,9.600000,0.000000,5.090000,0.000000,0.770000,7.01,158.480000,185.27

54,13:15-13:30,4.320000,0.000000,9.600000,0.000000,5.090000,0.000000,0.770000,6.82,158.480000,185.08

55,13:30-13:45,4.320000,0.000000,9.600000,0.000000,5.090000,0.000000,0.770000,6.54,158.480000,184.8

56,13:45-14:00,4.320000,0.000000,9.600000,0.000000,5.090000,0.000000,0.770000,6.38,158.480000,184.64

57,14:00-14:15,4.320000,0.000000,9.600000,0.000000,5.090000,0.000000,0.770000,6.24,158.480000,184.5

58,14:15-14:30,4.320000,0.000000,9.600000,0.000000,5.090000,0.000000,0.770000,5.86,158.480000,184.12

59,14:30-14:45,4.320000,0.000000,9.600000,0.000000,5.090000,0.000000,0.770000,5.53,158.480000,183.79

60,14:45-15:00,4.320000,0.000000,9.600000,0.000000,5.090000,0.000000,0.770000,5.1,158.480000,183.36

61,15:00-15:15,4.320000,0.000000,9.600000,0.000000,4.990000,0.000000,0.670000,4.75,158.480000,182.81

62,15:15-15:30,4.320000,0.000000,9.600000,0.000000,4.990000,0.000000,0.670000,4.26,158.480000,182.32

63,15:30-15:45,4.320000,0.000000,9.600000,0.000000,4.990000,0.000000,0.670000,3.81,158.480000,181.87

64,15:45-16:00,4.320000,0.000000,9.600000,0.000000,4.990000,0.000000,0.670000,3.28,158.480000,181.34

65,16:00-16:15,4.320000,0.000000,9.600000,0.000000,4.220000,0.000000,0.480000,2.79,158.480000,179.89

66,16:15-16:30,4.320000,0.000000,9.600000,0.000000,4.220000,0.000000,0.480000,2.27,158.480000,179.37

67,16:30-16:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,1.78,158.480000,170.34

68,16:45-17:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,1.35,158.480000,169.91

69,17:00-17:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,0.95,158.480000,169.51

70,17:15-17:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,0.63,158.480000,169.19

71,17:30-17:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,0.38,158.480000,168.94

72,17:45-18:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,0.18,158.480000,168.74

73,18:00-18:15,0.000000,0.000000,9.600000,25.000000,0.000000,55.000000,0.480000,0,158.480000,248.56

74,18:15-18:30,0.000000,0.000000,9.600000,25.000000,0.000000,55.000000,0.480000,0,158.480000,248.56

75,18:30-18:45,0.000000,0.000000,9.600000,25.000000,0.000000,55.000000,0.480000,0,158.480000,248.56

76,18:45-19:00,0.000000,0.000000,9.600000,25.000000,0.000000,55.000000,0.480000,0,158.480000,248.56

77,19:00-19:15,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

78,19:15-19:30,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

79,19:30-19:45,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

80,19:45-20:00,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

81,20:00-20:15,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

82,20:15-20:30,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

83,20:30-20:45,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

84,20:45-21:00,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

85,21:00-21:15,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

86,21:15-21:30,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

87,21:30-21:45,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

88,21:45-22:00,0.000000,158.480000,9.600000,25.000000,0.000000,55.000000,0.580000,0,0.000000,248.66

89,22:00-22:15,0.000000,0.000000,9.600000,0.000000,0.000000,55.000000,0.480000,0,0.000000,65.08

90,22:15-22:30,0.000000,0.000000,9.600000,0.000000,0.000000,55.000000,0.480000,0,0.000000,65.08

91,22:30-22:45,0.000000,0.000000,9.600000,0.000000,0.000000,55.000000,0.480000,0,0.000000,65.08

92,22:45-23:00,0.000000,0.000000,9.600000,0.000000,0.000000,55.000000,0.480000,0,0.000000,65.08

93,23:00-23:15,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,0,0.000000,10.08

94,23:15-23:30,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,0,0.000000,10.08

95,23:30-23:45,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,0,0.000000,10.08

96,23:45-24:00,0.000000,0.000000,9.600000,0.000000,0.000000,0.000000,0.480000,0,0.000000,10.08

