Block,Time,NAPP,RIHAND3,ANTA_CRF,RIHAND1,AURY_GF,ANTA_LF,AURY_CRF,NJPC,SEWA2,DADRI_LF,CHAMERA3,KISHANGANGA,URI,SINGRAULI,RAPPC,SALAL,UNCHAHAR1,TANAKPUR,TANDA2,UNCHAHAR2,SASAN,JHAJJAR,DHAULIGNGA,KHSTPP-I,DADRI_CRF,UNCHAHAR3,BRBCL,URI2,TEHRI,FSTPP I & II,DADRI_GF,UNCHAHAR4,CHAMERA2,AURY_RF,DULHASTI,PARBATI3,RAMPUR,TALA,RIHAND2,SINGRAULI_HYDRO,BSIUL,ANTA_RF,AURY_LF,KOTESHWR,CHAMERA1,KHSTPP-II,KUDGI,KOLDAM,DADRT2,DADRI_RF,RAPPB,ANTA_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,42.680640,100.032750,25.388312,12.915340,10.418483,7.676136,0.000000,16.870064,404.741205,347.031490,1.276746,31.210991,0.000000,14.101718,19.330005,30.828820,0.000000,11.644199,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,0.000000,0.000000,0.000000,8.576721,0.000000,75.550628,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,39.843769,119.522827,0.000000,88.004078,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,42.680640,100.032750,25.388312,12.915340,10.418483,7.676136,0.000000,16.870064,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,19.330005,30.813218,0.000000,11.644199,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,0.000000,0.000000,0.000000,8.576721,0.000000,75.550628,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,39.843769,119.522827,0.000000,88.004078,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,12.915340,10.418483,11.761822,0.000000,16.870064,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,19.330005,30.828820,0.000000,11.644199,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,0.000000,0.000000,0.000000,8.576721,0.000000,75.550628,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,39.843769,119.522827,0.000000,88.004078,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,23.584533,10.418483,11.761822,0.000000,16.870064,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,19.330005,30.828820,0.000000,11.644199,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,0.000000,0.000000,0.000000,8.576721,0.000000,75.550628,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,39.843769,119.522827,0.000000,88.004078,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,67.384380,10.418483,11.761822,0.000000,16.870064,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,14.494149,30.828820,0.000000,11.644199,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,1.063150,0.000000,0.000000,8.576721,0.000000,75.550628,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,39.843769,119.522827,0.000000,88.004078,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,67.384380,10.418483,7.428519,0.000000,16.870064,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,14.639528,30.828820,0.000000,11.644199,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,75.550628,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,39.843769,119.522827,0.000000,88.004078,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,67.384380,10.418483,7.428519,0.000000,16.870064,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,14.163943,30.828820,0.000000,11.644199,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,75.550628,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,39.843769,119.522827,0.000000,88.004078,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,67.384380,10.418483,7.428519,0.000000,16.870064,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,12.636703,13.001358,0.000000,11.644199,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,75.550628,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,23.584533,10.418483,7.428519,0.000000,16.870064,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,13.996167,9.751018,0.000000,10.103896,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,95.045610,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,12.915340,10.418483,7.428519,0.000000,16.870064,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,13.843019,9.751018,0.000000,9.547184,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,95.045610,29.00,0.000000,325.595197,0.000000,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,12.915340,10.418483,7.428519,0.000000,13.588120,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,14.225081,9.751018,0.000000,9.547184,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,95.045610,29.00,0.000000,292.120660,0.000000,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,14.938224,100.032750,25.388312,12.915340,10.418483,7.428519,0.000000,13.588120,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,14.470137,9.751018,0.000000,6.048937,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,95.045610,29.00,0.000000,284.927873,0.000000,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,42.680640,100.032750,25.388312,12.915340,10.418483,7.428519,0.000000,13.588120,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,14.709242,15.601630,0.000000,6.048937,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,95.045610,29.00,0.000000,284.927873,0.000000,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,42.680640,100.032750,25.388312,12.915340,10.418483,7.428519,0.000000,13.588120,404.741205,328.787546,1.276746,31.210991,0.000000,14.101718,15.398306,15.601630,0.000000,6.048937,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,95.045610,29.00,0.000000,284.927873,0.000000,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,17.072256,100.032750,25.388312,12.915340,10.418483,7.428519,0.000000,13.588120,404.741205,328.787546,1.276746,42.236050,0.000000,14.101718,18.276635,15.601630,0.000000,6.048937,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,95.045610,29.00,0.000000,284.927873,0.000000,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,17.072256,100.032750,25.388312,12.915340,10.418483,7.428519,0.000000,13.588120,404.741205,328.787546,1.276746,42.236050,0.000000,14.101718,18.240316,15.601630,0.000000,6.048937,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,6.302353,0.000000,0.000000,8.576721,0.000000,95.045610,29.00,0.000000,284.927873,0.000000,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,39.843769,119.522827,0.000000,88.918000,0.000000,0.000000,0.000000,21.966612,0.000000,0.000000,0.000000,0.000000,17.072256,100.032750,25.388312,12.915340,10.418483,7.428519,0.000000,13.588120,404.741205,328.787546,1.276746,42.236050,0.000000,14.101718,19.330005,15.601630,0.000000,6.048937,0.000000,0.000000,0.000000,0.000000,31.853621,0.000000,0.000000,4.830567,56.627235,0.758055,0.000000,0.000000,0.000000,8.576721,0.000000,95.045610,29.00,0.000000,284.927873,0.000000,0.000000,0.000000,0,0,0,0,0

