Block,Time,TEHRI,DHAULIGNGA,ANTA_LF,URI,SALAL,RAPPC,RAMPUR,UNCHAHAR2,RAPPB,RIHAND3,ANTA_GF,AURY_CRF,UNCHAHAR4,TANAKPUR,CHAMERA2,DADRI_GF,RIHAND1,DADRI_RF,SINGRAULI,BSIUL,URI2,DADRI_LF,ANTA_RF,AURY_LF,NJPC,DADRI_CRF,JHAJJAR,CHAMERA3,UNCHAHAR1,PARBATI3,AURY_GF,NAPP,KOLDAM,ANTA_CRF,SEWA2,TANDA2,UNCHAHAR3,SINGRAULI_HYDRO,KISHANGANGA,CHAMERA1,AURY_RF,DADRT2,KOTESHWR,RIHAND2,DULHASTI,SASAN,BRBCL,FSTPP I & II,KUDGI,KHSTPP-II,TALA,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,8.822312,0.000000,8.548493,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,12.683971,0.000000,0.000000,89.046800,6.767557,99.814688,0.000000,10.416153,0.000000,0.000000,0.000000,38.497255,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,5.839510,661.207878,0.000000,56.709261,47.849643,337.772902,16.173729,20.066358,52.27,142.533825,18.212006,42.887649,0,0,0,0,0

7,01:30-01:45,0.000000,8.822312,0.000000,8.548493,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,12.683971,0.000000,0.000000,89.046800,0.000000,99.814688,0.000000,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,0.000000,56.709261,47.849643,337.772902,13.558313,20.066358,51.30,142.533825,18.212006,42.887649,0,0,0,0,0

8,01:45-02:00,0.000000,8.822312,0.000000,8.548493,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,12.683971,0.000000,0.000000,89.046800,0.000000,99.814688,0.000000,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,0.000000,56.709261,47.849643,337.772902,12.934222,20.066358,50.33,142.533825,18.212006,42.887649,0,0,0,0,0

9,02:00-02:15,0.000000,8.822312,0.000000,8.548493,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,0.000000,0.000000,89.046800,0.000000,99.814688,0.000000,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,0.000000,56.709261,47.849643,337.772902,12.884887,20.066358,48.40,142.533825,18.212006,42.887649,0,0,0,0,0

10,02:15-02:30,0.000000,8.822312,0.000000,8.548493,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,0.000000,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,0.000000,56.709261,47.849643,337.772902,12.904864,20.066358,49.36,142.533825,18.212006,42.887649,0,0,0,0,0

11,02:30-02:45,0.000000,8.822312,0.000000,8.548493,50.611491,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,0.000000,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,0.000000,56.709261,47.849643,337.772902,16.888015,20.066358,49.36,142.533825,18.212006,42.887649,0,0,0,0,0

12,02:45-03:00,0.000000,8.822312,0.000000,8.548493,50.611491,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,0.000000,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,0.000000,56.709261,47.849643,337.772902,16.247277,20.066358,47.43,142.533825,18.212006,42.887649,0,0,0,0,0

13,03:00-03:15,0.000000,8.822312,0.000000,36.331094,50.611491,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,11.611896,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,0.000000,56.709261,47.849643,337.772902,17.516042,20.066358,48.40,142.533825,18.212006,42.887649,0,0,0,0,0

14,03:15-03:30,0.000000,8.822312,0.000000,36.331094,50.611491,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,11.611896,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,0.000000,56.709261,47.849643,337.772902,19.125908,20.066358,46.46,142.533825,18.212006,42.887649,0,0,0,0,0

15,03:30-03:45,0.000000,8.822312,0.000000,7.479931,50.611491,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,25.417151,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,17.283394,20.066358,46.46,142.533825,17.073756,42.887649,0,0,0,0,0

16,03:45-04:00,0.000000,8.822312,0.000000,7.479931,50.611491,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,25.417151,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,16.833839,20.066358,45.49,142.533825,17.073756,42.887649,0,0,0,0,0

17,04:00-04:15,0.000000,8.822312,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,25.417151,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,17.218826,20.066358,45.49,142.533825,17.073756,42.887649,0,0,0,0,0

18,04:15-04:30,0.000000,8.822312,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,25.417151,0.000000,89.046800,0.000000,99.814688,1.064690,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,9.367181,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,20.066358,44.52,142.533825,17.073756,42.887649,0,0,0,0,0

19,04:30-04:45,0.000000,8.822312,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,25.417151,0.000000,89.046800,0.000000,99.814688,1.064690,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,18.734363,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,20.066358,44.52,142.533825,17.073756,42.887649,0,0,0,0,0

20,04:45-05:00,0.000000,8.822312,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,38.241845,0.000000,89.046800,0.000000,99.814688,1.064690,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,18.734363,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,20.066358,44.52,142.533825,17.073756,42.887649,0,0,0,0,0

21,05:00-05:15,0.000000,8.822312,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,38.241845,0.000000,89.046800,0.000000,99.814688,1.064690,9.765143,0.000000,0.000000,0.000000,22.640052,0.000000,632.183982,18.734363,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,20.066358,46.46,142.533825,17.073756,42.887649,0,0,0,0,0

22,05:15-05:30,14.634648,8.822312,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,38.241845,0.000000,89.046800,0.000000,99.814688,1.064690,9.765143,0.000000,0.000000,0.000000,38.497255,0.000000,632.183982,18.734363,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,20.066358,47.43,142.533825,17.073756,42.887649,0,0,0,0,0

23,05:30-05:45,30.122984,11.123784,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,25.546172,0.000000,89.046800,0.000000,99.814688,1.064690,9.765143,0.000000,0.000000,0.000000,54.996078,0.000000,632.183982,18.734363,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,8.411051,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,20.066358,48.40,142.533825,17.073756,42.887649,0,0,0,0,0

24,05:45-06:00,45.184476,17.644623,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,25.546172,0.000000,89.046800,0.000000,99.814688,1.064690,9.765143,0.000000,0.000000,0.000000,77.911110,0.000000,632.183982,18.734363,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,8.411051,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,20.066358,48.40,142.533825,17.073756,42.887649,0,0,0,0,0

25,06:00-06:15,60.245968,26.466935,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,25.546172,0.000000,89.046800,0.000000,99.814688,3.194070,9.765143,0.000000,0.000000,0.000000,100.826143,0.000000,632.183982,18.734363,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,5.109234,0.000000,25.542978,0.759153,0.000000,27.144756,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,20.066358,49.36,142.533825,17.073756,42.887649,0,0,0,0,0

26,06:15-06:30,60.245968,35.371077,0.000000,7.479931,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,38.241845,0.000000,89.046800,0.000000,99.814688,18.934447,9.765143,0.000000,0.000000,0.000000,135.840313,0.000000,632.183982,28.129892,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,15.296738,0.000000,25.542978,0.759153,0.000000,40.755365,0.000000,661.207878,9.543494,56.709261,47.849643,337.772902,19.357951,20.066358,51.30,142.533825,17.073756,42.887649,0,0,0,0,0

27,06:30-06:45,60.245968,35.371077,0.000000,36.331094,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,38.241845,0.000000,89.046800,0.000000,99.814688,18.934447,9.765143,0.000000,0.000000,0.000000,135.840313,0.000000,632.183982,28.129892,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,15.296738,0.000000,25.542978,0.759153,0.000000,40.755365,0.000000,661.207878,9.543494,56.709261,47.849643,337.772902,19.357951,20.066358,55.17,142.533825,17.073756,42.887649,0,0,0,0,0

28,06:45-07:00,60.245968,35.371077,0.000000,36.331094,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,38.241845,0.000000,89.046800,0.000000,99.814688,18.934447,9.765143,0.000000,0.000000,0.000000,135.840313,0.000000,632.183982,28.129892,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,15.296738,0.000000,25.542978,0.759153,0.000000,40.755365,0.000000,661.207878,9.543494,56.709261,47.849643,337.772902,19.357951,20.066358,57.11,142.533825,17.073756,42.887649,0,0,0,0,0

29,07:00-07:15,60.245968,35.371077,0.000000,8.548493,38.802143,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,38.241845,0.000000,89.046800,0.000000,99.814688,18.934447,9.765143,0.000000,0.000000,0.000000,135.840313,0.000000,632.183982,28.129892,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,15.296738,0.000000,25.542978,0.759153,0.000000,40.755365,0.000000,661.207878,9.543494,56.709261,47.849643,337.772902,19.357951,20.066358,63.88,142.533825,17.073756,42.887649,0,0,0,0,0

30,07:15-07:30,45.184476,26.466935,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.167015,38.241845,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,109.992156,0.000000,632.183982,28.129892,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,5.109234,0.000000,25.542978,0.759153,0.000000,19.880666,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,20.066358,69.69,142.533825,17.073756,42.887649,0,0,0,0,0

31,07:30-07:45,30.122984,26.466935,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,9.671063,38.241845,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,82.494117,0.000000,632.183982,28.129892,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,8.411051,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,77.43,142.533825,17.073756,42.887649,0,0,0,0,0

32,07:45:08:00,14.634648,26.466935,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,9.671063,38.241845,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,64.162091,0.000000,632.183982,28.129892,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,86.14,142.533825,17.073756,42.887649,0,0,0,0,0

33,08:00-08:15,0.000000,8.822312,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,9.671063,38.241845,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,38.497255,0.000000,632.183982,28.129892,19.343482,3.080342,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,87.11,142.533825,17.073756,42.887649,0,0,0,0,0

34,08:15-08:30,0.000000,8.822312,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,9.671063,38.241845,0.000000,89.046800,0.000000,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,38.497255,0.000000,632.183982,28.129892,19.343482,6.160684,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,105.50,142.533825,17.073756,42.887649,0,0,0,0,0

35,08:30-08:45,0.000000,8.822312,0.000000,12.822739,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,8.679159,38.241845,0.000000,89.046800,16.923248,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,38.497255,0.000000,632.183982,18.734363,19.343482,31.651128,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,118.08,142.533825,17.073756,42.887649,0,0,0,0,0

36,08:45:09:00,0.000000,8.822312,0.000000,12.822739,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,8.679159,25.417151,0.000000,89.046800,16.923248,99.814688,6.311482,9.765143,0.000000,0.000000,0.000000,38.497255,0.000000,632.183982,9.367181,19.343482,47.476691,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,0.000000,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,127.76,142.533825,17.073756,42.887649,0,0,0,0,0

37,09:00:09:15,0.000000,8.822312,0.000000,36.331094,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,8.679159,11.611896,0.000000,89.046800,16.923248,99.814688,2.129380,23.957151,0.000000,9.977597,0.000000,38.497255,0.000000,632.183982,9.367181,19.343482,47.476691,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,13.268722,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

38,09:15-09:30,0.000000,8.822312,0.000000,36.331094,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,8.679159,11.611896,0.000000,89.046800,16.923248,99.814688,2.129380,23.957151,0.000000,9.977597,0.000000,38.497255,0.000000,632.183982,0.000000,19.343482,47.476691,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,18.544674,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

39,09:30-09:45,0.000000,8.822312,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,8.679159,11.611896,0.000000,89.046800,16.923248,99.814688,0.000000,23.957151,0.000000,9.977597,0.000000,38.497255,0.000000,632.183982,0.000000,19.343482,31.651128,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,18.544674,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

40,09:45-10:00,0.000000,8.822312,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,8.679159,11.611896,0.000000,89.046800,16.923248,99.814688,0.000000,23.957151,0.000000,9.977597,0.000000,38.497255,0.000000,632.183982,0.000000,19.343482,31.651128,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,18.381292,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

41,10:00-10:15,0.000000,8.822312,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,12.683971,11.611896,0.000000,89.046800,16.923248,99.814688,0.000000,9.765143,0.000000,9.977597,0.000000,38.497255,0.000000,632.183982,0.000000,19.343482,4.928547,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,18.381292,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

42,10:15-10:30,0.000000,8.822312,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,12.683971,11.611896,0.000000,89.046800,16.923248,99.814688,0.000000,9.114134,0.000000,9.977597,0.000000,38.497255,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,18.381292,661.207878,8.589145,56.709261,47.849643,337.772902,19.357951,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

43,10:30-10:45,0.000000,8.822312,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,12.683971,11.611896,0.000000,89.046800,16.923248,99.814688,0.000000,9.114134,0.000000,9.977597,0.000000,38.497255,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,18.381292,661.207878,8.589145,56.709261,47.849643,337.772902,14.519807,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

44,10:45-11:00,0.000000,8.822312,0.000000,36.331094,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,12.683971,11.611896,0.000000,89.046800,16.923248,99.814688,0.000000,9.114134,0.000000,9.977597,0.000000,38.497255,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,18.381292,661.207878,8.589145,56.709261,47.849643,337.772902,14.519807,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,36.331094,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.538979,0.000000,0.000000,89.046800,16.923248,99.814688,0.000000,9.114134,0.000000,9.977597,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,18.381292,661.207878,8.589145,56.709261,47.849643,337.772902,14.519807,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,8.548493,24.743396,25.056608,0.000000,24.369302,0.000000,119.695958,0.000000,0.000000,0.000000,10.538979,0.000000,0.000000,89.046800,16.923248,99.814688,0.000000,9.114134,0.000000,9.977597,0.000000,22.640052,0.000000,632.183982,0.000000,19.343482,0.000000,0.000000,38.350908,0.000000,0.000000,0.000000,0.000000,25.542978,0.759153,0.000000,0.000000,18.381292,661.207878,8.589145,56.709261,47.849643,337.772902,14.519807,18.835334,136.11,142.533825,19.065694,42.887649,0,0,0,0,0

