Time,Block,NR/2023/16187/A,NR/2023/17905/A/743,NR/2023/17901/A/778,NR/2023/17064/A,WR/2023/18560/A,WR/2023/18560/A/II,Total
,,APPCPL,IEXL,ITCLH,GMRETL,MANIKARAN,MANIKARAN,Total

,,DELHI,HIMACHAL PRADESH,ANDHRA PRADESH,DELHI,DELHI,DELHI,
,,BYPL,BSHP,ITCWIND,BYPL,BYPL,BYPL,
,,HIMACHAL PRADESH,DELHI,DELHI,RAJASTHAN,MAHARASHTRA,MAHARASHTRA,
,,HP,MES (Delhi),ITCLH,RUVNL,AEML,AEML,
,,North-North,North-North,South-West-North,North-North,North-West,North-East-West,
1,00:00-00:15,34.170000,1.930000,0.480000,0.000000,100.000000,0.000000,136.58

2,00:15-00:30,34.170000,1.930000,0.480000,0.000000,100.000000,0.000000,136.58

3,00:30-00:45,34.170000,1.930000,0.480000,0.000000,100.000000,0.000000,136.58

4,00:45-01:00,34.170000,1.930000,0.480000,0.000000,100.000000,0.000000,136.58

5,01:00-01:15,34.170000,1.930000,0.480000,0.000000,100.000000,0.000000,136.58

6,01:15-01:30,34.170000,1.930000,0.480000,0.000000,100.000000,0.000000,136.58

7,01:30-01:45,34.170000,1.930000,0.480000,0.000000,100.000000,0.000000,136.58

8,01:45-02:00,34.170000,1.930000,0.480000,0.000000,100.000000,0.000000,136.58

9,02:00-02:15,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

10,02:15-02:30,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

11,02:30-02:45,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

12,02:45-03:00,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

13,03:00-03:15,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

14,03:15-03:30,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

15,03:30-03:45,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

16,03:45-04:00,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

17,04:00-04:15,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

18,04:15-04:30,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

19,04:30-04:45,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

20,04:45-05:00,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

21,05:00-05:15,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

22,05:15-05:30,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

23,05:30-05:45,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

24,05:45-06:00,34.170000,1.930000,0.440000,0.000000,100.000000,0.000000,136.54

25,06:00-06:15,0.000000,1.930000,0.440000,100.000000,0.000000,100.000000,202.37

26,06:15-06:30,0.000000,1.930000,0.440000,100.000000,0.000000,100.000000,202.37

27,06:30-06:45,0.000000,1.930000,0.440000,100.000000,0.000000,100.000000,202.37

28,06:45-07:00,0.000000,1.930000,0.440000,100.000000,0.000000,100.000000,202.37

29,07:00-07:15,0.000000,1.930000,0.580000,100.000000,0.000000,100.000000,202.51

30,07:15-07:30,0.000000,1.930000,0.580000,100.000000,0.000000,100.000000,202.51

31,07:30-07:45,0.000000,1.930000,0.580000,100.000000,0.000000,100.000000,202.51

32,07:45:08:00,0.000000,1.930000,0.580000,100.000000,0.000000,100.000000,202.51

33,08:00-08:15,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

34,08:15-08:30,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

35,08:30-08:45,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

36,08:45:09:00,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

37,09:00:09:15,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

38,09:15-09:30,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

39,09:30-09:45,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

40,09:45-10:00,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

41,10:00-10:15,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

42,10:15-10:30,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

43,10:30-10:45,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

44,10:45-11:00,0.000000,1.930000,0.970000,50.000000,0.000000,100.000000,152.9

45,11:00-11:15,0.000000,1.930000,0.970000,100.000000,0.000000,100.000000,202.9

46,11:15-11:30,0.000000,1.930000,0.970000,100.000000,0.000000,100.000000,202.9

