Column1,Block,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/2197,NR/2024/24060/A/44434,NR/2024/24097/A/44301,NR/2024/24088/A/44235,NR/2024/23952/A/44221,NR/30092023/26122029/SH-06,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,GNA/SR/2024/12/01/6968,WR/2024/25054/A/44376,NR/2024/24052/A/44229,NR/2024/24051/A/44228,GNA/NR/2024/12/01/1766,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1599,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2024/24071/A/44230,NR/2024/24118/C,NR/2024/24119/C,Total
17,04:00-04:15,25.9,25.9,17.27,7.67,0.96,0.43,0,0,0,150,0,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,403.11999999999995

18,04:15-04:30,25.9,25.9,17.27,7.67,0.96,0.43,0,0,0,150,0,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,403.11999999999995

19,04:30-04:45,25.9,25.9,17.27,7.67,0.96,0.43,0,0,0,150,0,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,403.11999999999995

20,04:45-05:00,25.9,25.9,17.27,7.67,0.96,0.43,0,0,0,150,0,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,403.11999999999995

21,05:00-05:15,25.9,25.9,17.27,7.67,4.8,0.43,0,0,0,150,0,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,406.96

22,05:15-05:30,25.9,25.9,17.27,7.67,4.8,0.43,0,0,0,150,0,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,406.96

23,05:30-05:45,25.9,25.9,17.27,14.39,4.8,0.43,0,0,0,150,0,2.88,2.88,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,416.55999999999995

24,05:45-06:00,25.9,25.9,17.27,14.39,4.8,0.43,0,0,0,150,0,2.88,2.88,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,416.55999999999995

25,06:00-06:15,25.9,25.9,17.27,14.39,4.8,0.43,0,0,0,150,0,2.88,2.88,25.9,0,8.63,8.63,0,0,2.11,0,0,0,289.71999999999997

26,06:15-06:30,25.9,25.9,17.27,14.39,4.8,0.43,0,0,0,150,0,2.88,2.88,25.9,0,8.63,8.63,0,0,2.11,0,0,0,289.71999999999997

27,06:30-06:45,25.9,25.9,17.27,14.39,4.8,0.43,0,0,0,150,0,2.88,2.88,25.9,0,8.63,8.63,0,0,2.11,0,0,0,289.71999999999997

28,06:45-07:00,25.9,25.9,17.27,14.39,4.8,0.43,0,0,0,150,0,2.88,2.88,25.9,0,8.63,8.63,0,0,2.11,0,0,0,289.71999999999997

29,07:00-07:15,31.66,31.66,28.78,14.39,4.8,0.53,0,0,0,150,0,2.88,2.88,31.66,0,8.63,8.63,0,0,2.2,0,0,0,318.7

30,07:15-07:30,31.66,31.66,28.78,14.39,4.8,0.53,0,0,0,150,0,2.88,2.88,31.66,0,8.63,8.63,0,0,2.2,0,0,0,318.7

31,07:30-07:45,31.66,31.66,28.78,14.39,4.8,0.53,0,0,0,150,0,2.88,2.88,31.66,0,8.63,8.63,0,0,2.2,0,0,0,318.7

32,07:45-08:00,31.66,31.66,28.78,14.39,4.8,0.53,0,0,0,150,0,2.88,2.88,31.66,0,8.63,8.63,0,0,2.2,0,0,0,318.7

33,08:00-08:15,36.45,36.45,28.78,14.39,4.8,0.82,0,0,0,150,0,2.88,2.88,36.45,0,12.47,12.47,0,0,2.2,0,0,0,341.04

34,08:15-08:30,36.45,36.45,28.78,14.39,4.8,0.82,0,0,0,150,0,2.88,2.88,36.45,0,12.47,12.47,0,0,2.2,0,0,0,341.04

35,08:30-08:45,36.45,36.45,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,36.45,0,12.47,12.47,0,0,2.2,0,0,0,331.44000000000005

36,08:45-09:00,36.45,36.45,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,36.45,0,12.47,12.47,0,0,2.2,0,0,0,331.44000000000005

37,09:00-09:15,28.78,28.78,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,28.78,0,12.47,12.47,0,0,2.11,3.84,28.2,24.56,364.94

38,09:15-09:30,28.78,28.78,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,28.78,0,12.47,12.47,0,0,2.11,3.84,24.37,28.4,364.95

39,09:30-09:45,28.78,28.78,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,28.78,0,12.47,12.47,0,0,2.11,3.84,22.06,30.7,364.94

40,09:45-10:00,28.78,28.78,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,28.78,0,12.47,12.47,0,0,2.11,3.84,22.06,30.7,364.94

41,10:00-10:15,28.78,28.78,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,28.78,0,12.47,12.47,0,0,2.11,4.8,22.06,30.7,365.90000000000003

42,10:15-10:30,28.78,28.78,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,28.78,0,12.47,12.47,0,0,2.11,4.8,22.06,30.7,365.90000000000003

43,10:30-10:45,28.78,28.78,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,28.78,0,12.47,12.47,0,0,2.11,4.8,22.06,30.7,365.90000000000003

44,10:45-11:00,28.78,28.78,28.78,7.67,4.8,0.82,0,0,0,150,0,2.88,0,28.78,0,12.47,12.47,0,0,2.11,4.8,22.06,30.7,365.90000000000003

45,11:00-11:15,28.78,28.78,28.78,7.67,0,0.82,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,6.72,22.06,30.7,363.9800000000001

46,11:15-11:30,28.78,28.78,28.78,7.67,0,0.82,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,6.72,22.06,30.7,363.9800000000001

47,11:30-11:45,28.78,28.78,28.78,7.67,0,0.82,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,6.72,22.06,30.7,363.9800000000001

48,11:45-12:00,28.78,28.78,28.78,7.67,0,0.82,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,6.72,22.06,30.7,363.9800000000001

49,12:00-12:15,28.78,28.78,28.78,7.67,0,0.82,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,6.72,35.49,17.27,363.9800000000001

50,12:15-12:30,28.78,28.78,28.78,7.67,0,0.82,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,6.72,35.49,17.27,363.9800000000001

51,12:30-12:45,28.78,28.78,28.78,7.67,0,0.82,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,6.72,35.49,14.77,361.4800000000001

52,12:45-13:00,28.78,28.78,28.78,7.67,0,0.82,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,6.72,35.49,15.06,361.7700000000001

53,13:00-13:15,28.78,28.78,28.78,7.67,0,0.77,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,5.76,35.49,14.77,360.47

54,13:15-13:30,28.78,28.78,28.78,7.67,0,0.77,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,5.76,35.49,14.97,360.6700000000001

55,13:30-13:45,28.78,28.78,28.78,7.67,0,0.77,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,5.76,35.49,14.87,360.57000000000005

56,13:45-14:00,28.78,28.78,28.78,7.67,0,0.77,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.11,5.76,35.49,15.06,360.76000000000005

57,14:00-14:15,28.78,28.78,28.78,7.67,0,0.77,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.01,4.8,22.06,27.05,358.26000000000005

58,14:15-14:30,28.78,28.78,28.78,7.67,0,0.77,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.01,4.8,22.06,27.34,358.55

59,14:30-14:45,28.78,28.78,28.78,7.67,0,0.77,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.01,4.8,22.06,27.34,358.55

60,14:45-15:00,28.78,28.78,28.78,7.67,0,0.77,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.01,4.8,22.06,27.53,358.74

61,15:00-15:15,28.78,28.78,28.78,7.67,0,0.62,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.01,4.8,22.06,27.63,358.69000000000005

62,15:15-15:30,28.78,28.78,28.78,7.67,0,0.62,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.01,4.8,23.89,26,358.89000000000004

63,15:30-15:45,28.78,28.78,28.78,7.67,0,0.62,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.01,4.8,27.72,22.64,359.36

64,15:45-16:00,28.78,28.78,28.78,7.67,0,0.62,0,0,0,150,0,3.84,0,28.78,0,12.47,12.47,0,0,2.01,4.8,24.56,19.09,352.65000000000003

65,16:00-16:15,36.45,36.45,28.78,7.67,0,0.48,0,0,0,150,0,3.84,0,36.45,0,12.47,12.47,0,0,2.11,2.88,29.83,15.44,375.32000000000005

66,16:15-16:30,36.45,36.45,28.78,7.67,0,0.48,0,0,0,150,0,3.84,0,36.45,0,12.47,12.47,0,0,2.11,2.88,22.83,11.9,364.78000000000003

67,16:30-16:45,36.45,36.45,28.78,7.67,0,0.48,0,0,0,150,0,3.84,0,36.45,0,12.47,12.47,0,0,2.11,2.88,16.79,8.83,355.6700000000001

68,16:45-17:00,36.45,36.45,28.78,7.67,0,0.48,0,0,0,150,0,3.84,0,36.45,0,12.47,12.47,0,0,2.11,2.88,10.84,5.56,346.45000000000005

69,17:00-17:15,37.41,37.41,28.78,7.67,3.84,0.48,0,0,0,150,0,3.84,0,37.41,0,14.39,14.39,0,0,2.11,0.96,0,0,338.69

70,17:15-17:30,37.41,37.41,28.78,7.67,3.84,0.48,0,0,0,150,0,3.84,0,37.41,0,14.39,14.39,0,0,2.11,0.96,0,0,338.69

71,17:30-17:45,37.41,37.41,28.78,7.67,3.84,0.48,0,0,0,150,0,3.84,0,37.41,0,14.39,14.39,0,0,2.11,0.96,0,0,338.69

72,17:45-18:00,37.41,37.41,28.78,7.67,3.84,0.48,0,0,0,150,0,3.84,0,37.41,0,14.39,14.39,0,0,2.11,0.96,0,0,338.69

73,18:00-18:15,37.41,37.41,28.78,7.67,3.84,0.53,0,150,50,150,38.37,3.84,0,37.41,0,14.39,14.39,0,0,2.2,0,0,0,576.24

74,18:15-18:30,37.41,37.41,28.78,7.67,3.84,0.53,0,150,50,150,38.37,3.84,0,37.41,0,14.39,14.39,0,0,2.2,0,0,0,576.24

75,18:30-18:45,37.41,37.41,28.78,7.67,3.84,0.53,0,150,50,150,38.37,3.84,0,37.41,0,14.39,14.39,0,0,2.2,0,0,0,576.24

76,18:45-19:00,37.41,37.41,28.78,7.67,3.84,0.53,0,150,50,150,38.37,3.84,0,37.41,0,14.39,14.39,0,0,2.2,0,0,0,576.24

77,19:00-19:15,25.9,25.9,28.78,7.67,3.84,0.53,0,150,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.2,0,0,0,530.19

78,19:15-19:30,25.9,25.9,28.78,7.67,3.84,0.53,0,150,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.2,0,0,0,530.19

79,19:30-19:45,25.9,25.9,28.78,7.67,3.84,0.53,0,150,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.2,0,0,0,530.19

80,19:45-20:00,25.9,25.9,28.78,7.67,3.84,0.53,0,150,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.2,0,0,0,530.19

81,20:00-20:15,25.9,25.9,28.78,7.67,3.84,0.53,0,250,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.2,0,0,0,630.19

82,20:15-20:30,25.9,25.9,28.78,7.67,3.84,0.53,0,250,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.2,0,0,0,630.19

83,20:30-20:45,25.9,25.9,28.78,7.67,3.84,0.53,0,250,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.2,0,0,0,630.19

84,20:45-21:00,25.9,25.9,28.78,7.67,3.84,0.53,0,250,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.2,0,0,0,630.19

85,21:00-21:15,25.9,25.9,28.78,7.67,3.84,0.53,0,250,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.11,0,0,0,630.1

86,21:15-21:30,25.9,25.9,28.78,7.67,3.84,0.53,0,250,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.11,0,0,0,630.1

87,21:30-21:45,25.9,25.9,28.78,7.67,3.84,0.53,0,250,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.11,0,0,0,630.1

88,21:45-22:00,25.9,25.9,28.78,7.67,3.84,0.53,0,250,50,150,38.37,3.84,0,25.9,0,8.63,8.63,0,0,2.11,0,0,0,630.1

89,22:00-22:15,25.9,25.9,28.78,7.67,0.96,0.48,0,250,50,150,38.37,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,753.0500000000001

90,22:15-22:30,25.9,25.9,28.78,7.67,0.96,0.48,0,250,50,150,38.37,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,753.0500000000001

91,22:30-22:45,25.9,25.9,28.78,7.67,0.96,0.48,0,250,50,150,38.37,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,753.0500000000001

92,22:45-23:00,25.9,25.9,28.78,7.67,0.96,0.48,0,250,50,150,38.37,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,753.0500000000001

93,23:00-23:15,25.9,25.9,28.78,7.67,0.96,0.43,0,250,50,150,38.37,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,753

94,23:15-23:30,25.9,25.9,28.78,7.67,0.96,0.43,0,250,50,150,38.37,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,753

95,23:30-23:45,25.9,25.9,28.78,7.67,0.96,0.43,0,250,50,150,38.37,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,753

96,23:45-24:00,25.9,25.9,28.78,7.67,0.96,0.43,0,250,50,150,38.37,2.88,0,25.9,0,8.63,8.63,31.71,95.13,2.11,0,0,0,753

