Block,Time,BSIUL,KGSU3AND4,KOLDAM,MAPS,RSTPSU7,SALAL,UNCHAHAR2,ANTA_LF,DADRT2,DHAULIGNGA,JHAJJAR,KHSTPP-II,KKNP,NTPL,RAPPC,RIHAND2,SINGRAULI,TALST2,TANDA2,TelanganaSTPP,UNCHAHAR3,AURY_CRF,AURY_RF,DULHASTI,NLCTS2EXP,RAPPB,RIHAND3,SIMHST1,URI,AURY_GF,CHAMERA1,CHAMERA2,KHSTPP-I,KKNPPU2,NAPP,PARBATI3,SEWA2,TEHRI,DADRI_CRF,CHAMERA3,KGSU1AND2,NJPC,NLCEXP,RIHAND1,SIMHST2,TANAKPUR,ANTA_RF,AURY_LF,DADRI_GF,FSTPP I & II,KOTESHWR,KUDGI,UNCHAHAR1,URI2,VALLURNTECL,DADRI_LF,KISHANGANGA,NLCIIST1,UNCHAHAR4,ANTA_GF,DADRI_RF,BRBCL,NLCIIST2,NNTPP,RAMPUR,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,TALA,ANTA_CRF
8,01:45-02:00,6.52,0,0,0,0,70.88,42.39,0,679.01,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,5.76,43.47,0,0,18.2,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

9,02:00-02:15,6.52,0,0,0,0,70.88,42.39,0,606.42,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,5.76,43.47,0,0,18.2,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

10,02:15-02:30,6.52,0,0,0,0,70.88,42.39,0,594.82,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,5.76,43.47,0,0,18.2,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

11,02:30-02:45,6.52,0,0,0,0,70.88,42.39,0,594.82,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,0.25,43.47,0,0,18.2,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

12,02:45-03:00,6.52,0,0,0,0,70.88,42.39,0,594.82,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,0.25,43.47,0,0,18.2,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

13,03:00-03:15,6.52,0,0,0,0,25.57,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,0.25,43.47,0,0,18.2,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

14,03:15-03:30,6.52,0,0,0,0,25.57,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,0.25,43.47,0,0,18.2,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

15,03:30-03:45,6.52,0,0,0,0,25.57,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

16,03:45-04:00,6.52,0,0,0,0,25.57,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

17,04:00-04:15,13.04,0,0,0,0,25.57,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

18,04:15-04:30,13.04,0,0,0,0,25.57,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

19,04:30-04:45,13.04,0,0,0,0,25.57,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,0,0,0,0,0,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

20,04:45-05:00,13.04,0,0,0,0,25.57,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,35.55,0,0,0,45.53,0,20.61,0,15.81,11.21,0,0,0,0,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

21,05:00-05:15,13.04,0,0,0,0,26.73,42.39,0,679.01,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,15.81,22.43,0,0,0,0,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

22,05:15-05:30,13.04,0,0,0,0,26.73,42.39,0,679.01,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,15.81,34.77,0,0,0,19.88,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

23,05:30-05:45,13.04,0,0,0,0,26.73,42.39,0,683.14,9.14,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,15.81,34.77,0,0,0,43.56,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

24,05:45-06:00,13.04,0,0,0,0,26.73,42.39,0,683.14,9.14,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,13.03,2.66,45.53,0,20.61,0,15.81,34.77,0,0,0,70.17,0,92,0,0.25,43.47,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

25,06:00-06:15,13.04,0,0,0,0,26.73,42.39,0,683.14,9.14,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,39.75,0,13.43,13.17,45.53,0,20.61,3.82,15.81,34.77,0,9.68,0,70.17,0,92,0,0.25,28.98,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

26,06:15-06:30,13.04,0,0,0,0,26.73,42.39,0,683.14,18.27,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,32.96,0,0,124.33,0,39.75,0,28.05,26.34,45.53,0,20.61,16.54,15.81,45.86,0,19.35,0,93.56,0,92,0,0.25,28.98,0,0,11.7,17.75,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

27,06:30-06:45,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,39.75,0,42.15,39.51,45.53,0,20.61,16.54,15.81,45.86,0,29.06,0,116.95,0,92,0,0.25,28.98,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

28,06:45-07:00,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,39.75,0,42.15,39.51,45.53,0,20.61,16.54,15.81,45.86,0,29.06,0,140.35,0,92,0,0.25,29.08,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

29,07:00-07:15,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,36.43,0,42.15,39.51,45.53,0,20.61,16.54,15.81,45.86,0,29.06,0,140.35,0,92,0,0.25,29.08,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

30,07:15-07:30,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,36.43,0,42.15,39.51,45.53,0,20.61,16.54,15.81,45.86,0,29.06,0,140.35,0,92,0,0.25,29.08,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

31,07:30-07:45,19.56,0,0,0,0,26.73,42.39,0,679.01,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,36.43,0,42.15,39.51,45.53,0,20.61,16.54,15.81,45.86,0,29.06,0,140.35,0,92,0,0.25,29.08,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

32,07:45-08:00,19.56,0,0,0,0,26.73,42.39,0,683.14,27.41,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,49.43,0,0,124.33,0,36.43,0,42.15,39.51,45.53,0,20.61,3.57,15.81,45.86,0,29.06,0,140.35,0,92,0,0.25,28.98,0,0,11.7,39.05,0,9.71,33.23,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

33,08:00-08:15,6.52,0,0,0,0,70.88,42.39,0,683.14,18.27,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,32.96,0,0,124.33,0,36.43,0,42.15,39.51,45.53,0,20.61,0,15.81,45.86,0,9.68,0,116.95,0,92,0,0.25,28.88,0,0,11.7,17.75,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

34,08:15-08:30,6.52,0,0,0,0,70.88,42.39,0,683.14,18.27,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,39.75,0,42.15,13.17,45.53,0,20.61,0,15.81,45.86,0,0,0,93.56,0,92,0,0.25,28.66,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

35,08:30-08:45,6.52,0,0,0,0,70.88,42.39,0,683.14,9.14,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,39.75,0,42.15,13.17,45.53,0,20.61,0,15.81,45.86,0,0,0,70.17,0,92,0,0.25,28.56,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

36,08:45-09:00,6.52,0,0,0,0,70.88,42.39,0,683.14,9.14,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,39.75,0,42.15,0,45.53,0,20.61,0,15.81,45.36,0,0,0,43.56,0,92,0,0.25,28.56,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,410.62,0.77,0,0

37,09:00-09:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,39.75,0,24.49,0,45.53,0,20.61,0,15.81,34.02,0,0,0,19.8,0,92,0,0.25,28.35,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

38,09:15-09:30,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,24.49,0,45.53,0,20.61,0,15.81,22.68,0,0,0,0,0,92,0,0.25,28.14,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

39,09:30-09:45,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,12.27,0,45.53,0,20.61,0,10.53,22.68,0,0,0,0,0,92,0,0.25,27.93,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

40,09:45-10:00,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,10.53,11.21,0,0,0,0,0,92,0,0.25,27.93,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

41,10:00-10:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.72,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

42,10:15-10:30,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.62,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

43,10:30-10:45,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.41,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

44,10:45-11:00,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.41,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

45,11:00-11:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.3,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

46,11:15-11:30,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.3,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

47,11:30-11:45,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.19,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

48,11:45-12:00,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.19,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

49,12:00-12:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.19,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

50,12:15-12:30,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.09,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

51,12:30-12:45,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.09,0,0,11.7,8.87,0,9.71,24.21,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

52,12:45-13:00,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,27.09,0,0,11.7,8.87,0,9.71,24.21,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

53,13:00-13:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,26.88,0,0,11.7,8.87,0,9.71,24.21,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

54,13:15-13:30,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,0,0,0,0,0,0,0,0,92,0,0.25,26.88,0,0,11.7,8.87,0,9.71,24.21,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

55,13:30-13:45,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,0,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,0,0,0,0,0,0,0,92,0,5.76,26.88,0,0,11.7,8.87,0,9.71,24.21,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

56,13:45-14:00,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,0,0,0,0,0,0,0,92,0,5.76,26.77,0,0,11.7,8.87,0,9.71,24.21,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

57,14:00-14:15,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,0,0,0,0,0,0,0,92,0,5.76,26.88,0,0,11.7,8.87,0,9.71,24.21,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

58,14:15-14:30,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,0,0,0,0,0,0,0,92,0,5.76,26.88,0,0,11.7,8.87,0,9.71,24.21,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

59,14:30-14:45,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,0,11.59,0,0,0,0,0,92,0,5.76,26.77,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

60,14:45-15:00,6.52,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,0,22.68,0,0,0,0,0,92,0,5.76,26.77,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

61,15:00-15:15,0,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,0,23.19,0,0,0,0,0,92,0,0.25,26.77,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

62,15:15-15:30,0,0,0,0,0,26.73,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,0,23.19,0,0,0,0,0,92,0,0.25,26.77,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

63,15:30-15:45,0,0,0,0,0,13.36,42.39,0,683.14,0,434.65,148.3,0,0,25.51,118.76,139.69,0,0,0,26.4,0,68.96,16.48,0,0,124.33,0,36.43,0,0,0,45.53,0,20.61,3.57,0,23.19,0,0,0,0,0,92,0,0.25,26.77,0,0,11.7,8.87,0,9.71,31.9,0,0,0,0,0,0,59.74,20,0,0,0,0,416.25,0.77,0,0

