Block,Time,KHSTPP-II,KKNPPU2,SIMHST1,UNCHAHAR4,VALLURNTECL,DADRI_GF,DADRI_RF,BSIUL,CHAMERA3,DADRT2,DHAULIGNGA,FSTPP I & II,KKNP,RSTPSU1TO6,SASAN,TelanganaSTPP,UNCHAHAR1,URI,AURY_RF,KISHANGANGA,RAMPUR,RIHAND2,SINGRAULI,AURY_CRF,AURY_GF,DADRI_LF,KGSU1AND2,NJPC,NLCEXP,PARBATI3,RAPPB,RIHAND1,SEWA2,SIMHST2,SINGRAULI_HYDRO,TALST2,TANDA2,ANTA_CRF,AURY_LF,BRBCL,KGSU3AND4,KOLDAM,KUDGI,NAPP,NLCIIST1,URI2,CHAMERA2,DULHASTI,KHSTPP-I,KOTESHWR,MAPS,NLCTS2EXP,NTPL,SALAL,TANAKPUR,TEHRI,ANTA_LF,JHAJJAR,RAPPC,RIHAND3,RSTPSU7,TALA,ANTA_GF,ANTA_RF,CHAMERA1,NLCIIST2,NNTPP,UNCHAHAR2,UNCHAHAR3,DADRI_CRF
64,15:45-16:00,98.87,0,0,0,0,0,87.68,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.12,0,0,118.76,138,0,0,0,0,62.5,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.76,11.33,49.43,44.92,8.87,0,0,0,52.28,11.53,15.56,0,424.31,51.39,124.32,0,9.29,0,26.78,0,0,0,42.4,0,0

65,16:00-16:15,98.87,0,0,0,0,0,4.38,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.12,0,0,118.76,138,0,0,0,0,62.5,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.76,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,15.56,0,424.31,51.39,124.32,0,9.43,0,26.78,0,0,0,42.4,0,0

66,16:15-16:30,98.87,0,0,0,0,0,10.96,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.12,0,0,118.76,138,0,0,0,0,62.5,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.76,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,15.56,0,424.31,51.39,124.32,0,9.43,0,26.78,0,0,0,42.4,0,0

67,16:30-16:45,98.87,0,0,0,0,0,21.92,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.12,0,0,118.76,123.75,0,0,0,0,62.5,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.76,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,29.87,0,424.31,51.39,124.32,0,9,0,26.78,0,0,0,42.4,0,0

68,16:45-17:00,98.87,0,0,0,0,0,32.88,0,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,11.04,67.12,0,0,118.76,123.75,0,0,0,0,62.5,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,10.76,11.33,49.43,44.92,8.87,0,0,0,51.13,11.53,29.87,0,424.31,51.39,124.32,0,9,0,2.1,0,0,0,42.4,0,0

69,17:00-17:15,98.87,0,0,0,0,0,52.61,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,4.34,0,0,118.76,123.75,0,0,0,0,62.5,0,3.56,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,38.35,11.53,46.69,0,424.31,51.39,124.32,0,8.7,0,6.3,0,0,0,42.4,0,0

70,17:15-17:30,98.87,0,0,0,0,0,52.61,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,10.86,0,0,118.76,123.75,0,0,0,0,62.5,0,3.56,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,38.35,11.53,46.69,0,424.31,51.39,124.32,0,8.7,0,12.6,0,0,0,42.4,0,0

71,17:30-17:45,98.87,0,0,0,0,0,52.61,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,17.37,0,0,118.76,123.75,0,0,0,0,62.5,0,3.56,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,8.87,0,0,0,38.35,11.53,46.69,0,424.31,51.39,124.32,0,8.56,0,16.8,0,0,0,42.4,0,0

72,17:45-18:00,98.87,0,0,0,0,0,52.61,6.52,9.68,341.57,18.23,20.8,0,0,343.12,0,20.56,16.56,21.72,0,0,118.76,123.75,0,0,0,0,93.56,0,5.09,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,11.33,49.43,44.92,17.75,0,0,0,38.35,11.53,62.24,0,424.31,51.39,124.32,0,8.56,0,16.8,0,0,0,42.4,0,0

73,18:00-18:15,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,19.87,22.81,0,0,118.76,123.75,0,0,0,0,116.95,0,7.64,0,46,2.67,0,0,0,0,0,0,15,0,0,0,40.47,0,31.9,16.67,49.43,44.92,26.62,0,0,0,38.35,11.53,62.24,0,424.31,51.39,124.32,0,8.26,0,16.8,14.05,0,0,42.4,0,0

74,18:15-18:30,98.87,0,0,0,0,0,52.61,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,50.79,22.81,0,0,118.76,123.75,0,0,0,0,140.34,0,49.01,0,46,8,0,0,0,0,0,0,15,0,0,0,40.47,0,31.9,40.79,49.93,44.92,39.44,0,0,0,51.13,12.68,62.24,0,424.31,51.39,124.32,0,8.11,0,16.8,42.15,0,0,42.4,0,0

75,18:30-18:45,98.87,0,0,0,0,0,52.61,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,50.79,33.66,0,0,118.76,123.75,0,0,0,0,140.34,0,49.01,0,46,13.33,0,0,0,0,0,0,15,0,0,0,40.47,0,31.9,40.79,49.93,44.92,39.44,0,0,0,79.38,12.68,62.24,0,424.31,51.39,124.32,0,7.82,0,16.8,42.15,0,0,42.4,0,0

76,18:45-19:00,98.87,0,0,0,0,0,52.61,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,11.04,33.66,0,0,118.76,123.75,0,0,0,0,140.34,0,49.01,0,46,13.33,0,0,0,0,0,0,15,0,0,0,40.47,0,31.9,40.79,49.93,44.92,39.44,0,0,0,79.38,12.68,62.24,0,424.31,51.39,124.32,0,7.82,0,16.8,42.15,0,0,42.4,0,0

77,19:00-19:15,98.87,0,0,0,0,0,52.61,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,11.04,33.66,0,0,118.76,123.75,0,0,0,0,140.34,0,49.01,0,46,13.33,0,0,0,0,0,0,15,0,0,0,40.47,0,24.21,40.79,49.93,44.92,39.44,0,0,0,79.38,12.68,62.24,0,424.31,51.39,124.32,0,7.82,0,17.22,42.15,0,0,42.4,0,0

78,19:15-19:30,98.87,0,0,0,0,0,52.61,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,11.04,33.66,0,0,118.76,123.75,0,0,0,0,140.34,0,49.01,0,46,13.33,0,0,0,0,0,0,15,0,0,0,40.47,0,24.21,40.79,49.93,44.92,39.44,0,0,0,79.38,12.68,62.24,0,424.31,51.39,124.32,0,7.97,0,17.22,42.15,0,0,42.4,0,0

79,19:30-19:45,98.87,0,0,0,0,0,52.61,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,11.04,38.01,0,0,118.76,123.75,0,0,0,0,140.34,0,49.01,0,46,13.33,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,40.79,49.93,44.92,39.44,0,0,0,51.13,12.68,62.24,0,424.31,51.39,124.32,0,8.11,0,17.22,42.15,0,0,42.4,0,0

80,19:45-20:00,98.87,0,0,0,0,0,52.61,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,11.04,42.36,0,0,118.76,123.75,0,0,0,0,140.34,0,16.55,0,46,13.33,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,40.79,49.93,44.92,39.44,0,0,0,51.13,12.68,62.24,0,424.31,51.39,124.32,0,7.82,0,17.22,42.15,0,0,42.4,0,0

81,20:00-20:15,98.87,0,0,0,0,0,52.61,19.56,30.56,341.57,37.65,20.8,0,0,343.12,0,20.56,11.04,42.36,0,0,118.76,123.75,0,0,0,0,140.34,0,14,0,46,13.33,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,40.79,49.93,44.92,39.44,0,0,0,51.13,12.68,62.24,0,424.31,51.39,124.32,0,8.41,0,17.22,42.15,0,0,42.4,0,0

82,20:15-20:30,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,50.79,42.36,0,0,118.76,123.75,0,0,0,0,140.34,0,14,0,46,13.33,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,39.51,49.43,44.92,19.72,0,0,0,51.13,11.53,62.24,0,424.31,51.39,124.32,0,8.41,0,17.22,28.1,0,0,42.4,0,0

83,20:30-20:45,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,50.79,42.36,0,0,118.76,123.75,0,0,0,0,140.34,0,14,0,46,9.33,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,24.66,49.43,44.92,8.87,0,0,0,52.28,11.53,62.24,0,424.31,51.39,124.32,0,8.41,0,17.22,28.1,0,0,42.4,0,0

84,20:45-21:00,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,42.36,0,0,118.76,123.75,0,0,0,0,140.34,0,14,0,46,6.67,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,24.66,49.43,44.92,8.87,0,0,0,52.28,11.53,62.24,0,424.31,51.39,124.32,0,8.41,0,17.22,28.1,0,0,42.4,0,0

85,21:00-21:15,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,42.36,0,0,118.76,123.75,0,0,0,0,113.64,0,14,0,46,6.67,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,24.66,49.43,44.92,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,8.41,0,26.25,28.1,0,0,42.4,0,0

86,21:15-21:30,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,42.36,0,0,118.76,123.75,0,0,0,0,113.64,0,14,0,46,6.67,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,24.66,49.43,44.92,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,8.7,0,26.25,28.1,0,0,42.4,0,0

87,21:30-21:45,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,123.75,0,0,0,0,113.64,0,14,0,46,6.67,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,24.66,49.43,44.92,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,8.7,0,26.25,28.1,0,0,42.4,0,0

88,21:45-22:00,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,123.75,0,0,0,0,113.64,0,14,0,46,9.33,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,24.66,49.43,44.92,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,8.7,0,26.25,28.1,0,0,42.4,0,0

89,22:00-22:15,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,123.75,0,0,0,0,85.23,0,14,0,46,10.14,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,9.58,0,26.78,42.15,0,0,42.4,0,0

90,22:15-22:30,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,123.75,0,0,0,0,85.23,0,14,0,46,10.14,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,44.92,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,9.58,0,26.78,42.15,0,0,42.4,0,0

91,22:30-22:45,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,50.79,68.42,0,0,118.76,123.75,0,0,0,0,61.56,0,3.56,0,46,10.14,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,42.49,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,9.58,0,27.3,42.15,0,0,42.4,0,0

92,22:45-23:00,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,50.79,68.42,0,0,118.76,123.75,0,0,0,0,61.56,0,0,0,46,9.99,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,42.49,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,10.02,0,27.3,42.15,0,0,42.4,0,0

93,23:00-23:15,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,123.75,0,0,0,0,61.56,0,0,0,46,8.66,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,42.49,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,10.02,0,27.3,28.1,0,0,42.4,0,0

94,23:15-23:30,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,123.75,0,0,0,0,61.56,0,0,0,46,2.67,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,42.49,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,10.02,0,27.3,14.05,0,0,42.4,0,0

95,23:30-23:45,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,123.75,0,0,0,0,61.56,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,42.49,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,10.02,0,27.3,14.05,0,0,42.4,0,0

96,23:45-24:00,98.87,0,0,0,0,0,52.61,6.52,19.36,341.57,27.48,20.8,0,0,343.12,0,20.56,11.04,68.42,0,0,118.76,123.75,0,0,0,0,61.56,0,0,0,46,0,0,0,0,0,0,0,15,0,0,0,40.47,0,9.42,22.66,49.43,42.49,8.87,0,0,0,63.92,11.53,62.24,0,424.31,51.39,124.32,0,10.02,0,27.3,14.05,0,0,42.4,0,0

