Block,Time,BSIUL,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,DULHASTI,CHAMERA1,UNCHAHAR3,URI,URI2,UNCHAHAR4,NJPC,RAPPB,RAPPC,RIHAND1,RIHAND3,SALAL,SINGRAULI,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR2,KISHANGANGA,KOLDAM,NAPP,RIHAND2,SEWA2,JHAJJAR,UNCHAHAR1,TANAKPUR,KOTESHWR,PARBATI3,RAMPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,KGSU1AND2,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
6,01:15-01:30,13.0416,48.499828,34.831253,681.915948,0,59.175403,42.14808,26.93898,36.432,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,43.506625,8.340651,10.235073,49.11236,124.284995,0,390.3438,22.130299,12.1695,0,16.783217,6.745515,0,32.585525,0,0,0,0,0,77.578921,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.116,15.00135,416.25

7,01:30-01:45,13.0416,48.499828,34.831253,681.915948,0,59.175403,42.14808,26.93898,36.432,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,43.506625,8.340651,10.235073,49.11236,124.284995,0,408.3438,22.130299,8.967,0,4.272092,6.745515,0,32.585525,0,0,0,0,0,77.578921,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.41,15.00135,416.25

8,01:45-02:00,13.0416,48.499828,34.831253,681.915948,0,59.175403,42.14808,26.93898,36.432,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,43.506625,8.340651,10.235073,49.11236,124.284995,0,390.3438,22.130299,8.967,0,4.272092,6.745515,0,32.585525,0,0,0,0,0,77.578921,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.41,15.00135,416.25

9,02:00-02:15,13.0416,48.499828,34.831253,681.915948,0,59.175403,42.14808,26.93898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,43.506625,8.340651,10.235073,49.11236,124.284995,0,390.3438,22.130299,10.248,0,4.272092,6.745515,0,32.585525,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.41,15.00135,416.25

10,02:15-02:30,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,26.93898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,43.506625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.130299,10.248,0,4.272092,6.745515,0,32.585525,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.41,15.00135,416.25

11,02:30-02:45,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,12.1695,0,4.272092,6.745515,0,32.585525,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.704,15.00135,416.25

12,02:45-03:00,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,12.1695,0,19.529562,6.745515,0,51.354787,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.704,15.00135,416.25

13,03:00-03:15,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,12.1695,0,19.529562,6.745515,0,51.354787,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.704,15.00135,416.25

14,03:15-03:30,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,12.1695,0,19.529562,6.745515,0,51.354787,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.704,15.00135,416.25

15,03:30-03:45,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,12.1695,0,16.783217,6.745515,0,51.354787,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.704,15.00135,416.25

16,03:45-04:00,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,12.1695,0,16.783217,6.745515,0,51.354787,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,5.145,15.00135,416.25

17,04:00-04:15,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,10.248,0,16.783217,6.745515,0,51.615472,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.851,15.00135,416.25

18,04:15-04:30,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,10.248,0,16.783217,6.745515,0,51.615472,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.851,15.00135,416.25

19,04:30-04:45,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,10.248,0,16.783217,6.745515,0,51.615472,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.41,15.00135,416.25

20,04:45-05:00,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,10.248,0,16.783217,6.745515,0,51.615472,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.41,15.00135,416.25

21,05:00-05:15,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,10.248,0,16.783217,6.745515,0,51.615472,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.851,15.00135,416.25

22,05:15-05:30,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,10.248,0,16.783217,6.745515,0,51.615472,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,4.851,15.00135,416.25

23,05:30-05:45,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,7.686,0,12.205976,6.745515,0,51.615472,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.263,15.00135,416.25

24,05:45-06:00,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,3.843,0,79.338844,6.745515,0,51.615472,0,0,0,0,0,78.916488,0,0,0,77.397222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.263,15.00135,416.25

25,06:00-06:15,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,79.338844,6.745515,0,51.224445,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.263,15.00135,416.25

26,06:15-06:30,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,79.338844,6.745515,0,51.224445,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.601072,4.263,15.00135,416.25

27,06:30-06:45,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,79.338844,6.745515,0,50.833419,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,3.822,15.00135,416.25

28,06:45-07:00,13.0416,48.499828,34.831253,688.715948,0,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,79.338844,6.745515,0,50.833419,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,3.822,15.00135,416.25

29,07:00-07:15,13.0416,48.499828,34.831253,688.715948,10.884034,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,79.338844,6.745515,0,50.833419,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,5.145,15.00135,416.25

30,07:15-07:30,13.0416,48.499828,34.831253,688.715948,21.774364,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,9.154482,6.745515,0,50.833419,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,5.145,15.00135,416.25

31,07:30-07:45,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,4.272092,6.745515,0,50.442393,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,5.145,15.00135,416.25

32,07:45:08:00,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,4.272092,6.745515,0,50.442393,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.578,20.801072,5.145,15.00135,416.25

33,08:00-08:15,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,16.783217,6.745515,0,50.051366,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.778,20.801072,5.586,15.00135,416.25

34,08:15-08:30,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,16.783217,6.745515,0,50.051366,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.502375,32.778,20.801072,5.586,15.00135,416.25

35,08:30-08:45,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,50.051366,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.778,20.801072,5.586,15.00135,416.25

36,08:45:09:00,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,50.051366,0,0,0,77.578921,0,0,0,0,0,76.039376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.778,20.801072,7.056,15.00135,416.25

37,09:00:09:15,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,50.051366,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,35.206,20.801072,7.056,15.00135,416.25

38,09:15-09:30,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,76.692,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,50.051366,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,35.206,20.801072,7.056,15.00135,416.25

39,09:30-09:45,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,72.044,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,50.051366,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,36.42,20.801072,7.056,15.00135,416.25

40,09:45-10:00,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,129.980717,72.044,147.682313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.284995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,50.051366,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,36.42,20.801072,7.056,15.00135,416.25

41,10:00-10:15,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,72.044,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,49.529998,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,38.241,20.801072,7.056,15.00135,416.25

42,10:15-10:30,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,72.044,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,49.529998,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,38.241,20.801072,7.056,15.00135,416.25

43,10:30-10:45,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,72.044,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,49.529998,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,38.241,20.801072,6.909,15.00135,416.25

44,10:45-11:00,13.0416,48.499828,34.831253,688.715948,32.652103,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,72.044,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,49.529998,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,38.241,20.801072,6.909,15.00135,416.25

45,11:00-11:15,13.0416,48.499828,34.831253,688.715948,43.536137,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,72.044,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,49.529998,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,38.241,20.801072,6.909,15.00135,410.625

46,11:15-11:30,13.0416,48.499828,34.831253,688.715948,43.536137,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,72.044,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,49.529998,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,38.241,20.801072,6.909,15.00135,410.625

47,11:30-11:45,6.5208,48.499828,34.831253,688.715948,43.536137,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,72.044,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,19.529562,6.745515,0,49.529998,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,6.909,15.00135,410.625

48,11:45-12:00,6.5208,48.499828,34.831253,688.715948,43.536137,59.175403,42.14808,27.63898,32.016,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,46.48,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,4.272092,6.745515,0,49.529998,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,6.909,15.00135,410.625

49,12:00-12:15,6.5208,48.499828,34.831253,688.715948,43.536137,59.175403,42.14808,27.63898,36.432,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,46.48,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,0,6.745515,0,49.138972,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,6.909,15.00135,410.625

50,12:15-12:30,6.5208,48.499828,34.831253,688.715948,43.536137,59.175403,42.14808,27.63898,36.432,37.89052,3.094586,179.962454,0,67.990881,97.055942,130.580717,51.128,148.982313,1.191161,5.534072,0,44.906625,8.340651,10.235073,49.11236,124.384995,0,422.4438,22.630299,0,0,0,6.745515,0,49.138972,0,0,0,77.578921,0,0,0,0,0,74.68153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,6.909,15.00135,410.625

