Block,Time,AURY_GF,NAPP,RAMPUR,ANTA_GF,KOTESHWR,UNCHAHAR2,URI2,TANDA2,SEWA2,TANAKPUR,AURY_CRF,JHAJJAR,TEHRI,KOLDAM,DADRI_CRF,RIHAND2,UNCHAHAR1,SINGRAULI,DADRI_LF,DULHASTI,ANTA_LF,SINGRAULI_HYDRO,SALAL,BSIUL,ANTA_RF,DADRT2,DADRI_RF,RIHAND1,CHAMERA2,KISHANGANGA,ANTA_CRF,RAPPC,NJPC,DHAULIGNGA,RAPPB,AURY_LF,UNCHAHAR3,CHAMERA3,PARBATI3,URI,DADRI_GF,CHAMERA1,UNCHAHAR4,RIHAND3,AURY_RF,KAWAS-RLNG,KAWAS-zLIQ,RSTPSU1TO6,GANDHAR-RLNG,MOUDA_II,VALLURNTECL,KHARGONE-I,VSTPS IV,KGSU3AND4,KHSTPP-II,BRBCL,NTPL,MOUDA,GANDHAR-APM,SASAN,MAPS,FSTPP I & II,KAWAS-ComGas,TAPS-II,NLCEXP,SOLAPUR,GANDHAR-ComGas,GANDHAR-NAPM,LARA-I,KGSU1AND2,KSTPS I&II,NLCIIST2,KSTPS7,GADARWARA-I,VSTPS I,NLCTS2EXP,NLCIIST1,TALST2,SIPAT I,SIPAT II,NNTPP,TALA,KAPS,KUDGI,KAWAS-NAPM,KKNP,VSTPS V,KAWAS-APM,RSTPSU7,VSTPS II,VSTPS III,SIMHST2,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.523123,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,357.713065,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.069222,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,79.542411,14.467514,3.65,1.856470,0.000000,298.392188,0.23,9.900978,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.55,1.179074,2.056526,2.253189,0.00,0.53,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,18.118711,0,0,0,0,0

56,13:45-14:00,0.000000,46.660082,0.000000,0.000000,8.812865,9.880145,0.000000,3.944705,17.465872,0.000000,0.000000,335.523123,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,357.690233,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.069222,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,87.861224,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.61,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.55,1.179074,2.056526,2.253189,0.00,0.53,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

57,14:00-14:15,0.000000,46.660082,0.000000,0.000000,0.000000,22.425686,0.000000,3.944705,17.465872,0.000000,0.000000,335.523123,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,364.466570,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.987975,0.000000,0.000000,12.777696,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.69,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.55,1.179074,2.056526,2.232517,0.00,0.53,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

58,14:15-14:30,0.000000,46.660082,0.000000,0.000000,0.000000,22.425686,0.000000,3.944705,17.465872,0.000000,0.000000,335.523123,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,364.462927,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.987975,0.000000,0.000000,4.259232,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.55,1.179074,2.056526,2.232517,0.08,0.53,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

59,14:30-14:45,0.000000,46.660082,0.000000,0.000000,0.000000,22.425686,0.000000,3.944705,17.465872,0.000000,0.000000,358.835088,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,364.466570,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.069222,0.000000,0.000000,4.259232,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.55,1.179074,2.056526,2.232517,0.14,0.53,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

60,14:45-15:00,0.000000,46.660082,0.000000,0.000000,0.000000,22.425686,0.000000,3.944705,17.465872,0.000000,0.000000,375.713838,0.000000,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,364.462927,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,13.069222,0.000000,0.000000,12.777696,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,108.727313,14.467514,3.65,1.856470,0.000000,298.392188,0.23,14.106198,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.20,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

61,15:00-15:15,0.000000,46.660082,0.000000,0.000000,0.000000,28.317431,0.000000,3.944705,17.465872,0.000000,0.000000,430.140958,23.989187,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,36.478524,0.000000,1.016289,47.071458,18.963420,0.000000,364.686340,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,15.426888,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,136.255674,14.467514,3.65,1.856470,0.000000,298.392188,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.22,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

62,15:15-15:30,0.000000,46.660082,0.000000,0.000000,0.000000,28.317431,0.000000,3.944705,17.465872,0.000000,0.000000,436.902104,35.983780,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,52.437879,0.000000,1.016289,47.071458,18.963420,0.000000,364.683124,0.000000,91.907591,0.000000,6.112886,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,15.426888,0.000000,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,298.392188,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.24,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

63,15:30-15:45,0.000000,46.660082,0.000000,0.000000,0.000000,28.317431,0.000000,3.944705,17.465872,0.000000,0.000000,439.535188,47.978374,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.016289,47.071458,18.963420,0.000000,364.676478,0.000000,91.907591,14.804518,6.187132,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,15.426888,10.759192,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,298.392188,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.25,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

64,15:45-16:00,0.000000,46.660082,0.000000,0.000000,0.000000,28.317431,0.000000,3.944705,17.465872,0.000000,0.000000,441.888568,47.978374,0.000000,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.016289,47.071458,18.963420,0.000000,364.679709,0.000000,91.907591,14.804518,6.187132,0.000000,62.950813,0.000000,0.000000,0.000000,0.000000,15.426888,10.759192,0.000000,48.448764,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,298.392188,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.29,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,29.919851,0,0,0,0,0

65,16:00-16:15,0.000000,46.660082,0.639762,0.000000,0.000000,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,451.808644,47.978374,0.000000,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,18.963420,0.000000,365.342642,0.000000,91.907591,29.760103,6.187132,0.000000,62.950813,20.749983,0.000000,0.000000,0.000000,15.426888,10.759192,0.000000,4.259232,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,304.757888,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.30,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

66,16:15-16:30,0.000000,46.660082,1.279524,0.000000,0.000000,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,451.143139,47.978374,0.000000,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,18.963420,0.000000,365.346392,0.000000,91.907591,29.760103,6.187132,0.000000,62.950813,41.499966,0.000000,0.000000,0.000000,15.426888,10.759192,0.000000,4.259232,0.000000,0.000000,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,307.072688,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.30,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

67,16:30-16:45,0.000000,46.660082,1.279524,0.000000,0.000000,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,460.547014,47.978374,0.000000,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,18.963420,0.000000,365.342642,0.000000,91.907591,29.760103,6.187132,0.000000,62.950813,41.499966,0.000000,0.000000,0.000000,15.426888,21.518384,0.000000,12.777696,0.000000,12.191280,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,307.072688,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.25,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

68,16:45-17:00,0.000000,46.660082,1.279524,0.000000,0.000000,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,472.342849,47.978374,0.000000,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,18.963420,0.000000,365.346392,0.000000,91.907591,29.760103,6.187132,0.000000,62.950813,41.499966,0.000000,0.000000,0.000000,15.426888,21.518384,0.000000,38.333088,0.000000,27.101215,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,307.072688,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.25,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

69,17:00-17:15,0.000000,46.660082,1.279524,0.000000,0.000000,42.752489,0.000000,3.944705,17.465872,0.617762,0.000000,470.761069,47.978374,0.000000,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,12.642280,0.000000,359.733563,0.000000,91.907591,29.760103,6.187132,0.000000,62.950813,41.499966,0.000000,0.000000,0.000000,15.253278,21.518384,0.000000,51.110784,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,307.072688,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.29,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

70,17:15-17:30,0.000000,46.660082,1.279524,0.000000,0.000000,42.752489,0.000000,3.944705,17.465872,0.617762,0.000000,468.996034,47.978374,0.000000,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,12.642280,0.000000,375.695030,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,41.499966,0.000000,0.000000,0.000000,15.253278,21.518384,0.000000,51.110784,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,307.072688,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.30,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.00,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

71,17:30-17:45,0.000000,46.660082,1.279524,0.000000,8.812865,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,490.533319,47.978374,0.000000,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,12.642280,0.000000,441.078485,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,41.499966,0.000000,0.000000,0.000000,20.500640,21.518384,0.000000,38.333088,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,314.885138,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.34,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.09,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

72,17:45-18:00,0.000000,46.660082,1.919286,0.000000,8.812865,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,480.888319,47.978374,0.000000,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,12.642280,0.000000,456.510485,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,62.249949,0.000000,0.000000,0.000000,20.500640,21.518384,0.000000,38.333088,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,326.407054,0.23,19.994085,0.000000,1.313349,1.72,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.37,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.16,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

73,18:00-18:15,0.000000,46.660082,2.090650,0.000000,8.812865,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,471.243319,47.978374,1.720022,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,12.642280,0.000000,487.374485,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,67.956194,10.084994,0.000000,0.000000,20.500640,21.518384,0.000000,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,335.608384,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.40,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.24,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

74,18:15-18:30,0.000000,46.660082,2.867505,0.000000,17.625730,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,500.178319,47.978374,3.978638,0.000000,118.083735,0.000000,127.273275,0.000000,54.905879,0.000000,1.016289,34.743219,12.642280,0.000000,480.622985,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,93.374923,20.169989,0.000000,0.000000,20.500640,21.518384,0.000000,45.786744,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.41,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.33,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

75,18:30-18:45,0.000000,46.660082,3.667206,0.000000,26.438595,42.752489,0.000000,3.944705,17.465872,5.806965,0.000000,567.693319,47.978374,5.160066,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,34.743219,12.642280,0.000000,467.119985,0.000000,91.907591,44.776114,6.187132,0.000000,62.950813,119.312402,30.254983,0.000000,0.000000,20.500640,21.518384,0.000000,38.333088,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.41,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.41,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

76,18:45-19:00,0.000000,46.660082,3.941390,0.000000,34.391668,42.752489,0.000000,3.944705,17.465872,5.806965,0.000000,643.395416,47.978374,6.880089,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,34.743219,18.963420,0.000000,500.328781,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,40.339977,0.000000,0.000000,26.379075,21.518384,0.000000,38.333088,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,4.078779,1.94,2.389341,1.51,1.179074,2.056526,2.232517,0.43,0.51,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.49,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

77,19:00-19:15,0.000000,46.660082,3.941390,0.000000,34.391668,42.752489,0.000000,3.944705,17.465872,5.806965,0.000000,643.395416,47.978374,6.880089,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,47.071458,18.963420,0.000000,510.938281,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,40.339977,0.000000,0.000000,26.379075,32.310138,0.000000,43.657128,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,3.970011,1.94,2.417492,1.53,1.179074,2.056526,2.232517,0.44,0.69,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.49,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

78,19:15-19:30,0.000000,46.660082,3.941390,0.000000,34.391668,42.752489,0.000000,3.944705,17.465872,5.806965,0.000000,643.395416,47.978374,6.880089,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,47.071458,18.963420,0.000000,525.405781,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,40.339977,0.000000,0.000000,26.379075,32.310138,4.245892,43.657128,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,3.970011,1.94,2.418481,1.54,1.179074,2.056526,2.232517,0.48,0.83,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.49,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

79,19:30-19:45,0.000000,46.660082,3.941390,0.000000,34.391668,42.752489,0.000000,3.944705,17.465872,5.683413,0.000000,643.395416,47.978374,6.880089,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,47.071458,18.963420,0.000000,525.212881,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,40.339977,0.000000,0.000000,26.379075,32.310138,18.398866,43.657128,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,3.970011,1.94,2.446632,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.52,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

80,19:45-20:00,0.000000,46.660082,3.941390,0.000000,34.391668,42.752489,0.000000,3.944705,17.465872,5.683413,0.000000,643.395416,47.978374,6.880089,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,47.071458,18.963420,0.000000,473.291628,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,40.339977,0.000000,0.000000,26.379075,32.310138,36.797731,43.657128,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,3.970011,1.94,2.447618,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.55,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

81,20:00-20:15,0.000000,46.660082,3.941390,0.000000,34.391668,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,573.469166,47.978374,6.880089,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,47.071458,18.963420,0.000000,428.539985,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,40.339977,0.000000,0.000000,20.500640,32.310138,36.797731,51.110784,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,3.970011,1.94,2.447618,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.58,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

82,20:15-20:30,0.000000,46.660082,3.941390,0.000000,34.391668,42.752489,0.000000,3.944705,17.465872,0.000000,0.000000,480.888319,47.978374,6.880089,0.000000,118.083735,0.000000,127.998795,0.000000,54.905879,0.000000,1.077265,47.071458,18.963420,0.000000,430.468985,0.000000,91.907591,44.776114,6.299626,0.000000,62.950813,128.131145,40.339977,0.000000,0.000000,20.500640,32.310138,36.797731,51.110784,0.000000,40.651823,0.000000,123.890121,0.000000,0.000000,0.000000,7.67,0.000000,3.363787,3.44,3.393268,2.570658,2.10,142.278820,14.467514,3.65,1.856470,0.000000,336.586388,0.23,19.994085,0.000000,1.313349,1.67,1.696634,0.000000,0.000000,3.970011,1.94,2.447618,1.28,1.179074,2.056526,2.232517,0.49,0.87,2.92,5.089903,1.791457,0.19,0.000000,1.099695,9.00,0.000000,0.59,1.271619,0.000000,1.87,1.861130,1.877149,1.78,44.252900,0,0,0,0,0

